timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.02289838  1.4760308   0.00515385 -1.08144215  1.52526908 -1.57971773
  0.32011644 -0.32580225 -0.11738817  1.93497233  0.        ]",[-4.27527861 -3.10779615],-0.178261208516,-0.178261208516,"[[-0.04624389  0.02023554  0.17678292 -0.18264965]
 [-0.00283177  0.00331665  0.          0.        ]]",[-0.52691406 -0.37899187],[-3.49246621 -1.58850598]
1,"[ 1.01897792  1.47604897 -0.05390457 -1.18448491  1.52526649 -1.57971492
 -0.05628535 -0.96636278 -0.12519419  1.78335657  0.        ]",[-2.51007355  0.37893003],-0.165663969635,-0.165663969635,"[[-0.08597502 -0.01941118  0.17678292 -0.18264965]
 [-3.95712048 -3.95480268  0.          0.        ]]",[-0.52691406 -0.37899187],[-2.40572596 -0.49146461]
2,"[ 0.99351745  1.47198817 -0.22783502 -1.34862005  1.52526391 -1.57971211
 -0.42544757 -0.71062831 -0.17739468  1.40985675  0.        ]",[-1.62450608  0.71591144],-0.133964259502,-0.133964259502,"[[-0.20402889 -0.08265239  0.17678292 -0.18264965]
 [-7.83535417 -2.37458692  0.          0.        ]]",[-0.52691406 -0.37899187],[-1.3172543  -0.13483554]
3,"[ 0.90725483  1.46984148 -0.50460038 -1.39666373  1.52526133 -1.5797093
 -0.78735569 -0.24401989 -0.31535921  0.92855502  0.        ]",[-0.42235894  1.31551426],-0.0918399834623,-0.0918399834623,"[[ -0.39888292  -0.10121568   0.17678292  -0.18264965]
 [-11.63738265   0.50865039   0.           0.        ]]",[-0.52691406 -0.37899187],[ 0.12240411  0.00933927]
4,"[ 0.72348271  1.47461647 -0.82295337 -1.26759504  1.52525874 -1.57970649
 -0.92462896  0.39524882 -0.5446511   0.45851127  0.        ]",[ 0.96028849 -0.30041892],-0.053305357917,-0.053305357917,"[[ -0.64609999  -0.05140968   0.17678292  -0.18264965]
 [-13.07951431   4.45877992   0.           0.        ]]",[-0.52691406 -0.37899187],[ 1.37633443 -0.24268174]
5,"[ 0.49753028  1.47588553 -1.06176519 -1.06923647  1.52525616 -1.57970367
 -0.5383552   0.18820108 -0.7894689   0.13016683  0.        ]",[ 3.57101845 -0.00798018],-0.045823193627,-0.045823193627,"[[-0.8669752   0.02492956  0.17678292 -0.18264965]
 [-9.02152457  3.17940504  0.          0.        ]]",[-0.52691406 -0.37899187],[ 1.87990451 -0.06773502]
6,"[ 0.33052828  1.47145455 -1.18434844 -0.9067475   1.52525358 -1.57970086
 -0.14481289  0.17263947 -0.95450833 -0.03228423  0.        ]",[ 2.22763431  0.0728147 ],-0.0574911001672,-0.0574911001672,"[[-1.00592453  0.08755283  0.17678292 -0.18264965]
 [-4.88717367  3.0832484   0.          0.        ]]",[-0.52691406 -0.37899187],[ 1.78009319 -0.23527324]
7,"[ 0.25725968  1.46186261 -1.22779717 -0.74179326  1.52525099 -1.57969805
  0.24093487  0.20916629 -0.9947953  -0.06168999  0.        ]",[ 1.35186839 -0.07971687],-0.0613483940416,-0.0613483940416,"[[-1.06300846  0.15148228  0.17678292 -0.18264965]
 [-0.83470822  3.3089529   0.          0.        ]]",[-0.52691406 -0.37899187],[ 1.02511168 -0.667126  ]
8,"[ 0.28728966  1.4476149  -1.21066777 -0.58247976  1.52524841 -1.57969524
  0.61907811  0.14723431 -0.90887697  0.02472874  0.        ]",[-0.14956124 -0.69304127],-0.0538807721808,-0.0538807721808,"[[-1.03984464  0.21382169  0.17678292 -0.18264965]
 [ 3.13786937  2.92626803  0.          0.        ]]",[-0.52691406 -0.37899187],[-0.2192153  -1.08878016]
9,"[ 0.35844252  1.43892482 -1.16625709 -0.50549506  1.52524583 -1.57969243
  0.55695407 -0.30620383 -0.80149897  0.14125944  0.        ]",[ 0.23889019 -1.40751615],-0.0474062876838,-0.0474062876838,"[[-0.98363528  0.24423517  0.17678292 -0.18264965]
 [ 2.48523121  0.1244179   0.          0.        ]]",[-0.52691406 -0.37899187],[-0.17127225 -0.57719046]
