timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.08970803  1.9240638   0.02264003 -0.66952162  0.73267636  1.00491882
  0.26682755 -0.34317359  0.62929345 -1.03176742  0.        ]",[-0.11094797  1.9044638 ],-0.171978300323,-0.171978300323,"[[-0.02707534  0.00880201  0.08819102  0.11674275]
 [-0.00392438 -0.00073541  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.4447279   1.21163404]
1,"[ 1.08951913  1.9225564   0.015812   -0.55808194  0.7326736   1.00491387
  0.22981717  0.20877867  0.62921662 -1.00401772  0.        ]",[-1.401266    0.64842999],-0.16957059818,-0.16957059818,"[[-0.03157207  0.048517    0.08819102  0.11674275]
 [-0.44427693  3.95903724  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.41619089  1.15944266]
2,"[ 1.08575679  1.90888604 -0.05773821 -0.26725567  0.73267084  1.00490892
 -0.10200138  0.55595051  0.62536968 -0.993645    0.        ]",[ 0.5777995   1.78894202],-0.168290085959,-0.168290085959,"[[-0.08006968  0.15268741  0.08819102  0.11674275]
 [-4.39233913  6.44969479  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.54908627  1.16961789]
3,"[ 1.07580356  1.85774549 -0.15441839  0.1891652   0.73266808  1.00490397
  0.0972864   1.08994741  0.61036297 -0.9538578   0.        ]",[ 0.06474526  2.97064223],-0.163367272169,-0.163367272169,"[[ -0.14412612   0.32011872   0.08819102   0.11674275]
 [ -2.02116675  10.28067625   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.43138099  1.06470251]
4,"[ 1.0673641   1.72230248 -0.21057427  0.80507883  0.73266532  1.00489902
  0.12207411  1.61347511  0.56214679 -0.80768094  0.        ]",[ 0.04852864  1.57577743],-0.14628803456,-0.14628803456,"[[ -0.18159095   0.56341678   0.08819102   0.11674275]
 [ -1.72623424  14.0366128    0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.3070097  0.9402895]
5,"[ 1.05855917  1.44935567 -0.25862809  1.47138936  0.73266256  1.00489407
  0.14102595  2.12662567  0.44705276 -0.61379992  0.        ]",[-0.23264332  0.68115558],-0.118702737059,-0.118702737059,"[[ -0.2138544    0.8810878    0.08819102   0.11674275]
 [ -1.50073798  17.71822154   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.14584595  0.76498282]
6,"[ 1.04605033  1.01925446 -0.31618817  1.97766382  0.73265981  1.00488912
  0.06619061  2.45366493  0.2461954  -0.44300599  0.        ]",[-0.50792951 -0.22148474],-0.0833003388199,-0.0833003388199,"[[ -0.25280356   1.25899599   0.08819102   0.11674275]
 [ -2.39113677  20.06476269   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.02984368  0.58552492]
7,"[ 1.01955933  0.51884663 -0.41452873  2.10473804  0.73265705  1.00488417
 -0.0986642   2.27606598  0.00448722 -0.38341207  0.        ]",[-0.60086059 -0.56208692],-0.0531589731846,-0.0531589731846,"[[ -0.32030476   1.64751022   0.08819102   0.11674275]
 [ -4.35259928  18.79086765   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.02392669  0.50687188]
8,"[ 0.96357517  0.07898555 -0.56997416  1.86153358  0.73265429  1.00487922
 -0.29124048  1.91398815 -0.20827257 -0.44004083  0.        ]",[-1.21317842  1.16137506],-0.0485611114117,-0.0485611114117,"[[ -0.43034407   1.99726633   0.08819102   0.11674275]
 [ -6.64389532  16.19335483   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.09572075  0.49336389]
9,"[ 0.84638035 -0.30534284 -0.79600856  1.28786525  0.73265153  1.00487427
 -0.61290262  2.4211574  -0.41386989 -0.57589008  0.        ]",[ 0.92637952  2.57685738],-0.0702149553581,-0.0702149553581,"[[ -0.6016204    2.35764461   0.08819102   0.11674275]
 [-10.4710713   19.83227581   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.16977701  0.45910627]
10,"[ 0.69639872 -0.60646541 -0.99608325  0.27232658  0.73264877  1.00486932
 -0.28721187  2.91824147 -0.68286109 -0.75505129  0.        ]",[ 0.8495284   0.27050904],-0.108330665876,-0.108330665876,"[[ -0.7721637    2.79007626   0.08819102   0.11674275]
 [ -6.59600225  23.39908047   0.           0.        ]]",[-0.11267446 -0.14937596],[ 0.09744255  0.39598569]
11,"[ 0.59804412 -0.68627081 -1.09636299 -0.69469553  0.73264601  1.00486437
  0.0064044   0.43716217 -0.90858114 -0.94161022  0.        ]",[-1.46252515  0.83835005],-0.14631081523,-0.14631081523,"[[-0.86902944  3.14174718  0.08819102  0.11674275]
 [-3.102555    5.59832465  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.19483271  0.52706122]
12,"[ 0.48636871 -0.68625522 -1.18946671 -0.70685517  0.73264325  1.00485942
 -0.32123491 -0.69538997 -0.89834792 -0.93106166  0.        ]",[-0.28368628 -0.42619918],-0.144378459362,-0.144378459362,"[[-0.97019419  3.14607966  0.08819102  0.11674275]
 [-7.00080912 -2.52729207  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.353524    0.69600165]
13,"[ 0.30650635 -0.68362646 -1.30361068 -0.51581457  0.73264049  1.00485447
 -0.40399401 -0.93135458 -0.83850235 -0.89747016  0.        ]",[-1.72371433  1.22225792],-0.135743145397,-0.135743145397,"[[-1.12009003  3.07798444  0.08819102  0.11674275]
 [-7.98548619 -4.22027008  0.          0.        ]]",[-0.11267446 -0.14937596],[ 0.40722883  0.74695265]
