timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.03144189  1.42567072  0.18886271 -1.25210486 -1.38083042  1.12991819
  0.3018386  -0.32029043  3.11484638 -1.62403594  0.        ]",[ 2.89285692  1.9369649 ],-0.386213974537,-0.386213974537,"[[ 0.08112268 -0.02720312 -0.15856308  0.13100388]
 [ 0.0011841   0.00126456  0.          0.        ]]",[-0.6085605  -0.49870405],[ 3.28922033  2.28216553]
1,"[ 1.02551413  1.42603813  0.24761432 -1.14982224 -1.3808286   1.12991702
  0.69533323  0.3353388   3.10314372 -1.46556295  0.        ]",[ 2.36373922  1.84815625],-0.381404999792,-0.381404999792,"[[ 0.12082119  0.01253432 -0.15856308  0.13100388]
 [ 3.95550515  3.9592934   0.          0.        ]]",[-0.6085605  -0.49870405],[ 2.57324195  1.20775592]
2,"[ 0.99427082  1.41533466  0.42022401 -0.84673629 -1.38082679  1.12991586
  1.08105157  0.97799083  3.02092398 -1.00548847  0.        ]",[ 2.25389664  0.59762535],-0.364630338393,-0.364630338393,"[[ 0.23882191  0.13064636 -0.15856308  0.13100388]
 [ 7.83168564  7.83898162  0.          0.        ]]",[-0.6085605  -0.49870405],[ 1.87759328  0.38128102]
3,"[ 0.89924802  1.36587662  0.69330534 -0.39780435 -1.38082498  1.1299147
  1.45922954  1.34400046  2.75187806 -0.34027966  0.        ]",[ 1.0401286   0.42528895],-0.330628253596,-0.330628253596,"[[  0.43358559   0.30959584  -0.15856308   0.13100388]
 [ 11.63210158  10.04858787   0.           0.        ]]",[-0.6085605  -0.49870405],[ 1.47680771  0.23849717]
4,"[ 0.68454102  1.2551546   1.03076955  0.10912491 -1.38082317  1.12991354
  1.83001253  1.5897039   2.18849291  0.31027399  0.        ]",[ 0.59460348 -0.40915222],-0.274233524954,-0.274233524954,"[[  0.70361155   0.52545067  -0.15856308   0.13100388]
 [ 15.35822099  11.53191249   0.           0.        ]]",[-0.6085605  -0.49870405],[ 0.86556071 -0.0758979 ]
5,"[ 0.31594805  1.09676862  1.34468072  0.54894457 -1.38082136  1.12991238
  2.03404206  1.28329424  1.38707547  0.62759129  0.        ]",[-0.89052349 -0.3720139 ],-0.198431166699,-0.198431166699,"[[  1.03134772   0.73752994  -0.15856308   0.13100388]
 [ 17.40861011   9.68212822   0.           0.        ]]",[-0.6085605  -0.49870405],[-0.53944057 -0.7653985 ]
6,"[-0.10711604  0.93209824  1.51673644  0.85727871 -1.38081955  1.12991122
  1.64933101  1.00761946  0.65228947  0.48898606  0.        ]",[-1.26419922 -2.04386795],-0.123145909113,-0.123145909113,"[[  1.34073182   0.91447441  -0.15856308   0.13100388]
 [ 13.54257883   8.01788602   0.           0.        ]]",[-0.6085605  -0.49870405],[-0.94720513 -1.23719859]
7,"[-0.44254998  0.80737293  1.55592852  1.02939543 -1.38081774  1.12991006
  1.22912686  0.32556401  0.19568779  0.16120781  0.        ]",[-0.52702744 -1.06456229],-0.0691540459166,-0.0691540459166,"[[ 1.56921707  1.03351892 -0.15856308  0.13100388]
 [ 9.31985111  3.9003205   0.          0.        ]]",[-0.6085605  -0.49870405],[-0.96977371 -1.17705691]
8,"[-0.68388058  0.76608582  1.53643609  1.07724186 -1.38081593  1.1299089
  1.00339388 -0.34305176 -0.05094541 -0.10593766  0.        ]",[-1.42385073  0.02253591],-0.0388594930494,-0.0388594930494,"[[ 1.73285484  1.07102632 -0.15856308  0.13100388]
 [ 7.05140989 -0.13611014  0.          0.        ]]",[-0.6085605  -0.49870405],[-0.95294315 -0.88259387]
9,"[-0.82851987  0.76807526  1.50516402  1.07502932 -1.38081411  1.12990774
  0.5957715  -0.32765402 -0.17430307 -0.26195667  0.        ]",[ 0.02946312 -1.24533231],-0.0271098300198,-0.0271098300198,"[[ 1.83278358  1.06923654 -0.15856308  0.13100388]
 [ 2.9551084  -0.04315509  0.          0.        ]]",[-0.6085605  -0.49870405],[-0.26456833 -0.65931201]
