timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.05306937  1.35559073  0.21243456 -1.33645738 -0.70274129 -0.30830959
  0.27007734 -0.31352996  2.51805921  0.597792    0.        ]",[ 0.08537881  1.98458174],-0.294487307153,-0.294487307153,"[[ 0.09959667 -0.02274808 -0.08020579 -0.03618985]
 [ 0.00166015  0.00270997  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.04855353  1.93895018]
1,"[ 1.05256584  1.35573653  0.21746463 -1.23453125 -0.70274092 -0.30830947
  0.30650508  0.37381286  2.51298198  0.66727985  0.        ]",[-0.18998065  1.68550283],-0.294976999918,-0.294976999918,"[[ 0.10300282  0.0170321  -0.08020579 -0.03618985]
 [ 0.33784141  3.96211327  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.08715521  1.88102698]
2,"[ 1.05269442  1.34410544  0.21618626 -0.9327453  -0.70274054 -0.30830935
  0.22418417  1.04762098  2.48986524  0.84028112  0.        ]",[-0.52702248  2.42721135],-0.295567327821,-0.295567327821,"[[ 0.10213712  0.13521814 -0.08020579 -0.03618985]
 [-0.42187138  7.84355308  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.20930262  1.81914163]
3,"[  1.05642857e+00   1.28595406e+00   1.72882342e-01  -4.47200971e-01
  -7.02740167e-01  -3.08309225e-01  -9.72918825e-04   1.70817368e+00
   2.43442693e+00   1.03748424e+00   0.00000000e+00]",[ 0.00859948  0.96618448],-0.294165733944,-0.294165733944,"[[  0.07285131   0.33026701  -0.08020579  -0.03618985]
 [ -2.49977397  11.6486451    0.           0.        ]]",[-0.79652971 -0.71760035],[-0.33491558  1.70890868]
4,"[ 1.05988993  1.13029784  0.09998761  0.16720079 -0.70273979 -0.3083091
  0.00795414  2.3322569   2.31693133  1.25865073  0.        ]",[ 0.02893608  1.67214318],-0.288431483355,-0.288431483355,"[[  0.02368175   0.59931004  -0.08020579  -0.03618985]
 [ -2.41738901  15.2436762    0.           0.        ]]",[-0.79652971 -0.71760035],[-0.09746303  1.5075326 ]
5,"[ 1.05991086  0.82392133  0.03063377  0.79243673 -0.70273942 -0.30830898
  0.02548139  2.96721758  2.0891878   1.51276603  0.        ]",[ 1.30635873  0.84577578],-0.275167207446,-0.275167207446,"[[ -0.02304445   0.9408827   -0.08020579  -0.03618985]
 [ -2.2556357   18.9014011    0.           0.        ]]",[-0.79652971 -0.71760035],[ 0.14856562  1.2126323 ]
6,"[ 1.0597253   0.34640086  0.02327384  1.22130113 -0.70273904 -0.30830886
  0.45916735  3.48341979  1.6882309   1.769505    0.        ]",[-0.01403195  0.2545484 ],-0.250202127053,-0.250202127053,"[[ -0.02800427   1.34874589  -0.08020579  -0.03618985]
 [  1.74671061  21.87506521   0.           0.        ]]",[-0.79652971 -0.71760035],[ 0.10412765  0.5492506 ]
7,"[ 1.06027007 -0.22278484  0.07381713  1.22176876 -0.70273867 -0.30830874
  0.4496576   3.58319     1.16228929  1.82439146  0.        ]",[ 0.12344537  0.92932962],-0.211852495512,-0.211852495512,"[[  6.04918040e-03   1.79201464e+00  -8.02057863e-02  -3.61898509e-02]
 [  1.65895007e+00   2.24498933e+01   0.00000000e+00   0.00000000e+00]]",[-0.79652971 -0.71760035],[ 0.54448342  0.35553795]
8,"[ 1.05889465 -0.7753931   0.12986899  0.67722138 -0.70273829 -0.30830862
  0.49929934  4.14478777  0.65622347  1.51362479  0.        ]",[ 0.94160795 -1.03218679],-0.160718064293,-0.160718064293,"[[  0.0438239    2.27347278  -0.08020579  -0.03618985]
 [  2.11707905  25.68514471   0.           0.        ]]",[-0.79652971 -0.71760035],[ 1.14324617 -0.21854731]
9,"[ 1.04923832 -1.13153606  0.24720555 -0.28211067 -0.70273792 -0.3083085
  0.89889423  3.36913098  0.33441748  0.92546955  0.        ]",[ 0.96300132 -0.457909  ],-0.10758565477,-0.10758565477,"[[  0.1231677    2.74234518  -0.08020579  -0.03618985]
 [  5.80481049  21.21701604   0.           0.        ]]",[-0.79652971 -0.71760035],[ 0.8352145  -0.65497458]
10,"[ 1.00490795 -1.23195509  0.46987823 -1.15911359 -0.70273754 -0.30830838
  1.29958232  1.00573954  0.27960863  0.44892725  0.        ]",[ 0.47855929 -0.94586654],-0.0810142641036,-0.0810142641036,"[[ 0.27637022  3.09511129 -0.08020579 -0.03618985]
 [ 9.50263659  7.60252175  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.19628043 -0.31576142]
11,"[ 0.89296328 -1.23316553  0.75495877 -1.23465315 -0.70273717 -0.30830826
  1.48446318 -0.64611136  0.30518471  0.29829088  0.        ]",[-0.53724351 -0.78614133],-0.0779410971358,-0.0779410971358,"[[  0.4835408    3.1246078   -0.08020579  -0.03618985]
 [ 11.20885549  -1.91309447   0.           0.        ]]",[-0.79652971 -0.71760035],[-0.53209835 -0.09473494]
12,"[ 0.73183409 -1.22855546  1.00299524 -1.05782393 -0.7027368  -0.30830814
  1.2299121  -1.17991899  0.26540393  0.36283512  0.        ]",[-0.60895352 -0.04255261],-0.0765798792074,-0.0765798792074,"[[ 0.68414808  3.05549301 -0.08020579 -0.03618985]
 [ 8.8596984  -4.98813967  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.06228474  0.40180781]
13,"[ 0.57993852 -1.21088482  1.16560434 -0.80289188 -0.70273642 -0.30830802
  0.94964942 -1.19204879  0.19307508  0.4509487   0.        ]",[-0.05635689  0.62808109],-0.0740476282359,-0.0740476282359,"[[ 0.83539138  2.95502906 -0.08020579 -0.03618985]
 [ 6.27325283 -5.05802023  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.46689981  0.65653479]
14,"[ 0.44096472 -1.18924607  1.27859944 -0.61505584 -0.70273605 -0.3083079
  0.91202191 -0.74295624  0.12913172  0.50017985  0.        ]",[ 0.11844399 -0.59495062],-0.0713927420878,-0.0713927420878,"[[ 0.95737241  2.87982519 -0.08020579 -0.03618985]
 [ 5.9260065  -2.47099015  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.41776657  0.41303772]
15,"[ 0.28941965 -1.1616633   1.37360283 -0.437352   -0.70273567 -0.30830778
  0.95011048 -1.14341394  0.06040231  0.53185352  0.        ]",[ 0.40391629  0.72094345],-0.0681405764689,-0.0681405764689,"[[ 1.07941941  2.80725981 -0.08020579 -0.03618985]
 [ 6.27751921 -4.77786284  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.27820355  0.6681124 ]
16,"[ 0.10263092 -1.13099862  1.45871025 -0.27962312 -0.7027353  -0.30830766
  1.10993201 -0.63145156 -0.01077385  0.53093697  0.        ]",[-0.18157701  0.80160817],-0.0634928962227,-0.0634928962227,"[[ 1.21976847  2.7412929  -0.08020579 -0.03618985]
 [ 7.75246725 -1.82866577  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.2255712   0.07029587]
17,"[-0.10252292 -1.12878409  1.51822692 -0.26933169 -0.70273492 -0.30830754
  1.01541325 -0.07419385 -0.03030711  0.45129144  0.        ]",[-0.32004762 -0.25048198],-0.0577862941279,-0.0577862941279,"[[ 1.36606586  2.73692779 -0.08020579 -0.03618985]
 [ 6.8801917   1.38145944  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.18696259 -0.46329132]
18,"[-0.28085888 -1.13747282  1.5443337  -0.31047292 -0.70273455 -0.30830742
  0.86335034 -0.25113091 -0.01941108  0.36632884  0.        ]",[ 0.06644315  0.1181512 ],-0.0540000625513,-0.0540000625513,"[[ 1.48958965  2.75433036 -0.08020579 -0.03618985]
 [ 5.47685841  0.36219986  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.00137158 -0.32053664]
19,"[-0.44286171 -1.1431887   1.54856088 -0.33869273 -0.70273417 -0.3083073
  0.88010909 -0.17117109 -0.00613109  0.29682508  0.        ]",[-0.41644606 -0.41662159],-0.0516023816688,-0.0516023816688,"[[ 1.60067862  2.76619585 -0.08020579 -0.03618985]
 [ 5.63152455  0.82281381  0.          0.        ]]",[-0.79652971 -0.71760035],[-0.13792561 -0.56743884]
20,"[ -5.81006312e-01  -1.14306450e+00   1.53766755e+00  -3.38073785e-01
  -7.02733799e-01  -3.08307177e-01   6.89364007e-01  -4.60383472e-01
  -1.16498414e-03   2.44768410e-01   0.00000000e+00]",[-0.26975785 -0.75165781],-0.0496887048169,-0.0496887048169,"[[ 1.6956473   2.76593626 -0.08020579 -0.03618985]
 [ 3.87120498 -0.84321552  0.          0.        ]]",[-0.79652971 -0.71760035],[ 0.13094936 -0.24809018]
