timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.98409614  1.78521997  0.21826096 -0.92591233  1.54506574 -0.68547955
  0.39851059 -0.35460563 -0.11652471  0.80162294  0.        ]",[-0.61446332  0.62441829],-0.0993887140826,-0.0993887140826,"[[ 0.07603446 -0.00362525  0.17854335 -0.07891579]
 [-0.00165852 -0.00476189  0.          0.        ]]",[-0.32558212 -0.24144469],[-1.6206944   0.19779506]
1,"[ 0.98637701  1.78493743  0.18081051 -0.8560971   1.54506117 -0.68547867
  0.19939387  0.01386248 -0.1152626   0.77793457  0.        ]",[-0.27095447 -0.460488  ],-0.0971544064704,-0.0971544064704,"[[ 0.05160362  0.02109674  0.17854335 -0.07891579]
 [-2.43332614  2.46871412  0.          0.        ]]",[-0.32558212 -0.24144469],[-1.47579467  0.12605813]
2,"[ 0.98828616  1.78350817  0.09032371 -0.76975571  1.54505661 -0.6854778
  0.1156248  -0.26497873 -0.11268998  0.68927914  0.        ]",[-0.30077838  0.321359  ],-0.0887809120975,-0.0887809120975,"[[-0.00732703  0.05169042  0.17854335 -0.07891579]
 [-3.45633566  0.59689126  0.          0.        ]]",[-0.32558212 -0.24144469],[-1.208094    0.37487286]
3,"[ 0.98269211  1.78149199 -0.03297943 -0.7004516   1.54505205 -0.68547692
  0.02375239 -0.07712079 -0.11499775  0.54977987  0.        ]",[-0.42986612  1.0140101 ],-0.0755785979974,-0.0755785979974,"[[-0.08771081  0.07628092  0.17854335 -0.07891579]
 [-4.57830542  1.85795331  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.93996167  0.37021542]
4,"[ 0.96043023  1.77030938 -0.19673302 -0.48580486  1.54504748 -0.68547604
 -0.10820304  0.50734201 -0.1282583   0.41098056  0.        ]",[-0.30812117  0.55171052],-0.0622187392908,-0.0622187392908,"[[-0.19544534  0.15280492  0.17854335 -0.07891579]
 [-6.18977958  5.78136573  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.61635941  0.04254219]
5,"[ 0.90915315  1.73211529 -0.39654072 -0.11024907  1.54504292 -0.68547516
 -0.1980558   0.81577405 -0.15698544  0.2846025   0.        ]",[ 0.27102933  0.87601652],-0.0493534527627,-0.0493534527627,"[[-0.33025048  0.28920597  0.17854335 -0.07891579]
 [-7.28708537  7.85182907  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.27913451 -0.18762267]
6,"[ 0.83355315  1.64105976 -0.58558758  0.38715773  1.54503835 -0.68547428
 -0.09856151  1.30925678 -0.19878112  0.22480591  0.        ]",[-1.1609589  -0.80877763],-0.0415322154804,-0.0415322154804,"[[ -0.46380153   0.47947983   0.17854335  -0.07891579]
 [ -6.07203923  11.16452021   0.           0.        ]]",[-0.32558212 -0.24144469],[-0.29041284 -0.70043576]
7,"[ 0.71247412  1.51011896 -0.7955793   0.83461495  1.54503379 -0.6854734
 -0.41258996  0.7994467  -0.26754384  0.1216788   0.        ]",[ 0.96448638 -1.25318496],-0.0283457859209,-0.0283457859209,"[[-0.62371906  0.66843401  0.17854335 -0.07891579]
 [-9.90702906  7.74225248  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.4645974  -0.34967893]
8,"[ 0.56315627  1.41388829 -0.98045362  1.07449749  1.54502923 -0.68547252
 -0.08398527  0.18653421 -0.35048773 -0.04490468  0.        ]",[ 0.48091879  0.3286565 ],-0.00885852386604,-0.00885852386604,"[[-0.78159645  0.78199768  0.17854335 -0.07891579]
 [-5.89403981  3.62786915  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.53522968 -0.11082435]
9,"[ 0.4576175   1.33425362 -1.08157083  1.23721571  1.54502466 -0.68547164
  0.08132906  0.36958619 -0.40980512 -0.1235479   0.        ]",[-1.07921256  0.55487684],-0.00480688199418,-0.00480688199418,"[[-0.8792217   0.86688386  0.17854335 -0.07891579]
 [-3.8751871   4.85666958  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.47941512 -0.39618963]
10,"[ 0.32019544  1.21355307 -1.18736728  1.43777077  1.5450201  -0.68547077
 -0.23643934  0.68271406 -0.48692324 -0.18941211  0.        ]",[ 0.70732721 -0.68421685],-0.0154337697704,-0.0154337697704,"[[-0.99566073  0.98510756  0.17854335 -0.07891579]
 [-7.75583812  6.95864982  0.          0.        ]]",[-0.32558212 -0.24144469],[ 1.08790195 -0.54046196]
11,"[ 0.16006469  1.09167366 -1.28180727  1.59569132  1.54501554 -0.68546989
  0.0053514   0.2584576  -0.57708889 -0.26611885  0.        ]",[ 1.89334531 -0.8234378 ],-0.0287265535414,-0.0287265535414,"[[-1.12115153  1.09570571  0.17854335 -0.07891579]
 [-4.80304585  4.11069095  0.          0.        ]]",[-0.32558212 -0.24144469],[ 1.07521749 -0.44614959]
12,"[ 0.086032    1.03568023 -1.31665003  1.65556291  1.54501097 -0.68546901
  0.33721077 -0.23953897 -0.61883199 -0.29574846  0.        ]",[ 0.74207492  0.28471949],-0.034624420193,-0.034624420193,"[[-1.17655039  1.14437823  0.17854335 -0.07891579]
 [-0.75031869  0.76772696  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.7405467  -0.33368087]
13,"[ 0.10572056  1.00465193 -1.30788129  1.68561163  1.54500641 -0.68546813
  0.57884557 -0.07397438 -0.60734144 -0.24561459  0.        ]",[-0.13394311 -1.82221877],-0.0311413236277,-0.0311413236277,"[[-1.16194973  1.17088383  0.17854335 -0.07891579]
 [ 2.20057255  1.87913126  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.23483418 -0.67459381]
14,"[ 0.1567232   1.00761205 -1.28348344  1.68283003  1.54500185 -0.68546725
  0.53196379 -0.66935144 -0.57956273 -0.19121372  0.        ]",[-0.36565909 -0.76709021],-0.0261949191614,-0.0261949191614,"[[-1.12368242  1.16836665  0.17854335 -0.07891579]
 [ 1.62805236 -2.11752805  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.31403178 -0.15952247]
15,"[ 0.18004233  1.09137065 -1.27148887  1.59600585  1.54499728 -0.68546637
  0.41091511 -1.11551937 -0.56560801 -0.24273723  0.        ]",[ 1.19061225  0.53368407],-0.0263912512311,-0.0263912512311,"[[-1.10595349  1.09596569  0.17854335 -0.07891579]
 [ 0.14979324 -5.11258223  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.64945692  0.33294776]
16,"[ 0.2352936   1.18039111 -1.24087052  1.48471919  1.54499272 -0.68546549
  0.73462207 -0.78581065 -0.53557488 -0.26364955  0.        ]",[-1.48869501  0.54919399],-0.0242951552181,-0.0242951552181,"[[-1.06329382  1.01592062  0.17854335 -0.07891579]
 [ 4.10295918 -2.89931798  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.04109868 -0.09722745]
17,"[ 0.28785005  1.21860845 -1.20870832  1.43026831  1.54498815 -0.68546461
  0.40392658 -0.45314313 -0.50580256 -0.23652749  0.        ]",[ 1.4064591   0.52960387],-0.0197545491579,-0.0197545491579,"[[-1.02175423  0.98033987  0.17854335 -0.07891579]
 [ 0.06446706 -0.66618834  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.42581058 -0.07396227]
18,"[ 0.33839235  1.21026337 -1.17477389  1.44251417  1.54498359 -0.68546374
  0.72776448 -0.13896301 -0.47669773 -0.16196312  0.        ]",[-1.11717706 -0.55872947],-0.0133428996974,-0.0133428996974,"[[-0.98078571  0.98817673  0.17854335 -0.07891579]
 [ 4.01922734  1.44283988  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.30640638 -0.5815388 ]
19,"[ 0.38629653  1.20343239 -1.13966958  1.45238283  1.54497903 -0.68546286
  0.39731259 -0.47261716 -0.45105888 -0.08927159  0.        ]",[ 0.3185616   1.23203523],-0.0105837006872,-0.0105837006872,"[[-0.94089057  0.99456127  0.17854335 -0.07891579]
 [-0.01628543 -0.79691591  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.15624456 -0.09240997]
20,"[ 0.40080657  1.17757056 -1.12843259  1.48854104  1.54497446 -0.68546198
  0.50045863  0.1195357  -0.44527646 -0.04295696  0.        ]",[ 0.36613127 -1.26346651],-0.0125932383324,-0.0125932383324,"[[-0.92857815  1.01850541  0.17854335 -0.07891579]
 [ 1.24335195  3.17808371  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.20541553 -0.65774727]
21,"[ 0.44607017  1.15214747 -1.09146003  1.52225827  1.5449699  -0.6854611
  0.61716468 -0.47975637 -0.42668276  0.04784144  0.        ]",[-0.68177583  0.75386357],-0.0191906337865,-0.0191906337865,"[[-0.88941111  1.04170379  0.17854335 -0.07891579]
 [ 2.6685872  -0.84483927  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.43153459 -0.32000011]
22,"[ 0.47508093  1.13749362 -1.06613376  1.54089606  1.54496534 -0.68546022
  0.39187686 -0.03247869 -0.41641266  0.10569952  0.        ]",[-0.98726555 -1.55280561],-0.024454129586,-0.024454129586,"[[-0.86364337  1.05493184  0.17854335 -0.07891579]
 [-0.08264421  2.15763798  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.26220858 -0.51029104]
23,"[ 0.42883851  1.13414517 -1.10588281  1.54506955  1.54496078 -0.68545934
  0.07222481 -0.62854212 -0.43650764  0.03989607  0.        ]",[ 0.63236449 -0.69965774],-0.0189140619134,-0.0189140619134,"[[-0.90446247  1.05793894  0.17854335 -0.07891579]
 [-3.98626171 -1.84360736  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.45605356  0.14410469]
24,"[ 0.36557371  1.20441882 -1.15520831  1.45092666  1.54495621 -0.68545846
  0.28363971 -1.03591517 -0.46196946 -0.1191184   0.        ]",[ 1.18166484  1.58363101],-0.0111636872002,-0.0111636872002,"[[-0.95828356  0.99362944  0.17854335 -0.07891579]
 [-1.40444381 -4.57822246  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.50659275  0.4155072 ]
25,"[ 0.37974982  1.2580486  -1.14462923  1.36939165  1.54495165 -0.68545759
  0.60981044 -0.43272955 -0.45345487 -0.15468904  0.        ]",[-0.99633581  0.71505131],-0.0104225244137,-0.0104225244137,"[[-0.94640715  0.94269043  0.17854335 -0.07891579]
 [ 2.5787834  -0.52917751  0.          0.        ]]",[-0.32558212 -0.24144469],[-0.10096337 -0.23038203]
26,"[ 0.39336522  1.23937147 -1.13421503  1.39879122  1.54494709 -0.68545671
  0.28276031 -0.00921302 -0.44608095 -0.11605597  0.        ]",[ 0.63249341 -1.63366367],-0.00927935819943,-0.00927935819943,"[[-0.93490402  0.96063135  0.17854335 -0.07891579]
 [-1.41516868  2.31379067  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.27625275 -0.32977533]
27,"[ 0.38994071  1.23298552 -1.1368549   1.40858483  1.54494252 -0.68545583
  0.49007213 -0.60600701 -0.4480996  -0.11432171  0.        ]",[-0.24467955  1.48428006],-0.00954800260636,-0.00954800260636,"[[-0.93780596  0.9667122   0.17854335 -0.07891579]
 [ 1.11653984 -1.69235025  0.          0.        ]]",[-0.32558212 -0.24144469],[ 0.06470373 -0.03523648]
