timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.00222842  1.55192151  0.19096715 -1.14975767 -1.13460444 -0.90338976
  0.34716834 -0.3363912   2.63488643  1.15229299  0.        ]",[-1.16896608 -0.44370045],-0.358940768616,-0.358940768616,"[[ 0.07767969 -0.0335791  -0.12982534 -0.10415803]
 [ 0.00044956  0.00096836  0.          0.        ]]",[-0.41835427 -0.28895131],[-1.20976663  0.84231728]
1,"[ 1.00567845  1.55098582  0.13168516 -1.19628315 -1.1346029  -0.90338879
 -0.00854245 -0.61323636  2.63782059  1.0367332   0.        ]",[-1.44856981  2.36576624],-0.356048915062,-0.356048915062,"[[ 0.03800492 -0.05117174 -0.12982534 -0.10415803]
 [-3.95475984 -1.75438715  0.          0.        ]]",[-0.41835427 -0.28895131],[-1.03205562  0.99124819]
2,"[ 1.00194964  1.55128729 -0.04482033 -1.18305161 -1.13460136 -0.90338781
 -0.35741768  0.01696605  2.62777488  0.76412858  0.        ]",[-1.79439919 -0.29145316],-0.348494216336,-0.348494216336,"[[-0.08001154 -0.04616795 -0.12982534 -0.10415803]
 [-7.83396371  2.24144524  0.          0.        ]]",[-0.41835427 -0.28895131],[-0.99727756  0.84164536]
3,"[ 0.95029211  1.552506   -0.33138152 -1.09621502 -1.13459982 -0.90338684
 -0.69921093 -0.17180704  2.56379506  0.35209728  0.        ]",[ 0.05272078  2.05442754],-0.334681387499,-0.334681387499,"[[ -0.27482194  -0.01334814  -0.12982534  -0.10415803]
 [-11.63442417   1.04451934   0.           0.        ]]",[-0.41835427 -0.28895131],[-0.50391245  1.2013936 ]
4,"[ 0.82028482  1.55122894 -0.64689095 -0.93635191 -1.13459827 -0.90338586
 -0.65989544  0.44939033  2.42536735 -0.07917248  0.        ]",[ 0.26683578  1.26882964],-0.316278429165,-0.316278429165,"[[ -0.5031244    0.04706089  -0.12982534  -0.10415803]
 [-11.19727537   4.98325217   0.           0.        ]]",[-0.41835427 -0.28895131],[-0.40797186  1.07231998]
5,"[ 0.63893761  1.53115383 -0.90569089 -0.57276176 -1.13459673 -0.90338489
 -0.54518191  1.0582303   2.2825602  -0.3534819   0.        ]",[-0.60365733  1.23112891],-0.300827599149,-0.300827599149,"[[-0.7142723   0.18545851 -0.12982534 -0.10415803]
 [-9.92176286  8.84363687  0.          0.        ]]",[-0.41835427 -0.28895131],[-0.41330492  0.81048399]
6,"[ 0.39587559  1.45368175 -1.12925387 -0.0292942  -1.13459519 -0.90338391
 -0.74244212  1.65520681  2.1340926  -0.52775219  0.        ]",[-1.92041083  0.20536975],-0.285726287693,-0.285726287693,"[[ -0.93471407   0.40030954  -0.12982534  -0.10415803]
 [-12.11513585  12.628816     0.           0.        ]]",[-0.41835427 -0.28895131],[-0.31539863  0.52577418]
7,"[ 0.02709497  1.29093948 -1.32787689  0.55906271 -1.13459365 -0.90338294
 -1.07673849  1.74416138  1.90210895 -0.69991829  0.        ]",[ 0.46930739 -0.71935578],-0.262519865538,-0.262519865538,"[[ -1.21431062   0.65854606  -0.12982534  -0.10415803]
 [-15.83224089  13.19286348   0.           0.        ]]",[-0.41835427 -0.28895131],[ 0.15945067  0.18161377]
8,"[-0.40540035  1.08773275 -1.41913919  0.99809211 -1.13459211 -0.90338196
 -0.881549    1.25352335  1.60871026 -0.83286743  0.        ]",[ 0.92077159  0.92812184],-0.23332139817,-0.23332139817,"[[ -1.50918001   0.89119037  -0.12982534  -0.10415803]
 [-13.66191088  10.08195667   0.           0.        ]]",[-0.41835427 -0.28895131],[ 0.45349351  0.13989273]
9,"[-0.75617178  0.83780921 -1.39979539  1.33056783 -1.13459056 -0.90338099
 -0.52972377  1.80138118  1.39990197 -0.81580512  0.        ]",[ 0.89624657 -0.78847205],-0.210591671811,-0.210591671811,"[[ -1.74316934   1.12768206  -0.12982534  -0.10415803]
 [ -9.74991989  13.55571109   0.           0.        ]]",[-0.41835427 -0.28895131],[ 0.31988895 -0.5083226 ]
10,"[-0.98547309  0.55729355 -1.3412852   1.53023656 -1.13458902 -0.90338001
 -0.19336489  1.2664824   1.30548171 -0.68896048  0.        ]",[ 0.16742066 -0.45868882],-0.19759189162,-0.19759189162,"[[ -1.90064368   1.36476704  -0.12982534  -0.10415803]
 [ -6.00990003  10.16416099   0.           0.        ]]",[-0.41835427 -0.28895131],[ 0.12098119 -0.5298751 ]
11,"[-1.1420211   0.33007588 -1.27799855  1.58551749 -1.13458748 -0.90337904
 -0.12305532  0.94825506  1.24531754 -0.56445083  0.        ]",[-0.05647086 -1.45848039],-0.188725102102,-0.188725102102,"[[-2.01299779  1.54780554 -0.12982534 -0.10415803]
 [-5.22811934  8.14642473  0.          0.        ]]",[-0.41835427 -0.28895131],[ 0.07557254 -0.53125805]
12,"[-1.28199632  0.17814387 -1.20282165  1.57335914 -1.13458594 -0.90337806
 -0.133801    0.29831787  1.168366   -0.49024149  0.        ]",[-0.330012   -1.67665868],-0.179170257655,-0.179170257655,"[[-2.11875872  1.66938699 -0.12982534 -0.10415803]
 [-5.34760287  4.02545332  0.          0.        ]]",[-0.41835427 -0.28895131],[-0.0160457  -0.28180563]
13,"[-1.42893299  0.12846922 -1.1012217   1.56083595 -1.1345844  -0.90337709
 -0.24170445 -0.33873261  1.0435126  -0.50019312  0.        ]",[-0.43809817 -0.81450096],-0.165680369558,-0.165680369558,"[[-2.23774876  1.70936894 -0.12982534 -0.10415803]
 [-6.54739595 -0.01380952  0.          0.        ]]",[-0.41835427 -0.28895131],[ 0.07982613  0.14459142]
14,"[-1.59211205  0.16899443 -0.95287483  1.5713664  -1.13458285 -0.90337611
 -0.38593842 -0.84733279  0.84255671 -0.56976915  0.        ]",[ 0.94633548  0.66563219],-0.145226236236,-0.145226236236,"[[-2.38478819  1.67673726 -0.12982534 -0.10415803]
 [-8.15115278 -3.23862688  0.          0.        ]]",[-0.41835427 -0.28895131],[ 0.35402432  0.57641256]
15,"[-1.7113459   0.21597803 -0.81059577  1.58004167 -1.13458131 -0.90337514
 -0.03461928 -0.42166407  0.65748679 -0.60361357  0.        ]",[ 0.25199729 -0.6332753 ],-0.126345638164,-0.126345638164,"[[-2.50861701  1.63904413 -0.12982534 -0.10415803]
 [-4.24479755 -0.53964954  0.          0.        ]]",[-0.41835427 -0.28895131],[ 0.16208029  0.16456065]
16,"[-1.77386734  0.26077372 -0.71889495  1.58481137 -1.13457977 -0.90337416
  0.0626721  -0.81548607  0.53306406 -0.61655087  0.        ]",[ 1.01061745  0.55429758],-0.113705225147,-0.113705225147,"[[-2.58265916  1.6031973  -0.12982534 -0.10415803]
 [-3.16300433 -3.03670653  0.          0.        ]]",[-0.41835427 -0.28895131],[ 0.08172886  0.49533379]
17,"[-1.79182142  0.30846192 -0.68959323  1.58615418 -1.13457823 -0.90337319
  0.42419933 -0.45996202  0.47099533 -0.63474026  0.        ]",[-0.86738338 -1.33117292],-0.107909611375,-0.107909611375,"[[-2.60558641  1.56508045 -0.12982534 -0.10415803]
 [ 0.85685462 -0.78248765  0.          0.        ]]",[-0.41835427 -0.28895131],[-0.38440114  0.03282645]
