timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.09013796  1.89391744  0.10608198 -0.57240008  1.5899653   1.04376143
  0.24225628 -0.33879912 -0.07523873 -0.93344078  0.        ]",[-1.00636367  1.0073795 ],-0.112515987516,-0.112515987516,"[[ 0.03112592  0.03986833  0.18801654  0.12132677]
 [ 0.00020826  0.00070037  0.          0.        ]]",[-0.11289982 -0.16289756],[ 0.07888632  1.01057005]
1,"[ 1.09075212  1.89081636  0.0457263  -0.46293222  1.58995059  1.04375571
 -0.09572837  0.21297657 -0.07492695 -0.96538905  0.        ]",[ 0.28853546  0.88004785],-0.116414603805,-0.116414603805,"[[-0.00857592  0.07962547  0.18801654  0.12132677]
 [-3.95721139  3.96180599  0.          0.        ]]",[-0.11289982 -0.16289756],[ 0.22945818  1.01198995]
2,"[ 1.08684861  1.87081752 -0.05591135 -0.15316952  1.58993588  1.04374999
  0.00832748  0.6873862  -0.08028382 -0.97827798  0.        ]",[ 2.45114806  0.71167505],-0.117847854525,-0.117847854525,"[[-0.07549595  0.19303222  0.18801654  0.12132677]
 [-2.73883841  7.3675205   0.          0.        ]]",[-0.11289982 -0.16289756],[ 0.19809854  0.956985  ]
3,"[ 1.08517479  1.80844354 -0.07796028  0.30790179  1.58992117  1.04374427
  0.3507346   1.05938617 -0.10528444 -0.85129796  0.        ]",[ 0.87544917  0.98874999],-0.101724543786,-0.101724543786,"[[ -0.09004785   0.36717705   0.18801654   0.12132677]
 [  1.27035164  10.03807533   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.02156755  0.84322989]
4,"[ 1.09015427  1.66453023  0.01292502  0.88705814  1.58990646  1.04373855
  0.64429953  1.57687326 -0.197577   -0.56329641  0.        ]",[-0.8232666   0.89537058],-0.0646584208664,-0.0646584208664,"[[ -0.03015468   0.60521267   0.18801654   0.12132677]
 [  4.70766603  13.75311511   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.34431779  0.66320497]
5,"[ 1.09013843  1.39075969  0.10495438  1.50075929  1.58989175  1.04373284
  0.35815758  2.03292138 -0.39253775 -0.27868295  0.        ]",[ 0.34625173  0.84856848],-0.0375033200238,-0.0375033200238,"[[  0.03038313   0.91312518   0.18801654   0.12132677]
 [  1.35731115  17.02720249   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.44824401  0.51847178]
6,"[ 1.08727858  0.96490342  0.16664366  1.96343171  1.58987704  1.04372712
  0.47294248  2.45390214 -0.6821474  -0.09765962  0.        ]",[-1.90790459  0.28032209],-0.0650680989263,-0.0650680989263,"[[  0.0710118    1.2839948    0.18801654   0.12132677]
 [  2.70131468  20.04970018   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.60303724  0.40434512]
7,"[ 1.08578319  0.44107419  0.18756648  2.05579022  1.58986233  1.0437214
  0.13053599  2.55327649 -1.00665709 -0.08475496  0.        ]",[-0.71462612  1.03592877],-0.111017015355,-0.111017015355,"[[  0.08481514   1.69215085   0.18801654   0.12132677]
 [ -1.30781911  20.7634683    0.           0.        ]]",[-0.11289982 -0.16289756],[-0.50481051  0.37453038]
8,"[ 1.09011265 -0.10416291  0.10520774  1.63662762  1.58984762  1.04371568
 -0.108732    3.04751354 -1.28441745 -0.26600369  0.        ]",[-1.19682029  0.0528092 ],-0.152947209638,-0.152947209638,"[[  0.0305509    2.14302663   0.18801654   0.12132677]
 [ -4.10933449  24.31222855   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.37774774  0.34533888]
9,"[ 1.08507736 -0.53049285 -0.07869157  0.67637315  1.58983291  1.04370996
 -0.43981911  3.00950865 -1.48424669 -0.58936298  0.        ]",[-0.13931888  0.01107072],-0.191267223176,-0.191267223176,"[[ -0.09052827   2.62653996   0.18801654   0.12132677]
 [ -7.985933    24.03995218   0.           0.        ]]",[-0.11289982 -0.16289756],[-0.22677775  0.33675498]
