timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.00871491  1.9714802   0.05026585 -0.92384069  1.56846149  0.01002717
  0.40795675 -0.36036632 -0.09265924 -0.2178271   0.        ]",[-1.54389486  1.40928149],-0.0303860455078,-0.0303860455078,"[[-0.04309556 -0.03271566  0.18246331  0.00104956]
 [ 0.00334596 -0.00173542  0.          0.        ]]",[-0.23772438 -0.17211691],[-0.2063247   0.50846797]
1,"[ 1.00516015  1.97214521 -0.0109801  -0.80603732  1.56845504  0.01002715
  0.09072906  0.20745104 -0.09456262 -0.25342135  0.        ]",[ 0.3077157   0.51658549],-0.0321483708133,-0.0321483708133,"[[ -8.27352514e-02   6.99326474e-03   1.82463314e-01   1.04955816e-03]
 [ -3.95413307e+00   3.95942115e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.13151987  0.42882824]
2,"[ 0.99427641  1.96474322 -0.11260255 -0.51312153  1.56844859  0.01002714
  0.1945136   0.48935186 -0.09877207 -0.28014389  0.        ]",[ 0.43137216  0.32183346],-0.0334299666898,-0.0334299666898,"[[ -1.48827492e-01   1.05912945e-01   1.82463314e-01   1.04955816e-03]
 [ -2.65939823e+00   5.92599426e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.01182245  0.17427149]
3,"[ 0.98587294  1.9354252  -0.16686667 -0.13293802  1.56844214  0.01002713
  0.33548431  0.65510637 -0.10363443 -0.21796011  0.        ]",[ 0.81285921 -1.11538417],-0.0291209782312,-0.0291209782312,"[[ -1.84370615e-01   2.36034593e-01   1.82463314e-01   1.04955816e-03]
 [ -9.00758351e-01   7.08232089e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.24922544 -0.07708797]
4,"[ 0.98949857  1.89783573 -0.1448555   0.15299479  1.56843569  0.01002712
  0.5948017   0.06723684 -0.11222939 -0.09183519  0.        ]",[-0.46685593 -1.67220019],-0.0245745480324,-0.0245745480324,"[[ -1.69927645e-01   3.36533979e-01   1.82463314e-01   1.04955816e-03]
 [  2.33428022e+00   2.98129179e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.59678799 -0.04500848]
5,"[ 0.99563515  1.88914464 -0.10248048  0.20689699  1.56842924  0.01002711
  0.44317697 -0.50871704 -0.11641785 -0.02130706  0.        ]",[ 0.54523837  0.78643038],-0.0253548927472,-0.0253548927472,"[[-0.14222024  0.35584687  0.18246331  0.00104956]
 [ 0.44274638 -1.03661387  0.          0.        ]]",[-0.23772438 -0.17211691],[-0.383075    0.28997612]
6,"[ 1.0011214   1.88412128 -0.05580006  0.23661993  1.56842279  0.01002709
  0.61528077 -0.05951661 -0.12149708  0.04549003  0.        ]",[-0.3284923  0.6331875],-0.0280407769695,-0.0280407769695,"[[ -1.11823591e-01   3.66555563e-01   1.82463314e-01   1.04955816e-03]
 [  2.58977806e+00   2.09704103e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.78659141 -0.03053507]
7,"[ 1.00616397  1.84972663  0.00313806  0.41883339  1.56841634  0.01002708
  0.50693493  0.29399738 -0.14550764  0.17902439  0.        ]",[-0.0451746   0.02560828],-0.0364421960996,-0.0364421960996,"[[ -7.35893123e-02   4.33239984e-01   1.82463314e-01   1.04955816e-03]
 [  1.23815897e+00   4.56318044e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.90744174 -0.18865779]
8,"[ 1.00817591  1.793957    0.0382529   0.65936381  1.56840989  0.01002707
  0.49065005  0.29559216 -0.18331824  0.30293612  0.        ]",[-1.40316942 -0.33526642],-0.0466302060802,-0.0466302060802,"[[ -5.08643728e-02   5.24615248e-01   1.82463314e-01   1.04955816e-03]
 [  1.03501208e+00   4.57430835e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-1.03749681 -0.2622011 ]
9,"[ 1.00652045  1.73930784  0.00859243  0.85317071  1.56840345  0.01002706
  0.17192733  0.09251494 -0.20779315  0.3361725   0.        ]",[-0.21485661  1.22011916],-0.0492454654217,-0.0492454654217,"[[ -7.00572050e-02   6.01887578e-01   1.82463314e-01   1.04955816e-03]
 [ -2.94108614e+00   3.15763221e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.64577425 -0.04802665]
10,"[ 0.99669027  1.6570356  -0.09422799  1.09404204  1.568397    0.01002705
  0.10834441  0.65118538 -0.22867132  0.30624464  0.        ]",[-1.73226803 -1.65670724],-0.0453961262198,-0.0453961262198,"[[ -1.36837473e-01   7.04143329e-01   1.82463314e-01   1.04955816e-03]
 [ -3.73428752e+00   7.05494843e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.62367457 -0.34752235]
11,"[ 0.96553553  1.56638862 -0.26676891  1.31016965  1.56839055  0.01002704
 -0.20277325  0.06373301 -0.23931797  0.19431752  0.        ]",[-0.08471613  0.75206835],-0.032988402895,-0.032988402895,"[[ -2.50464155e-01   8.04125206e-01   1.82463314e-01   1.04955816e-03]
 [ -7.61550839e+00   2.95685927e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.0719329   0.03829104]
12,"[ 0.894901    1.47853819 -0.49255104  1.48359449  1.5683841   0.01002702
 -0.21765053  0.48219482 -0.24969923  0.00617066  0.        ]",[ 1.29292087  0.66484467],-0.0129680270045,-0.0129680270045,"[[ -4.04636446e-01   8.92551796e-01   1.82463314e-01   1.04955816e-03]
 [ -7.80110686e+00   5.87606599e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.29577851 -0.19084683]
13,"[ 0.8220042   1.32333136 -0.65154541  1.72493711  1.56837765  0.01002701
  0.11181463  0.84269112 -0.30020823 -0.0621532   0.        ]",[-1.04710541 -0.59724514],-0.0035720269485,-0.0035720269485,"[[ -5.19421601e-01   1.03530488e+00   1.82463314e-01   1.04955816e-03]
 [ -3.69101017e+00   8.39090832e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.0380436  -0.64987683]
14,"[ 0.73451218  1.15476552 -0.79792344  1.91400167  1.5683712   0.010027
 -0.19946593  0.48001108 -0.35987896 -0.1219817   0.        ]",[ 0.16908762 -0.84625761],-0.0083399769336,-0.0083399769336,"[[ -6.32202607e-01   1.17773865e+00   1.82463314e-01   1.04955816e-03]
 [ -7.57424995e+00   5.86084986e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.54428566 -0.38966349]
15,"[ 0.60247121  1.05229058 -0.96687376  1.9982524   1.56836476  0.01002699
 -0.1337651  -0.01701676 -0.4055886  -0.27294184  0.        ]",[ 1.14041583  0.16971612],-0.0240914029798,-0.0240914029798,"[[ -7.75464236e-01   1.26016726e+00   1.82463314e-01   1.04955816e-03]
 [ -6.75463253e+00   2.39357656e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.83365542 -0.23200521]
16,"[ 0.50425919  0.98345905 -1.06591105  2.04316709  1.56835831  0.01002698
  0.19413314  0.0723712  -0.44328573 -0.36607598  0.        ]",[ 0.33669665  0.5308676 ],-0.035429537819,-0.035429537819,"[[ -8.69515589e-01   1.31429492e+00   1.82463314e-01   1.04955816e-03]
 [ -2.66409619e+00   3.01714812e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.57875127 -0.48240623]
17,"[ 0.46065893  0.87890222 -1.10432778  2.09456091  1.56835186  0.01002696
  0.30512709  0.36508354 -0.48238241 -0.35170794  0.        ]",[-0.46541891 -0.99478107],-0.0371241843096,-0.0371241843096,"[[ -9.08905148e-01   1.39512548e+00   1.82463314e-01   1.04955816e-03]
 [ -1.27944223e+00   5.05911207e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.37262297 -0.71844208]
18,"[ 0.41057699  0.7994053  -1.14482427  2.12060972  1.56834541  0.01002695
  0.15957908 -0.2138647  -0.51604362 -0.36054226  0.        ]",[-0.15540876  1.15236698],-0.0407813381103,-0.0407813381103,"[[ -9.52711210e-01   1.45578584e+00   1.82463314e-01   1.04955816e-03]
 [ -3.09514856e+00   1.02037291e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.71296281 -0.40366229]
19,"[ 0.33037922  0.72031118 -1.20243406  2.13569792  1.56833896  0.01002694
  0.11512412  0.35084995 -0.5560875  -0.40070211  0.        ]",[ 0.71130336  0.25036129],-0.0476168787605,-0.0476168787605,"[[ -1.02017842e+00   1.51571906e+00   1.82463314e-01   1.04955816e-03]
 [ -3.64972089e+00   4.95981566e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.68946314 -0.63875175]
20,"[ 0.27619078  0.57711467 -1.23680539  2.13600494  1.56833252  0.01002693
  0.34655846  0.47880463 -0.61241291 -0.36577555  0.        ]",[ 1.82386084 -0.02081363],-0.0506376774427,-0.0506376774427,"[[ -1.06420582e+00   1.62387104e+00   1.82463314e-01   1.04955816e-03]
 [ -7.62582893e-01   5.85242918e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.33092442 -0.83346856]
21,"[ 0.3066533   0.42572156 -1.21790558  2.09833404  1.56832607  0.01002692
  0.66504413  0.45029518 -0.66527056 -0.24285632  0.        ]",[-0.51999587 -0.68006391],-0.0503919781093,-0.0503919781093,"[[ -1.03959472e+00   1.73892411e+00   1.82463314e-01   1.04955816e-03]
 [  3.21052065e+00   5.65355260e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.12112657 -0.99344814]
22,"[ 0.35873148  0.31573161 -1.18301371  2.04565988  1.56831962  0.0100269
  0.49501069  0.04827785 -0.71171388 -0.13089461  0.        ]",[-0.85636258 -1.81783114],-0.0538422845149,-0.0538422845149,"[[ -9.96665818e-01   1.82385713e+00   1.82463314e-01   1.04955816e-03]
 [  1.08937433e+00   2.84909539e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[-0.00691047 -0.83341587]
23,"[ 0.34379169  0.2943712  -1.19336322  2.03284843  1.56831317  0.01002689
  0.22161304 -0.52735747 -0.72239085 -0.13406161  0.        ]",[-0.10073264 -1.1418515 ],-0.055259313035,-0.055259313035,"[[ -1.00909792e+00   1.84054916e+00   1.82463314e-01   1.04955816e-03]
 [ -2.32123586e+00  -1.16651567e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.44209862 -0.47758719]
24,"[ 0.28259773  0.37522903 -1.23290517  2.076836    1.56830673  0.01002688
  0.19338159 -1.09164744 -0.68880763 -0.23700538  0.        ]",[-0.62624887 -1.1506546 ],-0.0531092088402,-0.0531092088402,"[[ -1.05905661e+00   1.77772289e+00   1.82463314e-01   1.04955816e-03]
 [ -2.67341760e+00  -5.10299289e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 0.75022548 -0.16614965]
25,"[  1.83894531e-01   5.59816227e-01  -1.28774204e+00   2.13362592e+00
   1.56830028e+00   1.00268684e-02  -9.83502683e-04  -1.64472413e+00
  -6.36641606e-01  -4.46398830e-01   0.00000000e+00]",[ 2.04873262  0.1353413 ],-0.0587349450452,-0.0587349450452,"[[ -1.13685386e+00   1.63695162e+00   1.82463314e-01   1.04955816e-03]
 [ -5.09810092e+00  -8.96127838e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 1.33565438  0.27011788]
26,"[ 0.10362096  0.78743385 -1.32494272  2.12347422  1.56829383  0.01002686
  0.32437879 -1.54257422 -0.60640125 -0.68230134  0.        ]",[ 1.61998297 -0.70289619],-0.0764511350691,-0.0764511350691,"[[ -1.19809090e+00   1.46487535e+00   1.82463314e-01   1.04955816e-03]
 [ -1.03924124e+00  -8.24872759e+00   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 1.24629188  0.12223348]
27,"[ 0.12892774  1.03529335 -1.31388726  2.01002915  1.56828738  0.01002684
  0.64331376 -1.91824298 -0.56676751 -0.84363667  0.        ]",[ 1.69459509 -1.9461145 ],-0.0900576131812,-0.0900576131812,"[[ -1.17895575e+00   1.27360645e+00   1.82463314e-01   1.04955816e-03]
 [  2.93944223e+00  -1.08694579e+01   0.00000000e+00   0.00000000e+00]]",[-0.23772438 -0.17211691],[ 1.13628733  0.2098794 ]
