timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.04410996  1.37901134 -0.0742386  -1.03311979 -0.67896732  1.10837038
  0.28423218 -0.31696488  2.42453789 -1.98969741  0.        ]",[ 2.70765312  2.16435982],-0.319153857905,-0.319153857905,"[[-0.09590288  0.07887716 -0.07769507  0.12770655]
 [ 0.00489862 -0.00393574  0.          0.        ]]",[-0.6942715  -0.61028641],[ 2.86419272  2.70084238]
1,"[ 1.04854331  1.37400718 -0.01533257 -0.93201551 -0.67896693  1.1083694
  0.69670707  0.35585073  2.42556132 -1.82240378  0.        ]",[ 2.02356383  1.21071733],-0.313923891068,-0.313923891068,"[[-0.0561307   0.11851164 -0.07769507  0.12770655]
 [ 3.95916403  3.9541972   0.          0.        ]]",[-0.6942715  -0.61028641],[ 1.82852101  1.39933777]
2,"[ 1.04803893  1.34732541  0.1599604  -0.63441574 -0.67896653  1.10836842
  1.1010372   1.01534777  2.37924195 -1.33083854  0.        ]",[ 2.03529825  1.41022278],-0.296375214485,-0.296375214485,"[[ 0.06194312  0.23652273 -0.07769507  0.12770655]
 [ 7.83535273  7.83398032  0.          0.        ]]",[-0.6942715  -0.61028641],[ 1.11862338  0.67243743]
3,"[ 1.00271851  1.26564503  0.44525951 -0.1632837  -0.67896614  1.10836744
  1.49741663  1.66177819  2.14923778 -0.5831111   0.        ]",[ 0.02093462 -0.18341273],-0.261409053953,-0.261409053953,"[[  0.25677526   0.43135848  -0.07769507   0.12770655]
 [ 11.63533023  11.6369032    0.           0.        ]]",[-0.6942715  -0.61028641],[ 0.44924557  0.25784132]
4,"[ 0.87946706  1.11826853  0.76450393  0.32546676 -0.67896575  1.10836646
  1.48217063  1.49912411  1.67764261  0.09841726  0.        ]",[ 0.09844544  1.14665165],-0.212578332586,-0.212578332586,"[[  0.4880153    0.65449611  -0.07769507   0.12770655]
 [ 11.48918976  10.68003047   0.           0.        ]]",[-0.6942715  -0.61028641],[ 0.31925935  0.54654998]
5,"[ 0.68701749  0.89252494  1.04686143  0.78202569 -0.67896535  1.10836548
  1.49910468  2.13616238  1.03710058  0.47781749  0.        ]",[-1.11785603  0.39659067],-0.154591447758,-0.154591447758,"[[  0.71942627   0.90569867  -0.07769507   0.12770655]
 [ 11.65154964  14.42771755   0.           0.        ]]",[-0.6942715  -0.61028641],[-0.74103934 -0.57600212]
6,"[ 0.48323188  0.55759408  1.24121037  1.16078819 -0.67896496  1.1083645
  1.06248882  2.35467176  0.39314875  0.44098887  0.        ]",[-0.70282215 -0.22625348],-0.093502952936,-0.093502952936,"[[  0.91046147   1.20715106  -0.07769507   0.12770655]
 [  7.4658596   15.71323342   0.           0.        ]]",[-0.6942715  -0.61028641],[-0.72221446 -1.36149716]
7,"[ 0.33800545  0.18066552  1.34181224  1.32358177 -0.67896457  1.10836352
  0.75717266  2.14958646 -0.035755    0.11262819  0.        ]",[-1.48486307 -2.23891882],-0.0435075334898,-0.0435075334898,"[[  1.03041308   1.50931081  -0.07769507   0.12770655]
 [  4.5388942   14.50675272   0.           0.        ]]",[-0.6942715  -0.61028641],[-0.66310346 -2.01979232]
8,"[ 0.2738972  -0.13501018  1.37854463  1.28418614 -0.67896417  1.10836254
  0.33513725  1.42780776 -0.22018858 -0.24153415  0.        ]",[ 0.96548609 -1.79810574],-0.0208729806324,-0.0208729806324,"[[  1.0805998    1.75684267  -0.07769507   0.12770655]
 [  0.49297578  10.26056069   0.           0.        ]]",[-0.6942715  -0.61028641],[-0.03081158 -1.87511158]
9,"[ 0.2108022  -0.33669791  1.41066142  1.17345357 -0.67896378  1.10836157
  0.73283409  0.72014067 -0.30792776 -0.51319561  0.        ]",[-2.14572808 -2.51692185],-0.0292750962231,-0.0292750962231,"[[ 1.12871233  1.9202832  -0.07769507  0.12770655]
 [ 4.30557246  6.09737752  0.          0.        ]]",[-0.6942715  -0.61028641],[-1.12948251 -2.35948253]
10,"[ 0.14972818 -0.43265822  1.43820396  1.09451912 -0.67896339  1.10836059
  0.31110779  0.02661772 -0.35313254 -0.672101    0.        ]",[-0.57880575 -1.61748877],-0.0397200495588,-0.0397200495588,"[[ 1.17426047  2.00129502 -0.07769507  0.12770655]
 [ 0.26261932  2.0174022   0.          0.        ]]",[-0.6942715  -0.61028641],[-0.32038659 -1.66702509]
11,"[ 0.17372082 -0.43291561  1.42778306  1.09428137 -0.67896299  1.10835961
  0.07161227 -0.65320029 -0.33744463 -0.65588092  0.        ]",[ 0.46603029 -1.26754931],-0.0388004636681,-0.0388004636681,"[[ 1.15647668  2.0015163  -0.07769507  0.12770655]
 [-2.03334612 -1.98194795  0.          0.        ]]",[-0.6942715  -0.61028641],[ 0.38674092 -0.74241185]
12,"[ 0.20281058 -0.33941427  1.41445373  1.17146207 -0.6789626   1.10835863
  0.26827568 -1.31961753 -0.31411374 -0.52177803  0.        ]",[-0.05932513 -0.29830833],-0.0296564402003,-0.0296564402003,"[[ 1.13472589  1.92254151 -0.07769507  0.12770655]
 [-0.14799756 -5.90246724  0.          0.        ]]",[-0.6942715  -0.61028641],[ 0.269871    0.26340336]
13,"[ 0.2098332  -0.18138067  1.41111811  1.26493175 -0.67896221  1.10835765
  0.24411898 -1.500527   -0.28742781 -0.33276506  0.        ]",[ 0.07135476  1.7456028 ],-0.0187308634267,-0.0187308634267,"[[ 1.12944221  1.79381372 -0.07769507  0.12770655]
 [-0.37957884 -6.9667634   0.          0.        ]]",[-0.6942715  -0.61028641],[ 0.54499626  1.00434482]
14,"[ 0.21604753 -0.05749944  1.4081279   1.30848202 -0.67896181  1.10835667
  0.27431605 -0.80402893 -0.25340338 -0.191619    0.        ]",[ 0.26591233  0.91524413],-0.0166919431581,-0.0166919431581,"[[ 1.12475565  1.69558978 -0.07769507  0.12770655]
 [-0.09008861 -2.86928793  0.          0.        ]]",[-0.6942715  -0.61028641],[ 0.39433759  0.34134635]
15,"[ 0.204407   -0.03146578  1.41369472  1.31447533 -0.67896142  1.10835569
  0.38422578 -0.17838612 -0.25715644 -0.17062931  0.        ]",[ 0.29852428 -0.59914487],-0.0161254341973,-0.0161254341973,"[[ 1.13352574  1.67513307 -0.07769507  0.12770655]
 [ 0.96358039  0.81135021  0.          0.        ]]",[-0.6942715  -0.61028641],[ 0.01253749 -0.35946968]
16,"[ 0.16296723 -0.02160217  1.43250752  1.31646367 -0.67896103  1.10835471
  0.50551625 -0.58440753 -0.29305244 -0.18588526  0.        ]",[-0.21974726 -0.01409996],-0.01266847939,-0.01266847939,"[[ 1.16446386  1.66739436 -0.07769507  0.12770655]
 [ 2.12635293 -1.57726292  0.          0.        ]]",[-0.6942715  -0.61028641],[-0.2746858 -0.1715512]
