timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.07263657  1.6987691  -0.07152502 -0.73174504  0.81973841 -1.47559596
  0.08702762 -0.30574274  0.50834144  1.10821146  0.        ]",[-1.41287571  1.82390966],-0.183714450623,-0.183714450623,"[[-0.0696455  -0.04976312  0.10186423 -0.16932229]
 [-0.00410217  0.00376042  0.          0.        ]]",[-0.10227794 -0.14555068],[-0.97525126  0.89329755]
1,"[ 1.06769332  1.70022733 -0.13199953 -0.63412219  0.81973303 -1.47557758
 -0.27234817  0.24333249  0.50592677  1.07786524  0.        ]",[ 0.16843819 -0.03521383],-0.18030336119,-0.18030336119,"[[-0.10943268 -0.00994538  0.10186423 -0.16932229]
 [-3.96143385  3.96480811  0.          0.        ]]",[-0.10227794 -0.14555068],[-0.91975254  0.88229346]
2,"[ 1.0532763   1.69744787 -0.24033434 -0.44510807  0.81972766 -1.47555919
 -0.20471333  0.21308243  0.49933278  1.02790664  0.        ]",[-1.84584004  1.71561639],-0.174504641036,-0.174504641036,"[[-0.18118896  0.06716133  0.10186423 -0.16932229]
 [-3.21667489  3.74659061  0.          0.        ]]",[-0.10227794 -0.14555068],[-0.9057076   0.88327646]
3,"[ 1.02018358  1.67981744 -0.39381321 -0.16794475  0.81972228 -1.47554081
 -0.5583189   0.75187986  0.48398774  0.95965252  0.        ]",[-1.98743985  0.1502706 ],-0.166093583864,-0.166093583864,"[[-0.2845899   0.18109182  0.10186423 -0.16932229]
 [-7.11045716  7.63349114  0.          0.        ]]",[-0.10227794 -0.14555068],[-0.82449782  0.86625075]
4,"[ 0.92864599  1.62946343 -0.64980055  0.20419736  0.81971691 -1.47552242
 -0.9048178   0.81359355  0.43716444  0.81151905  0.        ]",[-1.42965708  1.67474521],-0.146836600539,-0.146836600539,"[[ -0.46508134   0.33822919   0.10186423  -0.16932229]
 [-10.926013     8.07872922   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.71391517  0.8689822 ]
5,"[ 0.73067086  1.52382651 -0.97296088  0.64707094  0.81971153 -1.47550404
 -1.24459528  1.34043547  0.33372486  0.60224329  0.        ]",[-0.83024801  0.10379153],-0.116439991118,-0.116439991118,"[[ -0.72114168   0.53793827   0.10186423  -0.16932229]
 [-14.66761911  11.87944434   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.56050247  0.82666945]
6,"[ 0.38564146  1.34155018 -1.28498402  1.11063727  0.81970616 -1.47548566
 -1.51658323  1.36483229  0.15076006  0.37645986  0.        ]",[ 0.4422161  -0.24990835],-0.0765581047071,-0.0765581047071,"[[ -1.04454509   0.77729509   0.10186423  -0.16932229]
 [-17.6628444   12.05555275   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.3990044   0.77960569]
7,"[-0.04358413  1.11972789 -1.46282127  1.4623217   0.81970079 -1.47546728
 -1.32598873  1.19434948 -0.0836533   0.20432996  0.        ]",[-0.70940069  2.18641051],-0.0371590107863,-0.0371590107863,"[[ -1.37674641   1.0060671    0.10186423  -0.16932229]
 [-15.56425055  10.82577299   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.31539187  0.70161295]
8,"[-0.50779218  0.83310831 -1.47601517  1.72575128  0.81969541 -1.47544889
 -1.5531004   1.71342577 -0.33554933  0.13412273  0.        ]",[-0.34510048  1.51074333],-0.0280419803864,-0.0280419803864,"[[ -1.71312483   1.26015647   0.10186423  -0.16932229]
 [-18.06535126  14.57058262   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.17656738  0.59752166]
9,"[-0.99271218  0.42943189 -1.29439835  1.8427409   0.81969004 -1.47543051
 -1.64483538  2.22208261 -0.58775661  0.19292557  0.        ]",[-1.79558294 -0.81576976],-0.0619496309651,-0.0619496309651,"[[ -2.08456947   1.58838949   0.10186423  -0.16932229]
 [-19.07577265  18.24043661   0.           0.        ]]",[-0.10227794 -0.14555068],[-0.04922969  0.53232414]
