timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.99289912  1.65092978  0.1015578  -0.98138415  0.16873626  1.26541476
  0.37472251 -0.34675257  1.23467615 -1.67541977  0.        ]",[ 1.06872683  2.03888812],-0.237825850398,-0.237825850398,"[[ 0.00966496  0.00350831  0.02030696  0.14588353]
 [-0.00226609 -0.00288694  0.          0.        ]]",[-0.36407861 -0.26920629],[ 2.29977274  1.98083162]
1,"[ 0.99114789  1.64976233  0.16144871 -0.87380055  0.16873614  1.26541245
  0.71221419  0.26183191  1.22967039 -1.54123507  0.        ]",[ 2.42519298  1.07135902],-0.22993401981,-0.22993401981,"[[ 0.04929515  0.04316354  0.02030696  0.14588353]
 [ 3.95212538  3.95522341  0.          0.        ]]",[-0.36407861 -0.26920629],[ 1.44925344  1.1214155 ]
2,"[ 0.97206762  1.63463186  0.33861843 -0.55533447  0.16873602  1.26541015
  1.04303765  0.85837001  1.17169187 -1.1487101   0.        ]",[ 1.86319667 -0.00245543],-0.205106214872,-0.205106214872,"[[ 0.1672291   0.16119497  0.02030696  0.14588353]
 [ 7.82839311  7.83498949  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.40552679  0.35849679]
3,"[ 0.89590788  1.58859176  0.62232367 -0.14694224  0.16873589  1.26540784
  1.36746745  0.83278519  0.96740842 -0.59456404  0.        ]",[-0.51566749 -0.70770794],-0.164198437426,-0.164198437426,"[[  0.3619368    0.31622543   0.02030696   0.14588353]
 [ 11.62976111   7.6685976    0.           0.        ]]",[-0.36407861 -0.26920629],[-0.77190089 -0.11159074]
4,"[ 0.75468397  1.5312011   0.90512121  0.16495296  0.16873577  1.26540554
  1.17384464  0.3786824   0.64856267 -0.13942818  0.        ]",[-0.02423335  0.8113873 ],-0.122136877436,-0.122136877436,"[[ 0.57177032  0.43996512  0.02030696  0.14588353]
 [ 9.36110913  4.71521096  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.81995535  0.21824995]
5,"[ 0.5846929   1.45516527  1.12438215  0.46344136  0.16873565  1.26540323
  1.14978911  0.85829959  0.27918968  0.15570682  0.        ]",[-1.46415149 -0.71803616],-0.0847926376566,-0.0847926376566,"[[ 0.75616421  0.56556669  0.02030696  0.14588353]
 [ 9.07927269  7.83454474  0.          0.        ]]",[-0.36407861 -0.26920629],[-1.46755576 -0.55810612]
6,"[ 0.43047178  1.36159013  1.26781747  0.74114832  0.16873553  1.26540093
  0.79692939  0.3975009  -0.06229768  0.29203038  0.        ]",[-0.1386567 -1.3215056],-0.0582822775208,-0.0582822775208,"[[ 0.89626838  0.69218833  0.02030696  0.14588353]
 [ 4.94483036  4.83761192  0.          0.        ]]",[-0.36407861 -0.26920629],[-1.10198426 -0.19426519]
7,"[ 0.31849187  1.31510824  1.34992749  0.85549977  0.16873541  1.26539862
  0.74188584 -0.22601462 -0.26812826  0.33369348  0.        ]",[-0.47985324  0.97602513],-0.048986220405,-0.048986220405,"[[ 0.98869458  0.74825332  0.02030696  0.14588353]
 [ 4.29989542  0.78240317  0.          0.        ]]",[-0.36407861 -0.26920629],[-1.04199648  0.1605325 ]
8,"[ 0.23405767  1.26735171  1.40206187  0.96067464  0.16873529  1.26539631
  0.57249761  0.36591541 -0.42888381  0.33877853  0.        ]",[-2.03687092 -1.48432094],-0.0466573248419,-0.0466573248419,"[[ 1.05477904  0.80252749  0.02030696  0.14588353]
 [ 2.31518296  4.63218505  0.          0.        ]]",[-0.36407861 -0.26920629],[-1.06934786 -0.4464435 ]
9,"[ 0.22601467  1.21917323  1.40663086  1.05607005  0.16873516  1.26539401
  0.23103382 -0.25680509 -0.48635458  0.32092855  0.        ]",[-0.75339734  1.14791544],-0.045757630356,-0.045757630356,"[[ 1.06094071  0.85453597  0.02030696  0.14588353]
 [-1.68573798  0.58215195  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.30685237  0.37424564]
10,"[ 0.30726371  1.16949934  1.35730498  1.14468383  0.16873504  1.2653917
 -0.02062861  0.35037209 -0.42842467  0.29103527  0.        ]",[ 1.01824429  0.25951897],-0.042154118887,-0.042154118887,"[[ 0.99764064  0.90580021  0.02030696  0.14588353]
 [-4.63445867  4.53109283  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.11020131  0.05474186]
11,"[ 0.37167886  1.06684154  1.31290155  1.30122247  0.16873492  1.2653894
  0.32485384  0.49438884 -0.43395747  0.24039933  0.        ]",[-0.03411353  0.6037097 ],-0.0374212003047,-0.0374212003047,"[[ 0.9455658   1.00581954  0.02030696  0.14588353]
 [-0.58645179  5.46774645  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.5376277  -0.54043365]
12,"[ 0.38736164  0.92094997  1.30131656  1.47280628  0.1687348   1.26538709
  0.31428176  0.84529619 -0.52782572  0.17307352  0.        ]",[-0.56556629 -1.32163105],-0.033770867347,-0.033770867347,"[[ 0.93259366  1.13807277  0.02030696  0.14588353]
 [-0.71032159  7.74997017  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.57217443 -1.11951542]
13,"[ 0.43068386  0.78801985  1.26762705  1.58604374  0.16873468  1.26538479
  0.12457392  0.21297214 -0.56603191  0.10329354  0.        ]",[-0.03298219 -0.09229159],-0.0302287763194,-0.0302287763194,"[[ 0.89608599  1.25181046  0.02030696  0.14588353]
 [-2.93311682  3.63748826  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.07669    -0.50746477]
14,"[ 0.49846886  0.70555973  1.20948342  1.6381554   0.16873456  1.26538248
  0.11839345  0.14570761 -0.53390155  0.05681062  0.        ]",[-0.85798384 -0.15456398],-0.0245050489729,-0.0245050489729,"[[ 0.83669711  1.32017094  0.02030696  0.14588353]
 [-3.005532    3.200017    0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.01177332 -0.46317023]
15,"[ 0.59800739  0.6353884   1.10992143  1.67234556  0.16873444  1.26538018
 -0.16629613  0.0419627  -0.44702699  0.00982382  0.        ]",[ 1.83208914 -0.30327143],-0.016110669143,-0.016110669143,"[[ 0.74311875  1.3774018   0.02030696  0.14588353]
 [-6.34122096  2.52528624  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.7433157  -0.00767913]
16,"[ 0.68086281  0.58841166  1.01067557  1.69021095  0.16873431  1.26537787
  0.18217169 -0.15050478 -0.35944906 -0.03171211  0.        ]",[-0.85817028 -1.73619975],-0.013080954705,-0.013080954705,"[[ 0.65725981  1.41534787  0.02030696  0.14588353]
 [-2.25824959  1.2735261   0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.22578852 -0.06715435]
17,"[ 0.74921546  0.6064033   0.9136043   1.68383057  0.16873419  1.26537557
 -0.10378389 -0.76310288 -0.23997244 -0.05195145  0.        ]",[ 0.20610223  1.66185532],-0.0219943466436,-0.0219943466436,"[[ 0.57847771  1.40084396  0.02030696  0.14588353]
 [-5.60876701 -2.71065858  0.          0.        ]]",[-0.36407861 -0.26920629],[ 1.18159342  1.04544091]
18,"[ 0.82670581  0.6236657   0.77920829  1.67716285  0.16873407  1.26537326
 -0.02477184 -0.14608158 -0.0903503  -0.09944965  0.        ]",[-0.34370854 -0.92901707],-0.0373368068206,-0.0373368068206,"[[ 0.47559132  1.3868939   0.02030696  0.14588353]
 [-4.68299049  1.3022861   0.          0.        ]]",[-0.36407861 -0.26920629],[ 1.01254857  0.57104695]
19,"[ 0.89200141  0.63739312  0.63258301  1.67147539  0.16873395  1.26537096
 -0.13287853 -0.71562455  0.05646838 -0.17061624  0.        ]",[ 1.92095038  0.57578722],-0.0539058849702,-0.0539058849702,"[[ 0.36922224  1.37577466  0.02030696  0.14588353]
 [-5.94966655 -2.40187498  0.          0.        ]]",[-0.36407861 -0.26920629],[ 1.6098181  1.4595201]
20,"[ 0.9299286   0.6677717   0.5208843   1.657673    0.16873383  1.26536865
  0.21486764 -0.35790981  0.17582691 -0.23424248  0.        ]",[ 1.7915127   0.46138274],-0.0680530297634,-0.0680530297634,"[[ 0.29110998  1.35107927  0.02030696  0.14588353]
 [-1.87516168 -0.07539598  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.98649621  0.90586042]
21,"[ 0.92881801  0.64708697  0.5246034   1.66724671  0.16873371  1.26536635
  0.55573791 -0.0769164   0.15672988 -0.23346616  0.        ]",[-0.96618046  0.05657067],-0.0658575241415,-0.0658575241415,"[[ 0.29367905  1.36790725  0.02030696  0.14588353]
 [ 2.11878058  1.75210843  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.13132398  0.18767937]
22,"[ 0.92724931  0.60142619  0.52980035  1.68562875  0.16873358  1.26536404
  0.22583839 -0.04768411  0.11732175 -0.23503248  0.        ]",[ 0.58517308 -0.77867854],-0.0613644447949,-0.0613644447949,"[[ 0.29727222  1.40485701  0.02030696  0.14588353]
 [-1.74660888  1.94222695  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.78721511  0.46749249]
23,"[ 0.93213405  0.59209785  0.51337086  1.68891886  0.16873346  1.26536174
  0.42648173 -0.52774484  0.12379064 -0.2459953   0.        ]",[ 0.99883408  0.54973467],-0.0622384773689,-0.0622384773689,"[[ 0.2859275   1.41237562  0.02030696  0.14588353]
 [ 0.60430657 -1.17995625  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.57341158  0.71336031]
24,"[ 0.9084166   0.59400053  0.58765017  1.68825468  0.16873334  1.26535943
  0.76277362 -0.18959401  0.06284003 -0.20280866  0.        ]",[ 1.42162311 -0.0449427 ],-0.0548053915473,-0.0548053915473,"[[ 0.33754774  1.41084227  0.02030696  0.14588353]
 [ 4.54460156  1.01927972  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.37067577 -0.09763157]
25,"[ 0.83237712  0.57114625  0.76796     1.69574478  0.16873322  1.26535712
  1.09285247 -0.22020834 -0.11796756 -0.11937761  0.        ]",[-1.3438675  -1.16459502],-0.0339503692622,-0.0339503692622,"[[ 0.46724357  1.42923046  0.02030696  0.14588353]
 [ 8.41210801  0.82017193  0.          0.        ]]",[-0.36407861 -0.26920629],[-1.25568199 -0.68975317]
26,"[ 0.73624145  0.60031751  0.93329846  1.68600946  0.1687331   1.26535482
  0.74096355 -0.8314229  -0.26540159 -0.04788237  0.        ]",[ 0.34723075 -1.64925043],-0.019605573712,-0.019605573712,"[[ 0.59411832  1.40574937  0.02030696  0.14588353]
 [ 4.28908469 -3.15499496  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.57421112  0.13662046]
27,"[ 0.64753956  0.72575668  1.05266742  1.62654463  0.16873298  1.26535251
  0.85105608 -1.43069477 -0.31372024  0.03745009  0.        ]",[-1.26759173  0.52290306],-0.0213604845492,-0.0213604845492,"[[ 0.69284254  1.30354462  0.02030696  0.14588353]
 [ 5.57903487 -7.05250267  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.65668356  0.61402524]
28,"[ 0.57699694  0.86719934  1.13250671  1.52308395  0.16873286  1.26535021
  0.50386482 -1.09072865 -0.31233295  0.11533679  0.        ]",[ 0.30187765  1.42808195],-0.0279480458946,-0.0279480458946,"[[ 0.76360739  1.18467822  0.02030696  0.14588353]
 [ 1.51105134 -4.8414723   0.          0.        ]]",[-0.36407861 -0.26920629],[-0.17660311  0.8102355 ]
29,"[ 0.53265641  0.93180067  1.17733157  1.46177103  0.16873273  1.2653479
  0.60316933 -0.46721986 -0.32529718  0.15276006  0.        ]",[ 0.27283437 -0.38689383],-0.03069334165,-0.03069334165,"[[ 0.80550276  1.12853515  0.02030696  0.14588353]
 [ 2.67459372 -0.78635378  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.67279983  0.10886794]
30,"[ 0.4616656   0.96669445  1.24188855  1.42465855  0.16873261  1.2653456
  0.69082203 -0.70042231 -0.39555495  0.18380487  0.        ]",[-1.89521098  0.11708977],-0.032037074097,-0.032037074097,"[[ 0.86929912  1.09759072  0.02030696  0.14588353]
 [ 3.70161486 -2.30303911  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.85422659  0.18299365]
31,"[ 0.42268028  1.0120122   1.27401115  1.37201033  0.16873249  1.26534329
  0.3468585  -0.62195705 -0.41168231  0.20960158  0.        ]",[-0.10168641 -0.31603158],-0.0344215447156,-0.0344215447156,"[[ 0.90289538  1.05664995  0.02030696  0.14588353]
 [-0.32854658 -1.7927281   0.          0.        ]]",[-0.36407861 -0.26920629],[-0.24365249  0.51783156]
32,"[ 0.43502402  1.06387497  1.26407406  1.30517261  0.16873237  1.26534099
  0.31310592 -0.80888839 -0.35217512  0.22665346  0.        ]",[ 0.88812403 -0.8811718 ],-0.0366646757034,-0.0366646757034,"[[ 0.8923565   1.00859735  0.02030696  0.14588353]
 [-0.72401693 -3.00848005  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.04569763  0.85997272]
33,"[ 0.4104067   1.16133634  1.28367362  1.1582784   0.16873225  1.26533868
  0.61432527 -1.33636401 -0.29913033  0.26520295  0.        ]",[-0.01209006 -0.4540029 ],-0.0417140992182,-0.0417140992182,"[[ 0.91328729  0.91400792  0.02030696  0.14588353]
 [ 2.80532366 -6.43904073  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.32318419  1.11672795]
34,"[ 0.34374389  1.29760471  1.33272328  0.89525121  0.16873213  1.26533638
  0.60555425 -1.59316394 -0.25336472  0.32169364  0.        ]",[-0.1422165   1.24176148],-0.0485320320479,-0.0485320320479,"[[ 0.96836259  0.76846966  0.02030696  0.14588353]
 [ 2.70256194 -8.10921732  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.12336862  1.48384809]
35,"[ 0.28372146  1.39634057  1.37228041  0.64628296  0.168732    1.26533407
  0.55285421 -0.95962829 -0.21904545  0.36041076  0.        ]",[ 0.25323918  0.46453488],-0.0534506644196,-0.0534506644196,"[[ 1.01621871  0.64762586  0.02030696  0.14588353]
 [ 2.08509146 -3.98889252  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.31124678  1.13302159]
36,"[ 0.21733378  1.44038314  1.41143756  0.51234921  0.16873188  1.26533177
  0.63478171 -0.66472101 -0.24874548  0.38879905  0.        ]",[-0.23267659  1.66725028],-0.0546354530858,-0.0546354530858,"[[ 1.06755192  0.58709182  0.02030696  0.14588353]
 [ 3.04502737 -2.07090511  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.64704633  0.79463965]
37,"[ 0.1494294   1.44126747  1.44691544  0.50946546  0.16873176  1.26532946
  0.55095745 -0.04954621 -0.33529695  0.40737514  0.        ]",[-1.456874   -0.37303736],-0.0537989339033,-0.0537989339033,"[[ 1.11859817  0.58581623  0.02030696  0.14588353]
 [ 2.06288108  1.93001239  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.86158419  0.27983183]
38,"[ 0.14786544  1.42470737  1.44767788  0.56198849  0.16873164  1.26532716
  0.20987028 -0.28231931 -0.35944776  0.40374703  0.        ]",[-0.44710001  0.15550874],-0.053077499013,-0.053077499013,"[[ 1.11975837  0.6092272   0.02030696  0.14588353]
 [-1.93356581  0.41612362  0.          0.        ]]",[-0.36407861 -0.26920629],[-0.18456748  0.8176682 ]
39,"[ 0.22235508  1.41422153  1.40862563  0.59392636  0.16873152  1.26532485
  0.06215173 -0.18881945 -0.27694017  0.38302119  0.        ]",[-0.48306215 -0.25749172],-0.0530879201038,-0.0530879201038,"[[ 1.06372157  0.62365094  0.02030696  0.14588353]
 [-3.66435227  1.02421781  0.          0.        ]]",[-0.36407861 -0.26920629],[ 0.16162173  0.97300792]
