timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.00049319  1.5794219   0.05820382 -1.10740244 -1.25300369 -1.6661849
  0.35634636 -0.34022781  2.72664412  1.90337034  0.        ]",[-2.48897614 -0.14046486],-0.399360307838,-0.399360307838,"[[-0.01370445 -0.02530173 -0.14311739 -0.19237496]
 [ 0.00450933 -0.00195521  0.          0.        ]]",[-0.39714429 -0.28187948],[-2.52064729 -0.47154304]
1,"[  9.98493492e-01   1.57922142e+00  -1.19275340e-03  -1.12234196e+00
  -1.25300169e+00  -1.66618098e+00   6.46386824e-03  -4.27051254e-01
   2.72271779e+00   1.80469053e+00   0.00000000e+00]",[ -2.09301757e+00  -1.03567169e-03],-0.394878711722,-0.394878711722,"[[-0.0533035  -0.03090537 -0.14311739 -0.19237496]
 [-3.95124377 -0.55656481  0.          0.        ]]",[-0.39714429 -0.28187948],[-2.3459444  -0.37641129]
2,"[ 0.97859709  1.57871452 -0.17697841 -1.15178633 -1.25299968 -1.66617707
 -0.33651756 -0.42573165  2.69218717  1.519892    0.        ]",[-2.59581179 -0.10065846],-0.38084144915,-0.38084144915,"[[-0.17123478 -0.04195207 -0.14311739 -0.19237496]
 [-7.828974   -0.54813752  0.          0.        ]]",[-0.39714429 -0.28187948],[-2.12306237 -0.21940163]
3,"[ 0.90086491  1.57779475 -0.45830071 -1.19131399 -1.25299768 -1.66617315
 -0.67270157 -0.48619384  2.58197771  1.070581    0.        ]",[-1.73509896  0.00261739],-0.354778997046,-0.354778997046,"[[ -0.36594962  -0.05678988  -0.14311739  -0.19237496]
 [-11.62985531  -0.93435761   0.           0.        ]]",[-0.39714429 -0.28187948],[-1.6760782  0.0980702]
4,"[ 0.70610312  1.57627463 -0.81264463 -1.24023791 -1.25299567 -1.66616923
 -1.0022503  -0.48144084  2.31519755  0.51419265  0.        ]",[-1.4572791  -0.16232983],-0.312952813175,-0.312952813175,"[[ -0.63592946  -0.07517246  -0.14311739  -0.19237496]
 [-15.35572446  -0.90399901   0.           0.        ]]",[-0.39714429 -0.28187948],[-0.96180546  0.59265363]
5,"[ 0.3335955   1.57361503 -1.16744834 -1.30489516 -1.25299367 -1.66616532
 -1.32525838 -0.57902345  1.81434345 -0.02609981  0.        ]",[-0.41435089  0.76700282],-0.251078320824,-0.251078320824,"[[ -0.97968483  -0.09950666  -0.14311739  -0.19237496]
 [-19.00765705  -1.52733544   0.           0.        ]]",[-0.39714429 -0.28187948],[-0.11701283  1.18023038]
6,"[-0.20927703  1.57364076 -1.39270953 -1.30427008 -1.25299166 -1.6661614
 -1.43708624 -0.09874205  1.12660737 -0.33042393  0.        ]",[ 0.7565512   1.31570939],-0.174344491858,-0.174344491858,"[[ -1.37252369  -0.09927198  -0.14311739  -0.19237496]
 [-20.27200666   1.54058066   0.           0.        ]]",[-0.39714429 -0.28187948],[ 0.21242099  1.18180978]
7,"[-0.76561273  1.57927045 -1.39967387 -1.11738525 -1.25298966 -1.66615748
 -1.13703809  0.51616667  0.50307685 -0.31671494  0.        ]",[ 0.79657086  0.77100977],-0.104722152274,-0.104722152274,"[[ -1.74392781  -0.02905044  -0.14311739  -0.19237496]
 [-16.87969757   5.46846275   0.           0.        ]]",[-0.39714429 -0.28187948],[ 0.38289762  0.4824391 ]
8,"[-1.19615694  1.57225244 -1.25542088 -0.74748661 -1.25298765 -1.66615357
 -0.82889445  0.97692866  0.09406328 -0.15454089  0.        ]",[ 0.09677964 -0.36664202],-0.0579569059973,-0.0579569059973,"[[ -2.04656721   0.10984942  -0.14311739  -0.19237496]
 [-13.39585235   8.41169859   0.           0.        ]]",[-0.39714429 -0.28187948],[ 0.4028492 -0.1529403]
9,"[-1.5188585   1.53713762 -1.0324251  -0.34942771 -1.25298565 -1.66614965
 -0.7715501   0.72352506 -0.19495473  0.06423217  0.        ]",[ 2.05137636 -0.14977187],-0.0327834971875,-0.0327834971875,"[[ -2.3079793    0.26184287  -0.14311739  -0.19237496]
 [-12.74752904   6.79302648   0.           0.        ]]",[-0.39714429 -0.28187948],[ 0.76651621 -0.16076913]
10,"[-1.73153666  1.4856369  -0.79436863 -0.02484921 -1.25298364 -1.66614573
 -0.39933331  0.60935874 -0.39269448  0.29046978  0.        ]",[ 1.27619822 -0.0697794 ],-0.0411160659897,-0.0411160659897,"[[-2.52070734  0.39038626 -0.14311739 -0.19237496]
 [-8.53927142  6.0637651   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.81112194 -0.25671688]
11,"[-1.83439054  1.42196115 -0.6295435   0.25681394 -1.25298164 -1.66614182
 -0.03447826  0.54706118 -0.46363779  0.41991121  0.        ]",[ 0.41977346 -0.56994837],-0.0528690049637,-0.0528690049637,"[[-2.65010541  0.50766866 -0.14311739 -0.19237496]
 [-4.41424441  5.66582755  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.63319546 -0.40112981]
12,"[-1.88132066  1.36317765 -0.534246    0.46005878 -1.25297963 -1.6661379
  0.12020265  0.17610292 -0.47579786  0.47795588  0.        ]",[ 0.20053288 -0.52213992],-0.0582189177159,-0.0582189177159,"[[-2.72084397  0.59721033 -0.14311739 -0.19237496]
 [-2.66543245  3.29624568  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.54120159 -0.28495333]
13,"[-1.90750265  1.33082888 -0.47225821  0.55674396 -1.25297763 -1.66613398
  0.19510137 -0.15782222 -0.49154151  0.52384197  0.        ]",[-0.11869412  0.42154353],-0.0625373831482,-0.0625373831482,"[[-2.76565641  0.64173388 -0.14311739 -0.19237496]
 [-1.81863202  1.16322148  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.50408638 -0.14615002]
14,"[-1.92885845  1.30024242 -0.41495594  0.64046063 -1.25297563 -1.66613007
  0.15669824  0.09989802 -0.50498779  0.56670127  0.        ]",[ 0.50579861  0.12117729],-0.0665738303162,-0.0665738303162,"[[-2.80638534  0.68151566 -0.14311739 -0.19237496]
 [-2.25281342  2.80946816  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.59558666 -0.29935333]
15,"[-1.94058302  1.25084914 -0.38003837  0.76251606 -1.25297362 -1.66612615
  0.33762247  0.16619688 -0.48164956  0.57013525  0.        ]",[-0.11248381 -0.0583533 ],-0.0665720323435,-0.0665720323435,"[[-2.83091847  0.74195405 -0.14311739 -0.19237496]
 [-0.20729822  3.23296749  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.38079488 -0.42842093]
16,"[-1.94447119  1.19695135 -0.36777638  0.88032729 -1.25297162 -1.66612223
  0.29863295  0.12002728 -0.43797852  0.54862888  0.        ]",[-0.06181596 -1.27067517],-0.0643249972387,-0.0643249972387,"[[-2.83948717  0.80365441 -0.14311739 -0.19237496]
 [-0.64810761  2.93804959  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.41359693 -0.41397771]
17,"[-1.95114453  1.18018142 -0.34583786  0.91415591 -1.25296961 -1.66611832
  0.27824824 -0.50894269 -0.43913258  0.56306954  0.        ]",[ 0.36168189  0.1298707 ],-0.0656328805138,-0.0656328805138,"[[-2.85476157  0.82210468 -0.14311739 -0.19237496]
 [-0.87857282 -1.07963339  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.42201728 -0.04289198]
18,"[-1.95242844  1.19493951 -0.34145726  0.88444328 -1.25296761 -1.6661144
  0.40633832 -0.42516516 -0.45676364  0.57697315  0.        ]",[-0.23119089 -0.09042465],-0.066971465978,-0.066971465978,"[[-2.85780303  0.80588128 -0.14311739 -0.19237496]
 [ 0.56960248 -0.54448868  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.26765299 -0.13340291]
19,"[-1.9515323   1.20782189 -0.34448598  0.85769991 -1.2529656  -1.66611048
  0.32444818 -0.47948262 -0.46686029  0.58171353  0.        ]",[ 0.60884464 -0.37362228],-0.0674722490385,-0.0674722490385,"[[-2.8557002   0.79151028 -0.14311739 -0.19237496]
 [-0.35623517 -0.89145511  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.37692764 -0.06902131]
20,"[-1.94404111  1.23628642 -0.36907373  0.79577838 -1.2529636  -1.66610657
  0.53817166 -0.70844235 -0.47568052  0.57259946  0.        ]",[-1.51366284 -0.98523842],-0.0667312612688,-0.0667312612688,"[[-2.838581    0.75900714 -0.14311739 -0.19237496]
 [ 2.0601008  -2.35398653  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.07812379  0.01784492]
21,"[-1.94353481  1.30669854 -0.37066518  0.62330981 -1.25296159 -1.66610265
  0.18475225 -1.3116623  -0.54608285  0.6253019   0.        ]",[ 0.97752308  1.25636992],-0.0725558320123,-0.0725558320123,"[[-2.83746968  0.67326691 -0.14311739 -0.19237496]
 [-1.93561201 -6.20719064  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.56619972  0.53928816]
22,"[-1.94332121  1.36815504 -0.37132403  0.44426419 -1.25295959 -1.66609873
  0.53007773 -0.67275947 -0.61138141  0.68460854  0.        ]",[ 0.74860701 -0.91220854],-0.0794487106706,-0.0794487106706,"[[-2.83700938  0.59007033 -0.14311739 -0.19237496]
 [ 1.96859563 -2.12607117  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.15022293  0.02467075]
23,"[-1.90890363  1.41946127 -0.46856196  0.266239   -1.25295758 -1.66609482
  0.78869427 -1.23179161 -0.59832733  0.62026492  0.        ]",[-0.41453125  0.63343597],-0.0734551606134,-0.0734551606134,"[[-2.76830105  0.51172053 -0.14311739 -0.19237496]
 [ 4.89248659 -5.69701515  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.26937589  0.32432514]
24,"[-1.86022847  1.46890452 -0.57905457  0.05766782 -1.25295558 -1.6660909
  0.63499703 -0.82138735 -0.57497424  0.54436876  0.        ]",[-1.00109454  0.48230584],-0.0661505933824,-0.0661505933824,"[[-2.687886    0.4240829  -0.14311739 -0.19237496]
 [ 3.15481409 -3.07547899  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.13289598  0.16162711]
25,"[-1.84483653  1.48938684 -0.60959996 -0.04469037 -1.25295357 -1.66608698
  0.27950407 -0.5126523  -0.58004459  0.53673265  0.        ]",[-0.21076478  0.57860156],-0.0656343594587,-0.0656343594587,"[[-2.66511513  0.3823601  -0.14311739 -0.19237496]
 [-0.8643345  -1.1033733   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.32007253  0.12606776]
26,"[-1.86200845  1.48885021 -0.57538366 -0.04186644 -1.25295157 -1.66608307
  0.20719181 -0.15052355 -0.60813061  0.58162291  0.        ]",[ 0.65366025 -0.79045949],-0.070413309295,-0.070413309295,"[[-2.69060456  0.38350144 -0.14311739 -0.19237496]
 [-1.68188419  1.20979644  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.45426479 -0.06636465]
27,"[-1.86679134  1.4923067  -0.56544078 -0.060341   -1.25294957 -1.66607915
  0.43895865 -0.6444131  -0.62165749  0.60116273  0.        ]",[ 0.1373357   0.01837203],-0.0725533659441,-0.0725533659441,"[[-2.69795174  0.37604399 -0.14311739 -0.19237496]
 [ 0.93843788 -1.9450243   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.14459383  0.12847373]
28,"[-1.85085255  1.50883374 -0.59783065 -0.15476589 -1.25294756 -1.66607523
  0.48536732 -0.62702685 -0.62202368  0.58878399  0.        ]",[-0.10971528 -0.07360358],-0.0715025376569,-0.0715025376569,"[[-2.67391857  0.33825775 -0.14311739 -0.19237496]
 [ 1.46313082 -1.8339697   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.06318469  0.11836404]
29,"[-1.8337206   1.52421166 -0.63060394 -0.25415286 -1.25294556 -1.66607132
  0.44442567 -0.66694029 -0.62215359  0.57702514  0.        ]",[-1.18116397  0.46679453],-0.0704985430305,-0.0704985430305,"[[-2.64930013  0.29902027 -0.14311739 -0.19237496]
 [ 1.00025528 -2.08892831  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.10196089  0.17940508]
30,"[-1.84761706  1.53230309 -0.60415447 -0.3124794  -1.25294355 -1.6660674
  0.09270905 -0.37087449 -0.65954063  0.63382048  0.        ]",[ 1.45445819  0.40146352],-0.0767295195113,-0.0767295195113,"[[-2.66919191  0.27621654 -0.14311739 -0.19237496]
 [-2.97618948 -0.19775327  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.58086824  0.12898898]
31,"[-1.86055824  1.52811163 -0.57830357 -0.28169052 -1.25294155 -1.66606349
  0.4477658  -0.12164193 -0.67205147  0.6594129   0.        ]",[-0.09090193 -0.94614639],-0.0793858954666,-0.0793858954666,"[[-2.68843998  0.28823465 -0.14311739 -0.19237496]
 [ 1.03802024  1.39426589  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.16399236 -0.14633867]
32,"[-1.84917138  1.53159818 -0.60109469 -0.30724643 -1.25293954 -1.66605957
  0.41426893 -0.71243609 -0.66063168  0.63630285  0.        ]",[-0.47519216  0.51483777],-0.0769824177301,-0.0769824177301,"[[-2.6714792   0.2782561  -0.14311739 -0.19237496]
 [ 0.65931436 -2.37954438  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.16919897  0.20957044]
33,"[-1.85311111  1.54032927 -0.59330392 -0.37586984 -1.25293754 -1.66605565
  0.24677413 -0.385811   -0.68427723  0.67145533  0.        ]",[ 0.62874188 -0.29047935],-0.0808916163522,-0.0808916163522,"[[-2.67729261  0.25159852 -0.14311739 -0.19237496]
 [-1.23434709 -0.29316912  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.39223242  0.07349187]
34,"[-1.85275646  1.54554984 -0.59399826 -0.42080236 -1.25293553 -1.66605174
  0.4689704  -0.565114   -0.69481904  0.6865429   0.        ]",[-0.02517373  0.98190854],-0.0825925530524,-0.0825925530524,"[[-2.67677478  0.23424361 -0.14311739 -0.19237496]
 [ 1.27776289 -1.43850195  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.10183631  0.09944484]
35,"[-1.83595305  1.54242214 -0.62638175 -0.39352842 -1.25293353 -1.66604782
  0.45779429  0.0480165  -0.66243765  0.63070286  0.        ]",[-0.65171407  2.15173005],-0.0765788304612,-0.0765788304612,"[[-2.65248731  0.24476889 -0.14311739 -0.19237496]
 [ 1.15141203  2.47797681  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.12219007 -0.22428843]
36,"[-1.83812357  1.51074038 -0.62229406 -0.16655867 -1.25293152 -1.66604391
  0.22761285  0.66036967 -0.6047631   0.55929053  0.        ]",[ 0.82076178 -0.77359933],-0.0683748868333,-0.0683748868333,"[[-2.6555696   0.33357399 -0.14311739 -0.19237496]
 [-1.45096837  6.38949135  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.41726819 -0.49940929]
37,"[-1.8353933   1.46613722 -0.62740869  0.07045859 -1.25292952 -1.66603999
  0.51745201  0.16083638 -0.52848802  0.47730384  0.        ]",[ 0.30146465  0.58820467],-0.0590561657277,-0.0590561657277,"[[-2.65171125  0.42934887 -0.14311739 -0.19237496]
 [ 1.82589377  3.19863869  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.02043165 -0.3354046 ]
38,"[-1.79975559  1.41675316 -0.69028719  0.27630123 -1.25292752 -1.66603607
  0.6196782   0.51547079 -0.39711254  0.34049419  0.        ]",[ 0.52355867 -1.96733868],-0.0455895027384,-0.0455895027384,"[[-2.60359762  0.51605001 -0.14311739 -0.19237496]
 [ 2.98164604  5.46392712  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.19446638 -0.58146763]
39,"[-1.734059    1.37196259 -0.79062999  0.43191932 -1.25292551 -1.66603216
  0.79780082 -0.12146239 -0.22680149  0.18924448  0.        ]",[-0.76118536 -0.07876047],-0.0386852613253,-0.0386852613253,"[[-2.52375921  0.58450783 -0.14311739 -0.19237496]
 [ 4.99546849  1.39541261  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.61798048 -0.29423788]
40,"[-1.67124288  1.3547226  -0.87256887  0.4860017  -1.25292351 -1.66602824
  0.52271479 -0.17444354 -0.10283394  0.09292162  0.        ]",[-0.47827154  0.83608375],-0.0426878791442,-0.0426878791442,"[[-2.45505386  0.60902051 -0.14311739 -0.19237496]
 [ 1.88541459  1.05698643  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.39285561 -0.16333017]
41,"[-1.65353102  1.3144692  -0.89369531  0.6021828  -1.2529215  -1.66602433
  0.35195704  0.34065702 -0.02326488  0.05646736  0.        ]",[-0.00700484  0.01702049],-0.0489926730227,-0.0489926730227,"[[-2.43671538  0.66317279 -0.14311739 -0.19237496]
 [-0.04512905  4.34727232  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.23104158 -0.39915439]
42,"[-1.65466961  1.2440065  -0.8923548   0.77814613 -1.2529195  -1.66602041
  0.34958962  0.33773491  0.05895661  0.04087046  0.        ]",[-0.91412004  1.1631786 ],-0.0570702357582,-0.0570702357582,"[[-2.43788648  0.74993097 -0.14311739 -0.19237496]
 [-0.07189177  4.32860838  0.          0.        ]]",[-0.39714429 -0.28187948],[-0.25133258 -0.40335622]
43,"[-1.69061317  1.13008936 -0.84850517  1.0080778  -1.25291749 -1.66601649
  0.02971646  0.94437903  0.12351493  0.06537152  0.        ]",[ 0.39328104 -0.67614122],-0.0646340047119,-0.0646340047119,"[[-2.47560868  0.87538288 -0.14311739 -0.19237496]
 [-3.68829743  8.2036443   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.19051175 -0.6634084 ]
44,"[-1.74206935  0.99286991 -0.77925629  1.22027631 -1.25291549 -1.66601258
  0.17388086  0.49974391  0.16972171  0.11737039  0.        ]",[-0.21043902  0.23075468],-0.0710973729988,-0.0710973729988,"[[-2.53302148  1.01095928 -0.14311739 -0.19237496]
 [-2.0584106   5.36347453  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.01395041 -0.52011442]
45,"[-1.78286168  0.86638782 -0.71776153  1.36831488 -1.25291349 -1.66600866
  0.1038156   0.62619104  0.21035779  0.16929886  0.        ]",[-0.96670815 -1.06678188],-0.0770746402117,-0.0770746402117,"[[-2.58213741  1.12633278 -0.14311739 -0.19237496]
 [-2.85054913  6.1711773   0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.13575253 -0.62116957]
46,"[-1.85282066  0.77148014 -0.59375168  1.45461463 -1.25291148 -1.66600475
 -0.22945182 -0.01268307  0.15692924  0.25909959  0.        ]",[-0.00389467 -0.87828623],-0.0753613321567,-0.0753613321567,"[[-2.67695167  1.20881171 -0.14311739 -0.19237496]
 [-6.61838186  2.09027836  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.56677353 -0.2099652 ]
47,"[-1.9295604   0.76386813 -0.41243279  1.46069521 -1.25290948 -1.66600083
 -0.21915722 -0.56362774 -0.01074757  0.3866958   0.        ]",[ 0.20291555  0.78423564],-0.0678373945778,-0.0678373945778,"[[-2.80815184  1.2153076  -0.14311739 -0.19237496]
 [-6.50199564 -1.42895948  0.          0.        ]]",[-0.39714429 -0.28187948],[ 0.72186899  0.05693147]
