timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.04723373  1.38487777 -0.01183543 -1.34233634 -1.37817632  1.00695038
  0.28538097 -0.31590708  3.21193198 -1.89029729  0.        ]",[ 3.03549982  1.80479207],-0.390648537544,-0.390648537544,"[[-0.05358247 -0.04335495 -0.15828747  0.11612011]
 [ 0.00365268  0.00400644  0.          0.        ]]",[-0.69484514 -0.59958166],[ 3.25188875  2.10698318]
1,"[ 1.04920121  1.38607079  0.04717772 -1.24035055 -1.37817472  1.00694957
  0.696348    0.35557596  3.21817145 -1.72353846  0.        ]",[ 2.80206514  1.44370928],-0.387140852478,-0.387140852478,"[[ -1.38350815e-02  -3.56320662e-03  -1.58287470e-01   1.16120113e-01]
 [  3.95792472e+00   3.96198169e+00   0.00000000e+00   0.00000000e+00]]",[-0.69484514 -0.59958166],[ 2.49604297  0.98671031]
2,"[ 1.04136859  1.37768114  0.22227546 -0.93803675 -1.37817312  1.00694875
  1.0991925   1.01376819  3.18718268 -1.23010964  0.        ]",[ 1.8991816   1.04970316],-0.374183532203,-0.374183532203,"[[ 0.10421348  0.11460208 -0.15828747  0.11612011]
 [ 7.83404757  7.84161844  0.          0.        ]]",[-0.69484514 -0.59958166],[ 1.94112504  0.43329236]
3,"[ 0.98413391  1.32522427  0.50537554 -0.45009823 -1.37817152  1.00694794
  1.49410154  1.65892214  2.97968732 -0.46763118  0.        ]",[ 0.71379983  0.6332386 ],-0.344922001244,-0.344922001244,"[[  0.29901777   0.30958927  -0.15828747   0.11612011]
 [ 11.63382607  11.64441255   0.           0.        ]]",[-0.69484514 -0.59958166],[ 1.58092439  0.20548895]
4,"[ 0.82666298  1.18693991  0.85401011  0.14217158 -1.37816992  1.00694713
  1.76367033  2.04497461  2.45321403  0.31673806  0.        ]",[ 0.92891312 -0.87065409],-0.292976914669,-0.292976914669,"[[  0.55771677   0.56530937  -0.15828747   0.11612011]
 [ 14.22760871  13.91997725   0.           0.        ]]",[-0.69484514 -0.59958166],[ 1.32812202  0.07307401]
5,"[ 0.52027363  0.99202993  1.20930849  0.61924766 -1.37816832  1.00694632
  2.11664248  1.41303693  1.65611922  0.76414212  0.        ]",[-0.09769586  0.70177329],-0.221372417065,-0.221372417065,"[[  0.87634476   0.80633664  -0.15828747   0.11612011]
 [ 17.62390695  10.1951021    0.           0.        ]]",[-0.69484514 -0.59958166],[-0.21265154 -0.46798679]
6,"[ 0.08283011  0.75836362  1.46364045  0.97474725 -1.37816672  1.00694551
  2.04033861  1.85007505  0.79515456  0.67056204  0.        ]",[-1.65322065 -2.66920814],-0.13795020029,-0.13795020029,"[[  1.22145559   1.03608567  -0.15828747   0.11612011]
 [ 16.88976029  12.77119414   0.           0.        ]]",[-0.69484514 -0.59958166],[-1.64332902 -2.07643843]
7,"[-0.33999436  0.51061741  1.55116224  1.20121161 -1.37816512  1.00694469
  1.59465921  1.13546695  0.18967253  0.16144171  0.        ]",[-1.43584659 -2.38456638],-0.0659977595426,-0.0659977595426,"[[  1.51622806   1.24924705  -0.15828747   0.11612011]
 [ 12.60149973   8.55901797   0.           0.        ]]",[-0.69484514 -0.59958166],[-1.9801203  -2.43785381]
8,"[-0.64740011  0.35008529  1.53549765  1.28560447 -1.37816352  1.00694388
  1.15765425  0.43504551 -0.09195873 -0.33021657  0.        ]",[-1.28152542 -2.26259373],-0.035485041157,-0.035485041157,"[[ 1.72607184  1.37900385 -0.15828747  0.11612011]
 [ 8.39668971  4.43045822  0.          0.        ]]",[-0.69484514 -0.59958166],[-1.7582407 -2.357126 ]
9,"[-0.82885013  0.28950519  1.49475043  1.30615638 -1.37816192  1.00694307
  0.7292092  -0.25147608 -0.20421874 -0.61774737  0.        ]",[-2.18922008 -1.9190803 ],-0.0412645852693,-0.0412645852693,"[[ 1.85264467  1.42701158 -0.15828747  0.11612011]
 [ 4.27423575  0.3838291   0.          0.        ]]",[-0.69484514 -0.59958166],[-1.0816555  -1.78786528]
10,"[-0.89184697  0.33009158  1.47474509  1.29304844 -1.37816032  1.00694226
  0.30921995 -0.92438425 -0.24452748 -0.65375001  0.        ]",[-0.17628778 -0.87964559],-0.0417644148934,-0.0417644148934,"[[ 1.89758366  1.39489194 -0.15828747  0.11612011]
 [ 0.23314038 -3.58255914  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.06015062 -0.44854191]
11,"[-0.88854042  0.46202591  1.47587161  1.23149185 -1.37815872  1.00694144
  0.23632942 -1.50322967 -0.25364742 -0.49716309  0.        ]",[ 0.59165308  0.50820014],-0.0308216220764,-0.0308216220764,"[[ 1.8952092   1.2890075  -0.15828747  0.11612011]
 [-0.46820418 -6.99451195  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.60216957  0.81923479]
12,"[-0.90829102  0.60466793  1.46899611  1.13011767 -1.37815712  1.00694063
  0.48056695 -1.13844785 -0.26583617 -0.35289163  0.        ]",[-0.21337463 -0.51068969],-0.0214368140927,-0.0214368140927,"[[ 1.9094243   1.17069063 -0.15828747  0.11612011]
 [ 1.88182666 -4.84435033  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.02773015  0.341959  ]
13,"[-0.9479967   0.73799598  1.45420309  0.99839643 -1.37815552  1.00693982
  0.38901115 -1.46519473 -0.2825604  -0.2404935   0.        ]",[ 0.50796823  0.63361933],-0.0150484438233,-0.0150484438233,"[[ 1.93822182  1.05447954 -0.15828747  0.11612011]
 [ 1.0008881  -6.77033632  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.39770889  1.21066165]
14,"[-1.00238511  0.85522716  1.43176455  0.84763123 -1.37815392  1.00693901
  0.59576101 -1.0169175  -0.30543473 -0.16241773  0.        ]",[ 0.88441826  0.2437749 ],-0.0112775741321,-0.0112775741321,"[[ 1.97819955  0.94558416 -0.15828747  0.11612011]
 [ 2.99021601 -4.12801707  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.27401656  0.48846111]
15,"[-1.12685991  0.92801218  1.37026358  0.73418981 -1.37815232  1.00693819
  0.95324638 -0.8394861  -0.39399401 -0.2482217   0.        ]",[-0.89386263 -0.19371801],-0.00742950673612,-0.00742950673612,"[[ 2.07251561  0.87351737 -0.15828747  0.11612011]
 [ 6.42990756 -3.08216921  0.          0.        ]]",[-0.69484514 -0.59958166],[-1.49086916 -0.32334182]
16,"[-1.24203913  0.99344464  1.29924556  0.61651045 -1.37815072  1.00693738
  0.57249348 -0.95907998 -0.47598276 -0.3438979   0.        ]",[-0.68028222  0.81613318],-0.0155625085398,-0.0155625085398,"[[ 2.1643559   0.80480089 -0.15828747  0.11612011]
 [ 2.76634844 -3.78710734  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.6766507   0.25702804]
17,"[-1.27553561  1.03188683  1.27570328  0.53921819 -1.37814912  1.00693657
  0.286972   -0.39796826 -0.49560169 -0.34364758  0.        ]",[-0.39989408  0.37719063],-0.0164166433911,-0.0164166433911,"[[ 2.19211875  0.76224307 -0.15828747  0.11612011]
 [ 0.01909447 -0.47969341  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.15451451 -0.19582924]
18,"[-1.25691121  1.02701812  1.28896143  0.54937474 -1.37814752  1.00693576
  0.12245178 -0.14288981 -0.48101336 -0.31773717  0.        ]",[ 0.15697897 -0.39420077],-0.0139771211479,-0.0139771211479,"[[ 2.17661798  0.76773467 -0.15828747  0.11612011]
 [-1.5638993   1.02383933  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.18769127 -0.35172769]
19,"[-1.22678285  1.02290901  1.30950642  0.55786015 -1.37814592  1.00693495
  0.19026766 -0.41117171 -0.45627477 -0.27113587  0.        ]",[-0.71743558 -0.32484575],-0.0096847664512,-0.0096847664512,"[[ 2.1518869   0.77234514 -0.15828747  0.11612011]
 [-0.91138233 -0.5575206   0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.20260599  0.03839511]
20,"[-1.16878816  1.0440228   1.34608675  0.51339538 -1.37814432  1.00693413
 -0.10281015 -0.62736182 -0.3982253  -0.14031289  0.        ]",[ 1.54325235  0.9647601 ],-0.00219040215706,-0.00219040215706,"[[ 2.10536565  0.74840922 -0.15828747  0.11612011]
 [-3.73134084 -1.83183159  0.          0.        ]]",[-0.69484514 -0.59958166],[ 1.06502521  0.89014256]
21,"[-1.12510787  1.04224188  1.37122096  0.51722679 -1.37814272  1.00693332
  0.31591051  0.02664545 -0.35839702 -0.07368457  0.        ]",[-0.42230977 -0.46448169],-0.00857607129982,-0.00857607129982,"[[ 2.07116178  0.75045069 -0.15828747  0.11612011]
 [ 0.29753677  2.02314173  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.0574079  -0.41472641]
22,"[-1.11105595  1.02315722  1.37888661  0.5573436  -1.37814112  1.00693251
  0.14171603 -0.29207502 -0.352607   -0.08175058  0.        ]",[ 0.55018076 -0.11156543],-0.00857572906613,-0.00857572906613,"[[ 2.06029603  0.77206432 -0.15828747  0.11612011]
 [-1.37853887  0.14447932  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.5621233   0.20082943]
23,"[-1.10396864  1.02456484  1.38267666  0.55444127 -1.37813952  1.0069317
  0.37079102 -0.36762717 -0.34547569 -0.06869081  0.        ]",[-0.3582086  -0.55557689],-0.0097768495468,-0.0097768495468,"[[ 2.05483995  0.77048569 -0.15828747  0.11612011]
 [ 0.82559114 -0.30085508  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.08584663  0.06228384]
24,"[-1.10674435  1.04918342  1.38119529  0.50218886 -1.37813792  1.00693088
  0.22187971 -0.73974868 -0.3382751  -0.03465468  0.        ]",[ 0.82294052  0.40404875],-0.0121489928995,-0.0121489928995,"[[ 2.05697597  0.7424612  -0.15828747  0.11612011]
 [-0.60721186 -2.49428429  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.59191388  0.8728348 ]
25,"[-1.13340733  1.07751306  1.36658928  0.43823806 -1.37813632  1.00693007
  0.56144676 -0.46013432 -0.35144096 -0.03024492  0.        ]",[-0.86118128 -0.41665838],-0.0115970524139,-0.0115970524139,"[[ 2.07761333  0.70911199 -0.15828747  0.11612011]
 [ 2.66005662 -0.84613193  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.32774442  0.05475935]
26,"[-1.15704382  1.10471964  1.35302958  0.37253746 -1.37813471  1.00692926
  0.20193831 -0.73698762 -0.36166272 -0.02231192  0.        ]",[ 0.89139266  0.39120493],-0.011565912979,-0.011565912979,"[[ 2.09610779  0.67581614 -0.15828747  0.11612011]
 [-0.79908058 -2.47801301  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.60541177  0.94362426]
27,"[-1.18176094  1.13100526  1.33821467  0.30456092 -1.37813311  1.00692845
  0.57003969 -0.46607669 -0.37263882 -0.01654547  0.        ]",[-0.55492618  0.35797124],-0.011476923537,-0.011476923537,"[[ 2.11566242  0.64227761 -0.15828747  0.11612011]
 [ 2.74273892 -0.88116284  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.3582921   0.11434418]
28,"[-1.22191981  1.13346709  1.31270119  0.2979442  -1.37813151  1.00692764
  0.33618021 -0.2225169  -0.41102617 -0.0782891   0.        ]",[-0.48606133 -0.09408722],-0.00590171406785,-0.00590171406785,"[[ 2.14794064  0.63905852 -0.15828747  0.11612011]
 [ 0.4925799   0.55446972  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.01753159 -0.02140951]
29,"[-1.21013602  1.12790573  1.32037502  0.31281948 -1.37812991  1.00692682
  0.135327   -0.28747015 -0.40224714 -0.0684115   0.        ]",[ 1.38842548  0.97049439],-0.00678476927516,-0.00678476927516,"[[ 2.13840213  0.64630659 -0.15828747  0.11612011]
 [-1.43999798  0.17161023  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.48970735  0.33006561]
30,"[-1.22392144  1.09468603  1.31137679  0.39727701 -1.37812831  1.00692601
  0.54932646  0.36365792 -0.43017205 -0.14883908  0.        ]",[-1.14684925 -1.05382178],-0.00146197268117,-0.00146197268117,"[[ 2.14956889  0.68824657 -0.15828747  0.11612011]
 [ 2.54344178  4.00960237  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.7531147  -1.12495089]
31,"[-1.23701637  1.06165371  1.30262278  0.47455144 -1.37812671  1.0069252
  0.13306171 -0.32134011 -0.45405155 -0.22662561  0.        ]",[ 0.4108945  -0.08314646],-0.00661705959132,-0.00661705959132,"[[ 2.16025236  0.72792779 -0.15828747  0.11612011]
 [-1.46178976 -0.02803037  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.33335596  0.06378451]
32,"[-1.2215178   1.0649361   1.31295678  0.4671429  -1.37812511  1.00692439
  0.30503012 -0.37719389 -0.43897841 -0.1944003   0.        ]",[ 0.31808575  0.35737123],-0.00373396002593,-0.00373396002593,"[[ 2.1476182   0.72406394 -0.15828747  0.11612011]
 [ 0.19286309 -0.35725411  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.01207925 -0.00784457]
33,"[-1.24165748  1.05887454  1.29946737  0.48077292 -1.37812351  1.00692357
  0.4353752  -0.13599824 -0.459036   -0.23921643  0.        ]",[-0.29816591 -0.84732064],-0.00769347977699,-0.00769347977699,"[[ 2.16405879  0.73118319 -0.15828747  0.11612011]
 [ 1.44702337  1.06444098  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.49959952 -0.60242295]
34,"[-1.2620428   1.06955085  1.28531463  0.45662749 -1.37812191  1.00692276
  0.30991676 -0.70869997 -0.47386056 -0.2577282   0.        ]",[ 0.47341926  0.0164627 ],-0.00971264724534,-0.00971264724534,"[[ 2.18088769  0.71860236 -0.15828747  0.11612011]
 [ 0.2398852  -2.31127379  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.0109971   0.39933103]
35,"[-1.2901589   1.10657578  1.26493929  0.36786571 -1.37812031  1.00692195
  0.50407869 -0.68998526 -0.4868673  -0.24551393  0.        ]",[ 0.40358214 -0.20583308],-0.00988579554117,-0.00988579554117,"[[ 2.20442963  0.67348366 -0.15828747  0.11612011]
 [ 2.10807964 -2.2009649   0.          0.        ]]",[-0.69484514 -0.59958166],[-0.50543416  0.1790652 ]
36,"[-1.35707548  1.14654201  1.21215836  0.26203086 -1.37811871  1.00692114
  0.66571146 -0.82095673 -0.53349621 -0.30054568  0.        ]",[-2.01749794  0.09582456],-0.016197818888,-0.016197818888,"[[ 2.26219514  0.62171871 -0.15828747  0.11612011]
 [ 3.66328498 -2.97296134  0.          0.        ]]",[-0.69484514 -0.59958166],[-1.01597583  0.11523792]
37,"[-1.39374125  1.18598224  1.18043427  0.14510193 -1.37811711  1.00692033
  0.24699715 -0.74636167 -0.55174565 -0.29771007  0.        ]",[ 0.0632609   0.48306944],-0.0174600105772,-0.0174600105772,"[[ 2.29503858  0.56667096 -0.15828747  0.11612011]
 [-0.36550746 -2.53327386  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.01157071  0.57728243]
38,"[-1.38851886  1.2067413   1.18507998  0.07745721 -1.37811551  1.00691951
  0.2736872  -0.41336216 -0.53684616 -0.24425227  0.        ]",[-0.13337678  0.68300674],-0.0139335302526,-0.0139335302526,"[[ 2.29030508  0.53569907 -0.15828747  0.11612011]
 [-0.10869959 -0.57045625  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.12292202  0.19908519]
39,"[-1.38024944  1.19625305  1.1923478   0.11221476 -1.37811391  1.0069187
  0.21897053  0.04740158 -0.53408414 -0.24935802  0.        ]",[-0.88302899 -1.42143474],-0.0138858499131,-0.0138858499131,"[[ 2.28284879  0.55153953 -0.15828747  0.11612011]
 [-0.63517223  2.14545008  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.16774555 -0.38616619]
40,"[-1.32621362  1.19439165  1.2372725   0.11825253 -1.37811231  1.00691789
 -0.14264502 -0.63135658 -0.48205541 -0.14843137  0.        ]",[ 0.71355733  0.97669705],-0.0066514379372,-0.0066514379372,"[[ 2.23523552  0.55430687 -0.15828747  0.11612011]
 [-4.11456838 -1.85539366  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.99386489  1.11869848]
41,"[-1.26345595  1.19300566  1.28429866  0.12272312 -1.37811071  1.00691708
  0.15905834  0.03080238 -0.41939967 -0.03814477  0.        ]",[ 0.50065525  0.47531869],-0.00893600386609,-0.00893600386609,"[[ 2.18207015  0.55635897 -0.15828747  0.11612011]
 [-1.21163687  2.04760553  0.          0.        ]]",[-0.69484514 -0.59958166],[ 0.28804645  0.01842952]
42,"[-1.25848227  1.15094367  1.28780488  0.2496289  -1.37810911  1.00691627
  0.36733657  0.34310481 -0.43808416 -0.1093577   0.        ]",[ 0.05015938 -0.11798672],-0.00412785177912,-0.00412785177912,"[[ 2.17794409  0.61578059 -0.15828747  0.11612011]
 [ 0.79237636  3.88842666  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.32238477 -0.7438097 ]
43,"[-1.27969026  1.09480092  1.27262499  0.39696326 -1.37810751  1.00691545
  0.3863563   0.2507745  -0.48147447 -0.24682935  0.        ]",[ 0.02678571 -0.77891051],-0.00957276083514,-0.00957276083514,"[[ 2.19562779  0.68808871 -0.15828747  0.11612011]
 [ 0.97538207  3.34420021  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.53874385 -1.01106453]
44,"[-1.30380792  1.06551714  1.2546564   0.46579695 -1.37810591  1.00691464
  0.39547647 -0.2837044  -0.51145576 -0.34099824  0.        ]",[-0.30355767 -0.12976578],-0.0170897567876,-0.0170897567876,"[[ 2.21601603  0.72336367 -0.15828747  0.11612011]
 [ 1.06313621  0.19379539  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.49764365 -0.46862242]
45,"[-1.31434153  1.0666285   1.24656296  0.46327034 -1.37810431  1.00691383
  0.26849114 -0.37145767 -0.52018008 -0.35903664  0.        ]",[ 0.31391021 -0.4349612 ],-0.0187228344902,-0.0187228344902,"[[ 2.22501982  0.72204986 -0.15828747  0.11612011]
 [-0.15868902 -0.32345368  0.          0.        ]]",[-0.69484514 -0.59958166],[-0.16235103 -0.20648465]
