timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.9946335   1.59598122  0.17025024 -0.84054783  1.60188216  1.65597584
  0.3619378  -0.34244728 -0.21534278 -2.03413757  0.        ]",[ 3.16936922  0.33273188],-0.172838469661,-0.172838469661,"[[ 0.06147239  0.06925293  0.18563807  0.19175189]
 [ 0.00396471 -0.00326658  0.          0.        ]]",[-0.38169104 -0.27931291],[ 2.30305028  0.61116797]
1,"[ 0.98977099  1.59473139  0.22986288 -0.80541597  1.60187849  1.65597186
  0.70773888 -0.13747713 -0.22625839 -1.92803073  0.        ]",[ 2.44872829 -0.17915399],-0.163054972507,-0.163054972507,"[[ 0.10123631  0.08239153  0.18563807  0.19175189]
 [ 3.95926108  1.31274554  0.          0.        ]]",[-0.38169104 -0.27931291],[ 1.30893469 -0.05420971]
2,"[ 0.96143092  1.59256222  0.40512419 -0.75504995  1.60187482  1.65596788
  1.04676952 -0.25224687 -0.27616278 -1.64129352  0.        ]",[-0.34854173 -0.48593537],-0.136319817155,-0.136319817155,"[[ 0.21932928  0.10125306  0.18563807  0.19175189]
 [ 7.83712402  0.57586477  0.          0.        ]]",[-0.38169104 -0.27931291],[ 0.14190017 -0.41255057]
3,"[ 0.90066389  1.5935192   0.60871553 -0.77612426  1.60187115  1.6559639
  0.9127368  -0.55361438 -0.36096943 -1.3447918   0.        ]",[ 0.55612294  0.53854441],-0.108423470827,-0.108423470827,"[[ 0.36069016  0.09335654  0.18563807  0.19175189]
 [ 6.3040643  -1.35906865  0.          0.        ]]",[-0.38169104 -0.27931291],[ 0.22422259  0.02521726]
4,"[ 0.807788    1.5941414   0.80900158 -0.7908771   1.60186748  1.65595991
  1.09409773 -0.21742582 -0.48448288 -1.05228491  0.        ]",[-1.48182992  0.07454572],-0.0817688291482,-0.0817688291482,"[[ 0.50758479  0.08783206  0.18563807  0.19175189]
 [ 8.37849591  0.79942845  0.          0.        ]]",[-0.38169104 -0.27931291],[-0.85317612 -0.72774249]
5,"[ 0.70527484  1.59185157  0.96866586 -0.74068199  1.60186381  1.65595593
  0.73374593 -0.17367194 -0.63219745 -0.79940411  0.        ]",[-0.56400303 -1.52955167],-0.063013887555,-0.063013887555,"[[ 0.63380036  0.10663923  0.18563807  0.19175189]
 [ 4.25678473  1.08034921  0.          0.        ]]",[-0.38169104 -0.27931291],[-0.40780374 -0.50239837]
6,"[ 0.64781672  1.59408122  1.04196307 -0.78959161  1.60186014  1.65595195
  0.53145624 -0.79357485 -0.69530995 -0.70822178  0.        ]",[ 0.24650143  1.14003634],-0.0588096661768,-0.0588096661768,"[[ 0.69572115  0.08831272  0.18563807  0.19175189]
 [ 1.94299224 -2.89973672  0.          0.        ]]",[-0.38169104 -0.27931291],[ 0.31454682  0.43420166]
7,"[ 0.59997157  1.59583637  1.09652104 -0.83689014  1.60185647  1.65594797
  0.61321318 -0.16797873 -0.74473583 -0.64301294  0.        ]",[ 0.09372088  0.62634032],-0.0572296996965,-0.0572296996965,"[[ 0.74396352  0.07061817  0.18563807  0.19175189]
 [ 2.87813712  1.11689543  0.          0.        ]]",[-0.38169104 -0.27931291],[-0.32804981 -0.45921338]
8,"[ 0.53612433  1.59030278  1.16178716 -0.71142888  1.60185279  1.65594398
  0.64056691  0.21482902 -0.86230365 -0.51194582  0.        ]",[-0.64778189 -1.36455418],-0.0592599992558,-0.0592599992558,"[[ 0.80466542  0.11761611  0.18563807  0.19175189]
 [ 3.19101654  3.57470769  0.          0.        ]]",[-0.38169104 -0.27931291],[-0.74769366 -1.15973115]
9,"[ 0.49475445  1.58513521  1.20011735 -0.62886118  1.60184912  1.65594
  0.41114637 -0.41274817 -0.94121723 -0.43654924  0.        ]",[ 0.09067172  0.37801031],-0.0639232605842,-0.0639232605842,"[[ 0.84215733  0.14868251  0.18563807  0.19175189]
 [ 0.56690206 -0.45464164  0.          0.        ]]",[-0.38169104 -0.27931291],[ 0.05543695 -0.21912438]
