timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.987065    1.66530783  0.21195921 -1.22493745  1.52744478  0.78730161
  0.37930987 -0.34716881 -0.12243586 -1.02705529  0.        ]",[-0.15256803  1.72979439],-0.0900310992877,-0.0900310992877,"[[ 0.08213022 -0.09024612  0.17671836  0.09109943]
 [-0.00323284  0.00408584  0.          0.        ]]",[-0.35371241 -0.26308158],[ 1.20699883  1.33086705]
1,"[ 0.98778676  1.66882579  0.20268964 -1.11645372  1.52744108  0.78730069
  0.32814478  0.25858843 -0.12229676 -0.99471029  0.        ]",[-0.32094009  0.6691121 ],-0.0871676982152,-0.0871676982152,"[[ 0.07599527 -0.05043502  0.17671836  0.09109943]
 [-0.60824298  3.96382657  0.          0.        ]]",[-0.35371241 -0.26308158],[ 1.02390409  0.68331921]
2,"[ 0.99013702  1.66854309  0.16518955 -0.82953214  1.52743739  0.78729976
  0.22170952  0.65196147 -0.1259261  -0.92840557  0.        ]",[-0.02995582 -0.99294548],-0.0811664136969,-0.0811664136969,"[[ 0.05120281  0.05464143  0.17671836  0.09109943]
 [-1.86680834  6.53524667  0.          0.        ]]",[-0.35371241 -0.26308158],[ 1.02157259  0.26382196]
3,"[ 0.99196426  1.65727787  0.10741735 -0.58507647  1.52743369  0.78729883
  0.2149432   0.03071132 -0.13131412 -0.90914651  0.        ]",[ 1.91478805  1.5355981 ],-0.0792292092309,-0.0792292092309,"[[ 0.01306398  0.14460092  0.17671836  0.09109943]
 [-1.94681616  2.47423716  0.          0.        ]]",[-0.35371241 -0.26308158],[ 1.27703357  0.86394572]
4,"[ 0.99193994  1.63630302  0.10912335 -0.34713665  1.52742999  0.78729791
  0.55262001  0.62871727 -0.14840701 -0.80679945  0.        ]",[ 0.96891739 -1.25793963],-0.069507750866,-0.069507750866,"[[ 0.01418972  0.23330655  0.17671836  0.09109943]
 [ 2.04611874  6.38330461  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.08886632 -0.33667609]
5,"[ 0.9856142   1.60651061  0.22864172 -0.11947768  1.52742629  0.78729698
  0.8734832   0.00342563 -0.20281912 -0.54411575  0.        ]",[-1.39437866  0.15761928],-0.04441668532,-0.04441668532,"[[ 0.09317972  0.31996217  0.17671836  0.09109943]
 [ 5.84024258  2.29588122  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.75341046 -0.21536598]
6,"[ 0.97079128  1.58442809  0.34274375  0.01348147  1.5274226   0.78729605
  0.52914594  0.09217789 -0.26678299 -0.33482657  0.        ]",[ 0.60279031 -0.20230049],-0.0239120990396,-0.0239120990396,"[[ 0.16913229  0.37170072  0.17671836  0.09109943]
 [ 1.7685646   2.87603944  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.28963083 -0.04167515]
7,"[ 0.95343324  1.56066833  0.43032217  0.13672007  1.5274189   0.78729513
  0.72788311 -0.03920916 -0.33390186 -0.17164763  0.        ]",[-1.10050389  0.36397441],-0.00859338928627,-0.00859338928627,"[[ 0.22808195  0.42060435  0.17671836  0.09109943]
 [ 4.11857984  2.01718605  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.93123102 -0.28240845]
8,"[ 0.9380372   1.53100265  0.49180208  0.27070638  1.5274152   0.7872942
  0.3863945   0.17537886 -0.40121012 -0.04421976  0.        ]",[-0.81725396 -0.40475399],-0.010157543098,-0.010157543098,"[[ 0.26993923  0.47502208  0.17671836  0.09109943]
 [ 0.08058767  3.41990868  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.37046045 -0.23502323]
9,"[ 0.94962346  1.49977786  0.44657063  0.39446386  1.5274115   0.78729327
  0.11288817 -0.07997591 -0.40803548 -0.05800027  0.        ]",[-0.01567461  2.20332196],-0.00883128059154,-0.00883128059154,"[[ 0.23910222  0.52667267  0.17671836  0.09109943]
 [-3.15353603  1.75070306  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.41551578  0.3389568 ]
10,"[ 0.9690205   1.44972714  0.35302782  0.5661958   1.5274078   0.78729235
  0.11279988  0.52045537 -0.40429161 -0.11328571  0.        ]",[ 0.51172404 -0.23387492],-0.0035470244745,-0.0035470244745,"[[ 0.17602092  0.60106659  0.17671836  0.09109943]
 [-3.15457903  5.67560766  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.27556425 -0.37413636]
11,"[ 0.97872678  1.37094504  0.28991298  0.7898411   1.52740411  0.78729142
  0.28931793  0.36148711 -0.44034899 -0.10838042  0.        ]",[-0.19389844 -1.50013399],-0.0056866207031,-0.0056866207031,"[[ 0.13387141  0.70415259  0.17671836  0.09109943]
 [-1.06730993  4.63646583  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.06214392 -0.55547774]
12,"[ 0.98385108  1.32720933  0.24654786  0.89583566  1.52740041  0.7872905
  0.22634203 -0.25825651 -0.45394204 -0.12060689  0.        ]",[-0.13123849 -0.3265251 ],-0.00629021794031,-0.00629021794031,"[[ 0.10505393  0.75623553  0.17671836  0.09109943]
 [-1.8119762   0.58532676  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.35358453  0.14475846]
13,"[ 0.98902531  1.32839833  0.18450287  0.89308956  1.52739671  0.78728957
  0.18549914 -0.45779541 -0.42104009 -0.196067    0.        ]",[ 0.99431875  0.32851922],-0.00471890357757,-0.00471890357757,"[[ 0.0639688   0.75485514  0.17671836  0.09109943]
 [-2.29492727 -0.71902008  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.64017636  0.46718681]
14,"[ 0.9895676   1.32942971  0.17545931  0.89070034  1.52739301  0.78728864
  0.52198516 -0.25682176 -0.41576361 -0.20801704  0.        ]",[-0.747949   -1.32150016],-0.00563360055141,-0.00563360055141,"[[ 0.05799105  0.75365567  0.17671836  0.09109943]
 [ 1.6839039   0.59470074  0.          0.        ]]",[-0.35371241 -0.26308158],[-0.23637913 -0.16911951]
15,"[ 0.98923894  1.35313887  0.18100741  0.83431466  1.52738932  0.78728772
  0.26902808 -0.86421046 -0.39952458 -0.22358989  0.        ]",[-0.61269257  1.45222865],-0.0070355662591,-0.0070355662591,"[[ 0.0616582   0.72571362  0.17671836  0.09109943]
 [-1.30721796 -3.37567488  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.61805463  0.8580085 ]
16,"[ 0.991976    1.37543695  0.10495096  0.77826077  1.52738562  0.78728679
  0.06610761 -0.24812639 -0.34814677 -0.34130756  0.        ]",[ 1.91489347  1.85516724],-0.019437847389,-0.019437847389,"[[ 0.01143943  0.69860647  0.17671836  0.09109943]
 [-3.70667576  0.65153135  0.          0.        ]]",[-0.35371241 -0.26308158],[ 1.04788136  0.54138219]
17,"[ 0.9917019   1.33151565  0.05385078  0.8858432   1.52738192  0.78728586
  0.40677909  0.35543215 -0.36006744 -0.36027428  0.        ]",[ 0.19013499 -0.90337201],-0.0207520177841,-0.0207520177841,"[[-0.02227715  0.75122172  0.17671836  0.09109943]
 [ 0.32163762  4.59686135  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.0406901 -0.6089015]
18,"[ 0.99201878  1.28276307  0.07495976  0.99303084  1.52737822  0.78728494
  0.46996126 -0.20573639 -0.40507215 -0.28823624  0.        ]",[ 0.77367981  0.60377868],-0.0131776187493,-0.0131776187493,"[[-0.00834825  0.80635435  0.17671836  0.09109943]
 [ 1.06874694  0.92862857  0.          0.        ]]",[-0.35371241 -0.26308158],[ 0.00232498 -0.17507663]
