timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.07074284  1.31107078 -0.00225302 -0.47009354 -0.9631006  -1.30472478
 -0.06428856 -0.18565777  1.77842507  0.97721785  0.        ]",[-0.08583519 -0.54931361],-0.350234092915,-0.350234092915,"[[ -3.76740521e-05  -4.70163875e-02  -1.06065223e-01  -1.56318940e-01]
 [ -2.26338199e-03   3.89806713e-03   0.00000000e+00   0.00000000e+00]]",[-0.03109336 -0.04089575],[-0.06076634  0.43048054]
1,"[ 1.07071204  1.30949764 -0.00751338 -0.51079465 -0.96308251 -1.30469042
 -0.09591274 -0.47811176  1.77729551  0.95546109  0.        ]",[ 0.15166977  0.5553401 ],-0.348753813001,-0.348753813001,"[[-0.00348086 -0.06876092 -0.10606522 -0.15631894]
 [-0.34093084 -2.17110305  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.06039118  0.42913494]
2,"[ 1.07068569  1.30743735 -0.00864362 -0.54991446 -0.96306441 -1.30465607
 -0.03933561 -0.1766839   1.77595795  0.93829475  0.        ]",[-0.40841506  0.83864533],-0.347539913756,-0.347539913756,"[[-0.0042207  -0.08969162 -0.10606522 -0.15631894]
 [ 0.26493304  0.07056341  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.06027905  0.42987347]
3,"[ 1.0705154   1.31047107 -0.02541343 -0.48497032 -0.96304633 -1.30462171
 -0.19081626  0.26973122  1.77718448  0.94881432  0.        ]",[ 0.66919879 -1.1958273 ],-0.348358203467,-0.348358203467,"[[-0.01519776 -0.05497048 -0.10606522 -0.15631894]
 [-1.35723402  3.39048407  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.05955692  0.43215209]
4,"[ 1.07048665  1.31181866 -0.02586963 -0.43363153 -0.96302824 -1.30458736
  0.05904762 -0.27186796  1.77818636  0.96939581  0.        ]",[-0.99824296  1.66154525],-0.349764188785,-0.349764188785,"[[-0.01549656 -0.02757256 -0.10606522 -0.15631894]
 [ 1.31844059 -0.63726514  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.06113699  0.43022898]
5,"[ 1.07004637  1.31224855 -0.04653427 -0.38276675 -0.96301015 -1.30455302
 -0.31229724  0.26247448  1.7782684   0.97038522  0.        ]",[ 1.1013377   1.42600878],-0.349847846924,-0.349847846924,"[[ -2.90256522e-02  -4.47913368e-04  -1.06065223e-01  -1.56318940e-01]
 [ -2.65810461e+00   3.33648089e+00   0.00000000e+00   0.00000000e+00]]",[-0.03109336 -0.04089575],[-0.05942572  0.43310124]
6,"[ 1.06938563  1.30543678 -0.06632089 -0.18476    -0.96299206 -1.30451867
  0.06189369  0.78581689  1.77680037  1.03262336  0.        ]",[-0.24948636 -1.20938849],-0.353565607551,-0.353565607551,"[[-0.04198488  0.10533114 -0.10606522 -0.15631894]
 [ 1.34885292  7.22845986  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.06000089  0.43538144]
7,"[ 1.07014693  1.2856355  -0.04063141  0.00669629 -0.96297398 -1.30448433
 -0.03261501  0.2341748   1.76669785  1.13613967  0.        ]",[-0.87272967  1.67004818],-0.359093997924,-0.359093997924,"[[-0.0251616   0.20874057 -0.10606522 -0.15631894]
 [ 0.33683128  3.12615291  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.0622257   0.43471438]
8,"[ 1.06860449  1.2537161  -0.08335378  0.19084737 -0.96295589 -1.30444999
 -0.35578661  0.75847026  1.75463007  1.17182547  0.        ]",[-0.4952308   1.53791747],-0.359962255899,-0.359962255899,"[[-0.05314617  0.31038377 -0.10606522 -0.15631894]
 [-3.12376373  7.02516328  0.          0.        ]]",[-0.03109336 -0.04089575],[-0.05986942  0.43764234]
9,"[ 1.05797643  1.16867574 -0.20733263  0.49937643 -0.96293781 -1.30441565
 -0.53310096  1.27228089  1.72912236  1.18639971  0.        ]",[-0.30722701 -0.13701742],-0.357562055018,-0.357562055018,"[[ -0.13467228   0.48922632  -0.10606522  -0.15631894]
 [ -5.02251851  10.84634231   0.           0.        ]]",[-0.03109336 -0.04089575],[-0.05640377  0.44076073]
