timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.06722492  1.33090287  0.14522002 -1.56597094 -0.19172819 -0.57362714
  0.25715406 -0.31259468  1.98003329  0.81869813  0.        ]",[-0.70426875  2.20360199],-0.240936083456,-0.240936083456,"[[ 0.058399   -0.09845264 -0.02140629 -0.06654599]
 [-0.00427947  0.00070314  0.          0.        ]]",[-0.87926733 -0.78964001],[-1.20017254  1.7176342 ]
1,"[ 1.06903137  1.33498434  0.10367023 -1.46444165 -0.19172812 -0.57362689
 -0.05524133  0.38807359  1.98176775  0.79714088  0.        ]",[-2.03041755  1.76802605],-0.240674701448,-0.240674701448,"[[ 0.03034602 -0.05870002 -0.02140629 -0.06654599]
 [-2.79173133  3.96135628  0.          0.        ]]",[-0.87926733 -0.78964001],[-1.4452163   1.53216434]
2,"[ 1.06666615  1.33492261 -0.03708518 -1.1618239  -0.19172806 -0.57362665
 -0.49256489  1.07494612  1.98052738  0.69841242  0.        ]",[-1.27546729  2.34520976],-0.238734918782,-0.238734918782,"[[-0.06464022  0.0594833  -0.02140629 -0.06654599]
 [-6.69389654  7.84402887  0.          0.        ]]",[-0.87926733 -0.78964001],[-1.61032534  1.4744854 ]
3,"[ 1.02913655  1.29507315 -0.28926609 -0.66898564 -0.19172799 -0.5736264
 -0.9212418   1.74820197  1.95370095  0.49217392  0.        ]",[-1.91527537  0.99939931],-0.232987737275,-0.232987737275,"[[ -0.23689548   0.25454809  -0.02140629  -0.06654599]
 [-10.51891151  11.64973972   0.           0.        ]]",[-0.87926733 -0.78964001],[-1.80317605  1.35072267]
4,"[ 0.90227877  1.16105171 -0.63238779 -0.03011683 -0.19172793 -0.57362615
 -1.34146431  2.40765397  1.86283609  0.19803574  0.        ]",[-1.83758203  1.55634189],-0.221134906508,-0.221134906508,"[[ -0.48489377   0.52494486  -0.02140629  -0.06654599]
 [-14.26849494  15.37744136   0.           0.        ]]",[-0.87926733 -0.78964001],[-1.88241315  1.09861946]
5,"[ 0.62174335  0.87332778 -1.01223776  0.64275872 -0.19172787 -0.5736259
 -1.75343712  3.05435482  1.66224451 -0.13202756  0.        ]",[-1.31275752 -0.18782272],-0.20035542468,-0.20035542468,"[[ -0.80714461   0.86917348  -0.02140629  -0.06654599]
 [-17.94447858  19.03309835   0.           0.        ]]",[-0.87926733 -0.78964001],[-1.34130085  0.38516185]
6,"[ 0.14067076  0.45549668 -1.32434687  1.10784783 -0.1917278  -0.57362566
 -2.15721678  2.85603507  1.32187347 -0.47145136  0.        ]",[ 0.09778313 -0.57210803],-0.168903530752,-0.168903530752,"[[ -1.20218081e+00   1.23859000e+00  -2.14062884e-02  -6.65459905e-02]
 [ -2.15473732e+01   1.79121033e+01   0.00000000e+00   0.00000000e+00]]",[-0.87926733 -0.78964001],[ 0.39517611 -0.39757079]
7,"[-0.4612989   0.02912249 -1.42176187  1.2479273  -0.19172774 -0.57362541
 -2.06620686  2.39218158  0.89322607 -0.70703874  0.        ]",[ 2.16320757 -0.97182834],-0.131819784675,-0.131819784675,"[[ -1.62498092   1.57052448  -0.02140629  -0.06654599]
 [-20.73533719  15.29009983   0.           0.        ]]",[-0.87926733 -0.78964001],[ 1.75680196 -0.98437375]
8,"[-0.98157021 -0.31249517 -1.2919954   1.1592536  -0.19172767 -0.57362516
 -1.57674381  1.65751676  0.51052283 -0.74852899  0.        ]",[ 2.14536    -1.51445082],-0.0982672546931,-0.0982672546931,"[[ -1.9958699    1.8346579   -0.02140629  -0.06654599]
 [-16.36794524  11.13725182   0.           0.        ]]",[-0.87926733 -0.78964001],[ 1.93869007 -1.184901  ]
9,"[-1.32874563 -0.53406333 -1.06618626  0.99879088 -0.19172761 -0.57362491
 -1.09687306  0.917818    0.23900537 -0.6902642   0.        ]",[ 0.98711431 -0.74161044],-0.0731424554838,-0.0731424554838,"[[ -2.2802692    2.01544924  -0.02140629  -0.06654599]
 [-12.0861331    6.95593767   0.           0.        ]]",[-0.87926733 -0.78964001],[ 1.64237976 -0.94438022]
10,"[-1.52890545 -0.65840653 -0.85174142  0.86616423 -0.19172754 -0.57362467
 -0.6321652   0.37385993  0.06492327 -0.62132326  0.        ]",[ 1.07104476  0.53932925],-0.0564102906281,-0.0564102906281,"[[-2.48038917  2.12371632 -0.02140629 -0.06654599]
 [-7.93961245  3.88109065  0.          0.        ]]",[-0.87926733 -0.78964001],[ 1.02013338 -0.49763823]
11,"[-1.62555001 -0.76434204 -0.70828388  0.72362681 -0.19172748 -0.57362442
 -0.17093532  0.73799386 -0.01156779 -0.51181714  0.        ]",[-0.78400004 -1.66857067],-0.0459204852428,-0.0459204852428,"[[-2.59788995  2.22198982 -0.02140629 -0.06654599]
 [-3.82412418  5.93944275  0.          0.        ]]",[-0.87926733 -0.78964001],[-0.1248289 -1.2654705]
12,"[-1.69859127 -0.8429072  -0.56857709  0.59662511 -0.19172741 -0.57362417
 -0.5102734   0.016718   -0.07594432 -0.41967866  0.        ]",[ 0.90453928  0.39228534],-0.0371803309689,-0.0371803309689,"[[-2.70475171  2.29987128 -0.02140629 -0.06654599]
 [-6.85199068  1.86226718  0.          0.        ]]",[-0.87926733 -0.78964001],[ 1.03629076 -0.14806193]
13,"[-1.75323879 -0.89287509 -0.43167391  0.50450218 -0.19172735 -0.57362393
 -0.09377081  0.28495145 -0.13711285 -0.35567782  0.        ]",[ 0.28752639 -0.39792702],-0.0297943897087,-0.0297943897087,"[[-2.80450397  2.3523294  -0.02140629 -0.06654599]
 [-3.13559944  3.37851777  0.          0.        ]]",[-0.87926733 -0.78964001],[ 0.03470284 -0.69579452]
14,"[-1.77580554 -0.93910357 -0.36017989  0.4099701  -0.19172728 -0.57362368
  0.04075339 -0.00562551 -0.15292376 -0.28647959  0.        ]",[ 0.12889907 -0.73798009],-0.0263087008046,-0.0263087008046,"[[-2.85517261  2.40341946 -0.02140629 -0.06654599]
 [-1.93526004  1.7359665   0.          0.        ]]",[-0.87926733 -0.78964001],[-0.15221682 -0.4928596 ]
15,"[-1.78865554 -0.94354251 -0.31273873  0.40036603 -0.19172722 -0.57362343
  0.10223931 -0.52864389 -0.1763988  -0.28030122  0.        ]",[-0.34405725  0.67534509],-0.0240382884033,-0.0240382884033,"[[-2.88837327  2.40847546 -0.02140629 -0.06654599]
 [-1.38663018 -1.22051211  0.          0.        ]]",[-0.87926733 -0.78964001],[-0.1226345   0.16228709]
16,"[-1.8024226  -0.94586957 -0.25341456  0.3952913  -0.19172716 -0.57362318
 -0.0473383  -0.05130681 -0.20708425 -0.27625304  0.        ]",[ 0.32943612  0.31493248],-0.021204212172,-0.021204212172,"[[-2.92949687  2.4111377  -0.02140629 -0.06654599]
 [-2.72128815  1.47774087  0.          0.        ]]",[-0.87926733 -0.78964001],[ 0.26591671 -0.30329239]
17,"[-1.81370887 -0.98147652 -0.19403529  0.31410393 -0.19172709 -0.57362294
  0.10486073  0.16411594 -0.21456351 -0.21795834  0.        ]",[ 0.37286463 -0.86137867],-0.0191125558258,-0.0191125558258,"[[-2.97029697  2.4529103  -0.02140629 -0.06654599]
 [-1.36323995  2.69546536  0.          0.        ]]",[-0.87926733 -0.78964001],[-0.06487861 -0.73987395]
