timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.025892    1.45363982  0.18514659 -1.14228694 -1.34648961 -0.29016417
  0.31244165 -0.32349969  3.01540762  0.44994083  0.        ]",[ 0.9355433   1.37150196],-0.367111769,-0.367111769,"[[  7.60619368e-02   4.56233977e-03  -1.54335556e-01  -3.35549454e-02]
 [ -1.21772873e-04   1.34360919e-03   0.00000000e+00   0.00000000e+00]]",[-0.55553854 -0.43228391],[ 0.44597068  1.34815335]
1,"[ 1.020667    1.45241301  0.24010373 -1.03950862 -1.34648777 -0.29016402
  0.67106904  0.32310107  3.00258741  0.59732397  0.        ]",[ 0.77538934  1.13706198],-0.367617532728,-0.367617532728,"[[ 0.11317627  0.04430234 -0.15433556 -0.03355495]
 [ 3.69924445  3.95946917  0.          0.        ]]",[-0.55553854 -0.43228391],[ 0.35429159  1.23639488]
2,"[ 0.99519615  1.43704579  0.39264552 -0.73572012 -1.34648594 -0.29016386
  0.96119276  0.95694329  2.925209    1.00923236  0.        ]",[ 0.37162814  1.15892074],-0.366900893497,-0.366900893497,"[[ 0.21718785  0.1624213  -0.15433556 -0.03355495]
 [ 6.69197604  7.83949686  0.          0.        ]]",[-0.55553854 -0.43228391],[ 0.24904001  1.28335273]
3,"[ 0.93234756  1.37394361  0.60229129 -0.2490463  -1.3464841  -0.29016371
  1.09076549  1.57833318  2.69987492  1.57058328  0.        ]",[-0.37467002  1.75338334],-0.359515627292,-0.359515627292,"[[  0.36443707   0.35737621  -0.15433556  -0.03355495]
 [  8.02857358  11.6433092    0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.16627185  1.4421854 ]
4,"[ 0.84166213  1.21320993  0.79637356  0.36524714 -1.34648227 -0.29016356
  0.93162184  2.1875901   2.29935902  2.06027149  0.        ]",[ 0.57052312  1.87623003],-0.340695269919,-0.340695269919,"[[  0.50853667   0.62766244  -0.15433556  -0.03355495]
 [  6.38696269  15.37287431   0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.29517034  1.45019746]
5,"[ 0.71944269  0.90341878  0.98136581  0.98265117 -1.34648043 -0.29016341
  1.13824701  2.784557    1.7226849   2.33440204  0.        ]",[ 1.78652572  1.00460864],-0.305550719531,-0.305550719531,"[[  0.65765807   0.97178551  -0.15433556  -0.03355495]
 [  8.51838283  19.02724827   0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.41434291  1.20941782]
6,"[ 0.50550811  0.4211465   1.20525505  1.39011464 -1.34647859 -0.29016325
  1.50575277  3.36960604  0.99072728  2.21888346  0.        ]",[ 0.05787338  0.24828193],-0.245825853959,-0.245825853959,"[[  0.86605654   1.38826475  -0.15433556  -0.03355495]
 [ 12.30935156  22.60873056   0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.42102033  0.32511696]
7,"[ 0.19993825 -0.15039995  1.40587099  1.33587344 -1.34647676 -0.2901631
  1.50478433  3.45695507  0.43077918  1.58801525  0.        ]",[ 0.5968706  -0.41127762],-0.1694696459,-0.1694696459,"[[  1.1121434    1.84580556  -0.15433556  -0.03355495]
 [ 12.29938629  23.14357033   0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.2342758  -0.92327279]
8,"[-0.17633159 -0.63672888  1.53245003  0.79618578 -1.34647492 -0.29016295
  1.71063346  3.11592932  0.3148319   0.77353998  0.        ]",[-1.12498229 -2.2660191 ],-0.109426136619,-0.109426136619,"[[  1.37943795   2.28773217  -0.15433556  -0.03355495]
 [ 14.42282477  21.05606964   0.           0.        ]]",[-0.55553854 -0.43228391],[-0.60611373 -2.09931397]
9,"[-0.54091608 -0.92870723  1.55738724  0.03292984 -1.34647309 -0.2901628
  1.29937897  2.4009296   0.55716413  0.24311855  0.        ]",[-0.84458207 -1.73182228],-0.10895684351,-0.10895684351,"[[  1.62533569   2.66493863  -0.15433556  -0.03355495]
 [ 10.1806062   16.67920645   0.           0.        ]]",[-0.55553854 -0.43228391],[-0.33217394 -1.94639444]
10,"[-0.78859665 -1.04753256  1.52289972 -0.6753589  -1.34647125 -0.29016264
  0.95572567  1.70012198  0.86415102  0.09796474  0.        ]",[ 0.28892528 -1.11497118],-0.137906741802,-0.137906741802,"[[  1.79338271   2.95547937  -0.15433556  -0.03355495]
 [  6.63570834  12.38918254   0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.12160338 -1.37533498]
11,"[-0.99214767 -1.06599367  1.46136202 -0.96644261 -1.34646942 -0.29016249
  1.05384387 -0.2063582   1.00269445  0.1058451   0.        ]",[-0.1277058  -0.73341332],-0.152487190985,-0.152487190985,"[[ 1.93625158  3.06899824 -0.15433556 -0.03355495]
 [ 7.64784381  0.71851759  0.          0.        ]]",[-0.55553854 -0.43228391],[-0.25291938 -1.15929818]
12,"[-1.18939205 -1.06395701  1.36897823 -0.91589059 -1.34646758 -0.29016234
  0.99013475 -0.72445315  0.99565484  0.08726896  0.        ]",[-0.68201623 -1.52262948],-0.151539449971,-0.151539449971,"[[ 2.08261475  3.04939235 -0.15433556 -0.03355495]
 [ 6.99067126 -2.45304213  0.          0.        ]]",[-0.55553854 -0.43228391],[-0.30472493 -1.13156796]
13,"[-1.32918909 -1.04881933  1.28000933 -0.68962795 -1.34646575 -0.29016219
  0.71492559 -1.36336597  0.92866861  0.02722103  0.        ]",[-0.21345912 -0.8948581 ],-0.143916576339,-0.143916576339,"[[ 2.19394477  2.96108951 -0.15433556 -0.03355495]
 [ 4.15179553 -6.36420468  0.          0.        ]]",[-0.55553854 -0.43228391],[-0.13697642 -0.94994944]
14,"[-1.4159475  -0.99622385  1.21277943 -0.28623999 -1.34646391 -0.29016203
  0.62501577 -1.92160368  0.78937711 -0.07366338  0.        ]",[-0.05524035  0.00995303],-0.128564913728,-0.128564913728,"[[ 2.26767512  2.79951831 -0.15433556 -0.03355495]
 [ 3.22434801 -9.78152531  0.          0.        ]]",[-0.55553854 -0.43228391],[ 0.00119013 -0.45081675]
15,"[-1.48452364 -0.89280767  1.15178749  0.16577953 -1.34646207 -0.29016188
  0.59763246 -1.88353101  0.61462049 -0.17399155  0.        ]",[-0.09438186  0.31306019],-0.109900581765,-0.109900581765,"[[ 2.32932796  2.60622596 -0.15433556 -0.03355495]
 [ 2.94188357 -9.54848575  0.          0.        ]]",[-0.55553854 -0.43228391],[-0.11217868 -0.33358079]
16,"[-1.54191385 -0.76284067  1.09444192  0.53625154 -1.34646024 -0.29016173
  0.55577131 -1.65015584  0.45283976 -0.24745376  0.        ]",[-0.55141947 -0.82884881],-0.0930674794656,-0.0930674794656,"[[ 2.38383319  2.42958993 -0.15433556 -0.03355495]
 [ 2.51007479 -8.11987679  0.          0.        ]]",[-0.55553854 -0.43228391],[-0.22142389 -0.35244703]
17,"[-1.56995917 -0.58631828  1.06400934  0.88168137 -1.3464584  -0.29016158
  0.33936086 -2.16000105  0.26264661 -0.27643901  0.        ]",[ 0.31160069 -0.20648737],-0.0733079227537,-0.0733079227537,"[[  2.41163588   2.23587721  -0.15433556  -0.03355495]
 [  0.27772802 -11.2409792    0.           0.        ]]",[-0.55553854 -0.43228391],[ 0.06505778  0.46688232]
