timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.0432613   1.3933641  -0.01215074 -1.09643157 -1.66013144  1.11744241
  0.28922117 -0.31800921  3.50925872 -1.91166626  0.        ]",[ 4.02313232  1.68850223],-0.422919931407,-0.422919931407,"[[-0.0537894   0.04765848 -0.19083062  0.12927723]
 [-0.00031247 -0.00434961  0.          0.        ]]",[-0.68839252 -0.57379317],[ 3.53287935  2.02230167]
1,"[ 1.04524335  1.38995244  0.04677622 -0.99501749 -1.66012886  1.11744137
  0.69556033  0.34931821  3.50769747 -1.74723518  0.        ]",[ 2.6921578  1.1630996],-0.418885996025,-0.418885996025,"[[-0.01412047  0.08728475 -0.19083062  0.12927723]
 [ 3.95404775  3.95379016  0.          0.        ]]",[-0.68839252 -0.57379317],[ 2.77788949  0.88843536]
2,"[ 1.0374555   1.3680077   0.22185499 -0.69571701 -1.66012628  1.11744033
  1.09387398  1.00343605  3.45427876 -1.26457284  0.        ]",[ 2.13925832  0.61763211],-0.404213707135,-0.404213707135,"[[ 0.10385182  0.20528778 -0.19083062  0.12927723]
 [ 7.83031099  7.83358212  0.          0.        ]]",[-0.68839252 -0.57379317],[ 2.17578673  0.25460631]
3,"[ 0.98023164  1.30140651  0.50502872 -0.25541588 -1.66012371  1.11743929
  1.48440498  1.38933737  3.22508683 -0.55035333  0.        ]",[ 2.14751683  0.65146597],-0.372938301178,-0.372938301178,"[[  0.29858907   0.38492504  -0.19083062   0.12927723]
 [ 11.63084602  10.12249917   0.           0.        ]]",[-0.68839252 -0.57379317],[ 1.76937711  0.09807011]
4,"[ 0.81369856  1.16369814  0.86811962  0.25348944 -1.66012113  1.11743826
  1.86728269  1.79015515  2.68914684  0.18471466  0.        ]",[ 1.60554442 -0.19155437],-0.31810651512,-0.31810651512,"[[  0.56858904   0.61122869  -0.19083062   0.12927723]
 [ 15.35691818  12.49989998   0.           0.        ]]",[-0.68839252 -0.57379317],[ 1.39286721 -0.18567607]
5,"[ 0.4738232   0.95972419  1.24347992  0.71046447 -1.66011855  1.11743722
  2.24280115  1.62020312  1.84551813  0.59362018  0.        ]",[-0.32896007 -1.10121201],-0.238070153719,-0.238070153719,"[[  0.91239267   0.85111355  -0.19083062   0.12927723]
 [ 19.011397    11.49187195   0.           0.        ]]",[-0.68839252 -0.57379317],[-0.17108685 -1.15562558]
6,"[  9.34057316e-04   7.65694969e-01   1.48998415e+00   9.92254110e-01
  -1.66011598e+00   1.11743618e+00   2.07068747e+00   9.14161548e-01
   1.00704188e+00   4.58136053e-01   0.00000000e+00]",[-2.05595321 -1.35811317],-0.152919633161,-0.152919633161,"[[  1.27581736   1.03893376  -0.19083062   0.12927723]
 [ 17.33648341   7.30410411   0.           0.        ]]",[-0.68839252 -0.57379317],[-1.12875557 -1.73155916]
7,"[-0.43987415  0.6469382   1.55412787  1.1163241  -1.6601134   1.11743514
  1.62903999  0.22225598  0.45855747  0.04378885  0.        ]",[-1.28672833 -0.97723749],-0.0907658222528,-0.0907658222528,"[[  1.57942607   1.14383923  -0.19083062   0.12927723]
 [ 13.0385237    3.20017845   0.           0.        ]]",[-0.68839252 -0.57379317],[-1.33859277 -1.81915128]
8,"[-0.75874978  0.61825784  1.51600708  1.14169558 -1.66011082  1.1174341
  1.19604883 -0.44069896  0.16986308 -0.32034517  0.        ]",[-0.3180285  -1.04611286],-0.0613187961054,-0.0613187961054,"[[ 1.7979197   1.16838912 -0.19083062  0.12927723]
 [ 8.8247895  -0.73203156  0.          0.        ]]",[-0.68839252 -0.57379317],[-1.13032711 -1.50200868]
9,"[-0.98599293  0.68117477  1.44298556  1.0837787  -1.66010825  1.11743306
  1.04888919 -1.10580671  0.00454506 -0.53683881  0.        ]",[-0.92321998 -1.99375475],-0.0521716625298,-0.0521716625298,"[[ 1.96004687  1.11416701 -0.19083062  0.12927723]
 [ 7.39268266 -4.67701398  0.          0.        ]]",[-0.68839252 -0.57379317],[-1.04960942 -0.77038002]
10,"[-1.13184541  0.82741804  1.37292941  0.91440837 -1.66010567  1.11743203
  0.65859554 -1.7576055  -0.09063497 -0.56587072  0.        ]",[ 0.24065863  0.90531314],-0.045988424507,-0.045988424507,"[[ 2.06979097  0.98183693 -0.19083062  0.12927723]
 [ 3.59445977 -8.54306847  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.04074252  0.68897432]
11,"[-1.23380449  0.96209761  1.31132477  0.70626353 -1.66010309  1.11743099
  0.74901086 -1.12478316 -0.1519193  -0.54516732  0.        ]",[-0.4361386  0.1218912],-0.0404702227834,-0.0404702227834,"[[ 2.15050883  0.8486355  -0.19083062  0.12927723]
 [ 4.47436038 -4.78959028  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.5651511 -0.173058 ]
12,"[-1.31949965  1.04476296  1.25017243  0.54608387 -1.66010052  1.11742995
  0.56258143 -1.02733285 -0.20592383 -0.57219125  0.        ]",[ 0.17436591 -0.37310051],-0.0387058084969,-0.0387058084969,"[[ 2.22179271  0.75864291 -0.19083062  0.12927723]
 [ 2.660086   -4.21158446  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.34049329 -0.0860211 ]
13,"[-1.38768669  1.12640694  1.19441971  0.35500789 -1.66009794  1.11742891
  0.62810655 -1.26238496 -0.24383044 -0.56662394  0.        ]",[ 0.31576026  0.2214551 ],-0.0363075166038,-0.0363075166038,"[[ 2.28139243  0.66042296 -0.19083062  0.12927723]
 [ 3.29776084 -5.60576668  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.46514341  0.23758924]
14,"[-1.47156057  1.20103887  1.11562172  0.14009549 -1.66009536  1.11742787
  0.74972876 -1.09591189 -0.29412662 -0.6013683   0.        ]",[-1.59543585  0.11391322],-0.0365881888419,-0.0365881888419,"[[ 2.35922313  0.5582146  -0.19083062  0.12927723]
 [ 4.48135715 -4.61836382  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.93952692 -0.14935479]
15,"[-1.52119335  1.25563711  1.06267894 -0.05389822 -1.66009279  1.11742683
  0.33408248 -1.00420793 -0.3173589  -0.59518174  0.        ]",[ 0.56037872  0.70073155],-0.0353807076206,-0.0353807076206,"[[ 2.40826589  0.47130459 -0.19083062  0.12927723]
 [ 0.4364119  -4.07444115  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.10696203  0.26540601]
16,"[-1.55109563  1.28466337  1.02811416 -0.17625906 -1.66009021  1.1174258
  0.56088766 -0.5229578  -0.33084819 -0.59507561  0.        ]",[-0.08486664 -0.62404094],-0.0349974003768,-0.0349974003768,"[[ 2.43913973  0.41845549 -0.19083062  0.12927723]
 [ 2.64361507 -1.21998334  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.87907541 -0.60815549]
17,"[-1.59633379  1.30864335  0.97140522 -0.29219123 -1.66008764  1.11742476
  0.52110741 -0.93545368 -0.36099046 -0.64468098  0.        ]",[-0.31381592 -0.19954718],-0.0381168653046,-0.0381168653046,"[[ 2.48812788  0.3695077  -0.19083062  0.12927723]
 [ 2.25648838 -3.66664134  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.70348144 -0.03497747]
18,"[-1.62457124  1.34186733  0.93290561 -0.48761554 -1.66008506  1.11742372
  0.38898165 -1.05634498 -0.36399865 -0.61260817  0.        ]",[ 0.38019357 -0.03677663],-0.0356269218003,-0.0356269218003,"[[ 2.52035672  0.28898043 -0.19083062  0.12927723]
 [ 0.97068255 -4.3836943   0.          0.        ]]",[-0.68839252 -0.57379317],[-0.28442228  0.45418844]
19,"[-1.65326606  1.36916924  0.89093153 -0.70722522 -1.66008248  1.11742268
  0.54155985 -1.06635889 -0.36263828 -0.57713225  0.        ]",[-0.08405614 -0.21501025],-0.0329518902046,-0.0329518902046,"[[ 2.55466833  0.20071055 -0.19083062  0.12927723]
 [ 2.45552933 -4.44309579  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.6276263   0.42303976]
20,"[-1.68892752  1.38786994  0.83405218 -0.95185592 -1.66007991  1.11742164
  0.50243049 -1.19503761 -0.36427848 -0.55980924  0.        ]",[-0.98641217 -0.5239976 ],-0.0316078205876,-0.0316078205876,"[[ 2.59995831  0.10419075 -0.19083062  0.12927723]
 [ 2.07473713 -5.20634029  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.4046689   0.82789028]
21,"[-1.69039483  1.39454257  0.83157988 -1.26918934 -1.66007733  1.11742061
  0.09732089 -1.52720519 -0.30245725 -0.40923688  0.        ]",[ 0.89981047  2.38064267],-0.022813114193,-0.022813114193,"[[ 2.60189782 -0.0197038  -0.19083062  0.12927723]
 [-1.86766185 -7.17655241  0.          0.        ]]",[-0.68839252 -0.57379317],[ 0.83662093  2.11420369]
22,"[-1.68941896  1.3852863   0.83321685 -1.53107384 -1.66007475  1.11741957
  0.46672175 -0.83591509 -0.23763639 -0.28659582  0.        ]",[-0.22491702  0.71696586],-0.0209924245607,-0.0209924245607,"[[ 2.60061311 -0.12209548 -0.19083062  0.12927723]
 [ 1.72723207 -3.07627539  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.36790749  0.9314481 ]
23,"[-1.70816933  1.37957827  0.80078553 -1.61345784 -1.66007218  1.11741853
  0.37166823 -0.34696165 -0.24536807 -0.30691465  0.        ]",[-0.59407487  1.33040555],-0.0211240297249,-0.0211240297249,"[[ 2.62587663 -0.15452281 -0.19083062  0.12927723]
 [ 0.8022035  -0.17612485  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.48387417  0.43888944]
24,"[-1.70252978  1.38586791  0.81073253 -1.52133528 -1.6600696   1.11741749
  0.12839111  0.32135022 -0.26038782 -0.33051502  0.        ]",[ 0.41644093 -0.2003846 ],-0.0209800571236,-0.0209800571236,"[[ 2.61816689 -0.1182733  -0.19083062  0.12927723]
 [-1.56528995  3.78786271  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.26371709 -0.14461502]
25,"[-1.69174854  1.3931086   0.8292734  -1.3500151  -1.66006703  1.11741645
  0.30088823  0.1748265  -0.28592752 -0.37557223  0.        ]",[-1.47540199  0.34421549],-0.0216458659364,-0.0216458659364,"[[ 2.60370386 -0.05123584 -0.19083062  0.12927723]
 [ 0.11339668  2.91878111  0.          0.        ]]",[-0.68839252 -0.57379317],[-0.58831453 -0.31274191]
26,"[-1.66261273  1.39452023  0.87653379 -1.16669488 -1.66006445  1.11741541
 -0.10588971  0.39513081 -0.28642318 -0.37520171  0.        ]",[ 0.09784795  0.58397175],-0.0215920231219,-0.0215920231219,"[[ 2.56625369  0.02025039 -0.19083062  0.12927723]
 [-3.84523154  4.22548158  0.          0.        ]]",[-0.68839252 -0.57379317],[ 0.23354322 -0.13311568]
