timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.03816563  1.41836264  0.08446907 -1.17723781  1.37474811  1.37442019
  0.29877748 -0.31948443  0.06602579 -2.13433208  0.        ]",[ 2.9875398  3.2037818],-0.164232037636,-0.164232037636,"[[ 0.01058339  0.00557898  0.15954829  0.15913326]
 [ 0.002625    0.00090122  0.          0.        ]]",[-0.63896114 -0.51865971],[ 3.09539366  2.07815886]
1,"[ 1.03637546  1.41707719  0.14352292 -1.07515847  1.37474636  1.37441844
  0.69559711  0.33910473  0.06014636 -1.97382135  0.        ]",[ 1.70772095  0.85092215],-0.152004768901,-0.152004768901,"[[ 0.05031044  0.04530922  0.15954829  0.15913326]
 [ 3.95692     3.95893658  0.          0.        ]]",[-0.63896114 -0.51865971],[ 1.56559157  0.47530293]
2,"[ 1.0173316   1.40266145  0.31791879 -0.78844851  1.3747446   1.37441669
  1.08459902  0.88643828 -0.00333488 -1.51296789  0.        ]",[-1.15656751 -1.44018149],-0.1155709037,-0.1155709037,"[[ 0.16834162  0.15749164  0.15954829  0.15913326]
 [ 7.83331684  7.24834233  0.          0.        ]]",[-0.63896114 -0.51865971],[-0.69253683 -1.26156294]
3,"[ 0.9790697   1.37526611  0.48514552 -0.52756056  1.37474285  1.37441493
  0.67223241  0.20396914 -0.12643408 -1.09459516  0.        ]",[-0.2546337  -1.37376364],-0.0801309478487,-0.0801309478487,"[[ 0.28377931  0.26130635  0.15954829  0.15913326]
 [ 3.72410619  3.14679493  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.36817688 -0.02721569]
4,"[ 0.94984221  1.36754165  0.57512243 -0.4716502   1.3747411   1.37441318
  0.56390826 -0.46517894 -0.19633998 -0.91831437  0.        ]",[ 0.37609214  1.61654963],-0.064503524089,-0.064503524089,"[[ 0.34743122  0.28389333  0.15954829  0.15913326]
 [ 2.6446644  -0.87469501  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.76809275  0.9417752 ]
5,"[ 0.91282583  1.35926609  0.66799199 -0.41656021  1.37473934  1.37441143
  0.7078121   0.19645804 -0.28009385 -0.74209992  0.        ]",[-0.74299111 -0.73850019],-0.0484789054735,-0.0484789054735,"[[ 0.41471209  0.30629542  0.15954829  0.15913326]
 [ 4.07866365  3.10165189  0.          0.        ]]",[-0.63896114 -0.51865971],[-0.45951179 -0.5647136 ]
6,"[ 0.88048445  1.34635531  0.7369826  -0.33833273  1.37473759  1.37440968
  0.40487149 -0.30013191 -0.36244278 -0.59951461  0.        ]",[ 0.03705698  1.44766867],-0.0354790714666,-0.0354790714666,"[[ 0.46599715  0.33838465  0.15954829  0.15913326]
 [ 1.05987837  0.11721564  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.53613102  0.44057497]
7,"[ 0.86523222  1.32757334  0.76663157 -0.23716911  1.37473584  1.37440793
  0.41733177  0.35832265 -0.42322913 -0.51424739  0.        ]",[ 0.43445007  0.13503638],-0.0282141922243,-0.0282141922243,"[[ 0.48844039  0.38043303  0.15954829  0.15913326]
 [ 1.18404647  4.07443396  0.          0.        ]]",[-0.63896114 -0.51865971],[-0.09131539 -0.7871238 ]
8,"[ 0.83590842  1.28268807  0.81947817 -0.03562155  1.37473409  1.37440618
  0.58744526  0.43376351 -0.55043302 -0.36427856  0.        ]",[-0.80653178 -2.01438413],-0.0211337530107,-0.0211337530107,"[[ 0.52912937  0.4664707   0.15954829  0.15913326]
 [ 2.87922082  4.52782387  0.          0.        ]]",[-0.63896114 -0.51865971],[-1.05147183 -1.56599414]
9,"[ 0.81682769  1.25276075  0.85135577  0.07753834  1.37473233  1.37440442
  0.26168623 -0.23980712 -0.63133098 -0.28371599  0.        ]",[ 0.16292511 -0.71089208],-0.0239397198169,-0.0239397198169,"[[ 0.55414432  0.5164117   0.15954829  0.15913326]
 [-0.36694643  0.47976354  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.15532801 -0.28318003]
10,"[ 0.81744093  1.26431852  0.85035712  0.03542143  1.37473058  1.37440267
  0.32719829 -0.70979727 -0.61278645 -0.29786373  0.        ]",[-0.54738093  0.57793879],-0.0227345254463,-0.0227345254463,"[[ 0.55335539  0.4976671   0.15954829  0.15913326]
 [ 0.28587851 -2.34480921  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.22181101  0.38791567]
11,"[ 0.82977627  1.2782325   0.82991683 -0.01790119  1.37472883  1.37440092
  0.1092363  -0.32116695 -0.56868635 -0.34349922  0.        ]",[ 1.71489856  0.12215805],-0.0212070695195,-0.0212070695195,"[[ 0.53728086  0.47420487  0.15954829  0.15913326]
 [-1.88609691 -0.00920103  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.87185836  0.29959381]
12,"[ 0.82799794  1.27551863  0.83290786 -0.00726664  1.37472708  1.37439917
  0.50996168 -0.24089484 -0.57613564 -0.33585769  0.        ]",[-0.74036741 -0.40305629],-0.0213652933115,-0.0213652933115,"[[ 0.53962388  0.4788611   0.15954829  0.15913326]
 [ 2.10710438  0.47322125  0.          0.        ]]",[-0.63896114 -0.51865971],[-0.5434792 -0.5183928]
13,"[ 0.8185177   1.27937267  0.8485973  -0.02241981  1.37472532  1.37439742
  0.21191203 -0.50782796 -0.58754943 -0.31830497  0.        ]",[ 0.12900997  0.34151558],-0.0214137542557,-0.0214137542557,"[[ 0.55196668  0.4722298   0.15954829  0.15913326]
 [-0.86293612 -1.13100661  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.55455524  0.3651855 ]
14,"[ 0.82771457  1.28442766  0.83337995 -0.04267633  1.37472357  1.37439567
  0.26479156 -0.27912638 -0.56274929 -0.34658117  0.        ]",[ 0.92884238  0.42926416],-0.0209422888879,-0.0209422888879,"[[ 0.53999491  0.46340006  0.15954829  0.15913326]
 [-0.33599477  0.24345278  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.32817096  0.001201  ]
15,"[ 0.80415922  1.27174622  0.87156039  0.00730836  1.37472182  1.37439391
  0.6341473   0.0026685  -0.62552076 -0.27680526  0.        ]",[-1.47971196 -0.40525197],-0.0231666935242,-0.0231666935242,"[[ 0.57020348  0.48526096  0.15954829  0.15913326]
 [ 3.34460728  1.93699452  0.          0.        ]]",[-0.63896114 -0.51865971],[-1.22681499 -1.212093  ]
16,"[ 0.78252422  1.25827564  0.90450302  0.05763897  1.37472007  1.37439216
  0.23056701 -0.27047226 -0.6854446  -0.21670982  0.        ]",[ 0.25478743 -0.25785806],-0.0277578606688,-0.0277578606688,"[[ 0.59674542  0.50753085  0.15954829  0.15913326]
 [-0.6770334   0.29546259  0.          0.        ]]",[-0.63896114 -0.51865971],[ 0.08496042 -0.31191459]
17,"[ 0.78525197  1.26097757  0.90045107  0.04774923  1.37471831  1.37439041
  0.33309917 -0.44139685 -0.67634789 -0.22503895  0.        ]",[-0.44917067 -0.42376126],-0.0269531638475,-0.0269531638475,"[[ 0.59345604  0.50313355  0.15954829  0.15913326]
 [ 0.34469168 -0.73176714  0.          0.        ]]",[-0.63896114 -0.51865971],[-0.14799359 -0.19465736]
