timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.00615031  1.53398305  0.18345588 -0.90798597 -0.37878129  1.00327658
  0.34140177 -0.33390058  1.85573795 -1.23852545  0.        ]",[ 1.93358904  3.12125365],-0.268501851946,-0.268501851946,"[[ 0.0724325   0.0628474  -0.04262871  0.11646856]
 [-0.00294221  0.00161664  0.          0.        ]]",[-0.43781239 -0.30328619],[ 2.28561473  2.46145868]
1,"[ 1.00066659  1.52986871  0.24244874 -0.80371905 -0.37878104  1.00327542
  0.70096686  0.29327975  1.83863289 -1.09567398  0.        ]",[ 1.69446154  1.3034125 ],-0.262566087441,-0.262566087441,"[[ 0.11204938  0.10259182 -0.04262871  0.11646856]
 [ 3.9514738   3.95963882  0.          0.        ]]",[-0.43781239 -0.30328619],[ 1.64435101  1.71269011]
2,"[ 0.97053075  1.50607663  0.41613197 -0.49699247 -0.37878079  1.00327426
  1.05343093  0.908045    1.7436068  -0.6842529   0.        ]",[-0.02178794  0.05026763],-0.243356394987,-0.243356394987,"[[ 0.22997081  0.22071066 -0.04262871  0.11646856]
 [ 7.82780088  7.8393145   0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.68652922  0.96670997]
3,"[ 0.90060055  1.4480855   0.63565571 -0.101891   -0.37878054  1.0032731
  1.03153364  0.91499277  1.5247895  -0.19742264  0.        ]",[ 0.74324866  1.41346118],-0.214940090078,-0.214940090078,"[[ 0.38411055  0.377937   -0.04262871  0.11646856]
 [ 7.58699338  7.8831667   0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.41169268  1.0780611 ]
4,"[ 0.77751088  1.33595236  0.87449025  0.35560624 -0.37878029  1.00327194
  1.28516844  1.5175015   1.14712326  0.2568935   0.        ]",[-0.04440029  0.42374882],-0.177195393865,-0.177195393865,"[[  0.56383629   0.57375059  -0.04262871   0.11646856]
 [ 10.37642828  11.68550522   0.           0.        ]]",[-0.43781239 -0.30328619],[-0.5642215   0.35488537]
5,"[ 0.58879828  1.13675529  1.11368719  0.85502007 -0.37878004  1.00327078
  1.25058894  1.74668527  0.59501516  0.5548047   0.        ]",[-1.39563884 -0.32664376],-0.128941341472,-0.128941341472,"[[  0.76754855   0.82197266  -0.04262871   0.11646856]
 [  9.99615157  13.13186808   0.           0.        ]]",[-0.43781239 -0.30328619],[-1.18166471 -0.3149901 ]
6,"[ 0.4108592   0.88658297  1.27031893  1.234761   -0.37877979  1.00326961
  0.87299575  1.50070115  0.09513957  0.56335149  0.        ]",[-0.58032289  1.38957299],-0.0858024501313,-0.0858024501313,"[[  0.92580793   1.06903486  -0.04262871   0.11646856]
 [  5.8434812   11.5795229    0.           0.        ]]",[-0.43781239 -0.30328619],[-0.95322353 -0.5551011 ]
7,"[ 0.29587182  0.5731554   1.34839151  1.48828192 -0.37877954  1.00326845
  0.65371118  2.09187712 -0.26989871  0.36639302  0.        ]",[-0.44433657 -1.68328956],-0.0495326125179,-0.0495326125179,"[[  1.01848027   1.33805828  -0.04262871   0.11646856]
 [  3.43184788  15.31037512   0.           0.        ]]",[-0.43781239 -0.30328619],[-0.78804582 -1.59890008]
8,"[ 0.23051775  0.24593838  1.38625431  1.55801661 -0.37877929  1.00326729
  0.487815    1.4164688  -0.49284664  0.07822906  0.        ]",[-0.91540944 -2.70731616],-0.0223491601648,-0.0223491601648,"[[  1.06881369   1.60150005  -0.04262871   0.11646856]
 [  1.60736579  11.04799497   0.           0.        ]]",[-0.43781239 -0.30328619],[-0.65916765 -1.70137334]
9,"[ 0.23645253  0.02367989  1.38299223  1.5015579  -0.37877904  1.00326613
  0.15557619  0.75446585 -0.55449613 -0.12688053  0.        ]",[ 0.47131706 -1.98093975],-0.0144006918918,-0.0144006918918,"[[ 1.06430227  1.78054303 -0.04262871  0.11646856]
 [-2.04651342  6.87020041  0.          0.        ]]",[-0.43781239 -0.30328619],[-0.11805093 -1.34584999]
10,"[ 0.26492172 -0.09287246  1.36686326  1.43691392 -0.37877879  1.00326497
  0.32893102  0.1054516  -0.55635646 -0.22941862  0.        ]",[-0.46108465 -1.00388129],-0.0154155480904,-0.0154155480904,"[[ 1.04250078  1.87685216 -0.04262871  0.11646856]
 [-0.13999859  2.77437267  0.          0.        ]]",[-0.43781239 -0.30328619],[-0.40038157 -1.19759607]
11,"[ 0.29210537 -0.11098749  1.35068495  1.42455667 -0.37877854  1.00326381
  0.16327479 -0.530649   -0.53863364 -0.23458379  0.        ]",[-0.38744179 -0.16028275],-0.0138313215745,-0.0138313215745,"[[ 1.02142174  1.89206254 -0.04262871  0.11646856]
 [-1.96184176 -1.23995963  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.12774825 -0.39080858]
12,"[ 0.36041367 -0.07407199  1.30647795  1.44905886 -0.37877829  1.00326265
  0.02737397 -0.62730412 -0.47460835 -0.16541502  0.        ]",[ 1.18403121 -0.23550438],-0.00526279859631,-0.00526279859631,"[[ 0.96718899  1.86114329 -0.04262871  0.11646856]
 [-3.45644279 -1.84993766  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.52632946  0.05360958]
13,"[ 0.39559463 -0.01853729  1.28158386  1.48103942 -0.37877804  1.00326149
  0.39350381 -0.76933642 -0.42768969 -0.09641615  0.        ]",[ 0.22238173 -1.02530846],-0.0058126260651,-0.0058126260651,"[[ 0.93846047  1.81515116 -0.04262871  0.11646856]
 [ 0.57015654 -2.7462847   0.          0.        ]]",[-0.43781239 -0.30328619],[-0.0568634   0.00292042]
14,"[  3.71022628e-01   9.69652758e-02   1.29912618e+00   1.52958318e+00
  -3.78777792e-01   1.00326033e+00   4.72560215e-01  -1.38816375e+00
  -4.12097815e-01   1.41764098e-03   0.00000000e+00]",[ 1.81355772  0.27973124],-0.0144873467418,-0.0144873467418,"[[ 0.9585868   1.72104203 -0.04262871  0.11646856]
 [ 1.4396006  -6.65161659  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.02502695  0.78549272]
15,"[ 0.28519983  0.24726859  1.35485884  1.55808144 -0.37877754  1.00325917
  0.82981972 -1.19188792 -0.43939868  0.10192742  0.        ]",[-1.68487479 -0.35756569],-0.0232553787955,-0.0232553787955,"[[ 1.02680096  1.60043787 -0.04262871  0.11646856]
 [ 5.36864867 -5.41296206  0.          0.        ]]",[-0.43781239 -0.30328619],[-0.73968953  0.37320364]
16,"[ 0.1979133   0.39908205  1.40353257  1.54816408 -0.37877729  1.00325801
  0.4603287  -1.39914477 -0.46398875  0.19783344  0.        ]",[-0.94313517  1.31361833],-0.0318921784118,-0.0318921784118,"[[ 1.09340222  1.47905489 -0.04262871  0.11646856]
 [ 1.30509498 -6.72094188  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.00805774  1.15907526]
17,"[ 0.21336293  0.51480083  1.39546173  1.5142668  -0.37877704  1.00325685
  0.11854385 -0.75051398 -0.39360811  0.29863521  0.        ]",[-0.13762247  1.09250566],-0.040638718127,-0.040638718127,"[[ 1.08179033  1.38570643 -0.04262871  0.11646856]
 [-2.4537552  -2.62753893  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.49586993  1.09236372]
18,"[ 0.28400486  0.52992037  1.35557038  1.50810908 -0.37877679  1.00325569
  0.07336221 -0.11483289 -0.30782976  0.33147047  0.        ]",[ 1.42009386  0.35235784],-0.0452926401463,-0.0452926401463,"[[ 1.02772991  1.3734062  -0.04262871  0.11646856]
 [-2.950649    1.38414334  0.          0.        ]]",[-0.43781239 -0.30328619],[ 0.46164376  0.59605187]
19,"[ 0.30795522  0.47889777  1.34087269  1.52726096 -0.37877654  1.00325453
  0.43847366  0.10176852 -0.30842275  0.2990697   0.        ]",[ 0.42396527  1.17005658],-0.0425593968592,-0.0425593968592,"[[ 1.00900427  1.41480385 -0.04262871  0.11646856]
 [ 1.0647398   2.7510801   0.          0.        ]]",[-0.43781239 -0.30328619],[-0.25310475 -0.05430382]
