timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.129631686302,[-0.76579356 -0.76070559],[-1.23277569  0.92820722],-3.06975,"[ 1.17391369  1.43490703 -0.54513266 -1.73207191  0.99402912 -0.83323702
 -0.06301343 -0.33990083  1.04372275  0.81115283  0.        ]","[[-0.04289358  0.01234009  0.11491137 -0.09590803]
 [-0.00058906  0.00310752  0.          0.        ]]",[-0.68794241  0.40059529]
1,-0.126811403927,[-0.76579356 -0.76070559],[-1.06390667  0.80568898],-3.09655,"[ 1.17180225  1.4344337  -0.59038263 -1.68734625  0.99402868 -0.83323671
 -0.47650146 -0.03494942  1.04170085  0.7590584   0.        ]","[[-0.07021621  0.02832704  0.11491137 -0.09590803]
 [-2.72260895  1.59029344  0.          0.        ]]",[-0.61763625  0.36843349]
2,-0.118734118348,[-0.76579356 -0.76070559],[-0.79880571  0.80463284],-3.11086,"[ 1.16009684  1.43098873 -0.71967713 -1.55843036  0.99402825 -0.8332364
 -0.83955384  0.23947137  1.03093574  0.6103285   0.        ]","[[-0.14864796  0.07446338  0.11491137 -0.09590803]
 [-5.11260846  3.01857607  0.          0.        ]]",[ 0.22457844  0.85147106]
3,-0.112008801516,[-0.76579356 -0.76070559],[-0.55548596  0.74136436],-3.29641,"[ 1.13567311  1.41454109 -0.8698985  -1.29855421  0.99402781 -0.83323609
 -0.68943439  0.87568648  1.01292759  0.49332626  0.        ]","[[-0.24098484  0.16805845  0.11491137 -0.09590803]
 [-4.12436389  6.32989633  0.          0.        ]]",[-1.13900575  1.54372772]
4,-0.105442710863,[-0.76579356 -0.76070559],[-0.21125653  0.49281168],-3.40028,"[ 1.08641247  1.35511606 -1.0620295  -0.85156314  0.99402737 -0.83323578
 -1.27819454  1.61265219  0.97890262  0.40444807  0.        ]","[[ -0.36235955   0.33314148   0.11491137  -0.09590803]
 [ -8.00021447  10.16559946   0.           0.        ]]",[-0.52343698  1.04598155]
5,-0.0938860825432,[-0.76579356 -0.76070559],[ 0.05852899  0.15460387],-3.42972,"[ 0.97958096  1.2019833  -1.32909994 -0.2468182   0.99402694 -0.83323547
 -1.56894024  2.33485462  0.89958358  0.28244903  0.        ]","[[ -0.54156748   0.57416784   0.11491137  -0.09590803]
 [ -9.9142201   13.9244759    0.           0.        ]]",[ 0.79825069 -0.23889274]
6,-0.0837656353594,[-0.76579356 -0.76070559],[-0.1992982  -0.10092425],-3.46542,"[ 0.84827806  0.95134783 -1.55049504  0.31775179  0.9940265  -0.83323516
 -1.05937044  2.09989128  0.79279939  0.25337614  0.        ]","[[ -0.70619552   0.84038713   0.11491137  -0.09590803]
 [ -6.55969129  12.70157011   0.           0.        ]]",[-0.19570406 -0.59261533]
7,-0.0744470409169,[-0.76579356 -0.76070559],[-0.28257036 -0.28427154],-3.37251,"[ 0.71673045  0.68162361 -1.71349631  0.68572809  0.99402607 -0.83323484
 -1.15717856  1.60073691  0.67732991  0.2527072   0.        ]","[[ -0.84384907   1.06835255   0.11491137  -0.09590803]
 [ -7.20357264  10.103615     0.           0.        ]]",[ 0.05799371 -0.02153049]
8,-0.0632692389029,[-0.76579356 -0.76070559],[-0.31533709 -0.45982808],-3.28076,"[ 0.56494258  0.41574743 -1.85551939  0.9038904   0.99402563 -0.83323453
 -1.10068336  1.54586763  0.54831867  0.22258809  0.        ]","[[-0.98418909  1.26755956  0.11491137 -0.09590803]
 [-6.83166448  9.81804135  0.          0.        ]]",[-0.32496446 -0.31121979]
9,-0.0510088580344,[-0.76579356 -0.76070559],[-0.17406335 -0.51221341],-3.18772,"[ 0.38859613  0.15748679 -1.97594291  1.01103278  0.9940252  -0.83323422
 -1.27547932  1.27175788  0.40641676  0.17407063  0.        ]","[[-1.13236725  1.44960643  0.11491137 -0.09590803]
 [-7.98236298  8.39137816  0.          0.        ]]",[-0.13904074  0.54662157]
10,-0.0398048367304,[-0.76579356 -0.76070559],[-0.06006861 -0.83439052],-3.03907,"[ 0.17930364 -0.11503192 -2.07057608  1.02533622  0.99402476 -0.83323391
 -1.33516854  1.65564662  0.24250278  0.13237653  0.        ]","[[ -1.2959571    1.6374811    0.11491137  -0.09590803]
 [ -8.37530663  10.38942245   0.           0.        ]]",[ 0.43759348 -0.5359038 ]
11,-0.0372500959291,[-0.76579356 -0.76070559],[-0.00398394 -0.74371874],-2.85035,"[-0.01936755 -0.37929472 -2.11960323  0.94379439  0.99402432 -0.8332336
 -1.04688714  1.20833339  0.08110006  0.14218589  0.        ]","[[-1.44442257  1.82191019  0.11491137 -0.09590803]
 [-6.47753323  8.06128043  0.          0.        ]]",[-0.28976817 -0.99927438]
12,-0.036874602333,[-0.76579356 -0.76070559],[ 0.29201066 -0.34147108],-2.69442,"[-0.20994497 -0.54510628 -2.13268027  0.84114408  0.99402389 -0.83323329
 -1.20160257  0.41743641 -0.05223425  0.10515741  0.        ]","[[-1.58419195  1.94183468  0.11491137 -0.09590803]
 [-7.49603996  3.94487382  0.          0.        ]]",[ 0.26566723 -0.812239  ]
