timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.11471619362,"[[-0.0077228   0.04918884  0.10057814 -0.03096857]
 [-0.00109692  0.00468311  0.          0.        ]]",[ 0.21284413  0.74906349],-1.02583,"[ 1.06784691  1.82615459 -0.10986504 -0.55594755  0.88543656 -0.25114522
  0.32638838 -0.34135874  0.52922578  0.17366838  0.        ]",[-0.10148283 -0.25782612],[ 1.42540516  0.72566137]
1,-0.118130201905,"[[ 0.03193482  0.0780951   0.10057814 -0.03096857]
 [ 3.95369711  2.8763761   0.          0.        ]]",[ 0.01624495  0.67470831],-1.00681,"[ 1.06716416  1.82378218 -0.04966391 -0.47866381  0.88543243 -0.25114452
  0.66877035  0.07082986  0.52483219  0.26198777  0.        ]",[-0.10148283 -0.25782612],[ 0.38819239 -0.20737605]
2,-0.126858681025,"[[ 0.12563526  0.1268069   0.10057814 -0.03096857]
 [ 5.41149274  1.99773235  0.          0.        ]]",[-0.05354682  0.65525335],-1.09745,"[ 1.05676528  1.81738907  0.09210182 -0.34885766  0.88542831 -0.25114382
  0.79497514 -0.05528656  0.49955069  0.45231054  0.        ]",[-0.10148283 -0.25782612],[ 0.92355737  1.72649664]
3,-0.142878643801,"[[ 0.269433    0.2060785   0.10057814 -0.03096857]
 [ 8.9565056   5.91636586  0.          0.        ]]",[-0.36350262  0.53771615],-1.10935,"[ 1.01700802  1.800572    0.30599009 -0.13947249  0.88542419 -0.25114313
  1.10187738  0.50717621  0.41760787  0.73672616  0.        ]",[-0.10148283 -0.25782612],[ 0.33412249  0.58241071]
4,-0.167920680165,"[[  0.46004076   0.34636319   0.10057814  -0.03096857]
 [ 10.10050632   8.10479855   0.           0.        ]]",[-0.56338429  0.46186477],-1.20884,"[ 0.92129389  1.75164932  0.57593085  0.22181783  0.88542007 -0.25114243
  1.20091126  0.8212918   0.21546893  1.09697751  0.        ]",[-0.10148283 -0.25782612],[-0.08637832  0.97016519]
5,-0.195472520276,"[[  0.65660887   0.54539212   0.10057814  -0.03096857]
 [  9.55820343  11.7858157    0.           0.        ]]",[-0.61183578  0.44052586],-1.3547,"[ 0.77471442  1.64201161  0.82863843  0.70210635  0.88541595 -0.25114173
  1.15395458  1.3496413  -0.1175115   1.40357952  0.        ]",[-0.10148283 -0.25782612],[-1.4946996  1.3343721]
6,-0.216212764625,"[[  0.80617891   0.81850789   0.10057814  -0.03096857]
 [  5.41266128  15.51332647   0.           0.        ]]",[-0.59463263  0.44006342],-1.41279,"[ 0.63400295  1.42245913  0.99748163  1.26838727  0.88541183 -0.25114104
  0.79505283  1.88465073 -0.5122154   1.5448191   0.        ]",[-0.10148283 -0.25782612],[-0.56270573  0.86795682]
7,-0.224492777874,"[[  0.89102519   1.16018123   0.10057814  -0.03096857]
 [  3.079815    18.64355844   0.           0.        ]]",[-0.58549547  0.4347626 ],-1.38273,"[ 0.54427118  1.05896088  1.08260249  1.76868354  0.88540771 -0.25114034
  0.59308548  2.33390931 -0.87645491  1.49337201  0.        ]",[-0.10148283 -0.25782612],[-0.90245987 -0.93599056]
8,-0.220386835286,"[[  0.91620462   1.49217255   0.10057814  -0.03096857]
 [ -0.55008634  14.56911302   0.           0.        ]]",[-0.50080347  0.4627938 ],-1.47906,"[ 0.51638347  0.64878199  1.10625026  1.98307835  0.88540359 -0.25113965
  0.27882686  1.74907207 -1.11000986  1.32121997  0.        ]",[-0.10148283 -0.25782612],[-2.21126287  0.19851212]
9,-0.206982493677,"[[  0.86561021   1.78855371   0.10057814  -0.03096857]
 [ -4.49636592  15.06728471   0.           0.        ]]",[-0.44140035  0.46954596],-1.44887,"[ 0.57184466  0.27192593  1.05795571  1.92806348  0.88539947 -0.25113895
 -0.062822    1.82055543 -1.19184532  1.12672311  0.        ]",[-0.10148283 -0.25782612],[-2.73396277  0.98026318]
10,-0.184375419452,"[[  0.73686191   2.12585278   0.10057814  -0.03096857]
 [ -8.36566235  18.65060496   0.           0.        ]]",[-0.42122     0.44881377],-1.22913,"[ 0.70211848 -0.12586859  0.92203253  1.58911444  0.88539535 -0.25113825
 -0.39780588  2.33483616 -1.18700258  0.89444723  0.        ]",[-0.10148283 -0.25782612],[-0.36820543 -0.42162304]
11,-0.157344405633,"[[  0.55658649   2.47840783   0.10057814  -0.03096857]
 [ -9.65766186  16.61168441   0.           0.        ]]",[-0.37148321  0.45658565],-1.12567,"[ 0.85505757 -0.4598182   0.70389432  0.96157278  0.88539123 -0.25113756
 -0.50965956  2.0421623  -1.13568177  0.6409611   0.        ]",[-0.10148283 -0.25782612],[-1.11226811  0.66731307]
12,-0.130894782699,"[[  0.32562757   2.83384955   0.10057814  -0.03096857]
 [-13.42571828  18.92475736   0.           0.        ]]",[-0.36461821  0.43747884],-0.97132,"[ 0.99376211 -0.67087839  0.38750975  0.12378519  0.88538711 -0.25113686
 -0.83587741  2.37411387 -1.07009455  0.37546551  0.        ]",[-0.10148283 -0.25782612],[ 1.49029537  0.71518517]
13,-0.114546366615,"[[ 0.0994997   3.12643615  0.10057814 -0.03096857]
 [-9.20136124  4.62064417  0.          0.        ]]",[-0.26278788  0.49942642],-0.835772,"[ 1.06087007 -0.73083021  0.05263278 -0.64711032  0.88538299 -0.25113616
 -0.47014959  0.321085   -1.03257839  0.13736501  0.        ]",[-0.10148283 -0.25782612],[ 0.90306621  0.00614843]
14,-0.115228482899,"[[-0.0468298   3.1267806   0.10057814 -0.03096857]
 [-5.44400514 -2.30921412  0.          0.        ]]",[-0.16899958  0.54958385],-0.811941,"[ 1.06629159 -0.73083389 -0.16925679 -0.6480306   0.88537887 -0.25113547
 -0.14485312 -0.67353726 -1.03234061  0.15748183  0.        ]",[-0.10148283 -0.25782612],[ 1.03269976 -0.46266782]
15,-0.116513999746,"[[-0.11490437  3.06266482  0.10057814 -0.03096857]
 [-1.37700382 -4.09584458  0.          0.        ]]",[-0.15772064  0.56214291],-0.810192,"[ 1.05853453 -0.72698864 -0.27225303 -0.47647848  0.88537475 -0.25113477
  0.20725108 -0.9299636  -1.02291999  0.21926859  0.        ]",[-0.10148283 -0.25782612],[-0.29194069  0.00415296]
16,-0.117381378993,"[[-0.15376807  2.98172599  0.10057814 -0.03096857]
 [-2.50560168 -3.99836293  0.          0.        ]]",[-0.13578369  0.57161069],-0.84406,"[ 1.05119084 -0.71465557 -0.33072198 -0.26124164  0.88537063 -0.25113407
  0.10954104 -0.91596789 -1.0031273   0.2877298   0.        ]",[-0.10148283 -0.25782612],[-0.251896    1.15732381]
17,-0.116797244133,"[[-0.21338705  2.94228034  0.10057814 -0.03096857]
 [-3.45314473  0.04033697  0.          0.        ]]",[-0.18606821  0.54287356],-0.848637,"[ 1.03584375 -0.70563944 -0.41970388 -0.15727067  0.88536651 -0.25113338
  0.02750605 -0.33630138 -0.98335929  0.32098966  0.        ]",[-0.10148283 -0.25782612],[-0.63601869  0.84619788]
18,-0.115032335637,"[[-0.30702839  2.9766955   0.10057814 -0.03096857]
 [-5.9028295   3.39001296  0.          0.        ]]",[-0.2134957   0.51908803],-0.822709,"[ 1.00188486 -0.71360959 -0.55703831 -0.24794113  0.88536239 -0.25113268
 -0.18457902  0.14447082 -0.98065719  0.29668467  0.        ]",[-0.10148283 -0.25782612],[-0.108256   -0.37884199]
