timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.137379079318,"[[ 0.00832203  0.07384489  0.11708072  0.11139112]
 [ 0.00119508  0.00267548  0.          0.        ]]",[ 1.32160306  0.40597859],-1.73295,"[ 1.07477246  2.18353536 -0.16633145 -0.61085041  1.02022213  0.97153793
 -0.18547419 -0.38183062  0.53870141 -1.07927319  0.        ]",[-0.48315376 -0.47876284],[ 1.13514728 -1.41934984]
1,-0.134391660651,"[[ 0.04805166  0.0341546   0.11708072  0.11139112]
 [ 3.95858476 -3.95849919  0.          0.        ]]",[ 0.99041444  0.89531255],-1.91313,"[ 1.07316195  2.18653336 -0.10635378 -0.73350525  1.02022119  0.97153708
 -0.04701034 -0.96377567  0.53779812 -1.04412009  0.        ]",[-0.48315376 -0.47876284],[ 1.68434168  0.85062514]
2,-0.119131801102,"[[ 0.16611481 -0.01045072  0.11708072  0.11139112]
 [ 7.83482911 -0.51350806  0.          0.        ]]",[ 0.46780425  0.1607748 ],-1.74482,"[ 1.05503243  2.18726889  0.07083789 -0.87153801  1.02022025  0.97153623
  0.08861433 -0.4576633   0.51994592 -0.86941011  0.        ]",[-0.48315376 -0.47876284],[ 0.30998204  0.08403172]
3,-0.0932250482262,"[[ 0.33355856 -0.01728463  0.11708072  0.11139112]
 [ 8.90597976 -0.17102172  0.          0.        ]]",[-0.03042829 -0.03732789],-1.60634,"[ 0.99558873  2.1871303   0.31559767 -0.89268632  1.02021931  0.97153538
  0.12609245 -0.40734756  0.45348092 -0.57423185  0.        ]",[-0.48315376 -0.47876284],[-0.02461678  0.59317003]
4,-0.0667325643412,"[[  5.08924506e-01   2.89539348e-03   1.17080721e-01   1.11391124e-01]
 [  8.63153196e+00   2.18118287e+00   0.00000000e+00   0.00000000e+00]]",[-0.46243978 -0.48915657],-1.37909,"[ 0.89264233  2.18732819  0.55699716 -0.83023068  1.02021838  0.97153453
  0.11648982 -0.06177912  0.32635537 -0.25892018  0.        ]",[-0.48315376 -0.47876284],[ 0.3098304  -0.62600065]
5,-0.0495194340692,"[[ 0.69214937  0.02121196  0.11708072  0.11139112]
 [ 9.68743501 -0.34111986  0.          0.        ]]",[-0.99958211 -0.30260596],-1.2549,"[ 0.74401403  2.18701292  0.78499103 -0.77354477  1.02021744  0.97153368
  0.15343446 -0.43233702  0.14078884  0.03480287  0.        ]",[-0.48315376 -0.47876284],[-0.11265068 -0.47164746]
6,-0.0529564558613,"[[  8.79511659e-01  -4.27778640e-03   1.17080721e-01   1.11391124e-01]
 [  9.05091117e+00  -2.20165332e+00   0.00000000e+00   0.00000000e+00]]",[-1.31805658 -0.09355256],-1.21673,"[ 0.55376198  2.18730984  0.98470969 -0.8524306   1.0202165   0.97153282
  0.13116322 -0.70567251 -0.06777604  0.26204566  0.        ]",[-0.48315376 -0.47876284],[-1.53258502 -0.00372728]
7,-0.0646248342133,"[[ 1.01904311 -0.04800541  0.11708072  0.11139112]
 [ 4.91600182 -2.17121548  0.          0.        ]]",[-1.18774331  0.03197163],-1.23641,"[ 0.39082584  2.18570157  1.10731729 -0.98771089  1.02021556  0.97153197
 -0.01351215 -0.70120034 -0.2265696   0.39008826  0.        ]",[-0.48315376 -0.47876284],[-1.03317894  1.70909932]
8,-0.0718049550498,"[[ 1.07668144 -0.05125475  0.11708072  0.11139112]
 [ 0.86133592  1.83293094  0.          0.        ]]",[-0.94586498 -0.3792685 ],-1.2486,"[ 0.31905322  2.18546985  1.15078687 -0.99775439  1.02021462  0.97153112
 -0.15537991 -0.11294012 -0.30717685  0.44420848  0.        ]",[-0.48315376 -0.47876284],[-0.30626648  0.20544422]
9,-0.0757292250076,"[[ 1.08157831 -0.00679357  0.11708072  0.11139112]
 [-0.36755591  2.61059352  0.          0.        ]]",[-0.90018266 -0.49605599],-1.25028,"[  3.12847610e-01   2.18727323e+00   1.15427726e+00  -8.60214438e-01
   1.02021369e+00   9.71530273e-01  -1.98377267e-01   1.30848397e-03
  -3.48530470e-01   4.70139788e-01   0.00000000e+00]",[-0.48315376 -0.47876284],[-1.59384867  0.34591091]
10,-0.0739019473662,"[[ 1.03460449  0.05865744  0.11708072  0.11139112]
 [-4.31667687  3.93010372  0.          0.        ]]",[-0.60385501 -0.61933279],-1.29299,"[ 0.37168485  2.18488831  1.11947739 -0.65774557  1.02021275  0.97152942
 -0.33655216  0.19516144 -0.33006837  0.45817769  0.        ]",[-0.48315376 -0.47876284],[-1.16895183 -1.59203928]
11,-0.0605422574739,"[[ 0.90945271  0.09676597  0.11708072  0.11139112]
 [-8.18562467 -0.10580949  0.          0.        ]]",[-0.15146357  0.00957611],-1.28236,"[ 0.52019594  2.18073448  1.01300819 -0.54016135  1.02021181  0.97152857
 -0.47192185 -0.39776625 -0.18017959  0.35368372  0.        ]",[-0.48315376 -0.47876284],[ 0.79555657  0.02020756]
12,-0.0497775264546,"[[ 0.77894046  0.09546051  0.11708072  0.11139112]
 [-4.87661758 -0.02499924  0.          0.        ]]",[-0.09293586 -0.01636028],-1.2022,"[ 0.66032452  2.18090449  0.88214819 -0.54418284  1.02021087  0.97152772
 -0.35614335 -0.38589398 -0.00754332  0.20143271  0.        ]",[-0.48315376 -0.47876284],[-0.60177686  0.77240819]
