timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.292105029022,[-0.25295252 -0.20511803],[ 1.71659946  2.30257106],-2.47805,"[  1.10564648e+00   2.31877033e+00   3.66159375e-02  -6.04188149e-01
  -7.15787953e-01   3.25580871e-01   1.10697435e-04  -3.74880881e-01
   1.99137318e+00  -2.38168060e-01   0.00000000e+00]","[[ 0.06825343  0.05985508 -0.08274934  0.03778461]
 [-0.00034996 -0.00388693  0.          0.        ]]",[ 1.80612994  2.87232084]
1,-0.289843753604,[-0.25295252 -0.20511803],[ 1.41864324  1.96222687],-2.31453,"[ 1.10077599  2.31421013  0.09604243 -0.46994681 -0.71578663  0.32558043
  0.15734173  0.1719936   1.97784058 -0.13592145  0.        ]","[[ 0.10792164  0.09949053 -0.08274934  0.03778461]
 [ 3.95401393  3.9542441   0.          0.        ]]",[ 0.8383144  1.7384885]
2,-0.281675894066,[-0.25295252 -0.20511803],[ 1.01311111  1.5815475 ],-2.16244,"[ 1.07542739  2.28738612  0.26149349 -0.07420272 -0.7157853   0.32557999
  0.28603575  0.7080771   1.90442751  0.14855141  0.        ]","[[ 0.21947592  0.21750504 -0.08274934  0.03778461]
 [ 7.19067283  7.83427615  0.          0.        ]]",[ 0.28783761  1.47854309]
3,-0.264908562246,[-0.25295252 -0.20511803],[ 0.40133762  1.10851908],-1.8906,"[ 1.01283105  2.2005975   0.48250746  0.55432624 -0.71578397  0.32557955
  0.32561176  1.23365762  1.70667557  0.52302708  0.        ]","[[  0.37327512   0.41235773  -0.08274934   0.03778461]
 [  8.18601785  11.6383065    0.           0.        ]]",[-0.7451904   1.71311352]
4,-0.239468176845,[-0.25295252 -0.20511803],[-0.05647433  0.7041806 ],-1.60413,"[ 0.9342351   1.99868629  0.66273109  1.33584889 -0.71578264  0.3255791
  0.20193261  1.74903011  1.38932599  0.81838948  0.        ]","[[  0.50578601   0.68255015  -0.08274934   0.03778461]
 [  5.07550579  15.36849174   0.           0.        ]]",[-1.4007913  2.8608385]
5,-0.207253751225,[-0.25295252 -0.20511803],[-0.33689293  0.43439597],-1.21777,"[ 0.89090846  1.62682199  0.74133884  2.09959187 -0.71578131  0.32557866
  0.04063062  2.25422125  1.03993623  0.92554312  0.        ]","[[  0.56659348   1.02660779  -0.08274934   0.03778461]
 [  1.01878208  19.02505514   0.           0.        ]]",[-1.09173619  0.89137591]
6,-0.16890125282,[-0.25295252 -0.20511803],[-0.61053348  0.29348564],-1.0503,"[ 0.9052965   1.07090735  0.71641416  2.5608204  -0.71577999  0.32557822
 -0.11747731  2.68993335  0.73375304  0.8361439   0.        ]","[[  0.54707329   1.43875248  -0.08274934   0.03778461]
 [ -2.95761123  22.17883823   0.           0.        ]]",[-0.73370749  1.03077561]
7,-0.124448552223,[-0.25295252 -0.20511803],[-0.82204568  0.10146406],-0.882914,"[ 0.96426354  0.39181793  0.60091282  2.38802043 -0.71577866  0.32557778
 -0.23057093  3.17633873  0.50291433  0.57371508  0.        ]","[[  0.45938388   1.91765559  -0.08274934   0.03778461]
 [ -5.80190203  25.69967077   0.           0.        ]]",[-1.26873568  0.77608041]
8,-0.0828087033086,[-0.25295252 -0.20511803],[-0.73050308 -0.04903767],-0.95952,"[ 1.04458345 -0.23451552  0.38538352  1.34019386 -0.71577733  0.32557734
 -0.38336517  3.53054499  0.37527494  0.16837047  0.        ]","[[  0.30479239   2.45737664  -0.08274934   0.03778461]
 [ -9.64465792  28.26380643   0.           0.        ]]",[-1.06751406  1.26278705]
9,-0.0781418246385,[-0.25295252 -0.20511803],[-0.70618463 -0.15830922],-1.14442,"[ 1.10504446 -0.55344862  0.04537344 -0.51956756 -0.715776    0.3255769
 -0.5331888   3.20161831  0.34918234 -0.33833867  0.        ]","[[  0.07409723   3.0567633   -0.08274934   0.03778461]
 [-13.4127068   25.88335057   0.           0.        ]]",[-0.51807453 -0.436352  ]
10,-0.085115535204,[-0.25295252 -0.20511803],[ 0.04747608  0.66440076],-0.851997,"[ 1.07761433 -0.55287999 -0.38257124 -1.11068853 -0.71577467  0.32557645
 -0.60423748 -0.51702741  0.33946287 -0.48067696  0.        ]","[[ -0.21208867   3.23095472  -0.08274934   0.03778461]
 [-15.19958789  -1.03256782   0.           0.        ]]",[ 0.71644148  1.24224508]
11,-0.0808931889803,[-0.25295252 -0.20511803],[ 0.06433743  0.89871818],-0.698442,"[ 0.94825908 -0.55828847 -0.76663275 -0.88087601 -0.71577335  0.32557601
 -0.47949012 -0.94912268  0.35073308 -0.38967467  0.        ]","[[ -0.48460319   3.16320306  -0.08274934   0.03778461]
 [-12.06224544  -4.16012781   0.           0.        ]]",[-0.22966107  1.28648782]
12,-0.0836434411463,[-0.25295252 -0.20511803],[-0.04611465  0.85567778],-0.63271,"[ 0.75101298 -0.55674436 -1.07184244 -0.63390569 -0.71577202  0.32557557
 -0.50614752 -0.77826767  0.39916163 -0.32076706  0.        ]","[[ -0.73257502   3.09049483  -0.08274934   0.03778461]
 [-12.73269033  -2.9234753    0.           0.        ]]",[-1.11325486 -0.79052218]
13,-0.0939196486578,[-0.25295252 -0.20511803],[-0.04954579  1.097054  ],-0.704445,"[ 0.438745   -0.54445498 -1.3510314  -0.33197912 -0.71577069  0.32557513
 -0.65355615 -1.20275694  0.48995131 -0.28102051  0.        ]","[[ -1.02442569   3.00119797  -0.08274934   0.03778461]
 [-16.43999759  -5.99599067   0.           0.        ]]",[-0.65233312  1.72267082]
14,-0.107970560569,[-0.25295252 -0.20511803],[-0.2701329  0.8255918],-0.822504,"[-0.01584534 -0.52410413 -1.54150525 -0.06793637 -0.71576936  0.32557469
 -0.74329852 -0.63935426  0.59146369 -0.31163318  0.        ]","[[ -1.37587098   2.92219383  -0.08274934   0.03778461]
 [-18.69702254  -1.91804015   0.           0.        ]]",[-0.14402122  1.10666505]
15,-0.112937512058,[-0.25295252 -0.20511803],[-0.62535244  0.4313978 ],-0.946997,"[-0.53715419 -0.5246479  -1.54540675 -0.07372294 -0.71576803  0.32557424
 -0.75124663 -0.08710702  0.6112251  -0.38380196  0.        ]","[[ -1.75181713   2.92393836  -0.08274934   0.03778461]
 [-18.89695066   2.07917056   0.           0.        ]]",[ 0.07737458  0.83377314]
16,-0.107878782719,[-0.25295252 -0.20511803],[-0.87352884  0.22229165],-0.755534,"[-1.01765136 -0.5438482  -1.34649068 -0.32199599 -0.71576671  0.3255738
 -0.72418808  0.36328663  0.56127678 -0.41393795  0.        ]","[[ -2.12292864   2.99823006  -0.08274934   0.03778461]
 [-18.21647236   5.33915696   0.           0.        ]]",[-1.99822875  0.34204685]
17,-0.104637974743,[-0.25295252 -0.20511803],[-0.83851278  0.30493033],-0.846439,"[-1.42273034 -0.55201985 -0.9376657  -0.48250768 -0.71576538  0.32557336
 -0.86728779 -0.36906431  0.52871686 -0.4312704   0.        ]","[[ -2.52336795   3.04581364  -0.08274934   0.03778461]
 [-21.81542112   0.03834828   0.           0.        ]]",[-0.74529305  0.69609864]
18,-0.105331012776,[-0.25295252 -0.20511803],[-0.94123745  0.26731497],-0.915102,"[-1.66382718 -0.55039761 -0.30057871 -0.44488452 -0.71576405  0.32557292
 -0.96744584 -0.4832848   0.50919411 -0.49035381  0.        ]","[[ -2.98495044   3.03468406  -0.08274934   0.03778461]
 [-24.33441408  -0.78839168   0.           0.        ]]",[-0.15078886 -0.1707661 ]
19,-0.102242666217,[-0.25295252 -0.20511803],[-0.99408704  0.23974542],-0.754451,"[-1.6050886  -0.54659635  0.42313425 -0.3693093  -0.71576272  0.32557248
 -0.97202739 -0.57458756  0.45591684 -0.54170165  0.        ]","[[ -3.47279543   3.01228569  -0.08274934   0.03778461]
 [-24.44969647  -1.44925263   0.           0.        ]]",[-1.90844162  1.15413668]
20,-0.0946310653481,[-0.25295252 -0.20511803],[-0.9708637   0.17508179],-0.835364,"[-1.20129028 -0.54437397  1.06901112 -0.33072539 -0.71576139  0.32557204
 -1.1102048  -0.34395029  0.38701779 -0.54257591  0.        ]","[[ -3.9966569    3.00082609  -0.08274934   0.03778461]
 [-27.92487927   0.22010721   0.           0.        ]]",[-1.28231213 -0.44768306]
21,-0.0827454821517,[-0.25295252 -0.20511803],[-0.70275593  0.2718834 ],-0.828718,"[-0.45722234 -0.54153051  1.42670214 -0.28557477 -0.71576007  0.32557159
 -1.24565133 -0.58955382  0.30847518 -0.4955415   0.        ]","[[ -4.58933339   2.98739233  -0.08274934   0.03778461]
 [-31.33140415  -1.55758763   0.           0.        ]]",[-1.7635118  -0.17306371]
22,-0.0694740662964,[-0.25295252 -0.20511803],[-0.38436446  0.49862993],-0.876453,"[ 0.42765094 -0.53217534  1.22631872 -0.15930622 -0.71575874  0.32557115
 -1.37841036 -0.68009886  0.26042201 -0.37669413  0.        ]","[[ -5.2494625    2.94966553  -0.08274934   0.03778461]
 [-34.670367    -2.21296447   0.           0.        ]]",[ 0.52521788 -0.78359988]
23,-0.0678552967467,[-0.25295252 -0.20511803],[-0.01290151  1.02493167],-0.795635,"[ 1.01545629 -0.50763482  0.47521053  0.08866631 -0.71575741  0.32557071
 -1.26842633 -1.1028454   0.30521012 -0.20559957  0.        ]","[[ -5.91511855   2.87470584  -0.08274934   0.03778461]
 [-31.90440926  -5.27283741   0.           0.        ]]",[ 0.33516307  1.37675064]
24,-0.0877644927418,[-0.25295252 -0.20511803],[-0.07017224  0.947662  ],-0.710058,"[ 1.06538663 -0.48017757 -0.43859289  0.29868053 -0.71575608  0.32557027
 -1.19052974 -0.54153128  0.4635159  -0.11742412  0.        ]","[[ -6.53355101   2.8100127   -0.08274934   0.03778461]
 [-29.94542443  -1.21003529   0.           0.        ]]",[-0.46606658 -0.26686937]
25,-0.111337167566,[-0.25295252 -0.20511803],[-0.02733862  1.07963943],-0.854916,"[ 0.62211832 -0.46315816 -1.2075748   0.4090834  -0.71575476  0.32556983
 -1.2403207  -0.68440835  0.63692232 -0.18256099  0.        ]","[[ -7.14502469   2.77543637  -0.08274934   0.03778461]
 [-31.19774858  -2.24419178   0.           0.        ]]",[ 0.20493266  1.16345476]
26,-0.126124014421,[-0.25295252 -0.20511803],[-0.40529957  0.66754961],-0.952594,"[-0.14767195 -0.4607066  -1.56256193  0.42405918 -0.71575343  0.32556939
 -1.18349339 -0.1314135   0.72155383 -0.35563384  0.        ]","[[ -7.75464036   2.77071159  -0.08274934   0.03778461]
 [-29.76864638   1.75839418   0.           0.        ]]",[-0.28452319 -0.24444876]
27,-0.128407962793,[-0.25295252 -0.20511803],[-0.72218323  0.48464507],-1.06106,"[-0.95650044 -0.47337816 -1.38482567  0.34421253 -0.7157521   0.32556894
 -1.20485492 -0.27014058  0.68368643 -0.52943207  0.        ]","[[ -8.35540462   2.79580483  -0.08274934   0.03778461]
 [-30.30597379   0.75428357   0.           0.        ]]",[-0.24643288 -1.02725088]
28,-0.125624239366,[-0.25295252 -0.20511803],[-0.85906798  0.56351542],-0.838866,"[-1.53622247 -0.46085514 -0.73295776  0.42314793 -0.71575077  0.3255685
 -1.21979163 -0.81945081  0.57552558 -0.69016887  0.        ]","[[ -8.96529477   2.770999    -0.08274934   0.03778461]
 [-30.68172155  -3.22163708   0.           0.        ]]",[-1.73343261  0.55731937]
29,-0.110758825855,[-0.25295252 -0.20511803],[-1.12306285  0.32002014],-0.703674,"[-1.65637028 -0.43796448  0.21482092  0.55401677 -0.71574944  0.32556806
 -1.35304909 -0.50600876  0.37022662 -0.76243309  0.        ]","[[ -9.61255563   2.72932963  -0.08274934   0.03778461]
 [-34.0332301   -0.95294945   0.           0.        ]]",[-2.3321067   0.58893462]
