timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.390953945797,[-0.34051609 -0.25637421],[ 0.16097078 -1.83571148],-5.89273,"[ 1.22856482  2.50984201  0.11774375  0.57620082 -1.57333338  0.27495368
 -0.02397899  0.38270948  2.7434211  -0.16851632  0.        ]","[[ 0.09187103 -0.06074415 -0.18095698  0.03180198]
 [ 0.00434829 -0.00260506  0.          0.        ]]",[ 0.43456573 -1.33613164]
1,-0.390866258919,[-0.34051609 -0.25637421],[ 0.17306951 -1.90651894],-5.9886,"[ 1.22615982  2.50502636  0.14308836  0.41497147 -1.57333149  0.27495358
  0.00663363 -0.14331214  2.74247674 -0.1750397   0.        ]","[[ 0.1092207  -0.10053028 -0.18095698  0.03180198]
 [ 1.72488523 -3.96280671  0.          0.        ]]",[ 0.34306086 -1.97724005]
2,-0.390193163445,[-0.34051609 -0.25637421],[ 0.17272305 -2.01139474],-6.15775,"[ 1.21740469  2.47683899  0.21262378 -0.05923652 -1.57332959  0.27495347
  0.03019951 -0.65889828  2.73617883 -0.2014962   0.        ]","[[ 0.15700744 -0.21873219 -0.18095698  0.03180198]
 [ 3.04937056 -7.84444467  0.          0.        ]]",[-0.36249459 -1.03790151]
3,-0.388019602,[-0.34051609 -0.25637421],[ 0.28221709 -2.03443551],-6.23133,"[ 1.20603378  2.38593476  0.27907814 -0.81177125 -1.5733277   0.27495337
  0.00363581 -1.16413344  2.71332998 -0.30449724  0.        ]","[[  0.20301587  -0.41378493  -0.18095698   0.03180198]
 [  1.55639809 -11.64815827   0.           0.        ]]",[ 0.46176212 -1.05559879]
4,-0.381376830973,[-0.34051609 -0.25637421],[ 0.51026034 -1.9040904 ],-6.34884,"[ 1.19072298  2.17483047  0.34938707 -1.74672266 -1.57332581  0.27495327
  0.03561013 -1.65952343  2.64753217 -0.46522177  0.        ]","[[  0.25217473  -0.68416858  -0.18095698   0.03180198]
 [  3.35346642 -15.37776127   0.           0.        ]]",[-0.54039517 -1.12449382]
5,-0.366417489767,[-0.34051609 -0.25637421],[ 0.7042231  -1.67222714],-6.10362,"[ 1.17389183  1.78650909  0.41291744 -2.65926011 -1.57332391  0.27495317
 -0.00360425 -2.14492634  2.50338774 -0.66836201  0.        ]","[[  0.29713301  -1.02838964  -0.18095698   0.03180198]
 [  1.14948361 -19.032193     0.           0.        ]]",[ 0.41897698 -1.97869261]
6,-0.338671146003,[-0.34051609 -0.25637421],[ 0.87673807 -1.3233341 ],-5.54591,"[ 1.15695115  1.20012853  0.46787094 -3.21069034 -1.57332202  0.27495306
  0.02547937 -2.62086011  2.24831421 -0.85547288  0.        ]","[[  0.33652399  -1.44498491  -0.18095698   0.03180198]
 [  2.78408232 -22.61536231   0.           0.        ]]",[ 0.97448773 -1.94163922]
7,-0.29667947632,[-0.34051609 -0.25637421],[ 1.10110343 -0.92285919],-4.78971,"[ 1.1085214   0.4806904   0.59556417 -2.97968822 -1.57332012  0.27495296
  0.09310298 -3.08737691  1.91087259 -0.87830982  0.        ]","[[  0.43033785  -1.93253325  -0.18095698   0.03180198]
 [  6.58476094 -26.1276732    0.           0.        ]]",[-0.18543823 -1.60602322]
8,-0.241089527709,[-0.34051609 -0.25637421],[ 1.47624683 -0.52627146],-3.6257,"[ 1.02838174 -0.18113552  0.7546643  -1.64393474 -1.57331823  0.27495286
  0.07769948 -3.54456683  1.51629604 -0.721216    0.        ]","[[  0.55334788  -2.48962257  -0.18095698   0.03180198]
 [  5.71903348 -29.56981642   0.           0.        ]]",[ 2.14743999 -1.07806641]
9,-0.179906351494,[-0.34051609 -0.25637421],[ 1.67704368 -0.41244996],-2.91281,"[ 0.90413874 -0.48842277  0.93597665  0.71439667 -1.57331633  0.27495276
  0.14611917 -3.16471713  1.13088991 -0.35603156  0.        ]","[[  0.70630538  -3.11487131  -0.18095698   0.03180198]
 [  9.56445256 -26.71014471   0.           0.        ]]",[ 2.59369563  0.15415408]
10,-0.164984497903,[-0.34051609 -0.25637421],[ 0.8150053  -0.89155293],-2.95891,"[ 0.67320178 -0.47460378  1.16477385  1.38402602 -1.57331444  0.27495265
  0.21321839  0.6587219   1.03444882 -0.25468779  0.        ]","[[  0.93543585  -3.2800128   -0.18095698   0.03180198]
 [ 13.33565682   2.07535423   0.           0.        ]]",[ 0.39293141 -0.44603643]
11,-0.17650818428,[-0.34051609 -0.25637421],[ 0.97391784 -0.98665476],-2.98241,"[ 0.33467893 -0.48712515  1.35939011  1.02391477 -1.57331254  0.27495255
  0.23620491  1.06063226  1.10728907 -0.34308544  0.        ]","[[  1.21511204  -3.19102156  -0.18095698   0.03180198]
 [ 14.62758054   5.10121902   0.           0.        ]]",[ 1.37788365 -0.01819461]
12,-0.190920713759,[-0.34051609 -0.25637421],[ 1.11849809 -1.06052709],-3.22748,"[-0.10970116 -0.48701722  1.45078044  0.61632322 -1.57331065  0.27495245
  0.30149847  1.03767074  1.21331399 -0.36747473  0.        ]","[[  1.54448328  -3.09073178  -0.18095698   0.03180198]
 [ 18.29730047   4.92835444   0.           0.        ]]",[ 0.92140979 -0.04177832]
13,-0.2020599665,[-0.34051609 -0.25637421],[ 1.04791212 -1.13702559],-3.50283,"[-0.64853768 -0.47281747  1.35054151  0.22833394 -1.57330875  0.27495235
  0.35996126  1.00278024  1.30970521 -0.30015553  0.        ]","[[  1.94339705  -2.99480055  -0.18095698   0.03180198]
 [ 21.58310862   4.66567985   0.           0.        ]]",[ 1.41298675 -1.51388137]
14,-0.202402512693,[-0.34051609 -0.25637421],[ 1.02869105 -1.07433808],-3.73276,"[-1.17364357 -0.45920383  0.96336931  0.01743425 -1.57330686  0.27495224
  0.42279986  0.46465426  1.32603358 -0.18252802  0.        ]","[[  2.41049417  -2.94213621  -0.18095698   0.03180198]
 [ 25.11485293   0.61429683   0.           0.        ]]",[ 1.0585221  -1.18488847]
