timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.132438179773,[-0.38612118 -0.22815284],[ 3.63946247 -1.219383  ],-2.00403,"[ 1.24374287  2.68817732  0.0420339   0.99589535  1.26146495  1.10100471
 -0.06695392  0.39105418  0.31320201 -1.04881557  0.        ]","[[ 0.03691766  0.0217971   0.14480575  0.12557164]
 [-0.00137812 -0.00211461  0.          0.        ]]",[ 3.5639702  -0.27548694]
1,-0.126063349185,[-0.38612118 -0.22815284],[ 3.59486294 -1.22562599],-1.97279,"[  1.24063490e+00   2.68844512e+00   1.00073520e-01   9.46805728e-01
   1.26146288e+00   1.10100317e+00   1.74110559e-03   2.45476154e-01
   3.09750023e-01  -9.84527530e-01   0.00000000e+00]","[[ 0.07658513  0.01079528  0.14480575  0.12557164]
 [ 3.95495041 -1.09442198  0.          0.        ]]",[ 3.71582136 -0.74258553]
2,-0.108747011053,[-0.38612118 -0.22815284],[ 3.52080631 -1.24198794],-2.02199,"[ 1.21862183  2.68724053  0.27135201  0.71843249  1.26146081  1.10100162
  0.06908972 -0.14371081  0.29093083 -0.81268424  0.        ]","[[ 0.19460116 -0.04039222  0.14480575  0.12557164]
 [ 7.83373535 -4.01458877  0.          0.        ]]",[ 2.8829983  -1.19413137]
3,-0.0831711809475,[-0.38612118 -0.22815284],[ 3.40528202 -1.2975775 ],-2.1484,"[ 1.1413127   2.66852367  0.54437073  0.18931483  1.26145873  1.10100008
  0.13511335 -0.66102457  0.23639975 -0.57018611  0.        ]","[[  0.38942714  -0.15962891   0.14480575   0.12557164]
 [ 11.63621121  -7.89612403   0.           0.        ]]",[ 2.12823242 -2.92101081]
4,-0.0502052856568,[-0.38612118 -0.22815284],[ 3.28517389 -1.36956549],-2.02742,"[ 0.95513516  2.59008409  0.88600733 -0.65550523  1.26145666  1.10099854
  0.1998336  -1.16806704  0.11777518 -0.28808916  0.        ]","[[  0.65954915  -0.35572349   0.14480575   0.12557164]
 [ 15.36362215 -11.7005986    0.           0.        ]]",[ 4.18792156 -0.48088812]
5,-0.0104597527413,[-0.38612118 -0.22815284],[ 3.17761469 -1.43331146],-2.2898,"[ 0.60600536  2.40810482  1.22395123 -1.64503891  1.26145459  1.10099699
  0.2632677  -1.39106081 -0.1008051   0.00769676  0.        ]","[[  1.0034756   -0.60652428   0.14480575   0.12557164]
 [ 19.01696061 -13.37379423   0.           0.        ]]",[ 4.22366587 -2.3717132 ]
6,-0.0430852655752,[-0.38612118 -0.22815284],[ 2.83179235 -1.58830285],-2.69492,"[ 0.07186232  2.07997928  1.43686047 -2.62742051  1.26145252  1.10099545
  0.32547304 -1.88346847 -0.43520161  0.23920563  0.        ]","[[  1.41975822  -0.91107202   0.14480575   0.12557164]
 [ 22.59953288 -17.06849097   0.           0.        ]]",[ 3.03690911 -2.79318857]
7,-0.0939839514626,[-0.38612118 -0.22815284],[ 2.36162996 -1.72678995],-2.95705,"[-0.5912956   1.55401525  1.37149324 -3.38749057  1.26145044  1.1009939
  0.3864677  -2.3659593  -0.8485427   0.2910042   0.        ]","[[  1.90699214  -1.28876808   0.14480575   0.12557164]
 [ 26.11238011 -20.68881861   0.           0.        ]]",[ 3.61253827 -2.0223447 ]
8,-0.140779450063,[-0.38612118 -0.22815284],[ 1.85069168 -1.72044373],-3.18113,"[-1.21123752  0.85471534  0.90698053 -3.501423    1.26144837  1.10099236
  0.44627816 -2.83870911 -1.24511957  0.08779323  0.        ]","[[  2.46379891  -1.73813775   0.14480575   0.12557164]
 [ 29.55702813 -24.23611532   0.           0.        ]]",[ 0.70850091 -1.45603663]
9,-0.173888154124,[-0.38612118 -0.22815284],[ 1.32191014 -1.51966453],-2.929,"[-1.51353388  0.11965698  0.08217091 -2.55162589  1.2614463   1.10099081
  0.48488261 -3.30198338 -1.46595474 -0.35474427  0.        ]","[[  3.07724729  -2.25773852   0.14480575   0.12557164]
 [ 31.7803714  -27.71239454   0.           0.        ]]",[ 2.29277607 -2.66150022]
10,-0.185611085005,[-0.38612118 -0.22815284],[ 1.13491249 -1.20782864],-2.4783,"[-1.27158161 -0.3873011  -0.84529229 -0.40051931  1.26144423  1.10098927
  0.54274543 -3.75618118 -1.38392766 -0.87521873  0.        ]","[[  3.7462932   -2.84618012   0.14480575   0.12557164]
 [ 35.11285275 -31.12067459   0.           0.        ]]",[ 1.08052851 -1.29421863]
11,-0.180754095881,[-0.38612118 -0.22815284],[ 0.71101016 -1.93063807],-1.91767,"[-0.45202038 -0.45470603 -1.4387256   1.03060242  1.26144215  1.10098773
  0.59945044 -0.10158228 -1.2245753  -1.06382329  0.        ]","[[  4.48132035  -3.1711712    0.14480575   0.12557164]
 [ 38.37865599  -3.69867226   0.           0.        ]]",[ 1.73305325 -2.74864247]
12,-0.188702207265,[-0.38612118 -0.22815284],[ 0.75993645 -1.99298954],-1.74465,"[ 0.60751236 -0.45527326 -1.24706213  0.95376922  1.26144008  1.10098618
  0.65501032  0.79882726 -1.30785421 -1.05580847  0.        ]","[[  5.28099964  -3.15394945   0.14480575   0.12557164]
 [ 41.57851111   3.05748373   0.           0.        ]]",[-0.07662405 -2.5633916 ]
13,-0.202094685322,[-0.38612118 -0.22815284],[ 0.98031318 -1.97851562],-1.84837,"[ 1.22189976 -0.45344284 -0.27721753  0.67642365  1.26143801  1.10098464
  0.63544943  0.75814579 -1.35949133 -1.1725644   0.        ]","[[  6.10126738  -3.09177668   0.14480575   0.12557164]
 [ 40.45198768   2.75223938   0.           0.        ]]",[ 0.43451734 -1.77338733]
14,-0.202182334271,[-0.38612118 -0.22815284],[ 1.30840826 -2.01392603],-2.01225,"[ 0.97446971 -0.44856093  0.85889142  0.48304952  1.26143594  1.10098309
  0.651414    0.60625935 -1.2903528  -1.26645207  0.        ]","[[  6.91953247  -3.04832789   0.14480575   0.12557164]
 [ 41.37145702   1.61257637   0.           0.        ]]",[ 2.24644027 -2.46432462]
15,-0.18984883875,[-0.38612118 -0.22815284],[ 1.41564775 -2.05818844],-2.1218,"[-0.03170663 -0.4446749   1.44936721  0.37843418  1.26143386  1.10098155
  0.70593813  0.49992687 -1.18661804 -1.23289805  0.        ]","[[  7.77846825  -3.0247536    0.14480575   0.12557164]
 [ 44.5116621    0.8147229    0.           0.        ]]",[ 1.98887331 -3.38179344]
16,-0.176662306392,[-0.38612118 -0.22815284],[ 1.17275417 -2.08695769],-2.2827,"[-1.16900899 -0.44246902  0.96004213  0.32761141  1.26143179  1.10098
  0.75938335  0.44219682 -1.15589202 -1.09984913  0.        ]","[[  8.69958474  -3.01327833   0.14480575   0.12557164]
 [ 47.58973434   0.38155328   0.           0.        ]]",[ 1.66891332 -1.68165886]
17,-0.177340947278,[-0.38612118 -0.22815284],[ 0.72848105 -2.05213284],-2.20993,"[-1.47109189 -0.4413896  -0.38441869  0.30435104  1.26142972  1.10097846
  0.81177083  0.41408651 -1.24047581 -0.99161116  0.        ]","[[  9.68165154  -3.00802082   0.14480575   0.12557164]
 [ 50.60689357   0.17063257   0.           0.        ]]",[ 1.41728091 -1.33734065]
18,-0.193179141177,[-0.38612118 -0.22815284],[ 0.55900717 -2.03430629],-1.99091,"[-0.50689405 -0.44089993 -1.42375117  0.29410303  1.26142765  1.10097692
  0.86312132  0.40120505 -1.36903441 -1.02603716  0.        ]","[[ 10.72346238  -3.00570334   0.14480575   0.12557164]
 [ 53.56433569   0.07398001   0.           0.        ]]",[ 0.11512206 -1.72977336]
