timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.260813576994,[-0.34902269 -0.27695781],[ 0.40622193 -1.4467696 ],-4.74976,"[ 1.23302831  2.50823165 -0.12034501  0.62918602 -0.44579793 -0.04841778
 -0.01127329  0.38280961  1.77139679 -0.12590224  0.        ]","[[-0.07041    -0.04748961 -0.05145246 -0.00603922]
 [-0.00231675  0.00184     0.          0.        ]]",[ 0.25277129 -0.88846788]
1,-0.260617661274,[-0.34902269 -0.27695781],[ 0.45408404 -1.48965526],-4.85695,"[ 1.23392978  2.50478595 -0.10570038  0.4852021  -0.44579776 -0.04841776
  0.00640473 -0.08302019  1.76917464 -0.14136881  0.        ]","[[-0.06040955 -0.08275399 -0.05145246 -0.00603922]
 [ 0.99902362 -3.51655045  0.          0.        ]]",[-0.62776399 -1.80300646]
2,-0.259183457823,[-0.34902269 -0.27695781],[ 0.56297934 -1.49967432],-4.93127,"[ 1.23348404  2.48233489 -0.11319797  0.0421938  -0.44579759 -0.04841775
 -0.03776031 -0.59791824  1.75016213 -0.25442379  0.        ]","[[ -6.55286838e-02  -1.92104580e-01  -5.14524587e-02  -6.03922318e-03]
 [ -1.50262773e+00  -7.40555161e+00   0.00000000e+00   0.00000000e+00]]",[ 1.11309428 -0.99856237]
3,-0.25523754904,[-0.34902269 -0.27695781],[ 0.60596299 -1.55183792],-5.16182,"[ 1.23431441  2.40384198 -0.0986221  -0.68835699 -0.44579742 -0.04841773
  0.03262799 -1.10219601  1.70138297 -0.40622507  0.        ]","[[ -5.55782246e-02  -3.78430586e-01  -5.14524587e-02  -6.03922318e-03]
 [  2.48439291e+00  -1.12143415e+01   0.00000000e+00   0.00000000e+00]]",[ 1.66977939 -2.64829851]
4,-0.247572954103,[-0.34902269 -0.27695781],[ 0.67422223 -1.55674076],-5.19382,"[ 1.23567879  2.21302908  0.03179053 -1.62096825 -0.44579725 -0.04841772
  0.10162459 -1.59722316  1.63133289 -0.47308368  0.        ]","[[  3.33214790e-02  -6.40231696e-01  -5.14524587e-02  -6.03922318e-03]
 [  6.39258279e+00  -1.49532699e+01   0.00000000e+00   0.00000000e+00]]",[-0.34723732 -1.52367907]
5,-0.232652517909,[-0.34902269 -0.27695781],[ 0.65885156 -1.39504027],-5.03736,"[ 1.22172945  1.85077527  0.1965889  -2.56580901 -0.44579708 -0.0484177
  0.07515361 -2.08219078  1.50302181 -0.53644342  0.        ]","[[  1.46130686e-01  -9.76048632e-01  -5.14524587e-02  -6.03922318e-03]
 [  4.89318346e+00  -1.86162341e+01   0.00000000e+00   0.00000000e+00]]",[ 0.74765977 -1.47765943]
6,-0.207175287275,[-0.34902269 -0.27695781],[ 0.76103556 -1.09742975],-4.70946,"[ 1.1854224   1.28865397  0.37816706 -3.19754087 -0.44579691 -0.04841768
  0.12567895 -2.55770519  1.29222008 -0.58111478  0.        ]","[[  2.72708663e-01  -1.38440960e+00  -5.14524587e-02  -6.03922318e-03]
 [  7.75510128e+00  -2.22078222e+01   0.00000000e+00   0.00000000e+00]]",[ 0.05596307 -1.04335366]
7,-0.168825368859,[-0.34902269 -0.27695781],[ 0.84418064 -0.81814486],-4.09999,"[ 1.11162577  0.57779305  0.59265967 -3.09391388 -0.44579674 -0.04841767
  0.12687452 -3.0236932   0.99814875 -0.54383829  0.        ]","[[  4.28491536e-01  -1.86388004e+00  -5.14524587e-02  -6.03922318e-03]
 [  7.82282410e+00  -2.57274913e+01   0.00000000e+00   0.00000000e+00]]",[ 1.03342444 -0.3734177 ]
8,-0.11962900231,[-0.34902269 -0.27695781],[ 0.83590925 -0.7332958 ],-3.35432,"[ 0.97698481 -0.08243018  0.8392916  -1.97599341 -0.44579657 -0.04841765
  0.19401496 -3.1519902   0.65463515 -0.38653198  0.        ]","[[  6.23102774e-01  -2.38815414e+00  -5.14524587e-02  -6.03922318e-03]
 [  1.16258724e+01  -2.66966006e+01   0.00000000e+00   0.00000000e+00]]",[ 0.01371394 -1.43517797]
9,-0.062819758806,[-0.34902269 -0.27695781],[ 0.36541691 -1.21815932],-2.88627,"[ 0.76300538 -0.46255296  1.08915396  0.07041635 -0.4457964  -0.04841764
  0.19090444 -3.60620232  0.27956535 -0.12105933  0.        ]","[[  8.53852691e-01  -2.95650790e+00  -5.14524587e-02  -6.03922318e-03]
 [  1.14496868e+01  -3.01273932e+01   0.00000000e+00   0.00000000e+00]]",[ 1.21075084 -0.07468468]
10,-0.0376189655805,[-0.34902269 -0.27695781],[ 0.32991791 -1.56333899],-2.7111,"[ 0.45694688 -0.48278186  1.30402815  1.16958049 -0.44579623 -0.04841762
  0.25682483  0.28796578  0.10101123  0.01661624  0.        ]","[[  1.12031195e+00  -3.22628820e+00  -5.14524587e-02  -6.03922318e-03]
 [  1.51836267e+01  -7.14569375e-01   0.00000000e+00   0.00000000e+00]]",[ 0.92388975 -0.48272511]
11,-0.0467662042558,[-0.34902269 -0.27695781],[ 0.44712919 -1.58150816],-2.72383,"[ 0.01167016 -0.48746062  1.44105396  0.94796198 -0.44579606 -0.04841761
  0.31610146  0.92670611  0.16913192 -0.03328173  0.        ]","[[  1.45767340e+00  -3.17203062e+00  -5.14524587e-02  -6.03922318e-03]
 [  1.85412437e+01   4.10986712e+00   0.00000000e+00   0.00000000e+00]]",[-0.1962003  -0.45989624]
12,-0.0586341346972,[-0.34902269 -0.27695781],[ 0.51765764 -1.54761529],-2.71054,"[-0.48069444 -0.48664968  1.40617082  0.6401176  -0.44579589 -0.04841759
  0.29590615  0.79627593  0.25864975 -0.02405688  0.        ]","[[  1.81702118e+00  -3.09677712e+00  -5.14524587e-02  -6.03922318e-03]
 [  1.73973254e+01   3.12472575e+00   0.00000000e+00   0.00000000e+00]]",[ 1.99354652 -2.81672913]
13,-0.0654130174815,[-0.34902269 -0.27695781],[ 0.4012371  -1.48199844],-2.71412,"[-0.95805067 -0.48177099  1.16832429  0.4462108  -0.44579572 -0.04841758
  0.35972326  0.60827677  0.30873797  0.03486025  0.        ]","[[  2.20123616e+00  -3.04927233e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.10121279e+01   1.70476243e+00   0.00000000e+00   0.00000000e+00]]",[ 1.34436046 -2.82032424]
14,-0.0669074404779,[-0.34902269 -0.27695781],[ 0.33633226 -1.33244681],-2.70568,"[-1.36585441 -0.47793738  0.66650471  0.34650989 -0.44579555 -0.04841756
  0.42227741  0.4927462   0.31132367  0.11201637  0.        ]","[[  2.65702941e+00  -3.02477209e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.45553935e+01   8.32156969e-01   0.00000000e+00   0.00000000e+00]]",[-0.22752942 -1.30152184]
15,-0.0638831128979,[-0.34902269 -0.27695781],[ 0.10940856 -1.10918081],-2.74206,"[-1.52475419 -0.47580885 -0.00628868  0.29936998 -0.44579538 -0.04841755
  0.39779057  0.43313315  0.274108    0.17348118  0.        ]","[[  3.13422101e+00  -3.01316441e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.31683933e+01   3.81898626e-01   0.00000000e+00   0.00000000e+00]]",[-0.22130641 -1.9391831 ]
16,-0.0581309044538,[-0.34902269 -0.27695781],[-0.11024636 -0.9358508 ],-2.7757,"[-1.39175396 -0.47478434 -0.64564294  0.27815513 -0.44579521 -0.04841753
  0.3742238   0.40488242  0.2191949   0.20062781  0.        ]","[[  3.58419552e+00  -3.00793491e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.18335088e+01   1.68521053e-01   0.00000000e+00   0.00000000e+00]]",[ 0.97792364 -0.16776047]
17,-0.0502740926916,[-0.34902269 -0.27695781],[-0.41225445 -0.91413438],-2.7827,"[-0.9873895  -0.47414518 -1.17913301  0.26533675 -0.44579504 -0.04841751
  0.43494875  0.40022784  0.15724302  0.19317606  0.        ]","[[  4.05537685e+00  -3.00477339e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.52731604e+01   1.33365978e-01   0.00000000e+00   0.00000000e+00]]",[ 0.39462293 -1.81803303]
18,-0.0413885202373,[-0.34902269 -0.27695781],[-0.61368459 -0.89324397],-2.73071,"[-0.33804787 -0.47390211 -1.47010107  0.26054219 -0.44579487 -0.0484175
  0.45369937  0.38447635  0.1022929   0.14672637  0.        ]","[[  4.57149644e+00  -3.00359053e+00  -5.14524587e-02  -6.03922318e-03]
 [  2.63352610e+01   1.43955452e-02   0.00000000e+00   0.00000000e+00]]",[-0.25645354 -1.21446415]
