timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.333016652212,[-0.21061802 -0.18404096],[ 2.7367239  -1.61419678],-2.41354,"[ 1.21662829  2.61725028 -0.0948171   0.79612728 -0.46340355  1.67989616
 -0.2096768   0.39634021  1.77673843 -1.85897845  0.        ]","[[ -5.22590851e-02  -2.51953003e-02  -5.38956662e-02   1.89992922e-01]
 [ -2.69090805e-03  -8.00485614e-05   0.00000000e+00   0.00000000e+00]]",[ 2.56782442 -2.62297547]
1,-0.330716058479,[-0.21061802 -0.18404096],[ 2.73939943 -1.54798007],-2.34114,"[ 1.21839093  2.61442745 -0.03635333  0.62535277 -0.46340198  1.67987825
 -0.1220929  -0.14426781  1.77767645 -1.82294862  0.        ]","[[-0.01260641 -0.06494016 -0.05389567  0.18999292]
 [ 3.95477694 -3.96119888  0.          0.        ]]",[ 2.76172308 -0.66299929]
2,-0.322533301643,[-0.21061802 -0.18404096],[ 2.6970458  -1.48825097],-2.44804,"[ 1.21084708  2.59543093  0.13745663  0.17790924 -0.46340041  1.67986035
 -0.03625291 -0.4920502   1.77432589 -1.70234888  0.        ]","[[ 0.1054049  -0.16973179 -0.05389567  0.18999292]
 [ 7.83344598 -6.50945805  0.          0.        ]]",[ 2.81384289 -1.58711335]
3,-0.307176094174,[-0.21061802 -0.18404096],[ 2.62901616 -1.38346672],-2.72909,"[ 1.15686933  2.52999017  0.41853342 -0.52334919 -0.46339884  1.67984245
  0.04790251 -1.01504103  1.74601882 -1.50248794  0.        ]","[[  0.30022571  -0.33836958  -0.05389567   0.18999292]
 [ 11.63599851 -10.3415137    0.           0.        ]]",[ 1.22671938 -2.40844907]
4,-0.283561309028,[-0.21061802 -0.18404096],[ 2.51201534 -1.23879731],-2.45622,"[ 1.00044352  2.3624832   0.77877344 -1.46312365 -0.46339728  1.67982455
  0.13039951 -1.52762313  1.66134086 -1.25428865  0.        ]","[[  0.57034525  -0.58288436  -0.05389567   0.18999292]
 [ 15.36361524 -14.09736559   0.           0.        ]]",[ 2.89863059 -0.03976277]
5,-0.248197210352,[-0.21061802 -0.18404096],[ 2.32252932 -1.11742973],-2.58591,"[ 0.68176664  2.07641811  1.15082307 -2.36534685 -0.46339571  1.67980665
  0.21124907 -1.51105481  1.48676314 -0.9611442   0.        ]","[[  0.91426957  -0.863616    -0.05389567   0.18999292]
 [ 19.01679441 -13.97606853   0.           0.        ]]",[ 3.27416164 -2.36985727]
6,-0.201484921585,[-0.21061802 -0.18404096],[ 2.11563706 -0.92165321],-2.41841,"[ 0.16874857  1.66114895  1.41512685 -3.07257279 -0.46339414  1.67978875
  0.29054613 -2.01358181  1.19906251 -0.69833528  0.        ]","[[  1.33055338  -1.180085    -0.05389567   0.18999292]
 [ 22.59982715 -17.65837639   0.           0.        ]]",[ 3.47243197 -2.05550137]
7,-0.151229786857,[-0.21061802 -0.18404096],[ 1.862257   -0.77710438],-2.36682,"[-0.49579965  1.07497119  1.41270999 -3.39659678 -0.46339257  1.67977085
  0.36829912 -2.50597171  0.82110338 -0.60368362  0.        ]","[[  1.81779765  -1.56945711  -0.05389567   0.18999292]
 [ 26.11309564 -21.26660344   0.           0.        ]]",[ 1.81390809 -2.2527726 ]
8,-0.119437456435,[-0.21061802 -0.18404096],[ 1.61200774 -0.70838451],-1.89141,"[-1.15081401  0.3879318   1.00598445 -2.95044594 -0.463391    1.67975295
  0.44453615 -2.988429    0.44119592 -0.76289733  0.        ]","[[  2.37462077  -2.03026569  -0.05389567   0.18999292]
 [ 29.55787244 -24.8023377    0.           0.        ]]",[ 1.50889045 -0.47277511]
9,-0.137859997319,[-0.21061802 -0.18404096],[ 1.46288717 -0.68334359],-1.62237,"[-1.52262427 -0.20060808  0.19089709 -1.52919072 -0.46338943  1.67973505
  0.51926695 -3.17637838  0.2015079  -1.16020626  0.        ]","[[  2.99965853  -2.54013681  -0.05389567   0.18999292]
 [ 32.93459998 -26.18025655   0.           0.        ]]",[ 0.59598372 -1.13373627]
10,-0.190541849232,[-0.21061802 -0.18404096],[ 1.54384649 -0.72643137],-1.41994,"[-1.34475298 -0.47020774 -0.76855913  0.71812763 -0.46338786  1.67971715
  0.5570944  -2.87934814  0.25025798 -1.65041019  0.        ]","[[  3.67550172  -3.09824928  -0.05389567   0.18999292]
 [ 34.64388823 -24.00425868   0.           0.        ]]",[ 2.21171077  0.17549868]
11,-0.197617660423,[-0.21061802 -0.18404096],[ 1.62768185 -0.99060756],-1.57415,"[-0.58070383 -0.46293004 -1.4222115   1.36103085 -0.46338629  1.67969925
  0.62956395  0.63884068  0.31820669 -1.68967977  0.        ]","[[  4.4012376   -3.24794379  -0.05389567   0.18999292]
 [ 37.91845811   1.77646766   0.           0.        ]]",[ 1.26559659  0.63681529]
12,-0.187218542935,[-0.21061802 -0.18404096],[ 1.61813533 -1.01817393],-1.16719,"[ 0.47639608 -0.47125571 -1.3267269   1.00228838 -0.46338472  1.67968136
  0.70058015  1.16271738  0.18669462 -1.6425267   0.        ]","[[  5.19180333  -3.16433716  -0.05389567   0.18999292]
 [ 41.12737493   5.61539938   0.           0.        ]]",[ 2.40547853 -1.80328527]
13,-0.198885799255,[-0.21061802 -0.18404096],[ 1.63991547 -0.98389721],-1.00177,"[ 1.17990039 -0.46878735 -0.36454738  0.64257158 -0.46338315  1.67966346
  0.77018074  0.79849746  0.1212545  -1.77223854  0.        ]","[[  6.04590547  -3.08066202  -0.05389567   0.18999292]
 [ 44.27234823   2.94648434   0.           0.        ]]",[ 1.36660672 -1.27348669]
14,-0.211635372346,[-0.21061802 -0.18404096],[ 1.70425701 -0.93358278],-1.03478,"[ 0.9128828  -0.46348895  0.90882922  0.46286796 -0.46338158  1.67964556
  0.83840317  0.58871109  0.20290705 -1.86779073  0.        ]","[[  6.96228232  -3.03873684  -0.05389567   0.18999292]
 [ 47.35507217   1.40922311   0.           0.        ]]",[ 0.11834923 -1.08550726]
15,-0.209732156329,[-0.21061802 -0.18404096],[ 1.70865202 -0.89820009],-1.13754,"[-0.22879831 -0.46009535  1.45558884  0.37935682 -0.46338001  1.67962767
  0.82802024  0.48355541  0.30877388 -1.81090578  0.        ]","[[  7.90467841  -3.0191963   -0.05389567   0.18999292]
 [ 46.88610903   0.63867449   0.           0.        ]]",[ 1.585614   -0.14382641]
16,-0.19508488228,[-0.21061802 -0.18404096],[ 1.60090041 -0.90990758],-1.37426,"[-1.33191017 -0.45820889  0.75578739  0.33831747 -0.46337844  1.67960977
  0.89509916  0.4430951   0.31928556 -1.6644293   0.        ]","[[  8.87281232  -3.00957698  -0.05389567   0.18999292]
 [ 49.91718333   0.34220054   0.           0.        ]]",[ 1.35140176 -0.67347009]
17,-0.181141223654,[-0.21061802 -0.18404096],[ 1.47585499 -0.93858021],-1.57419,"[-1.38321499 -0.45731181 -0.69404065  0.31984389 -0.46337687  1.67959188
  0.96084978  0.41368271  0.21296386 -1.57492918  0.        ]","[[  9.90096581  -3.00524308  -0.05389567   0.18999292]
 [ 52.8882683    0.12668301   0.           0.        ]]",[ 1.58823892  0.28491994]
