timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.24240044  1.47353954 -0.25934117  1.21258151  1.69578406  0.95068971
  0.64263905  0.36392899 -0.27629329 -1.47230796  0.        ]","[[ 0.07021998  0.06101908  0.19428479  0.1100398 ]
 [ 0.00446924  0.00135007  0.          0.        ]]",[ 1.87787399  1.51767405],-2.91779,-0.0898106663171,[-0.77249557 -0.69214159],[ 1.36100352  0.9395262 ]
1,"[ 1.23750266  1.46956976 -0.19696496  1.31623847  1.69578252  0.95068929
  0.74757971  1.0355503  -0.29277937 -1.3273172   0.        ]","[[ 0.10998362  0.10075822  0.19428479  0.1100398 ]
 [ 3.95873819  3.9593775   0.          0.        ]]",[-0.00368119 -0.45000683],-2.68653,-0.0771078543429,[-0.77249557 -0.69214159],[ 0.53476328 -0.27194417]
2,"[ 1.2215945   1.45979642 -0.07510621  1.47325706  1.69578099  0.95068887
  0.74513447  0.7198998  -0.34087002 -1.06893968  0.        ]","[[ 0.18823407  0.16128176  0.19428479  0.1100398 ]
 [ 3.86660979  2.09917533  0.          0.        ]]",[ 0.61762445 -0.08075875],-2.51146,-0.0541517459606,[-0.77249557 -0.69214159],[ 0.36096409 -0.18686181]
3,"[ 1.18888489  1.45128827  0.07952918  1.57198592  1.69577945  0.95068844
  0.80794959  0.65842897 -0.41797453 -0.79428188  0.        ]","[[ 0.28931447  0.19963059  0.19428479  0.1100398 ]
 [ 6.23355138  1.73691443  0.          0.        ]]",[-0.58402572 -0.64124384],-2.22068,-0.0298751806949,[-0.77249557 -0.69214159],[-0.28586718 -0.57369936]
4,"[ 1.14320798  1.44905074  0.22838682  1.59486361  1.69577792  0.95068802
  0.74338973  0.22190498 -0.50331392 -0.56671175  0.        ]","[[ 0.38957796  0.20855775  0.19428479  0.1100398 ]
 [ 3.80088852 -0.83562463  0.          0.        ]]",[-0.06876132 -0.05934233],-2.14024,-0.0148539201483,[-0.77249557 -0.69214159],[-0.21397139 -0.14428169]
5,"[ 1.10220307  1.4536711   0.33241468  1.54636836  1.69577638  0.9506876
  0.7341775   0.1848615  -0.56092219 -0.4353856   0.        ]","[[ 0.46211302  0.18965492  0.19428479  0.1100398 ]
 [ 3.45377347 -1.05393031  0.          0.        ]]",[ 0.15186781  0.13657785],-2.12758,-0.017368860063,[-0.77249557 -0.69214159],[-0.39680606 -0.20597368]
6,"[ 1.05344117  1.45712426  0.43529662  1.50661114  1.69577484  0.95068718
  0.7483022   0.28013037 -0.62926372 -0.30194883  0.        ]","[[ 0.53652862  0.17420945  0.19428479  0.1100398 ]
 [ 3.98601468 -0.49248809  0.          0.        ]]",[-0.9211997   0.28684947],-2.06323,-0.0280759552906,[-0.77249557 -0.69214159],[-0.76293796 -0.50190198]
7,"[ 1.02275552  1.45676623  0.49190791  1.51088381  1.69577331  0.95068675
  0.64948636  0.47475747 -0.67826709 -0.21894941  0.        ]","[[ 0.57889032  0.17586778  0.19428479  0.1100398 ]
 [ 0.26255516  0.65449558  0.          0.        ]]",[-0.59818879 -1.51213608],-2.07323,-0.0364507251894,[-0.77249557 -0.69214159],[-0.5419966  -0.62335789]
8,"[ 1.03643238  1.4621158   0.46733136  1.44177484  1.69577177  0.95068633
  0.58658854 -0.19917386 -0.63958279 -0.27966777  0.        ]","[[ 0.56036214  0.14910901  0.19428479  0.1100398 ]
 [-2.10748292 -3.31713847  0.          0.        ]]",[ 0.50997412  0.42004842],-2.17139,-0.0300096717344,[-0.77249557 -0.69214159],[ 0.09920625  0.47343576]
9,"[ 1.05180158  1.46964221  0.4384575   1.31452822  1.69577024  0.95068591
  0.64121623  0.09406001 -0.58624807 -0.37073428  0.        ]","[[ 0.5388653   0.10010476  0.19428479  0.1100398 ]
 [-0.04905622 -1.58904346  0.          0.        ]]",[-0.71403447  0.04862761],-2.05673,-0.0212962192784,[-0.77249557 -0.69214159],[-0.03819855  0.16689909]
10,"[ 1.07188272  1.47275155  0.39848642  1.23754621  1.6957687   0.95068548
  0.56627743  0.13225586 -0.54004761 -0.46115123  0.        ]","[[ 0.50955262  0.0705824   0.19428479  0.1100398 ]
 [-2.87280835 -1.36394639  0.          0.        ]]",[ 0.64440064  0.78697593],-2.14576,-0.0150179619528,[-0.77249557 -0.69214159],[ 0.48045081  0.43393463]
11,"[ 1.09220519  1.47236915  0.35504718  1.24863043  1.69576716  0.95068506
  0.63540462  0.66542581 -0.51246099 -0.52200361  0.        ]","[[ 0.47823094  0.07482909  0.19428479  0.1100398 ]
 [-0.26802862  1.77814703  0.          0.        ]]",[ 0.10344562  0.42249918],-2.09687,-0.0134371805286,[-0.77249557 -0.69214159],[ 0.11305663 -0.30820587]
12,"[ 1.09296463  1.46590002  0.35335734  1.38399835  1.69576563  0.95068464
  0.64638852  0.94329668 -0.53927147 -0.469268    0.        ]","[[ 0.47702302  0.12682219  0.19428479  0.1100398 ]
 [ 0.14586225  3.41570571  0.          0.        ]]",[-0.97502226 -0.74746457],-2.02289,-0.0149932319357,[-0.77249557 -0.69214159],[-0.14375262 -0.80803978]
13,"[ 1.11467831  1.45908329  0.30280972  1.4822735   1.69576409  0.95068421
  0.54398066  0.42986121 -0.52632553 -0.50397404  0.        ]","[[ 0.44122378  0.16477762  0.19428479  0.1100398 ]
 [-3.71294651  0.38991455  0.          0.        ]]",[-0.45441975  0.17810349],-2.07212,-0.0142415529151,[-0.77249557 -0.69214159],[ 0.53204811  0.02748343]
14,"[ 1.16293866  1.45594735  0.16976223  1.52044131  1.69576256  0.95068379
  0.49821526  0.54832663 -0.45423071 -0.68353023  0.        ]","[[ 0.3496627   0.17958067  0.19428479  0.1100398 ]
 [-5.43741974  1.08805901  0.          0.        ]]",[ 0.89463258 -0.72757203],-2.29213,-0.0209479268452,[-0.77249557 -0.69214159],[ 1.00095785  0.17113304]
15,"[ 1.19339505  1.45754127  0.06168023  1.50143875  1.69576102  0.95068337
  0.59502153  0.05558465 -0.39758254 -0.85173382  0.        ]","[[ 0.27751325  0.1722066   0.19428479  0.1100398 ]
 [-1.78967159 -1.81578024  0.          0.        ]]",[ 1.01463114  0.65967408],-2.3517,-0.0348396457892,[-0.77249557 -0.69214159],[ 0.98187166  0.74191797]
16,"[ 1.19179171  1.45955001  0.0681029   1.47624322  1.69575948  0.95068295
  0.70091819  0.5046509  -0.39627209 -0.85337672  0.        ]","[[ 0.28175549  0.16244363  0.19428479  0.1100398 ]
 [ 2.20061167  0.83066845  0.          0.        ]]",[ 0.66631826 -0.08955096],-2.35229,-0.034986355341,[-0.77249557 -0.69214159],[ 0.35846889 -0.03331172]
17,"[ 1.16194136  1.45687288  0.17289303  1.50947297  1.69575795  0.95068252
  0.76971973  0.44152109 -0.45380773 -0.68361633  0.        ]","[[ 0.35177914  0.17532422  0.19428479  0.1100398 ]
 [ 4.79312121  0.45863118  0.          0.        ]]",[ 0.17407983 -0.67355834],-2.22862,-0.0209431163553,[-0.77249557 -0.69214159],[-0.19985491 -0.3036679 ]
18,"[ 1.10734024  1.46049326  0.32039961  1.46384067  1.69575641  0.9506821
  0.78550625 -0.01261777 -0.53404898 -0.48566465  0.        ]","[[ 0.45361004  0.15764423  0.19428479  0.1100398 ]
 [ 5.38798142 -2.21770977  0.          0.        ]]",[ 0.27113999 -0.19292995],-2.16578,-0.0146455232853,[-0.77249557 -0.69214159],[-0.46392179  0.03701001]
19,"[ 1.02857363  1.46887375  0.48156299  1.33002662  1.69575488  0.95068168
  0.81115012 -0.13486152 -0.62436272 -0.30084666  0.        ]","[[ 0.57106479  0.10606192  0.19428479  0.1100398 ]
 [ 6.3542752  -2.93811925  0.          0.        ]]",[-0.89348931  0.16616235],-2.05764,-0.0276341219569,[-0.77249557 -0.69214159],[-0.90053499 -0.01100206]
20,"[ 0.95711355  1.47398331  0.59767261  1.19552535  1.69575334  0.95068125
  0.71400475 -0.01310934 -0.69551268 -0.1780381   0.        ]","[[ 0.6614233   0.05449859  0.19428479  0.1100398 ]
 [ 2.69376798 -2.22060704  0.          0.        ]]",[-0.47902166 -1.10706026],-2.08229,-0.0400573414997,[-0.77249557 -0.69214159],[-0.72882032 -0.01419449]
21,"[ 0.92760749  1.47529072  0.6397823   0.97657184  1.6957518   0.95068083
  0.66234118 -0.67740999 -0.68385584 -0.195431    0.        ]","[[ 0.69576673 -0.0291927   0.19428479  0.1100398 ]
 [ 0.74705117 -6.13547657  0.          0.        ]]",[-0.38515008  0.72603472],-2.11137,-0.0381180789673,[-0.77249557 -0.69214159],[-0.27497882  1.04673874]
22,"[ 0.92805069  1.46665391  0.63917044  0.73489154  1.69575027  0.95068041
  0.62148327 -0.16888229 -0.63035517 -0.29206303  0.        ]","[[ 0.69526094 -0.12183369  0.19428479  0.1100398 ]
 [-0.79250013 -3.13861291  0.          0.        ]]",[ 0.06301136  0.70082442],-2.09592,-0.0285853444082,[-0.77249557 -0.69214159],[ 0.02257946  0.80881405]
23,"[ 0.93953478  1.46077813  0.62311323  0.64597266  1.69574873  0.95067998
  0.62848518  0.31252072 -0.59844841 -0.35523128  0.        ]","[[ 0.68205812 -0.15614128  0.19428479  0.1100398 ]
 [-0.528655   -0.30160083  0.          0.        ]]",[ 0.26747424  0.13535472],-2.09771,-0.0230372054717,[-0.77249557 -0.69214159],[-0.00216107  0.329454  ]
24,"[ 0.93940842  1.46066172  0.62329149  0.64442417  1.6957472   0.95067956
  0.65683757  0.40440739 -0.59830818 -0.35559377  0.        ]","[[ 0.68220408 -0.15674018  0.19428479  0.1100398 ]
 [ 0.53969415  0.23990763  0.          0.        ]]",[-0.02040281  0.64483643],-2.06805,-0.0230113660759,[-0.77249557 -0.69214159],[-0.15563302  0.15560985]
25,"[ 0.93084096  1.4659564   0.63530649  0.72310635  1.69574566  0.95067914
  0.65438596  0.83686593 -0.62442913 -0.30315827  0.        ]","[[ 0.69207116 -0.12637137  0.19428479  0.1100398 ]
 [ 0.44732361  2.78847988  0.          0.        ]]",[ 0.08237845 -0.74844389],-2.0807,-0.0275475918294,[-0.77249557 -0.69214159],[-0.37629831 -0.48526931]
26,"[ 0.92016021  1.46952638  0.64995371  0.78936082  1.69574412  0.95067872
  0.66283026  0.3246057  -0.65182137 -0.25260671  0.        ]","[[ 0.70421022 -0.10089097  0.19428479  0.1100398 ]
 [ 0.76551977 -0.23037804  0.          0.        ]]",[-0.72911922  0.26618637],-2.02548,-0.0323853962289,[-0.77249557 -0.69214159],[-0.38118529  0.02815309]
27,"[ 0.93227623  1.470253    0.63330879  0.80505219  1.69574259  0.95067829
  0.58587138  0.50441775 -0.63961035 -0.27291617  0.        ]","[[ 0.69042541 -0.09486646  0.19428479  0.1100398 ]
 [-2.13434376  0.82929324  0.          0.        ]]",[ 0.71843486  0.22916285],-2.12726,-0.0303048751596,[-0.77249557 -0.69214159],[-0.03340203 -0.01296413]
28,"[ 0.94416332  1.47283841  0.61651394  0.87159977  1.69574105  0.95067787
  0.66240666  0.65541438 -0.63836444 -0.27295534  0.        ]","[[ 0.67667372 -0.06935241  0.19428479  0.1100398 ]
 [ 0.74957308  1.7191494   0.          0.        ]]",[-0.52888534 -0.56891386],-2.03497,-0.0301830714199,[-0.77249557 -0.69214159],[-0.43257609 -0.41007391]
29,"[ 0.94940563  1.47373708  0.6089545   0.90149999  1.69573952  0.95067745
  0.60651193  0.26752999 -0.6379611  -0.27291625  0.        ]","[[ 0.67053359 -0.05790442  0.19428479  0.1100398 ]
 [-1.35657598 -0.56673417  0.          0.        ]]",[ 0.42990074  0.59856691],-2.11593,-0.030145969078,[-0.77249557 -0.69214159],[-0.06872442  0.17597246]
30,"[ 0.95769629  1.47453658  0.5968023   0.93430356  1.69573798  0.95067702
  0.65233208  0.67149125 -0.63407129 -0.27902214  0.        ]","[[ 0.66072499 -0.04535349  0.19428479  0.1100398 ]
 [ 0.36997041  1.813895    0.          0.        ]]",[ 0.18272853 -1.29693157],-2.09338,-0.0295027620681,[-0.77249557 -0.69214159],[-0.38378069 -0.43798047]
31,"[ 0.94532212  1.47431282  0.6148489   0.9243349   1.69573645  0.9506766
  0.6713623  -0.00653962 -0.64833629 -0.25464446  0.        ]","[[ 0.67531915 -0.04916653  0.19428479  0.1100398 ]
 [ 1.08705212 -2.1818816   0.          0.        ]]",[-0.850004   -0.13970014],-2.03273,-0.031961145182,[-0.77249557 -0.69214159],[-0.33291435  0.33925045]
32,"[ 0.95568955  1.46988579  0.59976447  0.79712823  1.69573491  0.95067618
  0.58155967 -0.09285039 -0.60795907 -0.32967545  0.        ]","[[ 0.66310931 -0.09790755  0.19428479  0.1100398 ]
 [-2.29677165 -2.69052886  0.          0.        ]]",[ 0.86272564  0.55899767],-2.15947,-0.0248793588482,[-0.77249557 -0.69214159],[ 0.26244527  0.80731583]
