timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.2547811 -0.2963092],"[[-0.02707607  0.0006273   0.02920592  0.01729055]
 [ 0.0048307   0.00401721  0.          0.        ]]",[ 0.61385737 -1.80908899],"[ 1.19683837  2.03409482 -0.13632496  0.82260255  0.25611133  0.15111867
  0.60752957  0.38717511  1.09548726 -0.24944253  0.        ]",-1.56505,-0.182164940833,[ 1.05756009 -1.0380125 ]
1,[-0.2547811 -0.2963092],"[[ -2.60066242e-03  -3.90304755e-02   2.92059164e-02   1.72905524e-02]
 [  2.43461479e+00  -3.95659176e+00   0.00000000e+00   0.00000000e+00]]",[ 1.14508855  0.3128311 ],"[ 1.19733512  2.03305987 -0.09983573  0.70530666  0.25611111  0.15111855
  0.6882166  -0.20492059  1.09533493 -0.24252283  0.        ]",-1.36165,-0.182048423353,[ 1.00469506 -0.8170408 ]
2,[-0.2547811 -0.2963092],"[[ 0.08529392 -0.10496347  0.02920592  0.01729055]
 [ 6.34183964 -2.64108284  0.          0.        ]]",[ 0.79606978 -1.01035566],"[ 1.19234146  2.02665788  0.03106549  0.51078915  0.25611089  0.15111843
  0.81796599 -0.00825689  1.09321142 -0.14297642  0.        ]",-1.47132,-0.180740702352,[ 0.79285109 -1.04214716]
3,[-0.2547811 -0.2963092],"[[ 0.2424841  -0.19699978  0.02920592  0.01729055]
 [ 9.36711038 -6.54950781  0.          0.        ]]",[ 1.10613537 -1.46738649],"[ 1.15712968  2.00799168  0.26206558  0.24169911  0.25611068  0.1511183
  0.91842736 -0.59255173  1.07373045  0.05861342  0.        ]",-1.51996,-0.178141113102,[ 0.55258471 -0.92940879]
4,[-0.2547811 -0.2963092],"[[  0.46767423  -0.36643001   0.02920592   0.01729055]
 [ 13.13937493 -10.38070386   0.           0.        ]]",[-0.83129316 -1.34898899],"[ 1.04976091  1.94455211  0.57622518 -0.23921257  0.25611046  0.15111818
  1.04369441 -1.16529986  1.0130994   0.30045523  0.        ]",-1.36685,-0.173901636646,[ 0.21081373 -0.80782026]
5,[-0.2547811 -0.2963092],"[[  0.69487465  -0.61169419   0.02920592   0.01729055]
 [  9.59241514 -14.13323384   0.           0.        ]]",[-1.55437157 -1.2824202 ],"[ 0.87868064  1.78957761  0.85874565 -0.87814452  0.25611024  0.15111806
  0.92590613 -1.72628423  0.92307102  0.45146537  0.        ]",-1.25838,-0.166861639909,[ 0.00468678 -0.39942691]
6,[-0.2547811 -0.2963092],"[[  8.45137057e-01  -9.31263428e-01   2.92059164e-02   1.72905524e-02]
 [  5.44742656e+00  -1.78114902e+01   0.00000000e+00   0.00000000e+00]]",[ 0.86672553  0.22819176],"[ 0.73505904  1.49044608  1.01943938 -1.55301493  0.25611002  0.15111793
  0.78825895 -2.27615834  0.84617771  0.38186256  0.        ]",-1.17384,-0.154417093015,[-0.27501598  0.02837121]
7,[-0.2547811 -0.2963092],"[[  0.98740629  -1.27489728   0.02920592   0.01729055]
 [  8.76860943 -16.55600282   0.           0.        ]]",[-0.7675275  -0.31928012],"[ 0.58007621  1.07891569  1.14847014 -2.00909459  0.2561098   0.15111781
  0.89854703 -2.08845942  0.73328918  0.26548778  0.        ]",-1.00256,-0.135942279626,[-0.47271442  0.04786402]
8,[-0.2547811 -0.2963092],"[[  1.13056423e+00  -1.61540362e+00   2.92059164e-02   1.72905524e-02]
 [  5.55769521e+00  -1.74915863e+01   0.00000000e+00   0.00000000e+00]]",[-1.16765862 -0.64810568],"[ 0.40869185  0.62562749  1.25292007 -2.13471398  0.25610958  0.15111768
  0.79191839 -2.22831413  0.58185862  0.14924411  0.        ]",-0.886497,-0.112877936746,[-0.57211703  0.31401712]
9,[-0.2547811 -0.2963092],"[[  1.20089942e+00  -1.98750231e+00   2.92059164e-02   1.72905524e-02]
 [  1.48910074e+00  -1.97109624e+01   0.00000000e+00   0.00000000e+00]]",[-0.1978913   0.70948976],"[ 0.31987075  0.14002692  1.29423717 -1.88449048  0.25610937  0.15111756
  0.65680826 -2.5600839   0.39034278 -0.06280686  0.        ]",-0.817869,-0.0846563904214,[-0.84141701  0.42216986]
10,[-0.2547811 -0.2963092],"[[  1.22251298  -2.34961915   0.02920592   0.01729055]
 [  0.67507558 -16.51139496   0.           0.        ]]",[-0.48830615 -0.06113457],"[ 0.29206219 -0.26135019  1.30555941 -1.28486022  0.25610915  0.15111744
  0.6297755  -2.08175837  0.15188726 -0.24710757  0.        ]",-0.7787,-0.0568461885093,[-0.94142586  0.2518636 ]
11,[-0.2547811 -0.2963092],"[[  1.216477    -2.67899591   0.02920592   0.01729055]
 [ -1.27218346 -16.42657684   0.           0.        ]]",[-1.1937091   1.24117926],"[ 0.29985052 -0.52083627  1.30245954 -0.49950026  0.25610893  0.15111731
  0.56511051 -2.06906985 -0.10324134 -0.33796894  0.        ]",-0.732873,-0.0371695543391,[-1.18261623  0.20294523]
12,[-0.2547811 -0.2963092],"[[  1.15155886  -2.96453778   0.02920592   0.01729055]
 [ -5.20646475 -12.14189862   0.           0.        ]]",[-1.63811581  1.54740536],"[ 0.38246195 -0.6414681   1.26595109  0.29968894  0.25610871  0.15111719
  0.43446078 -1.42853539 -0.33997435 -0.33691922  0.        ]",-0.704489,-0.0359632073718,[-1.21164787 -0.00670952]
13,[-0.2547811 -0.2963092],"[[ 1.0087438  -3.07381837  0.02920592  0.01729055]
 [-9.06224072 -0.55224863  0.          0.        ]]",[ 0.01013137 -0.1945846 ],"[ 0.55543059 -0.65945033  1.16569575  0.62040558  0.25610849  0.15111707
  0.30641811  0.30403876 -0.44078203 -0.30565875  0.        ]",-0.712241,-0.0409040792982,[-1.10615826 -0.67031574]
14,[-0.2547811 -0.2963092],"[[ 0.82970265 -3.05849726  0.02920592  0.01729055]
 [-8.84263819  1.3374895   0.          0.        ]]",[-0.81667273 -1.58278356],"[ 0.75081521 -0.65789278  1.00401594  0.57520824  0.25610828  0.15111694
  0.31371039  0.58654142 -0.44410654 -0.31672192  0.        ]",-0.669708,-0.0421131776139,[-1.06794751 -0.81031835]
