timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.24696843  1.82917857 -0.09079869  0.67739025 -1.03628709  0.51516481
  0.68605972  0.385824    2.29576138 -0.73165388  0.        ]","[[ 0.07363185 -0.083394   -0.11996517  0.05990245]
 [ 0.00058935  0.00035704  0.          0.        ]]",[ 0.50241668  0.39708577],-3.16946,-0.334020796646,[-0.4265053  -0.42856112],[ 1.88267231 -0.69424748]
1,"[ 1.244681    1.83071959 -0.06094241  0.72110711 -1.03628608  0.51516451
  0.74293426  0.63196708  2.29420907 -0.67298689  0.        ]","[[ 0.09357859 -0.06761931 -0.11996517  0.05990245]
 [ 1.98747055  1.57187689  0.          0.        ]]",[ 2.14850295 -1.29762736],-3.40676,-0.332926324538,[-0.4265053  -0.42856112],[ 1.83242011 -0.92840874]
2,"[ 1.23028336  1.82991189  0.05673169  0.69721714 -1.03628508  0.5151642
  0.85509087  0.00667476  2.28233365 -0.51856206  0.        ]","[[ 0.17263966 -0.0762371  -0.11996517  0.05990245]
 [ 5.90558763 -2.42034327  0.          0.        ]]",[ 2.22866211 -0.43823821],-3.27489,-0.329539021653,[-0.4265053  -0.42856112],[ 1.55410743 -0.68261576]
3,"[ 1.17695383  1.82068846  0.28440844  0.51669417 -1.03628407  0.5151639
  0.96500407 -0.25783481  2.24096098 -0.26964538  0.        ]","[[ 0.32927673 -0.14158817 -0.11996517  0.05990245]
 [ 9.7453385  -4.10912216  0.          0.        ]]",[ 1.24193669 -0.63860616],-3.16048,-0.322738603763,[-0.4265053  -0.42856112],[ 1.29147828 -0.68684024]
4,"[ 1.03963419  1.79385096  0.59906045  0.22576077 -1.03628307  0.51516359
  1.07275361 -0.64135237  2.13619257  0.07117452  0.        ]","[[  0.56195038  -0.24833846  -0.11996517   0.05990245]
 [ 13.50951114  -6.5577159    0.           0.        ]]",[ 0.8541641  -1.16830874],-3.08158,-0.310426744861,[-0.4265053  -0.42856112],[ 0.93937707 -0.63429004]
5,"[ 0.77017485  1.72194355  0.94033829 -0.21913244 -1.03628206  0.51516329
  1.1618782  -1.24133077  1.94127342  0.43008955  0.        ]","[[  0.86337915  -0.4179271   -0.11996517   0.05990245]
 [ 16.62304492 -10.38832254   0.           0.        ]]",[ 1.50855535 -0.7389341 ],-2.91838,-0.291225486209,[-0.4265053  -0.42856112],[ 0.46876341 -0.26141524]
6,"[ 0.33409388  1.56660079  1.21550937 -0.77971809 -1.03628106  0.51516299
  1.265756   -1.66747255  1.63736694  0.73896649  0.        ]","[[  1.23224917  -0.65299289  -0.11996517   0.05990245]
 [ 20.25197856 -13.10906921   0.           0.        ]]",[-0.23395054  0.58418989],-2.46673,-0.2628603229,[-0.4265053  -0.42856112],[-0.17941132  0.06620356]
7,"[-0.19465483  1.35325063  1.29864398 -1.24968092 -1.03628005  0.51516268
  1.2277951  -1.26426839  1.25572212  0.92799299  0.        ]","[[  1.62398371  -0.88934586  -0.11996517   0.05990245]
 [ 18.92589783 -10.53479562   0.           0.        ]]",[-0.89457675 -0.52328547],-2.10384,-0.226826332542,[-0.4265053  -0.42856112],[-0.48897862 -0.18847483]
8,"[-0.64656741  1.10260144  1.18657095 -1.59120102 -1.03627905  0.51516238
  1.11579754 -1.55579004  0.93212068  0.93838825  0.        ]","[[  1.96324729  -1.1187155   -0.11996517   0.05990245]
 [ 15.01340002 -12.39605111   0.           0.        ]]",[-0.68547657  0.8960822 ],-1.59324,-0.192658403934,[-0.4265053  -0.42856112],[-0.67785573  0.40703687]
9,"[-0.96585498  0.84691418  0.98299255 -1.78926165 -1.03627805  0.51516207
  1.02964294 -0.96138615  0.71115674  0.84606143  0.        ]","[[  2.23331865  -1.32855925  -0.11996517   0.05990245]
 [ 12.003697    -8.60104247   0.           0.        ]]",[-0.84269116 -1.29530185],-1.53158,-0.164613980466,[-0.4265053  -0.42856112],[-0.62683374  0.19916615]
