timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.74046075 -0.61665857],"[[-0.06888253  0.06261229  0.01963136 -0.04925141]
 [ 0.0013178   0.00099135  0.          0.        ]]",[-0.07035425 -0.29596398],"[ 1.25058451  1.53130482 -0.44836173  1.200044    0.17194728 -0.42521113
  0.66235621  0.36863623  1.28077523  0.05436446  0.        ]",-2.6228,-0.194644014458,[ 0.16536526 -2.01522422]
1,[-0.74046075 -0.61665857],"[[-0.07164427  0.05087499  0.01963136 -0.04925141]
 [-0.27656751 -1.17081584  0.          0.        ]]",[ 0.56948377 -0.84514959],"[ 1.25031767  1.5321308  -0.45264746  1.16913991  0.17194724 -0.425211
  0.65496123  0.17265359  1.28041849  0.03326233  0.        ]",-2.67956,-0.194212236655,[ 0.27289674 -1.8085655 ]
2,[-0.74046075 -0.61665857],"[[-0.05450467 -0.00589354  0.01963136 -0.04925141]
 [ 1.98299964 -4.49495588  0.          0.        ]]",[ 0.86445895 -1.69626927],"[ 1.25179901  1.53371594 -0.42603632  1.01948849  0.17194719 -0.42521087
  0.71508976 -0.38330273  1.27981888  0.00339432  0.        ]",-2.75481,-0.193619592722,[ 0.26595557 -1.4167136 ]
3,[-0.74046075 -0.61665857],"[[ 0.01908772 -0.13464079  0.01963136 -0.04925141]
 [ 5.36497619 -8.36685686  0.          0.        ]]",[-0.15902105 -1.10995146],"[ 1.25358562  1.52248799 -0.31159109  0.68103028  0.17194714 -0.42521074
  0.8050864  -1.03087078  1.27631719  0.01821407  0.        ]",-2.60523,-0.193481259668,[ 0.0323644  -1.00640714]
4,[-0.74046075 -0.61665857],"[[  0.11902551  -0.34004072   0.01963136  -0.04925141]
 [  4.6312216  -12.16049333   0.           0.        ]]",[-0.4292253  -1.33401622],"[ 1.24412792  1.4625711  -0.15655122  0.15546357  0.1719471  -0.42521061
  0.7855603  -1.66534815  1.25343983  0.0017074   0.        ]",-2.56608,-0.190614108306,[-0.21975195 -0.56505555]
5,[-0.74046075 -0.61665857],"[[  0.19370636  -0.62055596   0.01963136  -0.04925141]
 [  2.84272035 -15.87865139   0.           0.        ]]",[-1.09757332 -0.39022615],"[ 1.22817503  1.30201241 -0.04181302 -0.49845718  0.17194705 -0.42521048
  0.7379666  -2.28719953  1.18078268 -0.15689251  0.        ]",-2.33733,-0.180099478964,[-1.19415522 -0.38473111]
6,[-0.74046075 -0.61665857],"[[  0.2102994   -0.9504642    0.01963136  -0.04925141]
 [ -1.17026169 -17.10811562   0.           0.        ]]",[-1.00879457  0.22253455],"[ 1.22360694  1.0133616  -0.0165241  -1.11080451  0.17194701 -0.42521035
  0.63117781 -2.49282026  1.01346512 -0.46187651  0.        ]",-2.20843,-0.1594376361,[-1.7584331  -0.19774857]
7,[-0.74046075 -0.61665857],"[[  0.14740998  -1.28037613   0.01963136  -0.04925141]
 [ -5.10573612 -15.88717496   0.           0.        ]]",[-2.40485609  0.06863129],"[ 1.23895324  0.64678387 -0.11278572 -1.49171302  0.17194696 -0.42521022
  0.5264516  -2.28861699  0.72250522 -0.81888999  0.        ]",-2.16253,-0.130880436756,[-1.82205427 -0.15241611]
8,[-0.74046075 -0.61665857],"[[  6.58401524e-03  -1.59222725e+00   1.96313592e-02  -4.92514149e-02]
 [ -8.96416978e+00  -1.52999002e+01   0.00000000e+00   0.00000000e+00]]",[-2.16953639 -0.94398885],"[ 1.25380172  0.26425615 -0.33104167 -1.6015415   0.17194691 -0.42521009
  0.42377552 -2.19039341  0.31222168 -1.09424279  0.        ]",-2.32298,-0.0990371691883,[-2.23153734 -0.60957825]
9,[-0.74046075 -0.61665857],"[[ -0.21065069  -1.93267874   0.01963136  -0.04925141]
 [-12.74703045 -18.7337995    0.           0.        ]]",[-3.15622999 -0.81286137],"[ 1.22350381 -0.14912135 -0.66657927 -1.43134121  0.17194687 -0.42520996
  0.32311052 -2.76469794 -0.21092083 -1.13985027  0.        ]",-2.13094,-0.0667512156732,[-2.87898016 -1.15508151]
10,[-0.74046075 -0.61665857],"[[ -5.02809564e-01  -2.33591665e+00   1.96313592e-02  -4.92514149e-02]
 [ -1.64566810e+01  -2.15805177e+01   0.00000000e+00   0.00000000e+00]]",[-3.0441175  -0.54157669],"[ 1.0840268  -0.56993394 -1.09096804 -0.86716119  0.17194682 -0.42520982
  0.22439371 -3.24079366 -0.69406453 -0.77446406  0.        ]",-1.81492,-0.0487533347518,[-3.14976406 -1.27608562]
