timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.26247627 -0.30632541],"[[ 0.07228159 -0.02266652 -0.10368405 -0.12224855]
 [-0.00429818 -0.00139529  0.          0.        ]]",[-1.56370665 -2.77110759],"[ 1.19960652  2.02233634  0.00248462  0.7604571  -0.90613707 -1.05952136
  0.62212047  0.38751027  2.07768357  1.15510612  0.        ]",-2.84758,-0.34110714033,[-1.77032042 -2.55610657]
1,[-0.26247627 -0.30632541],"[[ 0.0325214  -0.06240655 -0.10368405 -0.12224855]
 [-3.95856246 -3.9594209   0.          0.        ]]",[-2.02287808 -3.05035732],"[ 1.20246345  2.02005415 -0.05675075  0.64387556 -0.90613583 -1.05951967
  0.49317435 -0.20724263  2.07984637  1.04090973  0.        ]",-2.77244,-0.336557733485,[-1.70627153 -2.25148606]
2,[-0.26247627 -0.30632541],"[[-0.08554014 -0.18052108 -0.10368405 -0.12224855]
 [-7.83471709 -7.83910259  0.          0.        ]]",[-1.96127936 -2.85553548],"[ 1.19816712  2.00079463 -0.23273004  0.29979474 -0.90613459 -1.05951797
  0.36677541 -0.79022279  2.0493723   0.70453203  0.        ]",-2.59077,-0.320854483718,[-1.57472229 -1.88865554]
3,[-0.26247627 -0.30632541],"[[ -0.28035873  -0.37545833  -0.10368405  -0.12224855]
 [-11.63460031 -11.6419327    0.           0.        ]]",[-1.72536372 -1.12913268],"[ 1.14957816  1.92889709 -0.51808963 -0.2497797  -0.90613334 -1.05951628
  0.24286367 -1.36165304  1.88361344  0.18975249  0.        ]",-2.14797,-0.28827778042,[-1.42967284 -1.48657537]
4,[-0.26247627 -0.30632541],"[[ -0.55043013  -0.64569532  -0.10368405  -0.12224855]
 [-15.36039316 -15.3692991    0.           0.        ]]",[-1.6787247 -2.3832716],"[ 1.00039115  1.75168031 -0.88563955 -0.94000368 -0.9061321  -1.05951458
  0.12136798 -1.92173949  1.457637   -0.34878804  0.        ]",-1.8222,-0.231456515008,[-1.49430859 -1.07982123]
5,[-0.26247627 -0.30632541],"[[ -0.89429723  -0.98973585  -0.10368405  -0.12224855]
 [-19.01460279 -19.02249828   0.           0.        ]]",[-2.79128561 -1.400567  ],"[  6.89773029e-01   1.41548679e+00  -1.26864787e+00  -1.62749995e+00
  -9.06130857e-01  -1.05951289e+00   2.20656494e-03  -2.47067364e+00
   7.44287621e-01  -5.99985329e-01   0.00000000e+00]",-1.11441,-0.145516125647,[-1.70423639 -0.75804412]
6,[-0.26247627 -0.30632541],"[[ -1.31055369  -1.40610946  -0.10368405  -0.12224855]
 [-22.59970133 -22.60283523   0.           0.        ]]",[-1.96600963 -0.7299337 ],"[ 0.18347639  0.89732203 -1.5469825  -2.06968631 -0.90612961 -1.0595112
 -0.11470118 -3.00864754 -0.01641643 -0.23476216  0.        ]",-0.623294,-0.0352442525665,[-1.98312378 -0.62577951]
7,[-0.26247627 -0.30632541],"[[ -1.79783597  -1.88264444  -0.10368405  -0.12224855]
 [-26.11721841 -25.04248712   0.           0.        ]]",[-1.68645582  0.44423684],"[-0.47887151  0.26367951 -1.55892829 -1.96778028 -0.90612837 -1.0595095
 -0.22940512 -3.37520629 -0.32922951  0.67285557  0.        ]",-0.628579,-0.0823331090682,[-2.1836071  -0.47018012]
8,[-0.26247627 -0.30632541],"[[ -2.35478479  -2.36084018  -0.10368405  -0.12224855]
 [-29.56585322 -22.78468714   0.           0.        ]]",[-2.17028279 -0.06484825],"[-1.13930429 -0.27951809 -1.16171483 -1.23967952 -0.90612713 -1.05950781
 -0.34186283 -3.03592099  0.01475521  1.39334598  0.        ]",-0.839646,-0.164861523127,[-2.16830373 -0.32960451]
9,[-0.26247627 -0.30632541],"[[ -2.97999992  -2.81456057  -0.10368405  -0.12224855]
 [-32.94396824 -22.58823051   0.           0.        ]]",[-3.14806192 -0.71416355],"[-1.52492585 -0.59800135 -0.34529412 -0.11626131 -0.90612588 -1.05950611
 -0.45202088 -3.00637844  0.52104605  1.36061461  0.        ]",-1.05826,-0.187953324912,[-2.11169934 -0.04562518]
10,[-0.26247627 -0.30632541],"[[ -3.67207142  -3.15987272  -0.10368405  -0.12224855]
 [-36.2513283   -5.2615118    0.           0.        ]]",[-0.58794782 -0.44324176],"[-1.35411165 -0.66911368  0.64960116  0.88069205 -0.90612464 -1.05950442
 -0.55987157 -0.40285959  0.58108933  0.96554904  0.        ]",-1.27714,-0.158477671354,[-1.60225332 -0.32989955]
11,[-0.26247627 -0.30632541],"[[ -4.41324878  -3.15651118  -0.10368405  -0.12224855]
 [-37.8611774    2.88887022   0.           0.        ]]",[-2.78639426 -0.93066655],"[-0.57443103 -0.66918805  1.32045086  0.87082136 -0.9061234  -1.05950272
 -0.61236728  0.82181924  0.53934851  0.94985514  0.        ]",-1.13928,-0.153310222477,[-1.57467151 -0.80346167]
12,[-0.26247627 -0.30632541],"[[ -5.20267692  -3.09482141  -0.10368405  -0.12224855]
 [-41.07095027   2.80399977   0.           0.        ]]",[-1.31557568 -1.60618485],"[ 0.47670809 -0.66786516  1.21094909  0.68972477 -0.90612215 -1.05950103
 -0.71703554  0.80906556  0.53116942  0.94143263  0.        ]",-1.0566,-0.151868226356,[-1.42394364 -0.80895507]
13,[-0.26247627 -0.30632541],"[[ -6.05566316  -3.0501859   -0.10368405  -0.12224855]
 [-44.21718569   1.66844226   0.           0.        ]]",[-2.00799398 -1.12063102],"[ 1.16780381 -0.66371726  0.23127691  0.55897877 -0.90612091 -1.05949934
 -0.8196317   0.63843544  0.48079137  0.93394647  0.        ]",-0.831777,-0.146668585251,[-1.27802706 -0.74316287]
14,[-0.26247627 -0.30632541],"[[ -6.97094903  -3.0257095   -0.10368405  -0.12224855]
 [-47.30112418   0.84884988   0.           0.        ]]",[-1.15491708 -0.53723975],"[ 0.89105959 -0.66030814 -1.05236981  0.48749255 -0.90611967 -1.05949764
 -0.92019617  0.51528254  0.42030775  1.00561735  0.        ]",-0.875482,-0.147702887502,[-1.339661   -0.71299636]
