timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.19017025  2.03529309 -0.01107379  0.66177293 -1.06540608 -0.0270397
  0.58133133  0.38342218  2.19733531  0.04416201  0.        ]","[[ 0.05139188 -0.04663231 -0.12314744 -0.00247962]
 [ 0.00174205 -0.00467231  0.          0.        ]]",[-0.17286772 -1.70467742],-2.51348,-0.333113638271,[-0.24164005 -0.30289707],[-0.10838934 -1.69658828]
1,"[ 1.19061743  2.03171902 -0.02120882  0.54379427 -1.06540414 -0.02703967
  0.55835685 -0.20421497  2.19686887 -0.00697976  0.        ]","[[  4.45805860e-02  -8.64500012e-02  -1.23147439e-01  -2.47961650e-03]
 [ -6.80606198e-01  -3.96390273e+00   0.00000000e+00   0.00000000e+00]]",[-0.87296802 -2.78950378],-2.56913,-0.332959940411,[-0.24164005 -0.30289707],[-0.09845454 -1.51522994]
2,"[ 1.19197373  2.00863593 -0.09285741  0.19667145 -1.0654022  -0.02703965
  0.44258752 -0.78005944  2.18095055 -0.20903884  0.        ]","[[ -3.53032305e-03  -2.04655112e-01  -1.23147439e-01  -2.47961650e-03]
 [ -4.11906436e+00  -7.84368219e+00   0.00000000e+00   0.00000000e+00]]",[-0.02669613 -0.38712018],-2.35931,-0.331413446727,[-0.24164005 -0.30289707],[ -9.18871723e-04  -1.22488618e+00]
3,"[ 1.18687602  1.94297545 -0.21577698 -0.28848848 -1.06540026 -0.02703963
  0.44178603 -0.98451206  2.11157761 -0.51296147  0.        ]","[[ -8.61500329e-02  -3.75349859e-01  -1.23147439e-01  -2.47961650e-03]
 [ -4.14285611e+00  -9.22119962e+00   0.00000000e+00   0.00000000e+00]]",[-0.98441327 -1.01199967],-2.33895,-0.32596111352,[-0.24164005 -0.30289707],[ 0.10813498 -1.03258109]
4,"[ 1.16252757  1.80328949 -0.3941307  -0.87087424 -1.06539832 -0.0270396
  0.31345226 -1.54488545  1.93632723 -0.88531833  0.        ]","[[ -2.07248845e-01  -5.97655344e-01  -1.23147439e-01  -2.47961650e-03]
 [ -7.95449095e+00  -1.29967637e+01   0.00000000e+00   0.00000000e+00]]",[ 0.89334992 -0.36849318],-2.27608,-0.312803380799,[-0.24164005 -0.30289707],[ 0.07041457 -0.66494131]
5,"[ 1.11802796  1.55876989 -0.56934375 -1.46898499 -1.06539638 -0.02703958
  0.43772789 -1.72341503  1.64785128 -1.19332822  0.        ]","[[ -3.29304657e-01  -8.69659728e-01  -1.23147439e-01  -2.47961650e-03]
 [ -4.26336781e+00  -1.41996533e+01   0.00000000e+00   0.00000000e+00]]",[-0.33027167 -0.15721835],-2.05334,-0.289730577424,[-0.24164005 -0.30289707],[-0.16998711 -0.48324701]
6,"[ 1.06849309  1.23143897 -0.70433738 -1.91895383 -1.06539444 -0.02703956
  0.39652976 -1.77401441  1.31935061 -1.33926137  0.        ]","[[ -4.26847962e-01  -1.15707372e+00  -1.23147439e-01  -2.47961650e-03]
 [ -5.48698077e+00  -1.45406115e+01   0.00000000e+00   0.00000000e+00]]",[-1.30716066 -0.04613864],-1.82756,-0.259671701839,[-0.24164005 -0.30289707],[-0.49685982 -0.35580143]
7,"[ 0.97050331  0.8565789  -0.89801794 -2.14670362 -1.06539249 -0.02703954
  0.26689161 -1.75823102  0.92780337 -1.35687967  0.        ]","[[ -5.75217760e-01  -1.44681942e+00  -1.23147439e-01  -2.47961650e-03]
 [ -9.33735028e+00  -1.44343113e+01   0.00000000e+00   0.00000000e+00]]",[-0.45667208 -0.17110428],-1.67679,-0.219278933941,[-0.24164005 -0.30289707],[-0.86116242 -0.25458068]
8,"[ 0.79580407  0.46403386 -1.13342966 -2.12736222 -1.06539055 -0.02703951
  0.21218907 -1.81625949  0.53363498 -1.19018208  0.        ]","[[ -7.78265140e-01  -1.73942889e+00  -1.23147439e-01  -2.47961650e-03]
 [ -1.09620607e+01  -1.48253275e+01   0.00000000e+00   0.00000000e+00]]",[-0.32938157 -0.25780749],-1.38896,-0.168711467883,[-0.24164005 -0.30289707],[-1.25257814 -0.26939788]
9,"[ 0.54953629  0.07724901 -1.34787262 -1.84419432 -1.06538861 -0.02703949
  0.17552038 -1.92410122  0.25500523 -0.83793925  0.        ]","[[ -1.00843313e+00  -2.04322607e+00  -1.23147439e-01  -2.47961650e-03]
 [ -1.20511494e+01  -1.55519728e+01   0.00000000e+00   0.00000000e+00]]",[-1.99800479  0.48964324],-0.874149,-0.113759006589,[-0.24164005 -0.30289707],[-1.46916521 -0.21416387]
10,"[ 0.20135939 -0.23859258 -1.51761514 -1.35044126 -1.06538667 -0.02703947
  0.05019417 -1.59051633  0.15669844 -0.40647842  0.        ]","[[ -1.28680353e+00  -2.33171536e+00  -1.23147439e-01  -2.47961650e-03]
 [ -1.57734471e+01  -1.33044418e+01   0.00000000e+00   0.00000000e+00]]",[-1.62708199 -0.22498611],-0.722338,-0.0686059823877,[-0.24164005 -0.30289707],[-1.43495798 -0.21428743]
11,"[-0.2778665  -0.46672188 -1.57383014 -0.72023815 -1.06538473 -0.02703944
 -0.07264664 -1.68351301  0.25261508 -0.0203785   0.        ]","[[ -1.63887875e+00  -2.60409108e+00  -1.23147439e-01  -2.47961650e-03]
 [ -1.94219259e+01  -1.39310547e+01   0.00000000e+00   0.00000000e+00]]",[-1.22494352  1.06090636],-0.695671,-0.0665886555097,[-0.24164005 -0.30289707],[-1.49996412 -0.08024091]
12,"[-0.83483477 -0.59591572 -1.40030403 -0.08130626 -1.06538279 -0.02703942
 -0.19303683 -1.05479289  0.47286504  0.16941837  0.        ]","[[ -2.06319483e+00  -2.84020994e+00  -1.23147439e-01  -2.47961650e-03]
 [ -2.29976194e+01  -9.69498747e+00   0.00000000e+00   0.00000000e+00]]",[-1.56895277  1.10650104],-0.788232,-0.0993086990096,[-0.24164005 -0.30289707],[-1.43362868 -0.10238966]
13,"[-1.33290727 -0.64166409 -0.90805873  0.35895673 -1.06538085 -0.0270394
 -0.31102143 -0.43855846  0.65325487  0.15706487  0.        ]","[[ -2.55830723e+00  -2.99245135e+00  -1.23147439e-01  -2.47961650e-03]
 [ -2.65018657e+01  -5.54303396e+00   0.00000000e+00   0.00000000e+00]]",[-1.06942722 -0.19658272],-1.03218,-0.123267906566,[-0.24164005 -0.30289707],[-1.24344575 -0.04896209]
14,"[-1.56020639 -0.6500229  -0.11556769  0.50679473 -1.06537891 -0.02703937
 -0.42665742  0.36411837  0.73327484  0.08906298  0.        ]","[[ -3.12280397e+00  -3.04262446e+00  -1.23147439e-01  -2.47961650e-03]
 [ -2.99363579e+01  -1.34899793e-01   0.00000000e+00   0.00000000e+00]]",[-0.51299457  0.65332485],-1.10516,-0.133096648568,[-0.24164005 -0.30289707],[-0.83869016 -0.07739401]
