timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.24035872  1.46496234 -0.25898721  0.8935471   0.00637394 -0.0858533
  0.64020282  0.36363111  1.47078317 -0.24559201  0.        ]","[[  7.26531747e-02  -6.22691850e-02   6.50163162e-05  -9.83187585e-03]
 [  8.86851945e-04   3.49327374e-03   0.00000000e+00   0.00000000e+00]]",[ 1.17676567 -1.42927703],-3.36484,-0.210456546804,[-0.77570438 -0.71455729],[ 1.02277625 -1.45870185]
1,"[ 1.23533695  1.46094207 -0.19657565  0.79015537  0.00637394 -0.08585328
  0.74518582 -0.31024767  1.46748985 -0.19975054  0.        ]","[[  1.12376711e-01  -1.01943271e-01   6.50163162e-05  -9.83187585e-03]
 [  3.95828661e+00  -3.95769362e+00   0.00000000e+00   0.00000000e+00]]",[ 0.92232278 -1.10333649],-3.28234,-0.210471637647,[-0.77570438 -0.71455729],[ 0.84401292 -1.00148141]
2,"[ 1.20874737  1.43756621 -0.01781179  0.4854709   0.00637394 -0.08585326
  0.83994055 -0.97075432  1.45007714 -0.07252643  0.        ]","[[  2.27379739e-01  -2.20052530e-01   6.50163162e-05  -9.83187585e-03]
 [  7.53012822e+00  -7.84027788e+00   0.00000000e+00   0.00000000e+00]]",[ 1.18369361 -1.46591457],-3.26353,-0.209996100123,[-0.77570438 -0.71455729],[ 0.70621949 -0.48611161]
3,"[ 1.1271596   1.36247514  0.2644249   0.00183292  0.00637394 -0.08585324
  0.9409754  -1.61817665  1.39658993  0.12671187  0.        ]","[[  4.16194563e-01  -4.15042113e-01   6.50163162e-05  -9.83187585e-03]
 [  1.13387049e+01  -1.16459554e+01   0.00000000e+00   0.00000000e+00]]",[-0.01770647  0.50057621],-2.91629,-0.207605964491,[-0.77570438 -0.71455729],[ 0.27330694  0.01507801]
4,"[ 0.9731641   1.23328652  0.56885352 -0.47535982  0.00637393 -0.08585322
  0.93315289 -1.24169646  1.29547439  0.36679413  0.        ]","[[  6.40010038e-01  -6.25757418e-01   6.50163162e-05  -9.83187585e-03]
 [  1.10438465e+01  -9.43293780e+00   0.00000000e+00   0.00000000e+00]]",[ 0.80161461  0.39327209],-2.92381,-0.202998500548,[-0.77570438 -0.71455729],[ 0.60674948 -0.10850534]
5,"[ 0.73634276  1.09541318  0.85319408 -0.81399884  0.00637393 -0.0858532
  1.01148476 -0.94510639  1.13592844  0.67629608  0.        ]","[[  8.90512440e-01  -7.96924622e-01   6.50163162e-05  -9.83187585e-03]
 [  1.39966248e+01  -7.68952746e+00   0.00000000e+00   0.00000000e+00]]",[-0.12789418 -0.35119616],-2.83344,-0.198194031349,[-0.77570438 -0.71455729],[ 0.09577302 -0.48666644]
6,"[ 0.41881572  0.93734596  1.07481371 -1.09059586  0.00637393 -0.08585318
  0.99073923 -1.15562932  0.91238576  0.97232018  0.        ]","[[  1.16259895e+00  -9.63131367e-01   6.50163162e-05  -9.83187585e-03]
 [  1.32146280e+01  -8.92702486e+00   0.00000000e+00   0.00000000e+00]]",[-0.37065543 -0.8355716 ],-2.6967,-0.192280927917,[-0.77570438 -0.71455729],[-0.02276877 -0.14669588]
7,"[ 0.09531348  0.71049274  1.18399967 -1.35462039  0.00637393 -0.08585316
  0.94493471 -1.68822872  0.69228392  1.09848689  0.        ]","[[  1.40956843e+00  -1.17308321e+00   6.50163162e-05  -9.83187585e-03]
 [  1.14880183e+01  -1.20577543e+01   0.00000000e+00   0.00000000e+00]]",[ 0.1364414   1.60738384],-2.56399,-0.182069952385,[-0.77570438 -0.71455729],[-0.06219045  0.70334542]
8,"[-0.22231614  0.47587102  1.20041383 -1.50727696  0.00637393 -0.08585314
  0.9532159  -0.97392791  0.47557888  1.152237    0.        ]","[[  1.64246062e+00  -1.37211054e+00   6.50163162e-05  -9.83187585e-03]
 [  1.18001979e+01  -7.85895892e+00   0.00000000e+00   0.00000000e+00]]",[-0.04773131  0.51230436],-2.40168,-0.170483974301,[-0.77570438 -0.71455729],[-0.39527118  0.09339377]
9,"[-0.53318612  0.31034412  1.13237581 -1.55346279  0.00637393 -0.08585312
  0.94201155 -0.60225471  0.24183397  1.21901727  0.        ]","[[  1.87422723e+00  -1.50736917e+00   6.50163162e-05  -9.83187585e-03]
 [  1.13778595e+01  -5.67419329e+00   0.00000000e+00   0.00000000e+00]]",[-0.20530928 -0.50574497],-2.31632,-0.161968615696,[-0.77570438 -0.71455729],[-0.81673062 -0.30969536]
