timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.09827662  1.5998514  -0.1310988   0.6415815  -1.31814136  1.03916854
 -0.11982883  0.26915861  2.16952027 -0.93962002  0.        ]","[[-0.06023884  0.06560633 -0.15232504  0.12229759]
 [ 0.00479797  0.00256006  0.          0.        ]]",[ 0.84326137  0.82575298],-1.76836,-0.384006735153,[-0.00521966 -0.13519321],[ 0.74708074 -0.70306551]
1,"[ 1.10027987  1.59651598 -0.08016411  0.7143933  -1.31812954  1.03916146
  0.1321205   0.71927281  2.16857366 -0.85776477  0.        ]","[[-0.02668705  0.09844939 -0.15232504  0.12229759]
 [ 3.33928615  3.2708579   0.          0.        ]]",[ 0.62540596 -0.20028841],-1.83781,-0.380469714394,[-0.00521966 -0.13519321],[ 0.74774194 -0.70818651]
2,"[ 1.09791539  1.58764145  0.05796976  0.83971884 -1.31811772  1.03915438
  0.31409106  0.60099979  2.15164468 -0.66429699  0.        ]","[[ 0.06426224  0.15525035 -0.15232504  0.12229759]
 [ 5.7476253   2.4121003   0.          0.        ]]",[ 0.64106295  0.71990847],-1.70666,-0.371046437515,[-0.00521966 -0.13519321],[ 0.67897356 -0.70713341]
3,"[ 1.07228398  1.56953717  0.26750362  1.00636432 -1.31810589  1.0391473
  0.49703944  0.98686753  2.08834752 -0.38592045  0.        ]","[[ 0.20350799  0.23160391 -0.15232504  0.12229759]
 [ 8.16891045  5.21391571  0.          0.        ]]",[ 1.4386477  -0.40089872],-1.7643,-0.354421132852,[-0.00521966 -0.13519321],[ 0.60033214 -0.7135669 ]
4,"[ 0.98915586  1.54028299  0.55908192  1.19319739 -1.31809407  1.03914022
  0.78379327  0.75381131  1.93222373 -0.03469499  0.        ]","[[  0.40496383   0.31890414  -0.15232504   0.12229759]
 [ 11.96404312   3.52173275   0.           0.        ]]",[ 1.1270294  -0.26720096],-1.61406,-0.326809981162,[-0.00521966 -0.13519321],[ 0.4421868  -0.69676328]
5,"[ 0.79250478  1.51539578  0.91774262  1.3167495  -1.31808225  1.03913314
  1.06485889  0.59826269  1.64583005  0.32432214  0.        ]","[[  0.68156743   0.3780073   -0.15232504   0.12229759]
 [ 15.68393356   2.39232197   0.           0.        ]]",[ 0.77709353  1.51389576],-1.30065,-0.286157557723,[-0.00521966 -0.13519321],[ 0.2663087  -0.67850351]
6,"[ 0.43964941  1.47147408  1.25758533  1.49344903 -1.31807043  1.03912605
  1.273606    1.1368477   1.17603855  0.60156066  0.        ]","[[  1.02296557   0.46509136  -0.15232504   0.12229759]
 [ 18.44676476   6.3030125    0.           0.        ]]",[-0.18610924 -1.09735045],-1.21482,-0.225538892464,[-0.00521966 -0.13519321],[ 0.11193941 -0.64965659]
7,"[-0.01847855  1.42049961  1.45263035  1.65877875 -1.3180586   1.03911897
  1.19053246  0.57429249  0.63421871  0.64886401  0.        ]","[[  1.38087176   0.55016894  -0.15232504   0.12229759]
 [ 17.34744151   2.21835225   0.           0.        ]]",[-1.22794702  0.15557542],-0.726996,-0.154119080782,[-0.00521966 -0.13519321],[-0.03297918 -0.56889248]
8,"[-0.43573299  1.38688399  1.47009551  1.75229364 -1.31804678  1.03911189
  0.8656752   0.65321459  0.20975512  0.50529526  0.        ]","[[  1.6846844    0.60028543  -0.15232504   0.12229759]
 [ 13.04813379   2.79142159   0.           0.        ]]",[-1.35357461 -1.09332794],-0.590263,-0.0914832410637,[-0.00521966 -0.13519321],[-0.06586005 -0.51718867]
9,"[-0.72938815  1.37591632  1.39665609  1.78067482 -1.31803496  1.03910481
  0.54735326  0.10043402 -0.04826776  0.32205839  0.        ]","[[ 1.90337884  0.61584291 -0.15232504  0.12229759]
 [ 8.83528745 -1.22226499  0.          0.        ]]",[ 0.66407052 -0.75357805],-0.591689,-0.047317150386,[-0.00521966 -0.13519321],[-0.08088504 -0.46588013]
