timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.23330056  1.41522099 -0.49705202  1.28018314  0.13682514 -0.94712297
  0.62591496  0.35888205  1.35098591  0.75001518  0.        ]","[[-0.06359964  0.08016481  0.01502027 -0.10934742]
 [ 0.00065294 -0.00079576  0.          0.        ]]",[-0.45792929 -2.7743101 ],-3.54079,-0.221174935581,[-0.81781578 -0.77967358],[-1.00396276 -2.87895823]
1,"[ 1.23149853  1.41816633 -0.5258841   1.17678227  0.13682512 -0.94712259
  0.57791619 -0.32412516  1.34905441  0.6532719   0.        ]","[[-0.08174673  0.04042828  0.01502027 -0.10934742]
 [-1.80933966 -3.95966652  0.          0.        ]]",[-0.13092748 -2.12714846],-3.45108,-0.217232804108,[-0.81781578 -0.77967358],[-0.47147939 -2.10755897]
2,"[ 1.22577552  1.41545793 -0.5908671   0.8690359   0.13682509 -0.94712222
  0.56516987 -0.99369873  1.32586151  0.39946734  0.        ]","[[-0.1227559  -0.07770447  0.01502027 -0.10934742]
 [-2.28998817 -7.84067396  0.          0.        ]]",[-0.57278718 -1.57974776],-3.23155,-0.206225198361,[-0.81781578 -0.77967358],[-0.03049828 -1.2978301 ]
3,"[ 1.21124733  1.37370693 -0.69794715  0.36929792  0.13682506 -0.94712184
  0.50631773 -1.64989858  1.22982537 -0.00297928  0.        ]","[[ -0.19082165  -0.27267964   0.01502027  -0.10934742]
 [ -4.50925362 -11.64416918   0.           0.        ]]",[ 0.27204268 -0.31970453],-2.91771,-0.186177246165,[-0.81781578 -0.77967358],[ 0.08335241 -0.52794105]
4,"[ 1.18678171  1.25898699 -0.81966142 -0.2148207   0.13682503 -0.94712147
  0.5372219  -1.82859474  1.02431786 -0.4319489   0.        ]","[[ -0.26931376  -0.51595535   0.01502027  -0.10934742]
 [ -3.3438752  -12.67994394   0.           0.        ]]",[-0.54559028  0.42383367],-2.61718,-0.159244223207,[-0.81781578 -0.77967358],[-0.41253304 -0.14592433]
5,"[ 1.14976848  1.08885686 -0.95280555 -0.70601981  0.136825   -0.94712109
  0.48170203 -1.49561617  0.73681378 -0.77505328  0.        ]","[[ -0.35719669  -0.75018971   0.01502027  -0.10934742]
 [ -5.43748295 -10.74992647   0.           0.        ]]",[-0.11715177 -0.34840265],-2.75801,-0.130074439135,[-0.81781578 -0.77967358],[-0.20601973  0.25307691]
6,"[ 1.08811549  0.87726412 -1.11658572 -1.08921646  0.13682497 -0.94712072
  0.4722501  -1.69686411  0.36943194 -1.02404221  0.        ]","[[ -0.46952176  -0.97689204   0.01502027  -0.10934742]
 [ -5.79390363 -11.91641584   0.           0.        ]]",[-0.51086958  0.09750542],-2.73261,-0.0986875206705,[-0.81781578 -0.77967358],[-0.74594939  0.54785877]
7,"[ 0.99375069  0.62425081 -1.30126005 -1.36684286  0.13682494 -0.94712034
  0.4216504  -1.58943213 -0.06176907 -1.13316176  0.        ]","[[ -0.6045435   -1.20897269   0.01502027  -0.10934742]
 [ -7.70197594 -11.2937208    0.           0.        ]]",[-0.98787717  0.35233879],-2.5815,-0.0679046446456,[-0.81781578 -0.77967358],[-1.19678402  0.31084484]
8,"[ 0.82504524  0.37524369 -1.53444928 -1.50550253  0.13682491 -0.94711997
  0.32198078 -1.30994902 -0.53854731 -1.08372152  0.        ]","[[ -0.79629218  -1.41859387   0.01502027  -0.10934742]
 [-11.46043766  -9.67377268   0.           0.        ]]",[-1.25344677 -0.17406029],-2.50749,-0.0513125144609,[-0.81781578 -0.77967358],[-1.84923291 -0.26242274]
9,"[ 0.53375951  0.13179053 -1.7877781  -1.53285209  0.13682488 -0.94711959
  0.22300747 -1.39556045 -1.0317394  -0.81067371  0.        ]","[[ -1.06294599e+00  -1.61704861e+00   1.50202748e-02  -1.09347416e-01]
 [ -1.51926427e+01  -1.01700025e+01   0.00000000e+00   0.00000000e+00]]",[-2.28673418  0.08161143],-2.34088,-0.0702792726007,[-0.81781578 -0.77967358],[-2.58040667 -0.85425264]
10,"[ 0.09655555 -0.10903037 -1.96659159 -1.4581817   0.13682485 -0.94711922
  0.12597214 -1.30476835 -1.42787647 -0.26331262  0.        ]","[[ -1.40351128e+00  -1.81516919e+00   1.50202748e-02  -1.09347416e-01]
 [ -1.88517678e+01  -9.64375341e+00   0.00000000e+00   0.00000000e+00]]",[-3.08400559 -1.71125397],-2.14228,-0.10973671901,[-0.81781578 -0.77967358],[-2.65772319 -1.05608702]
11,"[-0.46367083 -0.37410891 -1.94096945 -1.24697132  0.13682482 -0.94711884
  0.03084409 -1.95459795 -1.55588563  0.51481755  0.        ]","[[ -1.81653546e+00  -2.04583609e+00   1.50202748e-02  -1.09347416e-01]
 [ -2.24389714e+01  -1.34103379e+01   0.00000000e+00   0.00000000e+00]]",[-2.34538962 -1.5383596 ],-2.20491,-0.148651996804,[-0.81781578 -0.77967358],[-2.79614329 -0.89745498]
12,"[-1.04259385 -0.67694433 -1.58308295 -0.78144574  0.1368248  -0.94711847
 -0.06244031 -2.59153681 -1.24732774  1.22116371  0.        ]","[[ -2.30060685e+00  -2.35108462e+00   1.50202748e-02  -1.09347416e-01]
 [ -2.59566519e+01  -1.71022194e+01   0.00000000e+00   0.00000000e+00]]",[-2.77291794 -1.1528244 ],-2.38209,-0.169475634214,[-0.81781578 -0.77967358],[-2.72382212 -0.57515001]
13,"[-1.44220568 -0.93876226 -0.8471294   0.02707473  0.13682477 -0.94711809
 -0.15389301 -3.21592408 -0.68185153  1.30659686  0.        ]","[[ -2.85434135e+00  -2.72943994e+00   1.50202748e-02  -1.09347416e-01]
 [ -2.94052606e+01  -2.07213731e+01   0.00000000e+00   0.00000000e+00]]",[-2.98885245 -1.0923161 ],-2.48387,-0.154168970492,[-0.81781578 -0.77967358],[-2.94115257 -0.40333775]
14,"[-1.42233238 -1.04129902  0.12757493  0.99688111  0.13682474 -0.94711771
 -0.24347465 -1.13942969 -0.46043424  0.88306494  0.        ]","[[ -3.47634857e+00  -3.11299940e+00   1.50202748e-02  -1.09347416e-01]
 [ -3.27833133e+01  -8.68545625e+00   0.00000000e+00   0.00000000e+00]]",[-2.71685118  0.32568134],-2.47627,-0.116082665545,[-0.81781578 -0.77967358],[-2.22340608 -0.25464296]
15,"[-0.8423623  -1.04178763  0.96465308  1.0838101   0.13682471 -0.94711734
 -0.33124716  0.71807157 -0.53511256  0.69586726  0.        ]","[[ -4.16522203e+00  -3.14634726e+00   1.50202748e-02  -1.09347416e-01]
 [ -3.60931456e+01   2.08112261e+00   0.00000000e+00   0.00000000e+00]]",[-1.60699867 -0.47135435],-2.30878,-0.100815515621,[-0.81781578 -0.77967358],[-1.96875   -0.8644461]
16,"[ 0.15023836 -1.0403358   1.16314133  0.94422277  0.13682468 -0.94711696
 -0.41729355  0.8162495  -0.54569823  0.67650062  0.        ]","[[ -4.91964029e+00  -3.09278584e+00   1.50202748e-02  -1.09347416e-01]
 [ -3.93378874e+01   2.65018991e+00   0.00000000e+00   0.00000000e+00]]",[-1.95958424 -1.07526747],-2.19913,-0.0993208003993,[-0.81781578 -0.77967358],[-1.93721378 -1.17556417]
17,"[ 1.03808856 -1.03662227  0.42988836  0.83248676  0.13682465 -0.94711659
 -0.50163742  0.64039798 -0.601141    0.64317278  0.        ]","[[ -5.73830946e+00  -3.04981745e+00   1.50202748e-02  -1.09347416e-01]
 [ -4.25184294e+01   1.63090842e+00   0.00000000e+00   0.00000000e+00]]",[-1.60539257 -0.9553873 ],-2.14502,-0.097456620883,[-0.81781578 -0.77967358],[-2.02420497 -1.19955301]
18,"[ 1.15926394 -1.03354128 -0.92220234  0.76986455  0.13682462 -0.94711621
 -0.5843113   0.50486248 -0.69302925  0.69765448  0.        ]","[[ -6.61995764e+00  -3.02566655e+00   1.50202748e-02  -1.09347416e-01]
 [ -4.56359981e+01   8.45309171e-01   0.00000000e+00   0.00000000e+00]]",[-1.89819232 -1.21352326],-2.15204,-0.104213663633,[-0.81781578 -0.77967358],[-1.94027424 -1.11087966]
19,"[ 0.26069994 -1.03175414 -1.92201334  0.73896342  0.13682459 -0.94711584
 -0.6653485   0.42774635 -0.72153976  0.85928787  0.        ]","[[ -7.56333795e+00  -3.01372507e+00   1.50202748e-02  -1.09347416e-01]
 [ -4.86918498e+01   3.98324114e-01   0.00000000e+00   0.00000000e+00]]",[-3.01728435 -0.71964907],-2.30635,-0.118202332124,[-0.81781578 -0.77967358],[-1.93636775 -0.86261296]
20,"[-1.0255912  -1.03082372 -1.60051016  0.72398131  0.13682456 -0.94711546
 -0.74478143  0.3934242  -0.62181379  0.99798185  0.        ]","[[ -8.56722834e+00  -3.00792891e+00   1.50202748e-02  -1.09347416e-01]
 [ -5.16872072e+01   1.99384326e-01   0.00000000e+00   0.00000000e+00]]",[-1.59695487  0.05565367],-2.52255,-0.1273738627,[-0.81781578 -0.77967358],[-1.98024154 -0.6486792 ]
21,"[-1.46941301 -1.02978761 -0.07048946  0.70803522  0.13682453 -0.94711509
 -0.82264124  0.43102712 -0.46528606  0.95978034  0.        ]","[[ -9.63043073e+00  -3.00175483e+00   1.50202748e-02  -1.09347416e-01]
 [ -5.46232450e+01   4.17341431e-01   0.00000000e+00   0.00000000e+00]]",[-1.87460064  0.00977904],-2.45814,-0.122574188151,[-0.81781578 -0.77967358],[-1.81707633 -0.53027624]
22,"[-0.46110139 -1.02825436  1.15012147  0.68566567  0.1368245  -0.94711471
 -0.89895955  0.43659825 -0.40978819  0.74922595  0.        ]","[[ -1.07517707e+01  -2.99308454e+00   1.50202748e-02  -1.09347416e-01]
 [ -5.75011557e+01   4.49633796e-01   0.00000000e+00   0.00000000e+00]]",[-0.93161659 -0.66777019],-2.28952,-0.104787291399,[-0.81781578 -0.77967358],[-1.76911187 -0.82023776]
23,"[ 0.96632457 -1.03048839  0.55425995  0.71875779  0.13682448 -0.94711434
 -0.96659088  0.16853146 -0.56234655  0.60328026  0.        ]","[[ -1.19273822e+01  -3.00590724e+00   1.50202748e-02  -1.09347416e-01]
 [ -6.00514901e+01  -1.10415151e+00   0.00000000e+00   0.00000000e+00]]",[-2.08303969 -0.55363218],-2.13555,-0.0934326205357,[-0.81781578 -0.77967358],[-2.14267945 -1.13927257]
