timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.09996056  1.6395967   0.09398431  0.47814183 -0.09641534 -1.49629985
 -0.08126816  0.27951185  1.22785004  1.47447291  0.        ]","[[ 0.08588294 -0.01687456 -0.00951162 -0.16895458]
 [ 0.00300792 -0.00103493  0.          0.        ]]",[-1.06725257  0.73605861],-1.46985,-0.286665973138,[-0.00984718 -0.14892113],[-0.80141431 -1.10084224]
1,"[ 1.10356079  1.63966011  0.03393562  0.54486217 -0.09641505 -1.4962852
 -0.36776747  0.68286749  1.23009057  1.43493594  0.        ]","[[ 0.04624064  0.01236242 -0.00951162 -0.16895458]
 [-3.95405951  2.91500858  0.          0.        ]]",[-1.32806755 -1.25531531],-1.45293,-0.283660714232,[-0.00984718 -0.14892113],[-0.77834034 -1.11048841]
2,"[ 1.10148179  1.63916528 -0.14504675  0.58594896 -0.09641475 -1.49627054
 -0.64840483  0.12738484  1.22971047  1.25825178  0.        ]","[[-0.07173071  0.03037081 -0.00951162 -0.16895458]
 [-7.8301741  -1.10079159  0.          0.        ]]",[-1.40370207 -0.65858095],-1.33654,-0.269735540449,[-0.00984718 -0.14892113],[-0.74270922 -1.07653499]
3,"[ 1.05636588  1.63952689 -0.43600353  0.47653554 -0.09641446 -1.49625589
 -0.92352938 -0.2301067   1.17869704  0.90576134  0.        ]","[[ -2.66460667e-01  -1.75755784e-02  -9.51162050e-03  -1.68954576e-01]
 [ -1.16301738e+01  -3.68523642e+00   0.00000000e+00   0.00000000e+00]]",[-0.72659629 -0.61161517],-1.15695,-0.239299187954,[-0.00984718 -0.14892113],[-0.65998447 -1.03802621]
4,"[ 0.91893735  1.63154221 -0.79793687  0.25513827 -0.09641417 -1.49624123
 -1.11491282 -0.55485169  0.99471571  0.45009722  0.        ]","[[ -5.25586225e-01  -1.14835778e-01  -9.51162050e-03  -1.68954576e-01]
 [ -1.42736012e+01  -6.03294815e+00   0.00000000e+00   0.00000000e+00]]",[-0.35638317 -1.97025017],-1.02117,-0.191707519673,[-0.00984718 -0.14892113],[-0.5639379  -0.96605349]
5,"[ 0.66452386  1.59347261 -1.14867841 -0.10093224 -0.09641387 -1.49622658
 -1.19644936 -1.08594923  0.61538764  0.0217183   0.        ]","[[ -8.22357793e-01  -2.74018321e-01  -9.51162050e-03  -1.68954576e-01]
 [ -1.53998784e+01  -9.87248288e+00   0.00000000e+00   0.00000000e+00]]",[ 1.57538314 -0.94390069],-0.84531,-0.127832464461,[-0.00984718 -0.14892113],[-0.4929145  -0.81890118]
6,"[ 0.36689121  1.48384844 -1.38058761 -0.59154721 -0.09641358 -1.49621192
 -0.88792275 -1.57606125  0.1146193  -0.19078186  0.        ]","[[ -1.08760062e+00  -5.07019297e-01  -9.51162050e-03  -1.68954576e-01]
 [ -1.11386715e+01  -1.34157897e+01   0.00000000e+00   0.00000000e+00]]",[-0.47734482  0.46489282],-0.524954,-0.0609955135383,[-0.00984718 -0.14892113],[-0.46112779 -0.67025143]
7,"[ 0.05896781  1.30378381 -1.50953459 -1.04599552 -0.09641328 -1.49619727
 -1.00882979 -1.28455453 -0.37941317 -0.14810664  0.        ]","[[ -1.32712937e+00  -7.54191767e-01  -9.51162050e-03  -1.68954576e-01]
 [ -1.28086857e+01  -1.13084532e+01   0.00000000e+00   0.00000000e+00]]",[-0.14626516 -0.05379424],-0.540731,-0.0313622004308,[-0.00984718 -0.14892113],[-0.39144531 -0.62809813]
8,"[-0.29541357  1.09073234 -1.55417658 -1.37904098 -0.09641299 -1.49618262
 -1.03247726 -1.28294825 -0.81169602  0.10966007  0.        ]","[[ -1.58658044e+00  -9.80245268e-01  -9.51162050e-03  -1.68954576e-01]
 [ -1.31353862e+01  -1.12969150e+01   0.00000000e+00   0.00000000e+00]]",[ 0.17039141 -1.90954247],-0.698908,-0.0848879888467,[-0.00984718 -0.14892113],[-0.38220569 -0.57583332]
9,"[-0.6402276   0.79905465 -1.49970171 -1.64452385 -0.09641269 -1.49616797
 -0.96491187 -1.79964334 -1.09751138  0.55186662  0.        ]","[[ -1.83992423e+00  -1.24366377e+00  -9.51162050e-03  -1.68954576e-01]
 [ -1.22022723e+01  -1.50324780e+01   0.00000000e+00   0.00000000e+00]]",[-1.18104165  0.36000434],-0.589486,-0.143112072542,[-0.00984718 -0.14892113],[-0.40386429 -0.49564198]
