timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[  1.10904063e+00   1.66755873e+00  -1.16481213e-03   7.58820942e-01
  -1.62432635e+00  -6.03289329e-01  -3.83571009e-02   2.88610213e-01
   2.43970897e+00   6.79359192e-01   0.00000000e+00]","[[ 0.0227079   0.09523809 -0.18751127 -0.06722474]
 [-0.00257909 -0.00091591  0.          0.        ]]",[-0.70453308  0.2083381 ],-1.93724,-0.405196242486,[-0.02551077 -0.15380535],[-0.37402472 -1.16333389]
1,"[ 1.1093695   1.66651981 -0.04365532  0.77803569 -1.62430976 -0.60328702
 -0.22923782  0.40328379  2.44140935  0.64060682  0.        ]","[[-0.00530971  0.10350762 -0.18751127 -0.06722474]
 [-2.78990053  0.82511216  0.          0.        ]]",[-0.96860957 -0.29075643],-1.93642,-0.404470253497,[-0.02551077 -0.15380535],[-0.34764007 -1.16051066]
2,"[ 1.10263598  1.6658703  -0.18549912  0.789184   -1.62429317 -0.60328471
 -0.48783029  0.24138806  2.44161303  0.49127883  0.        ]","[[-0.09899422  0.10830946 -0.18751127 -0.06722474]
 [-6.56597893 -0.34104991  0.          0.        ]]",[-2.09005327 -0.15490525],-1.84428,-0.401284912467,[-0.02551077 -0.15380535],[-0.30310425 -1.13170958]
3,"[ 1.05993285  1.66748452 -0.43824498  0.75922583 -1.62427658 -0.6032824
 -0.74982517  0.15737448  2.40952128  0.20485636  0.        ]","[[ -0.26869896   0.09541676  -0.18751127  -0.06722474]
 [-10.39175561  -0.94621158   0.           0.        ]]",[ 0.04797538 -0.51817487],-1.90649,-0.392876970198,[-0.02551077 -0.15380535],[-0.20846289 -1.09265852]
4,"[ 0.95836172  1.67117112 -0.72594159  0.66765006 -1.62425999 -0.60328009
 -0.72269422 -0.12489217  2.30722826 -0.14290132  0.        ]","[[-0.47255958  0.05609258 -0.18751127 -0.06722474]
 [-9.99562683 -2.97942622  0.          0.        ]]",[-0.76418083 -0.90369834],-1.86587,-0.377837668894,[-0.02551077 -0.15380535],[-0.12633692 -1.037673  ]
5,"[ 0.78462885  1.67217443 -1.01360115  0.44612738 -1.6242434  -0.60327778
 -0.91607954 -0.61331522  2.09127858 -0.52269712  0.        ]","[[ -0.70080535  -0.03879521  -0.18751127  -0.06722474]
 [-12.81955977  -6.49762322   0.           0.        ]]",[-0.73113148 -1.57553518],-1.88659,-0.352512989365,[-0.02551077 -0.15380535],[-0.07761917 -0.93610549]
6,"[ 0.49479741  1.64647603 -1.29826758  0.05630547 -1.62422681 -0.60327547
 -1.09668906 -1.14499675  1.67556881 -0.88828066  0.        ]","[[ -0.98365773  -0.20717381  -0.18751127  -0.06722474]
 [-15.45696586 -10.32744685   0.           0.        ]]",[ 0.0935952  -1.09605565],-1.76069,-0.307341040497,[-0.02551077 -0.15380535],[-0.08484132 -0.78991008]
7,"[ 0.11859566  1.54840111 -1.49116357 -0.48210315 -1.62421022 -0.60327316
 -1.05034219 -1.66628929  1.0919094  -1.03708013  0.        ]","[[ -1.2860063   -0.45139893  -0.18751127  -0.06722474]
 [-14.78028697 -14.08251432   0.           0.        ]]",[-1.21056956 -1.64803184],-1.58326,-0.240382504705,[-0.02551077 -0.15380535],[-0.22216244 -0.65002716]
8,"[-0.3340682   1.32197051 -1.55052328 -1.08906171 -1.62419363 -0.60327085
 -1.30128655 -2.17697548  0.45078033 -0.8079863   0.        ]","[[ -1.61837534  -0.7699607   -0.18751127  -0.06722474]
 [-18.44478837 -17.76132661   0.           0.        ]]",[-0.39871367  0.03336508],-1.14086,-0.148841259025,[-0.02551077 -0.15380535],[-0.47098544 -0.52099073]
9,"[ -8.41279611e-01   9.70270978e-01  -1.41499446e+00  -1.56580431e+00
  -1.62417704e+00  -6.03268537e-01  -1.38456386e+00  -2.10955896e+00
   9.55529377e-04  -1.68948160e-01   0.00000000e+00]","[[ -1.99947198  -1.12031787  -0.18751127  -0.06722474]
 [-19.66099426 -17.27594132   0.           0.        ]]",[-0.7731552  -0.97593505],-0.807567,-0.0444575568658,[-0.02551077 -0.15380535],[-0.51284778 -0.48319778]
10,"[-1.30255472  0.5149275  -1.03797934 -1.79311643 -1.62416045 -0.60326623
 -1.56770653 -2.5981416  -0.01105299  0.64794755  0.        ]","[[ -2.41952155  -1.50115295  -0.18751127  -0.06722474]
 [-22.33552755 -20.79576358   0.           0.        ]]",[-2.07179867 -0.38697207],-0.562623,-0.0855480787651,[-0.02551077 -0.15380535],[-0.55522299 -0.39974326]
11,"[-1.60690888 -0.00725514 -0.39610372 -1.65110896 -1.62414386 -0.60326392
 -1.80887766 -2.75321886  0.45584717  1.22833554  0.        ]","[[ -2.90156697  -1.92828153  -0.18751127  -0.06722474]
 [-25.8575209  -21.91332979   0.           0.        ]]",[ 0.56824316  0.60223896],-0.82546,-0.184334546981,[-0.02551077 -0.15380535],[-0.6145305  -0.33922109]
12,"[-1.60373606 -0.43592816  0.33891778 -1.14407014 -1.62412728 -0.60326161
 -1.62013813 -2.36163463  1.0026689   1.20549765  0.        ]","[[ -3.39107286  -2.33824781  -0.18751127  -0.06722474]
 [-23.10169457 -19.09284147   0.           0.        ]]",[-1.14749132 -0.70599395],-1.01162,-0.237376597404,[-0.02551077 -0.15380535],[-0.63814396 -0.32328105]
13,"[-1.27979007 -0.71951328  0.99458441 -0.36681532 -1.62411069 -0.6032593
 -1.86015121 -2.69695361  1.22779143  0.7969411   0.        ]","[[ -3.88827621  -2.74434382  -0.18751127  -0.06722474]
 [-26.60683931 -21.50881586   0.           0.        ]]",[ 0.09271363 -0.36955708],-1.13215,-0.238319959686,[-0.02551077 -0.15380535],[-0.62089485 -0.20943606]
14,"[-0.67690749 -0.81623499  1.41295297  0.49431069 -1.6240941  -0.60325699
 -1.79896484 -0.84975519  1.10108462  0.50869856  0.        ]","[[ -4.41146014  -3.12342011  -0.18751127  -0.06722474]
 [-25.71366807  -8.20202609   0.           0.        ]]",[-1.86085811  1.17471775],-0.897902,-0.207759405281,[-0.02551077 -0.15380535],[-0.59933436 -0.30918887]
15,"[ 0.06967675 -0.81639533  1.43471177  0.55579119 -1.62407752 -0.60325468
 -2.03517774  0.62733697  0.99906613  0.48761385  0.        ]","[[ -4.96034491  -3.14974629  -0.18751127  -0.06722474]
 [-29.16345498   2.43863689   0.           0.        ]]",[-2.50920834 -3.07560039],-1.04461,-0.192545699056,[-0.02551077 -0.15380535],[-0.55996454 -0.47464871]
16,"[ 0.78035701 -0.81497709  0.94801439  0.42382498 -1.62406093 -0.60325237
 -2.26673307  0.66004485  0.9973286   0.47938459  0.        ]","[[ -5.57754599  -3.09322385  -0.18751127  -0.06722474]
 [-32.5453997    2.67427601   0.           0.        ]]",[-1.10163644  0.2355583 ],-0.870986,-0.191986948546,[-0.02551077 -0.15380535],[-0.490949   -0.53282779]
17,"[ 1.10907867 -0.80881225 -0.00301422  0.27877099 -1.62404435 -0.60325006
 -2.49368344  0.78220282  0.9639992   0.46398236  0.        ]","[[ -6.26171365  -3.03090946  -0.18751127  -0.06722474]
 [-35.86030486   3.55429757   0.           0.        ]]",[-0.50343751 -1.42529839],-0.947313,-0.186695006003,[-0.02551077 -0.15380535],[-0.43219873 -0.5913828 ]
