timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.48433512 -0.46981654],"[[ 0.07436429 -0.03604421 -0.03267784 -0.17093491]
 [ 0.00102807  0.00419177  0.          0.        ]]",[-2.69304465 -2.36336319],"[ 1.25537064  1.74672456 -0.12615004  0.84552924 -0.28597682 -1.48092743
  0.6966264   0.38230003  1.64916366  1.61464517  0.        ]",-3.13319,-0.303404508215,[-1.81008863 -3.04483914]
1,[-0.48433512 -0.46981654],"[[ 0.03470955 -0.07567361 -0.03267784 -0.17093491]
 [-3.95334387 -3.95394459  0.          0.        ]]",[-1.6251751  -2.14615783],"[ 1.25833906  1.74389318 -0.1859497   0.7375121  -0.2859767  -1.48092558
  0.58696338 -0.24845501  1.65079714  1.48408768  0.        ]",-3.06892,-0.296119091683,[-1.61037159 -2.54861259]
2,[-0.48433512 -0.46981654],"[[-0.08324873 -0.1936797  -0.03267784 -0.17093491]
 [-7.82961174 -7.83373398  0.          0.        ]]",[-0.8107564  -2.08550221],"[ 1.25440713  1.723644   -0.36395268  0.41844506 -0.28597658 -1.48092373
  0.4794664  -0.86672469  1.6157624   1.0992577   0.        ]",-2.83222,-0.272545480654,[-1.45854366 -2.12213564]
3,[-0.48433512 -0.46981654],"[[ -0.2704551   -0.38851356  -0.03267784  -0.17093491]
 [-10.88097116 -11.6369622    0.           0.        ]]",[-1.43747414 -2.5064619 ],"[ 1.20922038  1.65226071 -0.64188399 -0.09028903 -0.28597646 -1.48092188
  0.39484582 -1.47279265  1.43892968  0.5256284   0.        ]",-2.27775,-0.22928294845,[-1.49824929 -1.75879467]
4,[-0.48433512 -0.46981654],"[[ -0.52560349  -0.65865241  -0.03267784  -0.17093491]
 [-14.62166922 -15.36446017   0.           0.        ]]",[-1.48703645 -2.06813722],"[ 1.07370967  1.48009504 -0.99615994 -0.72705541 -0.28597634 -1.48092003
  0.2911085  -2.06678979  0.99651968 -0.07176168  0.        ]",-1.64755,-0.161757977724,[-1.73941243 -1.32570302]
5,[-0.48433512 -0.46981654],"[[ -0.85484253  -1.00259775  -0.03267784  -0.17093491]
 [-18.29046696 -19.01782517   0.           0.        ]]",[-2.1258293  -0.04982032],"[ 0.78698841  1.15700023 -1.37787423 -1.35721797 -0.28597622 -1.48091817
  0.18936514 -2.64896855  0.249833   -0.36952242  0.        ]",-1.08747,-0.0679583383685,[-2.06151962 -1.04271483]
6,[-0.48433512 -0.46981654],"[[ -1.25676507  -1.38113131  -0.03267784  -0.17093491]
 [-21.89008344 -18.83604734   0.           0.        ]]",[-2.92340503 -1.24524847],"[ 0.30962117  0.71003832 -1.67485057 -1.73723481 -0.28597609 -1.48091632
  0.08954032 -2.61999309 -0.54917023 -0.03208678  0.        ]",-1.01341,-0.0398812120354,[-2.23864508 -1.07998109]
7,[-0.48433512 -0.46981654],"[[ -1.72997831  -1.79380894  -0.03267784  -0.17093491]
 [-25.41997103 -22.41970989   0.           0.        ]]",[-3.40935618  0.14828661],"[-0.33256991  0.18621796 -1.72961514 -1.71858043 -0.28597597 -1.48091447
 -0.00835078 -3.191056   -0.96845259  0.90013216  0.        ]",-1.18987,-0.141719087397,[-2.40056157 -0.89797193]
8,[-0.48433512 -0.46981654],"[[ -2.27311188  -2.23182693  -0.03267784  -0.17093491]
 [-28.88174245 -21.38556443   0.           0.        ]]",[-1.67049788 -0.79368052],"[-1.0023365  -0.31594819 -1.39128113 -1.2111192  -0.28597585 -1.48091262
 -0.10435287 -3.02624763 -0.72344409  1.81719392  0.        ]",-1.83179,-0.20947514707,[-2.2121346  -0.72398198]
9,[-0.48433512 -0.46981654],"[[ -2.88478502  -2.68679412  -0.03267784  -0.17093491]
 [-32.2740792  -24.10228163   0.           0.        ]]",[-2.44714227  0.9200148 ],"[-1.44367272 -0.67959192 -0.62197646 -0.25536789 -0.28597573 -1.48091077
 -0.19842939 -3.45915137 -0.13338638  1.97307227  0.        ]",-1.88445,-0.218223453109,[-2.19436383 -0.22353512]
10,[-0.48433512 -0.46981654],"[[ -3.56360276e+00  -3.07834422e+00  -3.26778377e-02  -1.70934913e-01]
 [ -3.55956632e+01  -8.64976223e+00   0.00000000e+00   0.00000000e+00]]",[-2.65930788 -1.26076362],"[-1.36818884 -0.80700027  0.38027707  0.77135628 -0.28597561 -1.48090891
 -0.29054379 -0.99673155  0.08217089  1.57180734  0.        ]",-1.9796,-0.184314361135,[-2.03210545 -0.30685106]
11,[-0.48433512 -0.46981654],"[[ -4.30816556e+00  -3.12202616e+00  -3.26778377e-02  -1.70934913e-01]
 [ -3.88498801e+01   1.34903923e+00   0.00000000e+00   0.00000000e+00]]",[-1.0979933   0.05031746],"[-0.65516129 -0.80931149  1.15027379  0.89050028 -0.28597549 -1.48090706
 -0.38078993  0.59661602  0.01724773  1.40670859  0.        ]",-1.90341,-0.166807198191,[-1.88028216 -0.90636605]
12,[-0.48433512 -0.46981654],"[[ -5.11717066e+00  -3.07938909e+00  -3.26778377e-02  -1.70934913e-01]
 [ -4.20400157e+01   2.37355756e+00   0.00000000e+00   0.00000000e+00]]",[-1.50874457 -0.33246264],"[ 0.4263042  -0.80708297  1.14994091  0.77420216 -0.28597537 -1.48090521
 -0.46925894  0.75987657 -0.00706651  1.37441181  0.        ]",-1.70724,-0.16307555319,[-1.8269217  -1.12430167]
13,[-0.48433512 -0.46981654],"[[ -5.98934559e+00  -3.04129276e+00  -3.26778377e-02  -1.70934913e-01]
 [ -4.51670553e+01   1.43393501e+00   0.00000000e+00   0.00000000e+00]]",[-3.34178464  0.88254283],"[ 1.20027646 -0.80312942  0.19908481  0.67054413 -0.28597525 -1.48090336
 -0.55597813  0.61014367 -0.07293966  1.35792076  0.        ]",-1.55177,-0.15992554913,[-1.72872508 -1.09605336]
14,[-0.48433512 -0.46981654],"[[ -6.92343755e+00  -2.97782799e+00  -3.26778377e-02  -1.70934913e-01]
 [ -4.82318835e+01   4.90111572e+00   0.00000000e+00   0.00000000e+00]]",[-2.59646544 -1.7825305 ],"[ 0.9870476  -0.79244831 -1.14063869  0.4988151  -0.28597513 -1.48090151
 -0.64097203  1.16265169 -0.16642579  1.3990147   0.        ]",-1.4588,-0.162355154692,[-1.80192661 -1.26052713]
15,[-0.48433512 -0.46981654],"[[ -7.91821894e+00  -2.92048839e+00  -3.26778377e-02  -1.70934913e-01]
 [ -5.12362795e+01   8.46501896e-01   0.00000000e+00   0.00000000e+00]]",[-3.31971695 -1.85427465],"[-0.202981   -0.77842895 -1.74559239  0.34518226 -0.285975   -1.48089965
 -0.72428994  0.51653262 -0.21480586  1.58589767  0.        ]",-1.56137,-0.180018675403,[-2.06403255 -0.96522063]
16,[-0.48433512 -0.46981654],"[[ -8.97249451e+00  -2.94342966e+00  -3.26778377e-02  -1.70934913e-01]
 [ -5.41815293e+01  -3.12738171e+00   0.00000000e+00   0.00000000e+00]]",[-2.4332029   0.28386661],"[-1.35058134 -0.78453228 -0.89840973  0.40644169 -0.28597488 -1.4808978
 -0.80596753 -0.11672165 -0.04539813  1.7306764   0.        ]",-1.81156,-0.196193200654,[-2.02277493 -0.58627766]
17,[-0.48433512 -0.46981654],"[[ -1.00850900e+01  -2.99405634e+00  -3.26778377e-02  -1.70934913e-01]
 [ -5.70683741e+01  -1.93931949e+00   0.00000000e+00   0.00000000e+00]]",[-2.29982796 -0.90473078],"[-1.19992592 -0.79566332  0.68803926  0.54258368 -0.28597476 -1.48089595
 -0.88602534  0.07260088  0.10866747  1.57059731  0.        ]",-1.94771,-0.185061967691,[-1.73873889 -0.50399798]
18,[-0.48433512 -0.46981654],"[[ -1.12548476e+01  -3.01832784e+00  -3.26778377e-02  -1.70934913e-01]
 [ -5.98979263e+01  -3.13760049e-01   0.00000000e+00   0.00000000e+00]]",[-1.32526922 -0.10783634],"[ 0.23746923 -0.79985168  1.22151448  0.60823912 -0.28597464 -1.4808941
 -0.9644942   0.33164037  0.058352    1.3678929   0.        ]",-1.73634,-0.164420103339,[-1.78407323 -0.88758665]
19,[-0.48433512 -0.46981654],"[[ -1.24806334e+01  -3.01588119e+00  -3.26778377e-02  -1.70934913e-01]
 [ -6.26714157e+01   3.27479871e-01   0.00000000e+00   0.00000000e+00]]",[-1.78956142 -1.81978361],"[ 1.25411895 -0.79946275 -0.10902156  0.60161088 -0.28597452 -1.48089225
 -1.0414082   0.43382444 -0.08950096  1.34546578  0.        ]",-1.47201,-0.158397816953,[-1.77776623 -1.06593299]
20,[-0.48433512 -0.46981654],"[[ -1.37613383e+01  -3.01032960e+00  -3.26778377e-02  -1.70934913e-01]
 [ -6.53900203e+01   2.18255354e-01   0.00000000e+00   0.00000000e+00]]",[-1.07018675 -0.47940224],"[ 0.38951624 -0.79855275 -1.6432898   0.58657907 -0.2859744  -1.48089039
 -1.11679999  0.41641885 -0.15972871  1.52699354  0.        ]",-1.64373,-0.174803555339,[-1.98346245 -0.92801845]
