timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.35805568 -0.35938749],"[[ -2.18723147e-02   9.38385003e-02   1.69964124e-01   8.39258478e-02]
 [ -6.52550282e-05  -4.49856795e-05   0.00000000e+00   0.00000000e+00]]",[ 1.90008408  0.53244852],"[ 1.22709651  1.92471183 -0.18421255  1.13528926  1.47635258  0.72745892
  0.66895881  0.38797534  0.05437969 -0.86942293  0.        ]",-1.3037,-0.0877156379243,[ 1.10115695  0.03406882]
1,[-0.35805568 -0.35938749],"[[ 0.01780879  0.11497522  0.16996412  0.08392585]
 [ 3.95501198  2.10670029  0.          0.        ]]",[ 0.62289015  0.16785678],"[ 1.22720519  1.92179469 -0.12482743  1.19521959  1.47634983  0.72745827
  0.78893626  0.71152144  0.04927127 -0.76887171  0.        ]",-1.08595,-0.0780573563134,[ 0.61415631 -0.44684133]
2,[-0.35805568 -0.35938749],"[[ 0.12084479  0.16334994  0.16996412  0.08392585]
 [ 6.34065077  2.72869869  0.          0.        ]]",[-0.53638278  0.3776908 ],"[ 1.21742603  1.91292003  0.02894391  1.33178822  1.47634709  0.72745762
  0.86130432  0.80704507  0.01781425 -0.51738118  0.        ]",-0.933657,-0.053862491839,[ 0.17254244 -0.78985107]
3,[-0.35805568 -0.35938749],"[[ 0.22510482  0.23239517  0.16996412  0.08392585]
 [ 4.09284041  4.17101559  0.          0.        ]]",[-0.3061523  -1.38803021],"[ 1.19284278  1.89497607  0.18258746  1.52475524  1.47634434  0.72745697
  0.79311568  1.02855003 -0.0479745  -0.25206962  0.        ]",-0.972308,-0.0292551431353,[-0.10489351 -1.11585355]
4,[-0.35805568 -0.35938749],"[[ 0.29401368  0.27526392  0.16996412  0.08392585]
 [ 2.80232621  0.12932856  0.          0.        ]]",[ 1.21690435 -0.81298834],"[ 1.16860793  1.88074204  0.28224616  1.64304609  1.4763416   0.72745632
  0.75396691  0.40784102 -0.10703121 -0.08761603  0.        ]",-1.00667,-0.0189022987403,[ 0.03281758 -0.69668317]
5,[-0.35805568 -0.35938749],"[[ 0.38920742  0.24551141  0.16996412  0.08392585]
 [ 6.70404492 -3.09384068  0.          0.        ]]",[-0.61272223 -1.77563207],"[ 1.12491778  1.89086229  0.41643546  1.5610805   1.47633886  0.72745567
  0.87232567 -0.08716268 -0.16197444  0.05343265  0.        ]",-0.975327,-0.0222314956653,[-0.22540917 -0.50568271]
6,[-0.35805568 -0.35938749],"[[ 0.49765308  0.14453083  0.16996412  0.08392585]
 [ 4.14903494 -6.99122371  0.          0.        ]]",[-0.81035408 -1.23832725],"[ 1.06118255  1.91671396  0.56297235  1.27875895  1.47633611  0.72745502
  0.79481801 -0.68570974 -0.200889    0.15244997  0.        ]",-0.964121,-0.030296216468,[ 0.00306572  0.0286085 ]
7,[-0.35805568 -0.35938749],"[[  0.54766187  -0.03362      0.16996412   0.08392585]
 [  0.86278385 -10.81112992   0.           0.        ]]",[ 0.52374093 -0.13475059],"[ 1.02697273  1.92974427  0.6278191   0.77229905  1.47633337  0.72745437
  0.69512808 -1.27235697 -0.16153436  0.08176772  0.        ]",-0.997107,-0.0248924731033,[ 0.4583779   0.65280271]
8,[-0.35805568 -0.35938749],"[[  0.5855348   -0.25305641   0.16996412   0.08392585]
 [  2.91766238 -11.13143708   0.           0.        ]]",[ 0.48089561  0.09947585],"[ 0.99911291  1.88838618  0.67564095  0.15434023  1.47633063  0.72745372
  0.7574627  -1.3215466  -0.11490705 -0.0602394   0.        ]",-0.971278,-0.0188038444319,[ 0.43634084  0.80263329]
9,[-0.35805568 -0.35938749],"[[  0.66239356  -0.46952886   0.16996412   0.08392585]
 [  4.76209282 -10.51783879   0.           0.        ]]",[ 0.05952215  0.37862748],"[ 0.93758522  1.78742867  0.76897346 -0.42185533  1.47632788  0.72745307
  0.81341324 -1.22731038 -0.11872779 -0.14152281  0.        ]",-0.940262,-0.0169027659281,[ 0.28376436  0.84667408]
