timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.321303939029,[-0.58373612 -0.33557525],[-4.12705374 -4.52846146],-3.26447,"[ 1.08697683  1.32629011 -0.34717464  1.31230668 -0.41371472 -1.72787931
 -0.04457724  0.30753697  1.94312336  2.24002582  0.        ]","[[-0.04892996  0.03391722 -0.04820207 -0.19794798]
 [ 0.00301592 -0.0011107   0.          0.        ]]",[-4.21858576 -5.06095143]
1,-0.31331195698,[-0.58373612 -0.33557525],[-3.36100435 -3.46727967],-3.14076,"[ 1.08314482  1.32700181 -0.40861747  1.2112774  -0.41371443 -1.72787526
 -0.50608962 -0.36359733  1.9358214   2.08340338  0.        ]","[[-0.0885453  -0.00581718 -0.04820207 -0.19794798]
 [-3.95138804 -3.9591428   0.          0.        ]]",[-2.32283622 -4.06978768]
2,-0.287512199144,[-0.58373612 -0.33557525],[-2.05218649 -2.03356218],-2.9188,"[ 1.05875722  1.317214   -0.58985788  0.91173238 -0.41371415 -1.72787121
 -0.95848115 -1.02144741  1.8657232   1.6259368   0.        ]","[[-0.20646447 -0.12392625 -0.04820207 -0.19794798]
 [-7.82764576 -7.83883469  0.          0.        ]]",[-1.40410439 -1.72896436]
3,-0.239110223719,[-0.58373612 -0.33557525],[-0.19175407 -0.1795072 ],-2.33928,"[ 0.97689008  1.26255904 -0.87821864  0.42888639 -0.41371386 -1.72786716
 -1.40196219 -1.66626497  1.6009288   0.94064153  0.        ]","[[ -0.40114214  -0.31885829  -0.04820207  -0.19794798]
 [-11.62756675 -11.6416818    0.           0.        ]]",[-0.85105101 -1.49625898]
4,-0.164216791462,[-0.58373612 -0.33557525],[ 1.70090938  1.83481574],-1.60499,"[ 0.78851079  1.1114663  -1.23070641 -0.18683326 -0.41371358 -1.7278631
 -1.76801223 -2.29832191  0.99818477  0.26423721  0.        ]","[[ -0.6651604   -0.58909279  -0.04820207  -0.19794798]
 [-14.76404961 -15.36930495   0.           0.        ]]",[ 1.84887009  1.63030344]
5,-0.0876734713668,[-0.58373612 -0.33557525],[ 1.89527941  2.32753968],-1.19461,"[ 0.53608761  0.88862825 -1.50606819 -0.69063818 -0.41371329 -1.72785905
 -1.27252424 -1.57549007  0.2757662   0.00482623  0.        ]","[[ -0.91784669  -0.85370773  -0.04820207  -0.19794798]
 [-10.51854499 -11.10639272   0.           0.        ]]",[ 2.00023836  1.80476358]
6,-0.0404538638443,[-0.58373612 -0.33557525],[ 1.59978271  2.21416712],-1.21833,"[ 0.33629291  0.70226329 -1.64706072 -0.95913584 -0.41371301 -1.727855
 -0.78671106 -0.86697644 -0.20877697  0.06570611  0.        ]","[[-1.0864546  -1.03391136 -0.04820207 -0.19794798]
 [-6.35592573 -6.92790532  0.          0.        ]]",[ 0.94424808  1.64506486]
7,-0.0273821165542,[-0.58373612 -0.33557525],[ 1.01992571  1.6172694 ],-1.43618,"[ 0.22374911  0.59222534 -1.70558823 -1.07532884 -0.41371272 -1.72785095
 -0.33615064 -0.17248812 -0.44599374  0.17046391  0.        ]","[[-1.17484002 -1.13137514 -0.04820207 -0.19794798]
 [-2.49536139 -2.83212877  0.          0.        ]]",[ 1.22179717  2.53215103]
8,-0.0275636597947,[-0.58373612 -0.33557525],[ 0.12606642  0.45912391],-1.22579,"[ 0.2110944   0.57321596 -1.71134636 -1.09272009 -0.41371244 -1.7278469
  0.13128854  0.50823916 -0.4752477   0.1900353   0.        ]","[[-1.18456219 -1.14773775 -0.04820207 -0.19794798]
 [ 1.50982685  1.18249193  0.          0.        ]]",[-0.08341372  0.0282976 ]
9,-0.0283222176529,[-0.58373612 -0.33557525],[ 0.18354712  0.37866515],-1.22811,"[ 0.24557525  0.60167029 -1.69526514 -1.0664025  -0.41371215 -1.72784285
  0.08927692  0.52328527 -0.41070632  0.15610623  0.        ]","[[-1.15797735 -1.12319757 -0.04820207 -0.19794798]
 [ 1.1498568   1.27122934  0.          0.        ]]",[-0.030733    0.50646266]
10,-0.0309781116615,[-0.58373612 -0.33557525],[ 0.15737951 -0.1116768 ],-1.21067,"[ 0.27322523  0.65330027 -1.6814942  -1.01421705 -0.41371187 -1.72783879
  0.07236285  0.8590616  -0.3357223   0.11010296  0.        ]","[[-1.13643421 -1.0779044  -0.04820207 -0.19794798]
 [ 1.00493145  3.25148818  0.          0.        ]]",[ 0.85837102  0.25301959]
11,-0.0432223009619,[-0.58373612 -0.33557525],[-0.64699739 -0.93611121],-1.12499,"[ 0.34126176  0.7353962  -1.64414054 -0.91854064 -0.41371158 -1.72783474
  0.46637877  1.01786639 -0.17351499  0.044226    0.        ]","[[-1.08246207 -1.00347784 -0.04820207 -0.19794798]
 [ 4.38099899  4.18805252  0.          0.        ]]",[ 0.0830138  -1.68106921]
12,-0.0630565784917,[-0.58373612 -0.33557525],[-0.75033492 -0.50735945],-1.08158,"[ 0.45040727  0.78133195 -1.57297287 -0.85752107 -0.4137113  -1.72783069
  0.49472422  0.33241048  0.03074665  0.0222625   0.        ]","[[-0.99240557 -0.96027653 -0.04820207 -0.19794798]
 [ 4.62387557  0.14555201  0.          0.        ]]",[-0.90810382 -1.57085635]
13,-0.0698892462668,[-0.58373612 -0.33557525],[ 0.07916246  0.62290317],-1.17425,"[ 0.51464347  0.74224749 -1.52379739 -0.90979472 -0.41371101 -1.72782664
  0.0648474  -0.33928652  0.09391     0.05213744  0.        ]","[[-0.93688382 -0.99711089 -0.04820207 -0.19794798]
 [ 0.94054602 -3.8158053   0.          0.        ]]",[ 0.77867778  1.36459271]
14,-0.0756248798205,[-0.58373612 -0.33557525],[-0.77688617 -0.56395221],-1.08417,"[ 0.56977895  0.70331509 -1.47667044 -0.95787501 -0.41371073 -1.72782259
  0.42212164  0.34477713  0.14575045  0.08314475  0.        ]","[[-0.88735866 -1.03294982 -0.04820207 -0.19794798]
 [ 4.00179319  0.21848266  0.          0.        ]]",[-0.56637496 -0.94651647]
15,-0.0828474085156,[-0.58373612 -0.33557525],[-0.23331475  0.36855328],-1.16322,"[ 0.63028793  0.66641938 -1.41902309 -0.99999932 -0.41371044 -1.72781854
  0.15146243 -0.29132963  0.21148526  0.1184098   0.        ]","[[-0.83059088 -1.06621965 -0.04820207 -0.19794798]
 [ 1.68269683 -3.53297587  0.          0.        ]]",[-1.36470016  0.6407202 ]
16,-0.0776984067338,[-0.58373612 -0.33557525],[ 0.41058573  0.35478491],-1.11265,"[ 0.62362855  0.61601625 -1.4256945  -1.05247481 -0.41371016 -1.72781448
 -0.31430167  0.15089303  0.15564655  0.13694677  0.        ]","[[-0.83697796 -1.11071197 -0.04820207 -0.19794798]
 [-2.30812258 -0.9249562   0.          0.        ]]",[ 1.01013511 -0.16375254]
17,-0.0745211698895,[-0.58373612 -0.33557525],[-0.25806904  0.16163898],-1.1509,"[ 0.61733504  0.58739047 -1.43192112 -1.07980664 -0.41370987 -1.72781043
  0.15284611  0.04387582  0.12069784  0.14801469  0.        ]","[[-0.84298049 -1.13554355 -0.04820207 -0.19794798]
 [ 1.69454955 -1.55609235  0.          0.        ]]",[-0.22517584  0.70373313]
18,-0.0785845416453,[-0.58373612 -0.33557525],[-0.20909274 -0.34053719],-1.14875,"[ 0.64291617  0.58408016 -1.40611853 -1.08285433 -0.41370959 -1.72780638
  0.0448605   0.52162696  0.15994241  0.15711473  0.        ]","[[-0.81837285 -1.13839599 -0.04820207 -0.19794798]
 [ 0.76929509  1.26145591  0.          0.        ]]",[-0.96955062  0.26953639]
19,-0.0775742962519,[-0.58373612 -0.33557525],[ 0.37297946 -0.20212454],-1.11043,"[ 0.61874865  0.62517809 -1.43052231 -1.04334996 -0.4137093  -1.72780233
 -0.40468588  0.69853305  0.15562355  0.13142131  0.        ]","[[-0.84163394 -1.10269906 -0.04820207 -0.19794798]
 [-3.08255977  2.30476594  0.          0.        ]]",[ 0.42233333 -0.34816802]
20,-0.0724721307383,[-0.58373612 -0.33557525],[ 0.26140773 -0.05138261],-1.14895,"[ 0.57136451  0.661173   -1.47522408 -1.00571989 -0.41370902 -1.72779828
 -0.20248992  0.45695913  0.11037312  0.10212664  0.        ]","[[-0.8859026  -1.07089801 -0.04820207 -0.19794798]
 [-1.35008411  0.88008232  0.          0.        ]]",[ 0.36900296  0.59108695]
21,-0.0739633560225,[-0.58373612 -0.33557525],[-0.10268524 -0.71700925],-1.17175,"[ 0.55811485  0.70655645 -1.48702471 -0.95400433 -0.41370873 -1.72779423
 -0.02904776  0.85078971  0.12997201  0.07850497  0.        ]","[[-0.89799362 -1.02999269 -0.04820207 -0.19794798]
 [ 0.13602026  3.20270758  0.          0.        ]]",[ 0.08803637  0.94031516]
22,-0.084849553973,[-0.58373612 -0.33557525],[-0.44705176 -1.7589314 ],-1.15163,"[ 0.56489915  0.81351008 -1.48101406 -0.81123383 -0.41370845 -1.72779018
  0.01115478  1.47134602  0.24404547  0.0397811   0.        ]","[[-0.89181673 -0.92921903 -0.04820207 -0.19794798]
 [ 0.48048757  6.86246079  0.          0.        ]]",[-1.79578777 -0.473229  ]
23,-0.091264403761,[-0.58373612 -0.33557525],[ 0.32794151 -1.18219042],-1.1271,"[ 0.53143652  0.92796526 -1.50992019 -0.61947939 -0.41370816 -1.72778613
 -0.45164734  1.13079283  0.31212122 -0.00749695  0.        ]","[[-0.92199396 -0.81212098 -0.04820207 -0.19794798]
 [-3.48493805  4.85405255  0.          0.        ]]",[ 0.5532633  -2.18566165]
24,-0.0882064199944,[-0.58373612 -0.33557525],[ 0.24055842 -0.65539247],-1.15541,"[ 0.47775197  0.97886682 -1.55271358 -0.51795965 -0.41370788 -1.72778207
 -0.18797848  0.44297655  0.28481498 -0.04357579  0.        ]","[[-0.9690255  -0.75573911 -0.04820207 -0.19794798]
 [-1.22574883  0.79764753  0.          0.        ]]",[ 0.26737147  0.38712122]
25,-0.0889025822804,[-0.58373612 -0.33557525],[-0.04539934 -1.1020875 ],-1.13289,"[ 0.46181974  1.00574728 -1.56461615 -0.45943431 -0.41370759 -1.72777802
 -0.06175088  0.70015088  0.29234291 -0.05648963  0.        ]","[[-0.98268888 -0.72456868 -0.04820207 -0.19794798]
 [-0.14419549  2.31433991  0.          0.        ]]",[-0.97756958 -1.09743717]
26,-0.0814524020545,[-0.58373612 -0.33557525],[ 0.89478189  0.17543244],-1.14549,"[ 0.41237187  1.01090912 -1.59940278 -0.44776372 -0.41370731 -1.72777397
 -0.51264302  0.02120386  0.22052665 -0.07674066  0.        ]","[[-1.02433507 -0.71845634 -0.04820207 -0.19794798]
 [-4.00756722 -1.68975717  0.          0.        ]]",[ 0.77308688  0.50169738]
27,-0.0704862803061,[-0.58373612 -0.33557525],[ 0.39023685 -0.37645108],-1.15604,"[ 0.3529762   0.99942406 -1.63713754 -0.47352744 -0.41370702 -1.72776992
 -0.14650574  0.36354207  0.11399849 -0.08969864  0.        ]","[[-1.07301045 -0.73199473 -0.04820207 -0.19794798]
 [-0.87040393  0.32918626  0.          0.        ]]",[ 1.35914717 -0.5019883 ]
28,-0.0734551485503,[-0.58373612 -0.33557525],[-0.41322517 -0.37614623],-1.11939,"[ 0.38059662  0.98785191 -1.62011272 -0.49879172 -0.41370674 -1.72776587
  0.31732249  0.02517942  0.14255804 -0.07895856  0.        ]","[[-1.05054416 -0.74543256 -0.04820207 -0.19794798]
 [ 3.10380229 -1.66630874  0.          0.        ]]",[-0.98979052  0.03322161]
29,-0.0744387965834,[-0.58373612 -0.33557525],[ 0.42039955 -0.01719502],-1.12905,"[ 0.4075061   0.95992026 -1.60264528 -0.55708007 -0.41370645 -1.72776182
 -0.14687985  0.05330069  0.15133111 -0.06210478  0.        ]","[[-1.02837452 -0.77709464 -0.04820207 -0.19794798]
 [-0.87360633 -1.50046333  0.          0.        ]]",[ 0.4834874  -0.01411276]
30,-0.0716473878743,[-0.58373612 -0.33557525],[ 0.02034846 -0.11170203],-1.11973,"[ 0.40978788  0.93235418 -1.60111981 -0.61114945 -0.41370617 -1.72775777
  0.07838734  0.04875675  0.12336938 -0.05138786  0.        ]","[[-1.02648096 -0.80737281 -0.04820207 -0.19794798]
 [ 1.05654154 -1.52726105  0.          0.        ]]",[-0.35130381  0.08431127]
31,-0.0702323185647,[-0.58373612 -0.33557525],[ 0.31447858 -0.0015529 ],-1.16061,"[ 0.41817056  0.90719446 -1.59546897 -0.65775399 -0.41370588 -1.72775372
 -0.08628166  0.11056686  0.10863704 -0.03958286  0.        ]","[[-1.01950634 -0.8342606  -0.04820207 -0.19794798]
 [-0.35438458 -1.16273592  0.          0.        ]]",[-0.28964517  1.12019023]
32,-0.0683726695244,[-0.58373612 -0.33557525],[ 0.3682884  -0.65778011],-1.13027,"[ 0.39582337  0.922901   -1.6103255  -0.62895172 -0.4137056  -1.72774967
 -0.21935579  0.78593336  0.09127468 -0.05070804  0.        ]","[[-1.03803419 -0.81755287 -0.04820207 -0.19794798]
 [-1.49459792  2.82023573  0.          0.        ]]",[ 0.39426567 -1.0166764 ]
33,-0.0673366546113,[-0.58373612 -0.33557525],[ 0.25171655 -0.03270162],-1.14079,"[ 0.37885769  0.93781581 -1.62119311 -0.60068668 -0.41370531 -1.72774561
 -0.03370153  0.10497707  0.08178612 -0.06020419  0.        ]","[[-1.05196582 -0.80144131 -0.04820207 -0.19794798]
 [ 0.09613276 -1.19569602  0.          0.        ]]",[ 1.07961521 -0.48095176]
34,-0.0709675573542,[-0.58373612 -0.33557525],[-0.57918268 -0.02346053],-1.10441,"[ 0.4291083   0.89769714 -1.58795546 -0.67470102 -0.41370503 -1.72774156
  0.42790263 -0.21413201  0.11532264 -0.03330575  0.        ]","[[-1.01036022 -0.84423755 -0.04820207 -0.19794798]
 [ 4.05126983 -3.07763793  0.          0.        ]]",[-0.66977725 -0.15747436]
35,-0.0744194751405,[-0.58373612 -0.33557525],[-0.01315886  0.38667458],-1.10254,"[ 0.49196513  0.83160358 -1.54175422 -0.78382929 -0.41370474 -1.72773751
  0.10929317 -0.30938117  0.14496277  0.00874961  0.        ]","[[-0.95672471 -0.91142618 -0.04820207 -0.19794798]
 [ 1.32134994 -3.63936929  0.          0.        ]]",[ 0.02806026 -0.1375083 ]
36,-0.0720132282357,[-0.58373612 -0.33557525],[-0.02950227  0.5933097 ],-1.08477,"[ 0.52305092  0.75096645 -1.51684325 -0.89844971 -0.41370446 -1.72773346
  0.11921434 -0.38949019  0.11536801  0.05023419  0.        ]","[[-0.92944478 -0.98895375 -0.04820207 -0.19794798]
 [ 1.40635735 -4.11181211  0.          0.        ]]",[-0.86224126 -0.32303096]
37,-0.0625871429604,[-0.58373612 -0.33557525],[ 0.6890707   1.42250884],-1.21072,"[ 0.51583667  0.64730705 -1.52274848 -1.0205344  -0.41370417 -1.72772941
 -0.28217864 -0.59240537  0.01098338  0.09857079  0.        ]","[[-0.9358239  -1.08319665 -0.04820207 -0.19794798]
 [-2.03286927 -5.30850229  0.          0.        ]]",[ 1.90626978  1.37664461]
38,-0.0575833510031,[-0.58373612 -0.33557525],[-0.1939812   0.34659225],-1.20016,"[ 0.51519503  0.57219165 -1.5232669  -1.09359144 -0.41370389 -1.72772536
  0.18418811  0.09664059 -0.05222016  0.13970803  0.        ]","[[-0.93638951 -1.14859508 -0.04820207 -0.19794798]
 [ 1.96306451 -1.24487151  0.          0.        ]]",[-0.06824289  1.48161523]
39,-0.0647779629052,[-0.58373612 -0.33557525],[-0.30699116 -0.51810926],-1.1335,"[ 0.55563666  0.5897207  -1.48913977 -1.07761433 -0.4137036  -1.72772131
  0.14801702  0.77223916  0.02430835  0.13414241  0.        ]","[[-0.90023763 -1.13351645 -0.04820207 -0.19794798]
 [ 1.6531436   2.73945528  0.          0.        ]]",[-0.01346026 -0.02726094]
40,-0.0748351109175,[-0.58373612 -0.33557525],[-0.36801666 -0.68841881],-1.09968,"[ 0.59069645  0.65051462 -1.45740114 -1.01713479 -0.41370332 -1.72771726
  0.13798183  0.74474456  0.13213423  0.11200236  0.        ]","[[-0.86803747 -1.08035419 -0.04820207 -0.19794798]
 [ 1.56716065  2.57731075  0.          0.        ]]",[-0.58238573 -0.582177  ]
41,-0.0787802396949,[-0.58373612 -0.33557525],[ 0.13127255 -0.10122291],-1.14593,"[ 0.59917417  0.68176269 -1.44940491 -0.98283116 -0.41370303 -1.72771321
 -0.1345056   0.34532577  0.17398753  0.10120099  0.        ]","[[-0.86011944 -1.05244204 -0.04820207 -0.19794798]
 [-0.76756817  0.22175284  0.          0.        ]]",[ 1.66026703  0.20901165]
42,-0.0844109914839,[-0.58373612 -0.33557525],[-0.7211166  -0.74532348],-1.11862,"[ 0.62503754  0.69580005 -1.42420522 -0.96667246 -0.41370275 -1.72770916
  0.32903155  0.48472605  0.22963491  0.10517856  0.        ]","[[-0.83562165 -1.03975857 -0.04820207 -0.19794798]
 [ 3.20411269  1.0438631   0.          0.        ]]",[-0.70894718 -0.36204609]
