timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.137805683859,[-0.19822916 -0.30877486],[ 0.46679318  1.57890916],-0.69711,"[ 1.1467354   2.09369472  0.12600479 -0.73949553  1.13370974  1.05179648
 -0.21769258 -0.34394795  0.33416917 -0.9664777   0.        ]","[[ 0.05404368 -0.02753191  0.13152162  0.12172184]
 [-0.00127063 -0.00109666  0.          0.        ]]",[ 0.29204686  1.71633526]
1,-0.132068284621,[-0.19822916 -0.30877486],[ 0.44113335  1.53523803],-0.660924,"[ 1.14578148  2.09408015  0.14335965 -0.61927324  1.13370342  1.05179108
 -0.17528726  0.19338938  0.33157572 -0.91070105  0.        ]","[[ 0.06559456  0.0121697   0.13152162  0.12172184]
 [ 1.15252224  3.95806494  0.          0.        ]]",[ 0.63674283  0.33828353]
2,-0.114738648581,[-0.19822916 -0.30877486],[ 0.36887443  1.49384522],-0.641543,"[ 1.1398691   2.08684011  0.21544618 -0.34181867  1.1336971   1.05178568
 -0.08356679  0.36441413  0.31232032 -0.74618882  0.        ]","[[ 0.11368409  0.1039743   0.13152162  0.12172184]
 [ 3.64812925  5.21819777  0.          0.        ]]",[-0.86838889  1.11090236]
3,-0.093870192252,[-0.19822916 -0.30877486],[ 0.33780393  1.4151454 ],-0.57882,"[ 1.13301597  2.05301476  0.27177594  0.08443003  1.13369079  1.05178027
 -0.21252608  0.88796979  0.26568433 -0.55965265  0.        ]","[[ 0.15144126  0.24704313  0.13152162  0.12172184]
 [ 0.13928319  9.07582229  0.          0.        ]]",[ 1.52088975  1.61754046]
4,-0.0639100137295,[-0.19822916 -0.30877486],[ 0.36310747  1.28506541],-0.532011,"[ 1.12300725  1.94943021  0.33469727  0.70584876  1.13368447  1.05177487
 -0.06727549  1.4007692   0.15677965 -0.32137056  0.        ]","[[  0.19387827   0.46646955   0.13152162   0.12172184]
 [  4.09136815  12.854238     0.           0.        ]]",[ 1.7324243  1.8161654]
5,-0.0169678352915,[-0.19822916 -0.30877486],[ 0.42569971  1.0772469 ],-0.454739,"[ 1.08137589  1.72081285  0.51043403  1.431756    1.13367815  1.05176947
  0.07514099  1.90340917 -0.11209301  0.01569982  0.        ]","[[  0.31458183   0.76071425   0.13152162   0.12172184]
 [  7.96634077  16.55789054   0.           0.        ]]",[ 0.55469552 -0.51443342]
6,-0.0555818170096,[-0.19822916 -0.30877486],[ 0.47861707  0.89229703],-0.492045,"[ 0.98442466  1.39231234  0.75888208  1.9976342   1.13367184  1.05176407
  0.15010042  1.5823301  -0.53005488  0.26030724  0.        ]","[[  0.49437159   1.06813681   0.13152162   0.12172184]
 [ 10.00589459  14.1922369    0.           0.        ]]",[-0.03081412  1.02631498]
7,-0.114624194059,[-0.19822916 -0.30877486],[ 0.65962815  0.69578815],-0.574109,"[ 0.83371086  0.98492122  1.00431034  2.32222661  1.13366552  1.05175867
  0.13839552  2.08151795 -0.99860494  0.27960476  0.        ]","[[  0.69129219   1.38888716   0.13152162   0.12172184]
 [  9.68743044  17.87053226   0.           0.        ]]",[ 1.29995699  0.97810472]
8,-0.170881497442,[-0.19822916 -0.30877486],[ 0.80934727  0.62543267],-0.675198,"[ 0.60475148  0.45661466  1.24482578  2.30512417  1.1336592   1.05175327
  0.27691569  2.55890918 -1.44688917  0.00413699  0.        ]","[[  0.92285159   1.78159382   0.13152162   0.12172184]
 [ 13.45637685  21.38840273   0.           0.        ]]",[ 0.95636173  0.89488264]
9,-0.211582436682,[-0.19822916 -0.30877486],[ 0.93865561  0.60803157],-0.834723,"[ 0.2386938  -0.10078656  1.46196889  1.71775581  1.13365289  1.05174787
  0.40642415  2.98210008 -1.6700754  -0.55042278  0.        ]","[[  1.22733167   2.24065299   0.13152162   0.12172184]
 [ 16.98013224  24.50713856   0.           0.        ]]",[-0.98306609  0.73626646]
