timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.421298157098,[-0.30137774 -0.40084037],[ 2.20943713  2.58665013],-1.19002,"[ 1.18593728  2.35636892 -0.00698038 -0.99565015 -1.73309379  0.77422826
 -0.36436689 -0.36909895  2.80187398 -0.91549045  0.        ]","[[-0.02862096 -0.06795013 -0.19893126  0.09006809]
 [-0.00410734  0.00040585  0.          0.        ]]",[ 2.46094365  3.54646194]
1,-0.418884901448,[-0.30137774 -0.40084037],[ 2.15389347  2.51209044],-1.15964,"[ 1.1864144   2.35911271  0.05190526 -0.85459702 -1.73308547  0.77422677
 -0.2595182   0.16614126  2.80574927 -0.80647753  0.        ]","[[ 0.01097279 -0.02822968 -0.19893126  0.09006809]
 [ 3.95031916  3.95845378  0.          0.        ]]",[ 2.9445634  3.1173484]
2,-0.408976879597,[-0.30137774 -0.40084037],[ 1.99326372  2.35880041],-1.14975,"[ 1.17508747  2.35383258  0.22673691 -0.43515754 -1.73307715  0.77422529
 -0.15674207  0.6907875   2.7805203  -0.48343178  0.        ]","[[ 0.12887064  0.08986578 -0.19893126  0.09006809]
 [ 7.82657851  7.83816344  0.          0.        ]]",[ 2.33509696  1.25182041]
3,-0.384040674715,[-0.30137774 -0.40084037],[ 1.73414874  2.10017323],-1.14006,"[ 1.11512841  2.30137994  0.50844783  0.24466504 -1.73306883  0.7742238
 -0.05599099  1.20504066  2.6226236   0.01534879  0.        ]","[[  0.32352668   0.28478461  -0.19893126   0.09006809]
 [ 11.62646248  11.64103221   0.           0.        ]]",[ 1.42464112  3.27904398]
4,-0.333560064904,[-0.30137774 -0.40084037],[ 1.46667218  1.70211363],-1.0465,"[ 0.95130717  2.1424748   0.86735606  1.11928951 -1.73306051  0.77422232
  0.04279222  1.70908574  2.20282861  0.54571098  0.        ]","[[  0.59343425   0.55500408  -0.19893126   0.09006809]
 [ 15.35212672  15.36844862   0.           0.        ]]",[ 1.07539966  2.18806083]
5,-0.248840788937,[-0.30137774 -0.40084037],[ 1.52548337  1.18687987],-0.849697,"[ 0.62540828  1.81328541  1.23422575  2.02867528 -1.73305219  0.77422083
  0.13967466  2.20309284  1.48488939  0.80815942  0.        ]","[[  0.9371338    0.89902812  -0.19893126   0.09006809]
 [ 19.00610262  19.02169862   0.           0.        ]]",[ 1.5368115   1.27956948]
6,-0.13549156198,[-0.30137774 -0.40084037],[ 1.83130932  0.67718714],-0.598952,"[ 0.10788522  1.27837005  1.48791014  2.6858267  -1.73304387  0.77421935
  0.23472481  2.68722965  0.70027361  0.47255415  0.        ]","[[  1.35321782   1.31538604  -0.19893126   0.09006809]
 [ 22.59097335  22.60205693   0.           0.        ]]",[ 1.74787848  1.4567674 ]
7,-0.088984633863,[-0.30137774 -0.40084037],[ 2.25922084  0.42422509],-0.520196,"[-0.55531789  0.58043588  1.46927276  2.70601589 -1.73303555  0.77421786
  0.32799056  3.16169096  0.35645176 -0.42482167  0.        ]","[[  1.84032453   1.80263421  -0.19893126   0.09006809]
 [ 26.10854591  26.11100403   0.           0.        ]]",[ 0.1780496   0.74943311]
8,-0.18225973819,[-0.30137774 -0.40084037],[ 2.47922444  0.3814356 ],-0.569108,"[-1.16970259 -0.10320399  1.07858645  1.77676943 -1.73302722  0.77421638
  0.33318796  3.49265506  0.73853513 -1.14285483  0.        ]","[[  2.36446433   2.34941372  -0.19893126   0.09006809]
 [ 26.30458455  28.55891701   0.           0.        ]]",[ 2.33182822  0.37664884]
9,-0.231498664185,[-0.30137774 -0.40084037],[ 2.38238358  0.49342149],-0.650335,"[-1.5324654  -0.50160505  0.35505217 -0.00708965 -1.7330189   0.77421489
  0.42448725  3.61759932  1.27925148 -1.00786687  0.        ]","[[  2.92511207   2.92986465  -0.19893126   0.09006809]
 [ 29.74799014  29.4833535    0.           0.        ]]",[ 1.40165771  1.62979364]
