timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.49057,"[ 0.96466191  2.01079258 -0.15769443  1.07010462 -0.95193767  0.24322869
 -0.33995135  0.36219709  2.22507859 -0.0748893   0.        ]",[ 0.27701231 -0.53583536],-0.321596446404,[ 0.68195319 -1.25357521],[-0.26594228 -0.21229684],"[[ 0.05745935 -0.00396991 -0.11146815  0.02864295]
 [ 0.00098126 -0.00365124  0.          0.        ]]"
1,-1.45774,"[ 0.9635998   2.01033951 -0.14053003  1.00423004 -0.95193271  0.24322798
 -0.23587151  0.06109737  2.22492499 -0.07524123  0.        ]",[ 1.41288827 -1.22933366],-0.321583976674,[ 0.60118097 -1.22261727],[-0.26594228 -0.21229684],"[[ 0.06848182 -0.02533407 -0.11146815  0.02864295]
 [ 1.09761099 -2.12569113  0.          0.        ]]"
2,-1.46792,"[ 0.95432326  2.00295182 -0.04515175  0.75250938 -0.95192775  0.24322728
  0.13765845 -0.49497892  2.22053467 -0.03758827  0.        ]",[ 0.95606793  0.2733071 ],-0.320868158867,[ 0.33575353 -1.20412409],[-0.26594228 -0.21229684],"[[ 0.12992202 -0.10716883 -0.11146815  0.02864295]
 [ 5.03330243 -6.04471533  0.          0.        ]]"
3,-1.51768,"[ 0.91295095  1.97913815  0.16516755  0.42140067 -0.95192279  0.24322658
  0.48712256 -0.32463979  2.19742247  0.12433652  0.        ]",[ 0.46858739 -1.24794699],-0.317784146118,[ 0.02673471 -1.3340292 ],[-0.26594228 -0.21229684],"[[ 0.26753178 -0.21601854 -0.11146815  0.02864295]
 [ 8.7154281  -4.84423995  0.          0.        ]]"
4,-1.53682,"[ 0.80961276  1.92752711  0.44360671  0.02014401 -0.95191783  0.24322587
  0.64684061 -0.87293828  2.13818428  0.35730216  0.        ]",[-0.53199707 -1.5220089 ],-0.311706265239,[-0.29162973 -1.30734456],[-0.26594228 -0.21229684],"[[  0.45872509  -0.35167442  -0.11146815   0.02864295]
 [ 10.39831107  -8.70844951   0.           0.        ]]"
5,-1.47987,"[ 0.66234874  1.80033535  0.68890754 -0.56560219 -0.95191287  0.24322517
  0.42771724 -1.41015721  2.06168219  0.48117686  0.        ]",[ 0.50828583 -1.04472323],-0.303777623653,[-0.37670821 -1.18395901],[-0.26594228 -0.21229684],"[[  0.64352727  -0.56383121  -0.11146815   0.02864295]
 [  8.08955339 -12.49462403   0.           0.        ]]"
6,-1.45983,"[ 0.47852909  1.54761709  0.89764352 -1.23625367 -0.95190791  0.24322446
  0.6035151  -1.93692308  1.96588537  0.49713772  0.        ]",[ 0.08092061 -0.34314183],-0.292362510336,[-0.56718671 -1.09467006],[-0.26594228 -0.21229684],"[[  0.82390288  -0.85097398  -0.11146815   0.02864295]
 [  9.94185011 -16.20723596   0.           0.        ]]"
7,-1.38313,"[ 0.23562206  1.16244073  1.08547185 -1.77516374 -0.95190295  0.24322376
  0.61528052 -2.08410454  1.82462124  0.47108531  0.        ]",[-0.45056569 -1.97951978],-0.274826019244,[-0.62013346 -0.98836684],[-0.26594228 -0.21229684],"[[  1.02398399  -1.18552841  -0.11146815   0.02864295]
 [ 10.06583929 -17.24473416   0.           0.        ]]"
8,-1.2765,"[-0.01227228  0.65730059  1.20998179 -2.0011417  -0.95189799  0.24322305
  0.42721759 -2.59732295  1.64584145  0.3425438   0.        ]",[-0.95529091 -0.18315967],-0.251431545856,[-0.52552688 -0.76807708],[-0.26594228 -0.21229684],"[[  1.20542207  -1.56671722  -0.11146815   0.02864295]
 [  8.08435816 -20.86213951   0.           0.        ]]"
9,-1.09173,"[-0.18974426  0.10226411  1.26703965 -1.73780312 -0.95189303  0.24322235
  0.05311098 -2.64146962  1.42080431  0.10059599  0.        ]",[ 0.11091853 -0.19373488],-0.222485644804,[-0.17767933 -0.56248528],[-0.26594228 -0.21229684],"[[  1.32756321  -1.98708486  -0.11146815   0.02864295]
 [  4.14265273 -21.17368353   0.           0.        ]]"
10,-0.907846,"[-0.31878476 -0.36307655  1.29381514 -0.96828214 -0.95188807  0.24322165
  0.0869138  -2.69076615  1.1276656  -0.12761221  0.        ]",[ 0.39906565 -0.80011977],-0.187857064264,[-0.07620542 -0.4100441 ],[-0.26594228 -0.21229684],"[[  1.41398916  -2.41404882  -0.11146815   0.02864295]
 [  4.4988116  -21.52154971   0.           0.        ]]"
11,-0.669334,"[-0.47774379 -0.65804591  1.3108495   0.26108042 -0.95188312  0.24322094
  0.22835299 -3.07971836  0.75201112 -0.26138073  0.        ]",[-0.1421794   1.65671984],-0.14500199571,[-0.34472802 -0.36342877],[-0.26594228 -0.21229684],"[[  1.51891678  -2.8719911   -0.11146815   0.02864295]
 [  5.98905902 -24.26353117   0.           0.        ]]"
12,-0.433988,"[-0.64977559 -0.70447818  1.31003043  1.2749165  -0.95187816  0.24322024
  0.16374985 -0.19685379  0.44866622 -0.2869497   0.        ]",[ 0.65766035 -0.82948752],-0.110247887783,[ 0.35707346 -0.29282075],[-0.26594228 -0.21229684],"[[ 1.63186571 -3.2040812  -0.11146815  0.02864295]
 [ 5.30838988 -3.94445444  0.          0.        ]]"
13,-0.519029,"[-0.84803426 -0.70613826  1.28416547  1.19998893 -0.9518732   0.24321953
  0.40094361  0.88385339  0.49410543 -0.29130082  0.        ]",[ 0.37640494 -1.22628035],-0.115634850717,[ 0.28796688 -0.49085402],[-0.26594228 -0.21229684],"[[ 1.76310933 -3.17975295 -0.11146815  0.02864295]
 [ 7.80752604  3.67262417  0.          0.        ]]"
14,-0.437575,"[-1.09626279 -0.70627505  1.21187427  0.97332378 -0.95186824  0.24321883
  0.52771632  0.82047958  0.57374369 -0.26534346  0.        ]",[ 0.30585102  1.24947816],-0.124058746104,[ 0.19201601 -0.46904373],[-0.26594228 -0.21229684],"[[ 1.93266181 -3.1062291  -0.11146815  0.02864295]
 [ 9.14324597  3.22597914  0.          0.        ]]"
15,-0.654716,"[-1.35986357 -0.69402075  1.07866292  0.6552026  -0.95186328  0.24321813
  0.62547967  1.37320573  0.66001815 -0.18382049  0.        ]",[-1.37805719 -0.42196192],-0.132173661791,[ 0.07859997 -0.59796047],[-0.26594228 -0.21229684],"[[  2.12586201  -3.00262176  -0.11146815   0.02864295]
 [ 10.17332152   7.12177816   0.           0.        ]]"
16,-0.652724,"[-1.55790788 -0.66031218  0.92895841  0.28001938 -0.95185832  0.24321742
  0.2305664   1.11612584  0.72520543 -0.05058455  0.        ]",[ 0.51420892 -1.12592303],-0.137894105722,[ 0.15782771 -0.53331429],[-0.26594228 -0.21229684],"[[ 2.2875811  -2.87836565 -0.11146815  0.02864295]
 [ 6.01246508  5.30987241  0.          0.        ]]"
17,-0.564389,"[-1.70789941 -0.63438965  0.77502076  0.08711012 -0.95185336  0.24321672
  0.41247563  0.53944208  0.73101052  0.04677466  0.        ]",[ 0.254161  -0.1215329],-0.137914121283,[ 0.07655579 -0.44491071],[-0.26594228 -0.21229684],"[[ 2.42706045 -2.81294953 -0.11146815  0.02864295]
 [ 7.92909599  1.24529259  0.          0.        ]]"
18,-0.491421,"[-1.8579311  -0.62543681  0.5647386   0.02943128 -0.95184841  0.24321601
  0.49307969  0.46768533  0.69899542  0.10694664  0.        ]",[ 0.31811903  0.51754051],-0.133922238857,[ 0.02485615 -0.43196645],[-0.26594228 -0.21229684],"[[ 2.59416335 -2.79311802 -0.11146815  0.02864295]
 [ 8.77836564  0.73954724  0.          0.        ]]"
