timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.95838,"[ 0.91346341  1.65265128  0.10660494  1.12559377  0.68349276  0.15166677
 -0.59409931  0.35469614  0.79106415  0.25884156  0.        ]",[ 0.91269022 -3.30335311],-0.132269124208,[ 0.30057341 -2.82027507],[-0.77566719 -0.71606725],"[[ 0.04668964 -0.07863147  0.07857195  0.01743785]
 [ 0.0023621  -0.00082167  0.          0.        ]]"
1,-2.94441,"[ 0.90959843  1.6473381   0.16163499  1.02279399  0.68349257  0.15166674
 -0.48351373 -0.30807509  0.78861293  0.30249681  0.        ]",[ 0.70317603 -2.49614511],-0.131663048266,[ 0.01398245 -2.33645391],[-0.77566719 -0.71606725],"[[ 0.08297702 -0.11838964  0.07857195  0.01743785]
 [ 3.61434626 -3.96178832  0.          0.        ]]"
2,-2.93906,"[ 0.887962    1.61900532  0.31145317  0.72069852  0.68349237  0.15166671
 -0.40049097 -0.95766229  0.77468666  0.40771881  0.        ]",[ 0.40741271 -2.42272665],-0.129713069973,[-0.20777637 -1.9369272 ],[-0.77566719 -0.71606725],"[[ 0.1824714  -0.23657665  0.07857195  0.01743785]
 [ 6.32606363 -7.84396336  0.          0.        ]]"
3,-2.84559,"[ 0.82975949  1.53224473  0.5194012   0.24265682  0.68349218  0.15166668
 -0.35493163 -1.59429876  0.73495795  0.51298087  0.        ]",[-0.31280693 -1.70662259],-0.125616558746,[-0.40553948 -1.1616751 ],[-0.77566719 -0.71606725],"[[  0.32392294  -0.43163071   0.07857195   0.01743785]
 [  7.81413728 -11.64874446   0.           0.        ]]"
4,-2.55821,"[ 0.73977841  1.33560399  0.71887894 -0.34822565  0.68349199  0.15166665
 -0.39751111 -2.21814617  0.65702982  0.50298485  0.        ]",[ 0.83041504 -0.57183015],-0.117725469088,[-0.20118248 -0.05112091],[-0.77566719 -0.71606725],"[[  0.46625259  -0.70201336   0.07857195   0.01743785]
 [  6.42338793 -15.37710312   0.           0.        ]]"
5,-2.34431,"[ 0.60312589  0.99859555  0.92663679 -0.89685996  0.68349179  0.15166662
 -0.30079263 -2.54619144  0.51783562  0.45228225  0.        ]",[-0.97996438  0.7096102 ],-0.103655981835,[-0.79252386  0.73383331],[-0.77566719 -0.71606725],"[[  0.62641531  -1.02922689   0.07857195   0.01743785]
 [  9.58243933 -17.33764674   0.           0.        ]]"
6,-2.06212,"[ 0.44318957  0.60332528  1.10152755 -1.20233979  0.6834916   0.15166659
 -0.42534262 -2.01840109  0.33837752  0.39218308  0.        ]",[ 0.51526532  1.00163434],-0.0857322679884,[-0.48084167  1.14394712],[-0.77566719 -0.71606725],"[[  0.77724864  -1.34433123   0.07857195   0.01743785]
 [  5.51434066 -14.18338194   0.           0.        ]]"
7,-2.06764,"[ 0.28430579  0.2783659   1.23263991 -1.26840663  0.68349141  0.15166656
 -0.36627666 -1.30890798  0.17207015  0.3742181   0.        ]",[-1.28882147  0.18876346],-0.0691119970693,[-1.15910125  1.04546869],[-0.77566719 -0.71606725],"[[ 0.90689061 -1.58545592  0.07857195  0.01743785]
 [ 7.44357072 -9.94318186  0.          0.        ]]"
8,-2.01505,"[ 0.13928327  0.02299802  1.32635593 -1.21478373  0.68349121  0.15166653
 -0.49196149 -1.15078263  0.02627272  0.36630688  0.        ]",[-0.96989493  1.51417529],-0.0545745561921,[-0.68190455  1.5045023 ],[-0.77566719 -0.71606725],"[[ 1.01457463 -1.77483729  0.07857195  0.01743785]
 [ 3.3384063  -8.99816679  0.          0.        ]]"
9,-2.01834,"[ 0.10044902 -0.15796269  1.3479943  -1.11777909  0.68349102  0.1516665
 -0.61153484 -0.45836067 -0.08488665  0.27286356  0.        ]",[-0.68810256  1.99035238],-0.0453382290056,[-0.20597777  1.19703972],[-0.77566719 -0.71606725],"[[ 1.04215735 -1.91328062  0.07857195  0.01743785]
 [-0.56714387 -4.85998618  0.          0.        ]]"
10,-2.01432,"[ 0.15455939 -0.22950195  1.31746673 -1.06459304  0.68349083  0.15166647
 -0.69459311  0.22032212 -0.13450404  0.16024502  0.        ]",[ 0.24611549  0.03414123],-0.044460642618,[ 0.11943732  0.55043948],[-0.77566719 -0.71606725],"[[ 1.00359511 -1.96978447  0.07857195  0.01743785]
 [-3.28002733 -0.80391586  0.          0.        ]]"
11,-2.02917,"[ 0.22967755 -0.24767584  1.27048562 -1.04963901  0.68349063  0.15166644
 -0.66278024  0.24559534 -0.15317153  0.06278036  0.        ]",[-0.32279585  0.54599314],-0.0472386972231,[ 0.06383276  0.5172534 ],[-0.77566719 -0.71606725],"[[ 0.94841992 -1.9843473   0.07857195  0.01743785]
 [-2.24095098 -0.65287307  0.          0.        ]]"
12,-2.00869,"[ 0.30446453 -0.23675137  1.21781906 -1.05869911  0.68349044  0.15166641
 -0.70054643  0.60952265 -0.15414786 -0.01903235  0.        ]",[ 0.28568751  0.75090521],-0.0513358937086,[ 0.34662783  0.1102578 ],[-0.77566719 -0.71606725],"[[ 0.89122433 -1.97558262  0.07857195  0.01743785]
 [-3.4744892   1.52209698  0.          0.        ]]"
13,-2.01961,"[ 0.37619001 -0.16094446  1.16102016 -1.11573637  0.68349024  0.15166638
 -0.66382687  1.10197139 -0.1085835  -0.06768984  0.        ]",[-0.43764383 -0.89917827],-0.0571385702315,[-0.01496285 -0.76836133],[-0.77566719 -0.71606725],"[[ 0.83376806 -1.91561188  0.07857195  0.01743785]
 [-2.27514901  4.46516192  0.          0.        ]]"
14,-2.01011,"[ 0.44998042 -0.09296127  1.09510364 -1.15860349  0.68349005  0.15166635
 -0.71547049  0.49147523 -0.0735295  -0.13284273  0.        ]",[ 0.26936171 -0.68279995],-0.0630703914915,[ 0.78652191  0.13587978],[-0.77566719 -0.71606725],"[[ 0.77134066 -1.86291592  0.07857195  0.01743785]
 [-3.96195627  0.81660382  0.          0.        ]]"
15,-1.99942,"[ 0.52486003 -0.10719267  1.01890269 -1.15025475  0.68348986  0.15166632
 -0.68041939  0.03637557 -0.10594751 -0.25015724  0.        ]",[ 0.95526916  0.06251442],-0.0675712038171,[ 0.99387181  0.80282807],[-0.77566719 -0.71606725],"[[ 0.70358826 -1.87387294  0.07857195  0.01743785]
 [-2.8171124  -1.90324561  0.          0.        ]]"
