timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.35638,"[ 0.90500563  1.70203017 -0.02320403  1.0779216   1.59797219 -0.32129076
 -0.6114047   0.35745507 -0.2425118   0.72309244  0.        ]",[-0.28929782 -2.49104589],-0.0324972219335,[-0.73320937 -2.6378386 ],[-0.74099272 -0.68460065],"[[-0.03651755 -0.08338371  0.18395063 -0.03733615]
 [ 0.00365896  0.00378263  0.          0.        ]]"
1,-2.19645,"[ 0.90422474  1.69646415 -0.04067055  0.97560783  1.59797097 -0.32129068
 -0.6462136  -0.2939506  -0.2508457   0.63536389  0.        ]",[ 0.49859459 -0.40913535],-0.0279910737599,[-0.11968932 -1.66639876],[-0.74099272 -0.68460065],"[[-0.0479121  -0.12303219  0.18395063 -0.03733615]
 [-1.13931638 -3.95543726  0.          0.        ]]"
2,-2.06779,"[ 0.90400325  1.67462898 -0.04490737  0.73384964  1.59796975 -0.32129061
 -0.58544077 -0.54773045 -0.27354933  0.49470617  0.        ]",[ 0.70207665 -1.41528434],-0.022204477579,[-0.19807377 -1.26403034],[-0.74099272 -0.68460065],"[[-0.05067694 -0.21761703  0.18395063 -0.03733615]
 [ 0.85618648 -5.49790241  0.          0.        ]]"
3,-1.97441,"[ 0.90605901  1.61641706  0.02384719  0.36494873  1.59796852 -0.32129053
 -0.50132821 -1.18145869 -0.30707098  0.41146767  0.        ]",[-0.07365516 -0.15159378],-0.0188024560987,[-0.38067243 -0.353879  ],[-0.74099272 -0.68460065],"[[ -5.84244511e-03  -3.66221350e-01   1.83950626e-01  -3.73361548e-02]
 [  3.61806267e+00  -9.34968148e+00   0.00000000e+00   0.00000000e+00]]"
4,-1.91729,"[ 0.90287868  1.50055699  0.12921915 -0.07838043  1.5979673  -0.32129046
 -0.51237859 -1.24973573 -0.36365215  0.34135891  0.        ]",[-1.24547973 -0.09984442],-0.0153082818646,[-0.31808349  0.18569368],[-0.74099272 -0.68460065],"[[ 0.06287834 -0.5573787   0.18395063 -0.03733615]
 [ 3.25521318 -9.76467086  0.          0.        ]]"
5,-1.78056,"[ 0.89985615  1.33685819  0.16710446 -0.48336866  1.59796608 -0.32129038
 -0.63482981 -1.28274569 -0.46609259  0.16596671  0.        ]",[ 1.49280731  1.34310511],-0.0220599818811,[ 0.69236779  1.05596447],[-0.74099272 -0.68460065],"[[ 0.08764197 -0.75468491  0.18395063 -0.03733615]
 [-0.76554294 -9.96530855  0.          0.        ]]"
6,-1.79876,"[ 0.89588613  1.1780652   0.20453837 -0.75800002  1.59796485 -0.3212903
 -0.51391985 -0.59902359 -0.56327728  0.05538096  0.        ]",[ 0.03349589  1.05738515],-0.0314181553143,[-0.16018742  0.46716434],[-0.74099272 -0.68460065],"[[ 0.11216353 -0.91229649  0.18395063 -0.03733615]
 [ 3.20459379 -5.8096721   0.          0.        ]]"
7,-1.80654,"[ 0.88074358  1.09462947  0.30286425 -0.87163815  1.59796363 -0.32129023
 -0.51185001  0.07136951 -0.58038275  0.12892143  0.        ]",[-1.16135055 -0.22523354],-0.0266245371195,[-0.68341517 -0.2302153 ],[-0.74099272 -0.68460065],"[[ 0.1769371  -0.9876079   0.18395063 -0.03733615]
 [ 3.27255323 -1.73504821  0.          0.        ]]"
8,-1.82277,"[ 0.87306775  1.04470997  0.34069237 -0.93144366  1.59796241 -0.32129015
 -0.634314   -0.06951943 -0.59908379  0.14340943  0.        ]",[ 0.09638228  0.26666289],-0.026393642926,[ 0.12650317  0.31239402],[-0.74099272 -0.68460065],"[[ 0.20204276 -1.03090043  0.18395063 -0.03733615]
 [-0.74862006 -2.5913658   0.          0.        ]]"
9,-1.84221,"[ 0.87655436  0.9965577   0.32413902 -0.98389091  1.59796119 -0.32129007
 -0.62225863  0.1126255  -0.63855056  0.08024883  0.        ]",[ 0.31423458  0.21025054],-0.0325524443857,[ 0.06417686  0.21450961],[-0.74099272 -0.68460065],"[[ 0.19104184 -1.07162016  0.18395063 -0.03733615]
 [-0.35278221 -1.48429613  0.          0.        ]]"
10,-1.8509,"[ 0.87483892  0.97124624  0.33239978 -1.00951784  1.59795996 -0.32129
 -0.58418681  0.25437557 -0.65242356  0.07315231  0.        ]",[ 0.35056123 -0.42984894],-0.0337337580042,[ -2.41883546e-01   1.64508820e-04],[-0.74099272 -0.68460065],"[[ 0.19652879 -1.09266188  0.18395063 -0.03733615]
 [ 0.89731947 -0.62274477  0.          0.        ]]"
11,-1.84908,"[ 0.86399683  0.93540387  0.3799264  -1.04362743  1.59795874 -0.32128992
 -0.54246902 -0.02368709 -0.65698611  0.11583459  0.        ]",[-0.56914139  0.3852591 ],-0.0312397243278,[-0.45039544  0.32965463],[-0.74099272 -0.68460065],"[[ 0.22821896 -1.12207368  0.18395063 -0.03733615]
 [ 2.26713867 -2.31279767  0.          0.        ]]"
12,-1.85695,"[ 0.85541747  0.89771474  0.41315451 -1.07684704  1.59795752 -0.32128985
 -0.61243219  0.23492998 -0.6689218   0.13689044  0.        ]",[-0.35283181  0.57488652],-0.0306711946841,[-0.16697291  0.21851015],[-0.74099272 -0.68460065],"[[ 0.25051247 -1.15255854  0.18395063 -0.03733615]
 [-0.03014216 -0.74093429  0.          0.        ]]"
13,-1.84863,"[ 0.86112813  0.90786837  0.39139793 -1.06815713  1.5979563  -0.32128977
 -0.65495043  0.61192293 -0.67091318  0.11255069  0.        ]",[ 0.0772794  -0.50333297],-0.0322759881733,[-0.00207555 -0.19035418],[-0.74099272 -0.68460065],"[[ 0.23590196 -1.1443874   0.18395063 -0.03733615]
 [-1.42625567  1.55041275  0.          0.        ]]"
14,-1.86048,"[ 0.87017505  0.92111138  0.3537425  -1.05653613  1.59795507 -0.32128969
 -0.64476198  0.27895431 -0.67771896  0.06765829  0.        ]",[-0.08419927  0.1200573 ],-0.0354831965345,[ 0.16223986  0.22578281],[-0.74099272 -0.68460065],"[[ 0.21073339 -1.13368426  0.18395063 -0.03733615]
 [-1.09171951 -0.47335463  0.          0.        ]]"
15,-1.87598,"[ 0.87815459  0.9154241   0.31619567 -1.06156578  1.59795385 -0.32128962
 -0.65425444  0.35872398 -0.69833955  0.01033902  0.        ]",[-0.35396584  0.20875648],-0.0403057564512,[ 0.30419177  0.18412071],[-0.74099272 -0.68460065],"[[ 0.18577164 -1.13828683  0.18395063 -0.03733615]
 [-1.40341569  0.01148211  0.          0.        ]]"
16,-1.92443,"[ 0.88929943  0.92594702  0.25287009 -1.05220952  1.59795263 -0.32128954
 -0.69606999  0.49474675 -0.72093193 -0.07097254  0.        ]",[-0.07655251 -0.15549416],-0.0468009972751,[ 0.69608563  0.12335944],[-0.74099272 -0.68460065],"[[ 0.14392715 -1.12976225  0.18395063 -0.03733615]
 [-2.77645637  0.83822268  0.          0.        ]]"
17,-2.02783,"[ 0.90009555  0.93875411  0.16445868 -1.04053983  1.5979514  -0.32128946
 -0.70361645  0.39073309 -0.75738154 -0.18306635  0.        ]",[ 1.0337101   1.02030535],-0.0560773947288,[ 1.02480447  0.3203513 ],[-0.74099272 -0.68460065],"[[ 0.0859118  -1.11934077  0.18395063 -0.03733615]
 [-3.02425522  0.20603345  0.          0.        ]]"
18,-1.96952,"[ 0.90257799  0.99185608  0.1335632  -0.98874232  1.59795018 -0.32128939
 -0.58132248  1.04135317 -0.73450478 -0.19175363  0.        ]",[ 0.09847479 -1.3546261 ],-0.0555214180512,[-0.06519297 -0.96566528],[-0.74099272 -0.68460065],"[[ 0.06571648 -1.07554385  0.18395063 -0.03733615]
 [ 0.9913186   4.16047197  0.          0.        ]]"
19,-1.91158,"[ 0.89961856  1.04237973  0.16958542 -0.93408728  1.59794896 -0.32128931
 -0.57002005  0.37631715 -0.67783872 -0.10746913  0.        ]",[ 0.59860564  0.10262826],-0.0471679196078,[ 0.01707497 -0.22877148],[-0.74099272 -0.68460065],"[[ 0.0892662  -1.03288967  0.18395063 -0.03733615]
 [ 1.36243399  0.11841741  0.          0.        ]]"
20,-1.82826,"[ 0.8901983   1.04987088  0.24691629 -0.92551319  1.59794774 -0.32128923
 -0.49871182  0.44268564 -0.6352601   0.00884831  0.        ]",[-0.141658   -0.83132122],-0.0372705849683,[-0.72796452 -0.56980693],[-0.74099272 -0.68460065],"[[ 0.14000722 -1.02647412  0.18395063 -0.03733615]
 [ 3.70386781  0.52180235  0.          0.        ]]"
21,-1.82491,"[ 0.87118346  1.0232442   0.34924266 -0.95542596  1.59794651 -0.32128916
 -0.51798429 -0.10055668 -0.61012445  0.13852579  0.        ]",[-0.44717955  0.28082414],-0.0272453077281,[-0.58865952  0.15838224],[-0.74099272 -0.68460065],"[[ 0.20773523 -1.04916606  0.18395063 -0.03733615]
 [ 3.0710428  -2.77999584  0.          0.        ]]"
22,-1.84554,"[ 0.85530206  0.97076965  0.4135677  -1.00997791  1.59794529 -0.32128908
 -0.5737302   0.09153241 -0.62026377  0.19269582  0.        ]",[ 0.53190555 -0.42899303],-0.0242599393358,[-0.44826117  0.11809203],[-0.74099272 -0.68460065],"[[ 0.25079073 -1.0930519   0.18395063 -0.03733615]
 [ 1.24059575 -1.61248866  0.          0.        ]]"
23,-1.86727,"[ 0.83526377  0.91078704  0.48104977 -1.06561626  1.59794407 -0.32128901
 -0.51036606 -0.1827781  -0.63482683  0.24718929  0.        ]",[-1.38759997  0.66076481],-0.0220035719386,[-0.81887388  0.42469329],[-0.74099272 -0.68460065],"[[ 0.2964777  -1.1420298   0.18395063 -0.03733615]
 [ 3.32118073 -3.27973292  0.          0.        ]]"
24,-1.88524,"[ 0.82238147  0.86244657  0.51912693 -1.10556457  1.59794285 -0.32128893
 -0.63289514  0.25854418 -0.6526214   0.26777756  0.        ]",[-0.24957727  0.73983963],-0.0222921416729,[-0.2500644   0.25239664],[-0.74099272 -0.68460065],"[[ 0.32253443 -1.18071159  0.18395063 -0.03733615]
 [-0.70212136 -0.59740083  0.          0.        ]]"
25,-1.85373,"[ 0.83419814  0.88449795  0.48433178 -1.08786478  1.59794162 -0.32128885
 -0.66257058  0.74251381 -0.65063375  0.23213552  0.        ]",[-0.00505524 -0.94938658],-0.0239684713637,[-0.22352743 -0.3485586 ],[-0.74099272 -0.68460065],"[[ 0.29871538 -1.16314617  0.18395063 -0.03733615]
 [-1.67653413  2.34413997  0.          0.        ]]"
26,-1.86806,"[ 0.84927951  0.89535855  0.43513064 -1.07882532  1.5979404  -0.32128878
 -0.66213937  0.11638387 -0.66182171  0.16732671  0.        ]",[ 0.556299    0.49918299],-0.0284028690581,[ 0.1808165   0.48797524],[-0.74099272 -0.68460065],"[[ 0.26532677 -1.15444601  0.18395063 -0.03733615]
 [-1.66238186 -1.46144089  0.          0.        ]]"
27,-1.86212,"[ 0.85379988  0.88398111  0.4190616  -1.088288    1.59793918 -0.3212887
 -0.59411534  0.44625216 -0.67577496  0.13564441  0.        ]",[ 0.3975827  -0.17600953],-0.0311860483319,[-0.39328119 -0.07706773],[-0.74099272 -0.68460065],"[[ 0.25448937 -1.16355882  0.18395063 -0.03733615]
 [ 0.57121053  0.54347947  0.          0.        ]]"
