timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.60209,"[ 0.9208866   1.6245296   0.0226214   1.36563825  1.28807034  1.5238141
 -0.58375518  0.35384263  0.09800369 -1.94127257  0.        ]",[ 3.80627402  0.4557023 ],-0.187930610939,[ 4.37767935  1.2682426 ],[-0.7975744  -0.74953818],"[[-0.01121775  0.0060458   0.14839164  0.1758573 ]
 [-0.00140538  0.00256639  0.          0.        ]]"
1,-3.50126,"[ 0.9203208   1.62415669  0.08255463  1.41280845  1.28806972  1.52381319
 -0.4623513   0.65884459  0.09615137 -1.799753    0.        ]",[ 3.23711082  1.05163821],-0.178153182554,[ 3.66618252  0.65890604],[-0.7975744  -0.74953818],"[[ 0.02843788  0.02418524  0.14839164  0.1758573 ]
 [ 3.95380241  1.8053743   0.          0.        ]]"
2,-3.23073,"[ 0.90327065  1.6178243   0.26007713  1.60864491  1.2880691   1.52381228
 -0.34337327  1.32243099  0.05415169 -1.3504409   0.        ]",[ 1.88781133 -0.30043521],-0.146150519813,[ 2.16971946 -0.77023208],[-0.7975744  -0.74953818],"[[ 0.14640461  0.09964676  0.14839164  0.1758573 ]
 [ 7.82997916  5.72770713  0.          0.        ]]"
3,-2.79173,"[ 0.82553777  1.59721555  0.54527525  1.86944426  1.28806849  1.52381137
 -0.22668408  1.10172848 -0.11789079 -0.6803362   0.        ]",[-0.38661293 -1.35190141],-0.0945446606321,[ 0.22379795 -1.45482564],[-0.7975744  -0.74953818],"[[  0.34114675   0.20111224   0.14839164   0.1758573 ]
 [ 11.63158831   4.42318034   0.           0.        ]]"
4,-2.35812,"[ 0.67137669  1.58273023  0.83751578  1.9907732   1.28806787  1.52381046
 -0.28064152  0.41711769 -0.39157084 -0.10590627  0.        ]",[-0.28101863 -1.25055691],-0.045588035283,[-0.78432882 -1.41663504],[-0.7975744  -0.74953818],"[[ 0.55614146  0.24897498  0.14839164  0.1758573 ]
 [ 9.87371033  0.37658012  0.          0.        ]]"
5,-2.47255,"[ 0.48722671  1.59282676  1.05933797  1.90912005  1.28806726  1.52380955
 -0.32071337 -0.25396395 -0.63232853  0.2413223   0.        ]",[-1.59127878 -0.42495221],-0.0216092187385,[-1.55179381 -0.98250479],[-0.7975744  -0.74953818],"[[ 0.74051732  0.21670802  0.14839164  0.1758573 ]
 [ 8.56821018 -3.59005216  0.          0.        ]]"
6,-2.64771,"[ 0.33207322  1.61332197  1.19534048  1.6838433   1.28806664  1.52380864
 -0.44732242 -0.52634789 -0.76469535  0.40018759  0.        ]",[-2.0493049  -0.96505635],-0.0253953993975,[-1.36745274 -0.59098709],[-0.7975744  -0.74953818],"[[ 0.87049619  0.12875317  0.14839164  0.1758573 ]
 [ 4.44342027 -5.20006069  0.          0.        ]]"
7,-2.51284,"[ 0.26966543  1.62444049  1.24103146  1.3172965   1.28806603  1.52380773
 -0.57140044 -1.15514736 -0.71893198  0.3603931   0.        ]",[-1.1589841   0.85545147],-0.0221553833782,[-0.49372989  0.49851239],[-0.7975744  -0.74953818],"[[ 0.91880667 -0.01253901  0.14839164  0.1758573 ]
 [ 0.40108767 -8.91677281  0.          0.        ]]"
8,-2.35072,"[ 0.31096956  1.60826496  1.21129949  0.94813286  1.28806541  1.52380682
 -0.69311164 -0.55196275 -0.55363366  0.15396334  0.        ]",[ 0.42619    -0.60500815],-0.0250518753244,[ 0.64345109  0.25490957],[-0.7975744  -0.74953818],"[[ 0.88704419 -0.15510255  0.14839164  0.1758573 ]
 [-3.56413742 -5.35146846  0.          0.        ]]"
9,-2.317,"[ 0.37831976  1.56979287  1.15841004  0.61839711  1.28806479  1.52380591
 -0.63917249 -0.93943957 -0.39204045 -0.11603496  0.        ]",[ 0.99871183  0.49140124],-0.0462842988854,[ 1.0527823   0.96067375],[-0.7975744  -0.74953818],"[[ 0.83339281 -0.28511129  0.14839164  0.1758573 ]
 [-1.80686388 -7.64176898  0.          0.        ]]"
