timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.34176,"[ 0.89890061  1.73742482  0.12253037  1.38818161  0.61099641  0.87615843
 -0.6236308   0.35865367  0.85407794 -0.63998488  0.        ]",[ 3.15783811 -1.47348551],-0.162441209726,[ 2.4768827  -1.08169103],[-0.69695663 -0.65705729],"[[ 0.05893809  0.04570232  0.07010505  0.10124207]
 [-0.00050931  0.00254071  0.          0.        ]]"
1,-2.40098,"[ 0.8938749   1.73882364  0.18358857  1.28523646  0.61099622  0.87615808
 -0.50364536 -0.28645547  0.8511003  -0.58903662  0.        ]",[ 1.81798319 -0.50086376],-0.160164102152,[ 2.12039137 -0.66991031],[-0.69695663 -0.65705729],"[[ 0.09863395  0.00600934  0.07010505  0.10124207]
 [ 3.95691361 -3.95863179  0.          0.        ]]"
2,-2.47076,"[ 0.86407669  1.7330385   0.36338212  1.03053224  0.61099603  0.87615772
 -0.38605704 -0.59691776  0.83107449 -0.41117457  0.        ]",[ 0.39024731 -0.81097092],-0.151847375427,[ 1.24261343 -0.73801941],[-0.69695663 -0.65705729],"[[ 0.21668494 -0.09229029  0.07010505  0.10124207]
 [ 7.83527394 -5.86496815  0.          0.        ]]"
3,-2.32498,"[ 0.78252459  1.69951701  0.61448202  0.65127994  0.61099583  0.87615736
 -0.34391214 -1.10104132  0.77957518 -0.17025068  0.        ]",[ 1.07333098  0.27852282],-0.139596147741,[ 0.52513587 -0.59125185],[-0.69695663 -0.65705729],"[[ 0.38733707 -0.24064774  0.07010505  0.10124207]
 [ 9.22531744 -8.96044691  0.          0.        ]]"
4,-2.26649,"[ 0.61185407  1.62734403  0.91521659  0.24251578  0.61099564  0.87615701
 -0.22951291 -0.89274655  0.66822648  0.15882579  0.        ]",[-1.09845176 -1.13952846],-0.121604300462,[-0.67774391 -1.05594778],[-0.69695663 -0.65705729],"[[  0.60970037  -0.40702459   0.07010505   0.10124207]
 [ 12.99849375  -7.68145451   0.           0.        ]]"
5,-1.97385,"[ 0.38176236  1.50135703  1.16759895 -0.19286066  0.61099545  0.87615665
 -0.35720464 -1.5125425   0.52600477  0.40544166  0.        ]",[-0.62011534 -0.41869744],-0.104744494372,[-0.67242801 -0.16633396],[-0.69695663 -0.65705729],"[[  0.82741457  -0.59883762   0.07010505   0.10124207]
 [  8.78689306 -11.48720131   0.           0.        ]]"
6,-1.75927,"[ 0.19338907  1.28202321  1.3103699  -0.66742588  0.61099525  0.87615629
 -0.43684119 -1.74533221  0.43225843  0.39266065  0.        ]",[-0.92021347  0.56268108],-0.094948865522,[-0.39841422  0.59660769],[-0.69695663 -0.65705729],"[[  0.97679951  -0.8429231    0.07010505   0.10124207]
 [  6.16027382 -12.91661284   0.           0.        ]]"
7,-1.54461,"[ 0.07634046  1.02173599  1.37940425 -1.01413029  0.61099506  0.87615593
 -0.55095176 -1.34064809  0.37216159  0.24121711  0.        ]",[ 0.42945945  1.11191638],-0.0899104650123,[ 0.19337793  0.81143486],[-0.69695663 -0.65705729],"[[  1.06224371  -1.07632325   0.07010505   0.10124207]
 [  2.39661361 -10.43172999   0.           0.        ]]"
8,-1.53279,"[-0.01584165  0.81324511  1.4250238  -1.18689413  0.61099487  0.87615558
 -0.50090141 -0.66222461  0.31054478  0.13461463  0.        ]",[-0.6192633   0.46543301],-0.0854691389934,[-0.09747189  0.27942008],[-0.69695663 -0.65705729],"[[ 1.12673787 -1.24316186  0.07010505  0.10124207]
 [ 4.04739564 -6.26599639  0.          0.        ]]"
9,-1.47545,"[-0.09756295  0.6746252   1.45968075 -1.26120253  0.61099467  0.87615522
 -0.57763976 -0.34178645  0.25470141  0.09343129  0.        ]",[-0.37886967  0.3030084 ],-0.0808661244068,[ 0.21705046  0.17727369],[-0.69695663 -0.65705729],"[[ 1.1822914  -1.34874009  0.07010505  0.10124207]
 [ 1.51636591 -4.29840543  0.          0.        ]]"
10,-1.40363,"[-0.11993221  0.5766286   1.46827535 -1.29616559  0.61099448  0.87615486
 -0.62401564 -0.13247902  0.22961315  0.01987726  0.        ]",[ 0.74265486 -0.59618905],-0.0805296076391,[ 0.45471591  0.11035231],[-0.69695663 -0.65705729],"[[ 1.19727184 -1.42181317  0.07010505  0.10124207]
 [-0.01323377 -3.01319216  0.          0.        ]]"
11,-1.44145,"[-0.16395375  0.4635514   1.48411617 -1.31932067  0.61099428  0.87615451
 -0.53488718 -0.50730815  0.18940628 -0.04117423  0.        ]",[-0.1562609   0.96822233],-0.0788267603106,[ 0.14330637  0.6832391 ],[-0.69695663 -0.65705729],"[[ 1.22650165 -1.50516958  0.07010505  0.10124207]
 [ 2.92644106 -5.31476131  0.          0.        ]]"
12,-1.40699,"[-0.24298437  0.37248487  1.50910514 -1.32490332  0.61099409  0.87615415
 -0.55541276  0.13421148  0.13809574 -0.04075991  0.        ]",[-0.15217513  0.05459483],-0.0741159650718,[-0.22140205 -0.07413688],[-0.69695663 -0.65705729],"[[ 1.27823792 -1.57194217  0.07010505  0.10124207]
 [ 2.24945046 -1.37563033  0.          0.        ]]"
13,-1.42441,"[-0.30261256  0.33827471  1.52513785 -1.32401272  0.6109939   0.87615379
 -0.57502267  0.17387272  0.10674558 -0.00910627  0.        ]",[-0.91019392  0.13381978],-0.0700390090144,[-0.23170099 -0.05475038],[-0.69695663 -0.65705729],"[[ 1.31673751 -1.59701131  0.07010505  0.10124207]
 [ 1.60266078 -1.13209777  0.          0.        ]]"
14,-1.39104,"[-0.29575308  0.31495834  1.52341262 -1.3224704   0.6109937   0.87615344
 -0.68520329  0.26391427  0.10433249 -0.03970908  0.        ]",[-0.14338296 -0.02697339],-0.0710364736103,[ 0.37331527  0.03377444],[-0.69695663 -0.65705729],"[[ 1.31232936 -1.61410597  0.07010505  0.10124207]
 [-2.03137795 -0.5792144   0.          0.        ]]"
15,-1.38547,"[-0.22480148  0.29786523  1.50373559 -1.32085716  0.61099351  0.87615308
 -0.70118924  0.24840542  0.12647266 -0.13446468  0.        ]",[ 0.50518404 -0.32550469],-0.0770375226347,[ 0.63382173  0.12495086],[-0.69695663 -0.65705729],"[[ 1.2664116  -1.62664573  0.07010505  0.10124207]
 [-2.55864246 -0.6744431   0.          0.        ]]"
16,-1.41604,"[-0.17806962  0.26207171  1.48889493 -1.31615413  0.61099332  0.87615272
 -0.63902944  0.04062729  0.13156936 -0.22144466  0.        ]",[ 0.32248875 -0.61481143],-0.0815498704657,[ 0.52383101  0.39189839],[-0.69695663 -0.65705729],"[[ 1.23580882 -1.65293531  0.07010505  0.10124207]
 [-0.50846467 -1.95026448  0.          0.        ]]"
17,-1.38421,"[-0.18223532  0.17659768  1.4902787  -1.29760441  0.61099312  0.87615236
 -0.60001716 -0.34957755  0.10175074 -0.2972982   0.        ]",[ 1.32195174  0.95745974],-0.0830884102445,[ 0.54364771  1.0100559 ],[-0.69695663 -0.65705729],"[[ 1.2385496  -1.71598027  0.07010505  0.10124207]
 [ 0.77825067 -4.34624193  0.          0.        ]]"
18,-1.44034,"[-0.26680067  0.11199044  1.51578772 -1.27662176  0.61099293  0.87615201
 -0.48049936  0.2817762   0.05501277 -0.26712108  0.        ]",[-0.91520621 -0.28382194],-0.0779395682819,[-0.60446703  0.02066338],[-0.69695663 -0.65705729],"[[ 1.29366548 -1.7640091   0.07010505  0.10124207]
 [ 4.72023913 -0.46953749  0.          0.        ]]"
