timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.39319,"[ 0.91920951  2.07294006 -0.15158609  1.17307363 -0.92209418  1.35937646
 -0.68429228  0.35319974  2.17769538 -1.47778032  0.        ]",[ 0.58015564 -1.46559797],-0.358470549316,[ 2.25106835 -1.54701388],[-0.34679222 -0.28681377],"[[-0.09980078  0.08899767 -0.10712538  0.15693162]
 [ 0.00251588  0.00170002  0.          0.        ]]"
1,-2.35088,"[ 0.92215456  2.07673711 -0.11490214  1.0613266  -0.92209285  1.35937343
 -0.60192814 -0.20327704  2.17900001 -1.47310595  0.        ]",[ 2.19400309 -0.82356168],-0.358397951507,[ 2.25072217 -1.30896187],[-0.34679222 -0.28681377],"[[-0.07670884  0.04929454 -0.10712538  0.15693162]
 [ 2.2990258  -3.95881071  0.          0.        ]]"
2,-2.3642,"[ 0.92635778  2.07576271  0.02090179  0.74796419 -0.92209151  1.35937039
 -0.46163806 -0.65066341  2.18035909 -1.41715109  0.        ]",[ 2.01033568 -0.80662557],-0.355939169541,[ 2.18769693 -1.1556493 ],[-0.34679222 -0.28681377],"[[ 0.00851835 -0.06182889 -0.10712538  0.15693162]
 [ 6.21066623 -7.14291404  0.          0.        ]]"
3,-2.35107,"[ 0.90524533  2.04016475  0.279025    0.26444432 -0.92209017  1.35936736
 -0.32412273 -1.07975745  2.16843516 -1.26908384  0.        ]",[ 1.22872415 -1.98999124],-0.347985620908,[ 2.08054996 -1.0304693 ],[-0.34679222 -0.28681377],"[[  0.17120193  -0.2353284   -0.10712538   0.15693162]
 [ 10.04494135 -10.19683529   0.           0.        ]]"
4,-2.29291,"[ 0.80653447  1.92354047  0.64276483 -0.37302256 -0.92208883  1.35936432
 -0.18930991 -1.60790247  2.11508703 -1.04719852  0.        ]",[ 1.13536487 -0.2118476 ],-0.332754565072,[ 1.97064495 -0.93703353],[-0.34679222 -0.28681377],"[[  0.40981462  -0.47697998  -0.10712538   0.15693162]
 [ 13.80386436 -13.95573256   0.           0.        ]]"
5,-2.03251,"[ 0.56437996  1.69495076  1.0623474  -1.02502455 -0.9220875   1.35936129
 -0.05718566 -1.68702865  1.98592913 -0.75680801  0.        ]",[ 2.20629643 -1.08118415],-0.307116861454,[ 1.84232092 -0.91247058],[-0.34679222 -0.28681377],"[[  0.72285291  -0.76174643  -0.10712538   0.15693162]
 [ 17.48782365 -14.51891902   0.           0.        ]]"
6,-1.73895,"[ 0.12394906  1.33389428  1.43500126 -1.5779206  -0.92208616  1.35935825
  0.07239255 -2.20294879  1.74916468 -0.46226993  0.        ]",[ 1.98205366 -0.83840989],-0.269680043764,[ 1.72052288 -0.7733016 ],[-0.34679222 -0.28681377],"[[  1.10885776  -1.08896832  -0.10712538   0.15693162]
 [ 21.10079261 -18.19086017   0.           0.        ]]"
7,-1.39156,"[-0.51490425  0.81334759  1.60213692 -1.88813883 -0.92208482  1.35935522
  0.19944088 -2.61858629  1.40218984 -0.28933926  0.        ]",[ 0.83087425 -0.43730017],-0.222356450592,[ 1.67392778 -0.76808274],[-0.34679222 -0.28681377],"[[  1.56641384  -1.48246886  -0.10712538   0.15693162]
 [ 24.64322235 -21.14912885   0.           0.        ]]"
8,-0.814757,"[-1.23629791  0.21807617  1.3940183  -1.73019475 -0.92208348  1.35935218
  0.29999762 -2.80267462  1.00443016 -0.32677041  0.        ]",[ 3.24903473 -0.2252915 ],-0.173967144959,[ 1.63318598 -0.74858522],[-0.34679222 -0.28681377],"[[  2.08740813  -1.91859961  -0.10712538   0.15693162]
 [ 27.44700078 -22.45945726   0.           0.        ]]"
9,-0.797782,"[-1.81130298 -0.3057259   0.73093703 -1.0404643  -0.92208215  1.35934915
  0.42259019 -2.8651142   0.66898416 -0.60043418  0.        ]",[ 1.61923092 -0.96574533],-0.146431361549,[ 1.5928452  -0.68249273],[-0.34679222 -0.28681377],"[[  2.67064356  -2.37224916  -0.10712538   0.15693162]
 [ 30.86519424 -22.90400069   0.           0.        ]]"
