timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.82603,"[ 1.03843767  1.67298275 -0.15119671  0.79453665 -0.08477777 -0.44773682
 -0.30119035  0.27420585  1.23363262  0.37997104  0.        ]",[ 0.45526326 -0.91226471],-0.223007318007,[-0.03229134 -1.10189021],[-0.09733973 -0.12006466],"[[-0.09142864  0.08955563 -0.00940737 -0.0514771 ]
 [-0.00028038  0.00083529  0.          0.        ]]"
1,-0.825736,"[ 1.0405058   1.67620212 -0.1234931   0.71058763 -0.08477747 -0.4477349
 -0.15648005 -0.20616003  1.23448438  0.37847717  0.        ]",[ 0.46380504 -0.92572935],-0.223095134227,[-0.08372715 -1.10791278],[-0.09733973 -0.12006466],"[[-0.07335047  0.05332285 -0.00940737 -0.0514771 ]
 [ 1.80209098 -3.61207119  0.          0.        ]]"
2,-0.817624,"[ 1.04399156  1.67606653 -0.0403947   0.45912117 -0.08477716 -0.44773299
 -0.01191964 -0.68410303  1.23426662  0.3742647   0.        ]",[-0.10227628 -0.55962307],-0.22296241674,[-0.15418458 -1.11888993],[-0.09733973 -0.12006466],"[[-0.01924361 -0.05498533 -0.00940737 -0.0514771 ]
 [ 3.60259575 -7.20676374  0.          0.        ]]"
3,-0.829875,"[ 1.04263225  1.64774473  0.06303701  0.0800395  -0.08477686 -0.44773107
 -0.05006177 -0.95972193  1.22463437  0.34422053  0.        ]",[-0.72043551 -2.66996597],-0.220872396802,[-0.18489116 -1.12565517],[-0.09733973 -0.12006466],"[[ 0.04804196 -0.21991978 -0.00940737 -0.0514771 ]
 [ 3.12753353 -9.27977152  0.          0.        ]]"
4,-0.690021,"[ 1.03961545  1.5566952   0.11420564 -0.40974581 -0.08477656 -0.44772915
 -0.28375109 -1.46159596  1.18570003  0.21563847  0.        ]",[ 0.18115355  1.42069148],-0.212952449384,[-0.14383483 -1.09898496],[-0.09733973 -0.12006466],"[[  8.13904614e-02  -4.43388564e-01  -9.40737115e-03  -5.14770988e-02]
 [  2.16931478e-01  -1.30545399e+01   0.00000000e+00   0.00000000e+00]]"
5,-0.689102,"[ 1.03821539  1.41296416  0.13177243 -0.84138269 -0.08477625 -0.44772723
 -0.22669309 -0.9007983   1.11548469  0.06876816  0.        ]",[-0.31432219 -1.0422576 ],-0.201631084289,[-0.09307793 -1.10302258],[-0.09733973 -0.12006466],"[[ 0.09285864 -0.66216094 -0.00940737 -0.0514771 ]
 [ 0.92757297 -8.83675057  0.          0.        ]]"
6,-0.605986,"[ 1.03742015  1.22603335  0.14080307 -1.19890196 -0.08477595 -0.44772532
 -0.32793889 -1.40392935  1.01782925 -0.06374584  0.        ]",[ 0.64893263 -0.88142359],-0.187940121925,[-0.03775628 -1.04954076],[-0.09733973 -0.12006466],"[[  9.87589575e-02  -8.76864231e-01  -9.40737115e-03  -5.14770988e-02]
 [ -3.33446038e-01  -1.26209749e+01   0.00000000e+00   0.00000000e+00]]"
7,-0.436655,"[ 1.03452156  0.92279829  0.17009421 -1.54449421 -0.08477564 -0.4477234
 -0.12123124 -1.83480988  0.8597644  -0.1858556   0.        ]",[-0.43727702  0.04921853],-0.167090471836,[-0.03594625 -0.9852649 ],[-0.09733973 -0.12006466],"[[  1.17920932e-01  -1.16180136e+00  -9.40737115e-03  -5.14770988e-02]
 [  2.24105640e+00  -1.58619082e+01   0.00000000e+00   0.00000000e+00]]"
8,-0.327152,"[ 1.02957614  0.54548353  0.21126072 -1.72517017 -0.08477534 -0.44772148
 -0.2638     -1.76706529  0.66027467 -0.25500585  0.        ]",[-0.7276483  -0.89424705],-0.14076521974,[ 0.03253973 -0.90181339],[-0.09733973 -0.12006466],"[[  1.44926894e-01  -1.47392905e+00  -9.40737115e-03  -5.14770988e-02]
 [  4.65380968e-01  -1.53525820e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.172639,"[ 1.03326751  0.12300553  0.1812666  -1.6679842  -0.08477503 -0.44771956
 -0.49583101 -2.1973244   0.3953097  -0.28860513  0.        ]",[ 0.06476659 -0.93949025],-0.105905450312,[ 0.10520364 -0.76745427],[-0.09733973 -0.12006466],"[[  1.25241725e-01  -1.81345262e+00  -9.40737115e-03  -5.14770988e-02]
 [ -2.42453272e+00  -1.85890220e+01   0.00000000e+00   0.00000000e+00]]"
10,-0.0449358,"[ 1.03974946 -0.33252815  0.11174586 -1.26506777 -0.08477473 -0.44771765
 -0.47152763 -2.6429087   0.08346448 -0.19675606  0.        ]",[-0.62270131 -0.19912848],-0.0599630496497,[ 0.11695311 -0.63084334],[-0.09733973 -0.12006466],"[[  7.97884556e-02  -2.21886453e+00  -9.40737115e-03  -5.14770988e-02]
 [ -2.12186678e+00  -2.19409953e+01   0.00000000e+00   0.00000000e+00]]"
11,-0.0178155,"[ 1.04406243 -0.6875394   0.00920602 -0.48654512 -0.08477442 -0.44771573
 -0.66622652 -2.68989883 -0.17071595  0.0628882   0.        ]",[ 1.08536224  0.61765466],-0.0125368362834,[ 0.15085623 -0.54223859],[-0.09733973 -0.12006466],"[[  1.30203377e-02  -2.66123635e+00  -9.40737115e-03  -5.14770988e-02]
 [ -4.54682054e+00  -2.22950278e+01   0.00000000e+00   0.00000000e+00]]"
12,-0.0913791,"[ 1.04320257 -0.82689025 -0.06815294  0.43961106 -0.08477412 -0.44771381
 -0.34113836 -1.86275554 -0.26010569  0.40090015  0.        ]",[ 0.22680441 -0.25413246],-0.0448804638035,[ 0.13066924 -0.49108413],[-0.09733973 -0.12006466],"[[ -3.72968596e-02  -3.07816866e+00  -9.40737115e-03  -5.14770988e-02]
 [ -4.97978790e-01  -1.60737242e+01   0.00000000e+00   0.00000000e+00]]"
13,-0.0732677,"[ 1.04315056 -0.82868452 -0.06944474  0.66562496 -0.08477381 -0.44771189
 -0.26818225  0.45888712 -0.25798945  0.4894338   0.        ]",[ 0.21789523  0.78843707],-0.0564525192072,[ 0.16630812 -0.49240598],[-0.09733973 -0.12006466],"[[-0.0381377  -3.17551851 -0.00940737 -0.0514771 ]
 [ 0.41064829  1.38915334  0.          0.        ]]"
14,-0.0378429,"[ 1.04383942 -0.82876714 -0.04363954  0.51297992 -0.08477351 -0.44770998
 -0.19955277  0.9198389  -0.2599994   0.42627568  0.        ]",[ 0.27544881  0.16365917],-0.0481982082728,[ 0.16291153 -0.51871634],[-0.09733973 -0.12006466],"[[-0.02134868 -3.10979383 -0.00940737 -0.0514771 ]
 [ 1.26538962  4.85636258  0.          0.        ]]"
15,-0.00115615,"[ 1.04399986 -0.81807967  0.01171324  0.2754283  -0.0847732  -0.44770806
 -0.11399776  0.99320921 -0.25165558  0.33759821  0.        ]",[ 0.56812437 -0.5886894 ],-0.036605746579,[ 0.153359  -0.5423876],[-0.09733973 -0.12006466],"[[ 0.0146501  -3.00712892 -0.00940737 -0.0514771 ]
 [ 2.33093149  5.40828826  0.          0.        ]]"
16,-0.0104863,"[ 1.03929529 -0.79967374  0.11724222  0.08406055 -0.0847729  -0.44770614
  0.06289263  0.66908709 -0.22848774  0.2651953   0.        ]",[ 0.45107879 -0.42648761],-0.0274311675132,[ 0.108983   -0.55958933],[-0.09733973 -0.12006466],"[[ 0.08337296 -2.9234238  -0.00940737 -0.0514771 ]
 [ 4.53401234  2.97035043  0.          0.        ]]"
