timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.51016,"[ 0.88969087  1.95477686 -0.01606975  1.33595351  0.88116011 -1.02217044
 -0.6999622   0.36163609  0.55420862  1.70949401  0.        ]",[-1.17169966 -2.59167611],-0.161891058347,[-1.92096627 -2.02281952],[-0.44584748 -0.37887445],"[[ -2.68910271e-02   9.33236476e-02   1.02295701e-01  -1.16500049e-01]
 [ -7.88660791e-06   3.32771161e-03   0.00000000e+00   0.00000000e+00]]"
1,-2.26663,"[ 0.88691372  1.95880774 -0.07956523  1.23057535  0.88115948 -1.0221696
 -0.82231226 -0.23436986  0.55461855  1.56665278  0.        ]",[-0.07354191 -0.94977115],-0.152672726457,[-1.05620539 -1.13103867],[-0.44584748 -0.37887445],"[[-0.06656631  0.0536771   0.1022957  -0.11650005]
 [-3.95435563 -3.95479621  0.          0.        ]]"
2,-1.87854,"[ 0.87390248  1.95810575 -0.20889554  0.92146707  0.88115886 -1.02216876
 -0.828849   -0.7888461   0.52679651  1.23311447  0.        ]",[ 0.24511481 -0.26441709],-0.130656919351,[-0.47729075 -0.5150246 ],[-0.44584748 -0.37887445],"[[-0.14777318 -0.06236479  0.1022957  -0.11650005]
 [-4.16563996 -7.63711935  0.          0.        ]]"
3,-1.41495,"[ 0.85394636  1.92614161 -0.32346895  0.49527936  0.88115823 -1.02216793
 -0.79628911 -0.92379059  0.44527014  0.87796608  0.        ]",[ 0.69426739 -1.26861529],-0.105759882097,[-0.14046441 -0.3690547 ],[-0.44584748 -0.37887445],"[[-0.22052767 -0.22409888  0.1022957  -0.11650005]
 [-3.11332793 -8.53330062  0.          0.        ]]"
4,-0.938406,"[ 0.84192999  1.83300145 -0.3765362  -0.03029777  0.8811576  -1.02216709
 -0.70936648 -1.49473506  0.31723397  0.58729163  0.        ]",[-0.21619481  1.2443933 ],-0.0823576643416,[-0.12099893  0.37933308],[-0.44584748 -0.37887445],"[[ -0.25460733  -0.43280834   0.1022957   -0.11650005]
 [ -0.30402039 -12.32499925   0.           0.        ]]"
5,-0.834846,"[ 0.83625793  1.68888693 -0.39916071 -0.49797028  0.88115698 -1.02216625
 -0.7356979  -0.86171965  0.16815122  0.38210699  0.        ]",[-0.48814568  0.12316033],-0.0620168914322,[ 0.08224197  0.01473153],[-0.44584748 -0.37887445],"[[-0.26922675 -0.63712916  0.1022957  -0.11650005]
 [-1.15506091 -8.12109758  0.          0.        ]]"
6,-0.681305,"[ 0.81813478  1.54735265 -0.46402181 -0.81140235  0.88115635 -1.02216542
 -0.79475983 -0.76397941  0.00197594  0.20515843  0.        ]",[ 0.59536318  1.18474131],-0.044124308433,[ 0.65971631  0.34839213],[-0.44584748 -0.37887445],"[[-0.31148011 -0.79303846  0.1022957  -0.11650005]
 [-3.0639462  -7.47200016  0.          0.        ]]"
7,-0.687779,"[ 0.80014614  1.43499341 -0.52018156 -1.00231452  0.88115572 -1.02216458
 -0.72004688 -0.14558979 -0.13337444  0.09663083  0.        ]",[ 0.32577599 -0.97199131],-0.0343833261815,[ 0.37971056 -0.26938716],[-0.44584748 -0.37887445],"[[-0.34853246 -0.90127391  0.1022957  -0.11650005]
 [-0.64925461 -3.36522704  0.          0.        ]]"
8,-0.620384,"[ 0.80019005  1.31606176 -0.52005049 -1.16452924  0.8811551  -1.02216374
 -0.67973578 -0.71514279 -0.22791948  0.06219071  0.        ]",[ 0.99474286  1.04521271],-0.0293639134147,[ 0.37361544  0.60994732],[-0.44584748 -0.37887445],"[[-0.3484456  -1.00652904  0.1022957  -0.11650005]
 [ 0.65357763 -7.14767416  0.          0.        ]]"
9,-0.66267,"[ 0.82505886  1.19319523 -0.44039271 -1.2977418   0.88115447 -1.02216291
 -0.55838911 -0.09776602 -0.25913945  0.10655652  0.        ]",[-0.18496406 -0.02410178],-0.0241130574509,[-0.46158272 -0.13805753],[-0.44584748 -0.37887445],"[[-0.29602538 -1.10834573  0.1022957  -0.11650005]
 [ 4.57546341 -3.04762972  0.          0.        ]]"
10,-0.650747,"[ 0.85644196  1.11604641 -0.31132309 -1.36610779  0.88115384 -1.02216207
 -0.58383237 -0.10300801 -0.221154    0.20215011  0.        ]",[ 0.33872671  0.30935587],-0.020447841667,[-0.58294123  0.0345749 ],[-0.44584748 -0.37887445],"[[-0.21276673 -1.16964755  0.1022957  -0.11650005]
 [ 3.75313368 -3.08244241  0.          0.        ]]"
11,-0.730407,"[ 0.87853569  1.05322974 -0.172751   -1.41390551  0.88115322 -1.02216123
 -0.54466676  0.09059165 -0.17302577  0.30956023  0.        ]",[-0.98605095 -0.40960338],-0.0219466766648,[-1.0788281  -0.19734162],[-0.44584748 -0.37887445],"[[-0.12500385 -1.21839656  0.1022957  -0.11650005]
 [ 5.01894685 -1.79673355  0.          0.        ]]"
12,-0.722889,"[ 0.8870845   0.98518681 -0.07668277 -1.45821074  0.88115259 -1.02216039
 -0.6684523  -0.14811716 -0.16052139  0.37953935  0.        ]",[-0.35474548  0.5297022 ],-0.0233977968892,[-0.57867777  0.45894724],[-0.44584748 -0.37887445],"[[-0.06476513 -1.27023661  0.1022957  -0.11650005]
 [ 1.01821884 -3.38201491  0.          0.        ]]"
13,-0.733984,"[ 0.88764513  0.92398598 -0.06697154 -1.49174732  0.88115196 -1.02215956
 -0.71252501  0.17783771 -0.19655696  0.37577063  0.        ]",[-0.31326306 -0.04254641],-0.0191452327756,[-0.41544563  0.24697852],[-0.44584748 -0.37887445],"[[-0.05869253 -1.31615785  0.1022957  -0.11650005]
 [-0.40621316 -1.21732745  0.          0.        ]]"
