timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.407143023673,"[[  1.02613939e-02  -9.21611922e-02  -1.88716291e-01  -9.21680476e-02]
 [ -1.76829254e-04  -1.91956607e-03   0.00000000e+00   0.00000000e+00]]",[-3.79365706 -3.26016617],-3.2675,"[ 1.01087447  1.85869593 -0.13733383  0.72511504 -1.62867496 -0.78374334
  0.50804981  0.36826526  3.20352475  0.92392375  0.        ]",[-0.51653033 -0.28542307],[-4.07038624 -2.64435742]
1,-0.403639720759,"[[-0.02941733 -0.13191163 -0.18871629 -0.09216805]
 [-3.95453998 -3.95993738  0.          0.        ]]",[-3.63122916 -2.95751476],-3.19189,"[ 1.01032683  1.85289223 -0.19865952  0.60866383 -1.62867196 -0.7837427
  0.37462467 -0.22298621  3.19339776  0.80476203  0.        ]",[-0.51653033 -0.28542307],[-4.01049437 -3.96964435]
2,-0.390622841801,"[[-0.14739969 -0.25003638 -0.18871629 -0.09216805]
 [-7.83083246 -7.83960679  0.          0.        ]]",[-3.48104215 -2.96900702],-2.99549,"[ 0.99535049  1.82364332 -0.38021081  0.2669355  -1.62866897 -0.78374206
  0.24383376 -0.80253366  3.11795365  0.4590246   0.        ]",[-0.51653033 -0.28542307],[-2.74622738 -4.07736346]
3,-0.361086188736,"[[ -0.34214256  -0.44498353  -0.18871629  -0.09216805]
 [-11.63092651 -11.64241671   0.           0.        ]]",[-3.21814895 -3.01329136],-2.72084,"[ 0.92757408  1.73713301 -0.67179683 -0.27260099 -1.62866597 -0.78374143
  0.11561388 -1.37059857  2.85541982 -0.052281    0.        ]",[-0.51653033 -0.28542307],[-2.55628229 -2.87455646]
4,-0.305687339446,"[[ -0.61214333  -0.71522993  -0.18871629  -0.09216805]
 [-15.35701886 -15.3697554    0.           0.        ]]",[-2.78585148 -2.92148399],-2.35435,"[ 0.7497575   1.54440543 -1.04140626 -0.93697735 -1.62866297 -0.78374079
 -0.01010909 -1.92738668  2.27032819 -0.54990631  0.        ]",[-0.51653033 -0.28542307],[-2.33900145 -1.74555112]
5,-0.218027934955,"[[ -0.95594653  -1.05927931  -0.18871629  -0.09216805]
 [-19.01159232 -19.02292868   0.           0.        ]]",[-2.21442914 -2.5769453 ],-1.85313,"[ 0.4022622   1.19798698 -1.41583805 -1.57441659 -1.62865997 -0.78374015
 -0.13341892 -2.47309087  1.36761794 -0.70822183  0.        ]",[-0.51653033 -0.28542307],[-2.53694397 -2.30082485]
6,-0.109846204123,"[[ -1.37214632  -1.47566145  -0.18871629  -0.09216805]
 [-22.59702819 -22.60326569   0.           0.        ]]",[-1.84910476 -1.70519364],-1.59397,"[-0.14360051  0.68312917 -1.66852154 -1.93844459 -1.62865698 -0.78373951
 -0.25439595 -3.007907    0.48352965 -0.22609843  0.        ]",[-0.51653033 -0.28542307],[-1.40928178 -1.68583844]
7,-0.0994237562877,"[[ -1.85937672  -1.96293472  -0.18871629  -0.09216805]
 [-26.11475214 -26.11233877   0.           0.        ]]",[-2.19636059 -1.56415963],-1.77249,"[-0.83682528  0.06041179 -1.63499928 -1.72798486 -1.62865398 -0.78373888
 -0.37308828 -3.53206683  0.22189908  0.74784914  0.        ]",[-0.51653033 -0.28542307],[-1.40796936 -1.97230601]
8,-0.191920918168,"[[ -2.41628134  -2.51969365  -0.18871629  -0.09216805]
 [-29.56412074 -29.55223117   0.           0.        ]]",[-2.62057328 -1.86192644],-2.22228,"[-1.50381699 -0.50155695 -1.17857427 -0.72112551 -1.62865098 -0.78373824
 -0.48947417 -4.04587808  0.80704247  1.38516663  0.        ]",[-0.51653033 -0.28542307],[-2.1935171  -0.95130031]
9,-0.21938963923,"[[ -3.04146451  -3.14264574  -0.18871629  -0.09216805]
 [-32.94160157 -26.43361875   0.           0.        ]]",[-2.73694515 -1.891415  ],-2.20338,"[-1.85866689 -0.74589718 -0.30769878  0.99955091 -1.62864798 -0.7837376
 -0.6034344  -3.58000249  1.36362799  1.00748534  0.        ]",[-0.51653033 -0.28542307],[-2.42657881 -1.46160251]
