timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.325666306212,"[[ 0.09005087  0.06015832 -0.11056862 -0.0404666 ]
 [-0.00348541  0.00267363  0.          0.        ]]",[-3.29556036 -3.54833555],-4.06454,"[ 0.95419538  1.71370403 -0.03037851  1.29053929 -0.95296038 -0.34250261
  0.51045106  0.36601276  2.60175253  0.85740964  0.        ]",[-0.7332707  -0.49938163],[-2.88916906 -2.99803664]
1,-0.324569542702,"[[ 0.05030677  0.02049885 -0.11056862 -0.0404666 ]
 [-3.95776123 -3.95543481  0.          0.        ]]",[-2.86905074 -2.90916443],-4.03048,"[ 0.95829901  1.71576136 -0.09260499  1.17936425 -0.9529598  -0.34250249
  0.38234858 -0.25584177  2.61420075  0.72699846  0.        ]",[-0.7332707  -0.49938163],[-2.57649797 -3.43439388]
2,-0.319222687656,"[[-0.06773847 -0.09753682 -0.11056862 -0.0404666 ]
 [-7.83387751 -7.83520327  0.          0.        ]]",[-2.34963536 -2.41494942],-3.89637,"[ 0.95678403  1.7099076  -0.27777965  0.8486309  -0.95295922 -0.34250236
  0.25677818 -0.86538817  2.60089883  0.33820767  0.        ]",[-0.7332707  -0.49938163],[-2.07379258 -3.08072763]
3,-0.30375921171,"[[ -0.26253915  -0.29239702  -0.11056862  -0.0404666 ]
 [-11.63362991 -11.63812861   0.           0.        ]]",[-1.85340643 -2.43416977],-3.65506,"[ 0.90969516  1.66135564 -0.57891129  0.31312113 -0.95295864 -0.34250224
  0.13368165 -1.46286089  2.4182462  -0.27108375  0.        ]",[-0.7332707  -0.49938163],[-1.69289708 -1.50743431]
4,-0.269702873249,"[[ -0.53258887  -0.56255896  -0.11056862  -0.0404666 ]
 [-15.35917623 -15.36559922   0.           0.        ]]",[-1.27973223 -2.58164978],-3.23759,"[ 0.75617465  1.5175223  -0.96854717 -0.37456358 -0.95295806 -0.34250212
  0.01298911 -2.04847683  1.88101369 -0.93827549  0.        ]",[-0.7332707  -0.49938163],[-1.11262905 -3.11016009]
5,-0.208884833983,"[[ -0.87642833  -0.90652654  -0.11056862  -0.0404666 ]
 [-19.01304596 -19.01890178   0.           0.        ]]",[-0.37466538 -2.22131252],-2.72278,"[ 0.42981406  1.22202196 -1.37774195 -1.08724761 -0.95295747 -0.342502
 -0.10538141 -2.62243652  0.92089857 -1.30786063  0.        ]",[-0.7332707  -0.49938163],[-0.70113055 -2.87956598]
6,-0.120335461369,"[[ -1.28078472  -1.32283302  -0.11056862  -0.0404666 ]
 [-21.4151352  -22.59972911   0.           0.        ]]",[-0.04158624 -0.74594194],-2.61821,"[-0.09145507  0.74406985 -1.67563115 -1.59801254 -0.95295689 -0.34250187
 -0.18319932 -3.18500391 -0.14961168 -0.97569744  0.        ]",[-0.7332707  -0.49938163],[ 0.28312494 -0.85832486]
7,-0.0209429777178,"[[ -1.69365472  -1.80442197  -0.11056862  -0.0404666 ]
 [-19.87712847 -25.54935174   0.           0.        ]]",[-1.45877218 -0.29537636],-2.38359,"[-0.69310282  0.12973236 -1.72934512 -1.6076037  -0.95295631 -0.34250175
 -0.13337407 -3.64839693 -0.6460253  -0.0332502   0.        ]",[-0.7332707  -0.49938163],[-1.8115504   0.93378581]
8,-0.0648278678214,"[[ -2.12703214  -2.2732158   -0.11056862  -0.0404666 ]
 [-23.44838137 -21.34407489   0.           0.        ]]",[-2.21299314 -1.19334364],-2.37183,"[-1.29022959 -0.40425897 -1.50454867 -1.01966651 -0.95295573 -0.34250163
 -0.24906819 -2.98770688 -0.35744956  0.79864618  0.        ]",[-0.7332707  -0.49938163],[-2.89582547 -0.94542486]
9,-0.119831223779,"[[ -2.63110873  -2.73339972  -0.11056862  -0.0404666 ]
 [-26.94747416 -24.66338444   0.           0.        ]]",[-2.75256848 -2.06315756],-2.74157,"[-1.79762056 -0.75432766 -0.93845724  0.0081384  -0.95295515 -0.34250151
 -0.36242461 -3.5091791   0.30557223  0.992742    0.        ]",[-0.7332707  -0.49938163],[-3.04954469 -2.10387468]
