timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.218744182848,[-0.31194615 -0.17491801],[-1.28084147 -2.6453917 ],-1.54432,"[ 1.11608691  2.20240437 -0.20346375  0.61624921 -0.0756106  -0.40143947
  0.43894258  0.37443163  1.46519682  0.31526366  0.        ]","[[-0.06053028 -0.07094981 -0.00873496 -0.04279114]
 [ 0.00415392  0.00347985  0.          0.        ]]",[-1.04712388 -2.97674462]
1,-0.216024108427,[-0.31194615 -0.17491801],[-1.01133001 -2.2445147 ],-1.52723,"[ 1.11163338  2.19736487 -0.26266639  0.48499723 -0.07561053 -0.401439
  0.28688949 -0.17727869  1.45085546  0.20705527  0.        ]","[[-0.10012319 -0.11059332 -0.00873496 -0.04279114]
 [-3.9502882  -3.95464359  0.          0.        ]]",[-0.95584746 -2.69118178]
2,-0.207336873688,[-0.31194615 -0.17491801],[-0.54026669 -1.75533235],-1.44147,"[ 1.08600861  2.16950173 -0.43463819  0.09846863 -0.07561045 -0.40143854
  0.14455492 -0.71807729  1.37040737 -0.10212559  0.        ]","[[-0.21626875 -0.22861393 -0.00873496 -0.04279114]
 [-7.65198139 -7.83448614  0.          0.        ]]",[-1.10807292 -1.79101848]
3,-0.191363289409,[-0.31194615 -0.17491801],[ 0.06847152 -1.24449193],-1.32158,"[  1.00393055e+00   2.08232864e+00  -7.07229682e-01  -5.14237686e-01
  -7.56103750e-02  -4.01438069e-01  -1.69747056e-03  -1.24815167e+00
   1.12363912e+00  -5.51917518e-01   0.00000000e+00]","[[ -4.07469665e-01  -4.23459725e-01  -8.73496259e-03  -4.27911368e-02]
 [ -1.14555656e+01  -1.16374035e+01   0.00000000e+00   0.00000000e+00]]",[ 0.35472958 -0.96884773]
4,-0.169639385418,[-0.31194615 -0.17491801],[ 0.50891471 -0.80972457],-1.09273,"[ 0.85768178  1.8837506  -0.98466486 -1.27047633 -0.0756103  -0.4014376
  0.06098447 -1.75079715  0.67359318 -0.92860152  0.        ]","[[ -6.20223679e-01  -6.92389795e-01  -8.73496259e-03  -4.27911368e-02]
 [ -9.82539726e+00  -1.52435691e+01   0.00000000e+00   0.00000000e+00]]",[-0.17600805  0.16709865]
5,-0.146434523509,[-0.31194615 -0.17491801],[ 0.94273031 -0.46961501],-1.01393,"[ 0.67156122  1.57736649 -1.21141693 -1.92318184 -0.07561022 -0.40143713
  0.04160657 -1.61643369  0.13715058 -1.06372836  0.        ]","[[ -8.21787439e-01  -9.87590010e-01  -8.73496259e-03  -4.27911368e-02]
 [ -1.03293558e+01  -1.42796494e+01   0.00000000e+00   0.00000000e+00]]",[ 1.04959557 -1.87689025]
6,-0.123234088951,[-0.31194615 -0.17491801],[ 0.91698056 -0.15970637],-1.01926,"[ 0.49023643  1.16759103 -1.36415194 -2.36038016 -0.07561015 -0.40143667
  0.2015693  -2.12904301 -0.34038415 -0.93904771  0.        ]","[[ -9.86634249e-01  -1.31008262e+00  -8.73496259e-03  -4.27911368e-02]
 [ -6.16921424e+00  -1.79573453e+01   0.00000000e+00   0.00000000e+00]]",[ 2.35394927 -0.23713718]
7,-0.0981749986048,[-0.31194615 -0.17491801],[ 0.58231342 -0.11610246],-0.95006,"[ 0.39132322  0.66137622 -1.42805397 -2.45465078 -0.07561007 -0.4014362
  0.35835682 -2.21045036 -0.62281649 -0.63294897  0.        ]","[[ -1.06910884e+00  -1.67509068e+00  -8.73496259e-03  -4.27911368e-02]
 [ -2.09164862e+00  -1.85414814e+01   0.00000000e+00   0.00000000e+00]]",[ 0.41572612 -0.12924817]
8,-0.072038389243,[-0.31194615 -0.17491801],[ 0.26622939 -0.24448937],-0.79742,"[ 0.36049656  0.16528983 -1.44562184 -2.10223801 -0.07560999 -0.40143573
  0.42315709 -2.23062885 -0.70858376 -0.27552413  0.        ]","[[ -1.09403413e+00  -2.04737397e+00  -8.73496259e-03  -4.27911368e-02]
 [ -4.06383997e-01  -1.86863449e+01   0.00000000e+00   0.00000000e+00]]",[-1.24916666 -0.509841  ]
9,-0.0493157065469,[-0.31194615 -0.17491801],[ 0.06151584 -0.51014793],-0.772941,"[ 0.30030539 -0.25933522 -1.47697751 -1.29987788 -0.07560992 -0.40143526
  0.27119187 -2.46040666 -0.66014624  0.10944218  0.        ]","[[ -1.14181327e+00  -2.43764184e+00  -8.73496259e-03  -4.27911368e-02]
 [ -4.35851155e+00  -2.03349827e+01   0.00000000e+00   0.00000000e+00]]",[ 0.80220561  0.48956723]
10,-0.0424423673151,[-0.31194615 -0.17491801],[-0.12543684 -0.80446696],-0.802295,"[ 0.23009518 -0.52051828 -1.50891192 -0.19621122 -0.07560984 -0.40143479
  0.39659302 -2.13407554 -0.46786148  0.41780625  0.        ]","[[ -1.19626441e+00  -2.82085211e+00  -8.73496259e-03  -4.27911368e-02]
 [ -1.09721493e+00  -1.79938333e+01   0.00000000e+00   0.00000000e+00]]",[-0.11055272  0.25988749]
11,-0.0494790372864,[-0.31194615 -0.17491801],[ 0.19541912 -0.75614548],-0.864354,"[ 0.19586535 -0.5915579  -1.52276375  0.78325026 -0.07560976 -0.40143433
  0.38060979 -0.4598725  -0.27946825  0.54966436  0.        ]","[[-1.22238283 -3.12092798 -0.00873496 -0.04279114]
 [-1.51287623 -5.98236783  0.          0.        ]]",[ 0.14360676 -1.00590406]
12,-0.0523952703191,[-0.31194615 -0.17491801],[ 0.13309893 -0.87476122],-0.791507,"[ 0.16379502 -0.59181294 -1.53476203  0.82593118 -0.07560969 -0.40143386
  0.40363792  0.67133075 -0.22649018  0.57284238  0.        ]","[[-1.24663023 -3.13376751 -0.00873496 -0.04279114]
 [-0.91397654  2.13338277  0.          0.        ]]",[ 0.5207926   0.70030374]
13,-0.0492615019488,[-0.31194615 -0.17491801],[-0.04831576 -1.12669683],-0.801565,"[ 0.16723557 -0.58761359 -1.53351365  0.59324548 -0.07560961 -0.40143339
  0.48362387  1.05195406 -0.28731054  0.54744069  0.        ]","[[-1.24403851 -3.06370112 -0.00873496 -0.04279114]
 [ 1.1662135   4.8641542   0.          0.        ]]",[ 0.3482718  -0.55451472]
14,-0.0461045131992,[-0.31194615 -0.17491801],[ 0.09707736 -0.9294095 ],-0.784201,"[ 0.21591932 -0.57568755 -1.51476285  0.34795251 -0.07560954 -0.40143292
  0.53575234  0.73250068 -0.34689439  0.51131247  0.        ]","[[-1.20711197 -2.9894133  -0.00873496 -0.04279114]
 [ 2.52192259  2.57226598  0.          0.        ]]",[ 0.13583245 -1.12570289]
15,-0.0447028996078,[-0.31194615 -0.17491801],[ 0.20300551 -0.78505945],-0.772973,"[ 0.287576   -0.57322351 -1.48309933  0.31115643 -0.07560946 -0.40143246
  0.55450449  0.17350308 -0.35588006  0.49654288  0.        ]","[[-1.1517803  -2.97820651 -0.00873496 -0.04279114]
 [ 3.00962312 -1.43822072  0.          0.        ]]",[-0.01802683 -0.84015932]
16,-0.0452689127746,[-0.31194615 -0.17491801],[ 0.22298312 -0.78922093],-0.842475,"[ 0.36190437 -0.58067824 -1.44480286  0.43255644 -0.07560938 -0.40143199
  0.54946979  0.27042377 -0.32825112  0.50791749  0.        ]","[[-1.09290202 -3.01511067 -0.00873496 -0.04279114]
 [ 2.87870603 -0.74286884  0.          0.        ]]",[ 1.06792958 -1.60723461]
17,-0.0437842650074,[-0.31194615 -0.17491801],[ 0.19439907 -0.80679834],-0.775642,"[ 0.47904964 -0.58111396 -1.37193741  0.4407964  -0.07560931 -0.40143152
  0.69952045  0.40218802 -0.32829972  0.49489176  0.        ]","[[-0.99617426 -3.01760883 -0.00873496 -0.04279114]
 [ 6.78105204  0.20246588  0.          0.        ]]",[ 0.51366866 -1.31312459]
18,-0.0409026674726,[-0.31194615 -0.17491801],[ 0.1436542  -0.80247104],-0.67818,"[ 0.65115371 -0.58021414 -1.231278    0.42399904 -0.07560923 -0.40143105
  0.77255909  0.40876865 -0.33028124  0.46917256  0.        ]","[[-0.84149466 -3.01251591 -0.00873496 -0.04279114]
 [ 8.6805753   0.24968141  0.          0.        ]]",[ 0.10561293 -0.31338769]
19,-0.0375503114751,[-0.31194615 -0.17491801],[ 0.10365575 -0.81949395],-0.609909,"[ 0.81972928 -0.57932999 -1.03886419  0.40812321 -0.07560915 -0.40143059
  0.78202861  0.40278403 -0.32670627  0.44041955  0.        ]","[[ -6.65411900e-01  -3.00769931e+00  -8.73496259e-03  -4.27911368e-02]
 [  8.92687868e+00   2.06748761e-01   0.00000000e+00   0.00000000e+00]]",[-0.24341671 -0.24234764]
20,-0.0344490949772,[-0.31194615 -0.17491801],[ 0.06739371 -0.85147822],-0.587076,"[ 0.9482486  -0.57870543 -0.82968114  0.39725198 -0.07560908 -0.40143012
  0.73817393  0.39119842 -0.31803089  0.41495951  0.        ]","[[-0.49831717 -3.00439932 -0.00873496 -0.04279114]
 [ 7.78639557  0.12363226  0.          0.        ]]",[ 0.74645042  0.2546211 ]
