timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.228070654385,[-0.19579619 -0.21705244],[ 1.13352966 -1.56352293],-1.61,"[ 1.15137831  2.26145518  0.01022104  0.81500571  0.27797741  1.31093173
  0.34132579  0.37107058  1.12018602 -1.09073975  0.        ]","[[  3.97467498e-02   9.19589734e-03   3.21266298e-02   1.52366355e-01]
 [ -3.15568573e-03  -9.66218298e-05   0.00000000e+00   0.00000000e+00]]",[ 0.77463539 -0.6388386 ]
1,-0.225646300016,[-0.19579619 -0.21705244],[ 1.06029999 -1.49621785],-1.59112,"[ 1.149029    2.26130853  0.05586077  0.7286696   0.27797696  1.31092632
  0.47503461  0.02401539  1.11868453 -1.0603831   0.        ]","[[ 0.0704398  -0.01619766  0.03212663  0.15236635]
 [ 3.0622505  -2.53082074  0.          0.        ]]",[ 0.3749568  -1.37992851]
2,-0.221436298423,[-0.19579619 -0.21705244],[ 1.01938558 -1.37114429],-1.61192,"[ 1.13770779  2.25353263  0.16766965  0.42386454  0.2779765   1.31092091
  0.53715709 -0.51219311  1.11309912 -1.01094277  0.        ]","[[ 0.14597459 -0.10604472  0.03212663  0.15236635]
 [ 4.48648244 -6.44085108  0.          0.        ]]",[ 1.71472242 -1.22035228]
3,-0.214424888716,[-0.19579619 -0.21705244],[ 0.80964273 -1.24928284],-1.58576,"[ 1.1005017   2.20898127  0.35476644 -0.1340313   0.27797605  1.3109155
  0.70590317 -1.03790758  1.09357778 -0.94181816  0.        ]","[[  0.27451966  -0.27332493   0.03212663   0.15236635]
 [  8.35515471 -10.27437166   0.           0.        ]]",[ 2.83267146 -0.61047902]
4,-0.19882444596,[-0.19579619 -0.21705244],[ 0.4032048  -1.18140101],-1.23567,"[ 0.99585898  2.08769253  0.6383251  -0.84938881  0.27797559  1.31091008
  0.8712929  -1.34166928  1.03662724 -0.80394514  0.        ]","[[  0.47966588  -0.50103737   0.03212663   0.15236635]
 [ 12.14689397 -12.48943617   0.           0.        ]]",[-1.654736   -0.86357933]
5,-0.184835911914,[-0.19579619 -0.21705244],[ 0.25853625 -1.06685078],-1.1527,"[ 0.84335205  1.85017074  0.88809228 -1.61374692  0.27797514  1.31090467
  0.68830033 -1.77644375  0.94976388 -0.73803999  0.        ]","[[  0.68051322  -0.78263576   0.03212663   0.15236635]
 [  7.9516865  -15.65988658   0.           0.        ]]",[-1.31185451 -1.75617025]
6,-0.183557420043,[-0.19579619 -0.21705244],[ 0.32131651 -0.9085322 ],-1.16562,"[ 0.73329242  1.44787528  1.01760647 -2.29473365  0.27797468  1.31089926
  0.5088848  -2.27672517  0.84858184 -0.87265675  0.        ]","[[  0.79828063  -1.1324365    0.03212663   0.15236635]
 [  3.83847573 -19.30809874   0.           0.        ]]",[ 0.35380936 -0.77296117]
7,-0.184620632461,[-0.19579619 -0.21705244],[ 0.28902909 -0.78805763],-1.17307,"[ 0.63999498  0.88369231  1.10675777 -2.61508095  0.27797423  1.31089385
  0.56662364 -2.64401811  0.67133902 -1.08195424  0.        ]","[[  0.88833195  -1.54547359   0.03212663   0.15236635]
 [  5.16220575 -21.98665286   0.           0.        ]]",[ 1.3587097  -0.67039743]
8,-0.177318818221,[-0.19579619 -0.21705244],[ 0.08797934 -0.71863413],-1.06545,"[ 0.4788749   0.25008157  1.22799605 -2.29710311  0.27797377  1.31088844
  0.73478239 -2.9483423   0.39150009 -1.21393541  0.        ]","[[  1.03025466  -2.00747647   0.03212663   0.15236635]
 [  9.01739978 -24.20613811   0.           0.        ]]",[ 1.10185093 -0.88160622]
9,-0.165760028784,[-0.19579619 -0.21705244],[-0.21701698 -0.67021847],-0.806877,"[ 0.20427963 -0.30270422  1.36364892 -1.19109419  0.27797332  1.31088303
  0.89965845 -3.36122853  0.02214612 -1.2545161   0.        ]","[[  1.24852665  -2.52181339   0.03212663   0.15236635]
 [ 12.79735085 -27.21744727   0.           0.        ]]",[-1.6265492  -0.58424658]
10,-0.165018361701,[-0.19579619 -0.21705244],[-0.1157774  -0.59179443],-0.991612,"[-0.08483477 -0.5632606   1.43154068  0.58793386  0.27797286  1.31087762
  0.71590863 -2.87486296 -0.4195843  -1.25559213  0.        ]","[[  1.46220603  -3.08396525   0.03212663   0.15236635]
 [  8.58480177 -23.67100872   0.           0.        ]]",[ 1.49211275 -1.87858224]
11,-0.16839073504,[-0.19579619 -0.21705244],[-0.10238355 -0.71039081],-1.01934,"[-0.37533864 -0.55927787  1.43269548  1.10509971  0.27797241  1.31087221
  0.88124348  0.56709238 -0.53889399 -1.25611587  0.        ]","[[  1.67193619  -3.23625166   0.03212663   0.15236635]
 [ 12.37526484   1.42911692   0.           0.        ]]",[-0.44602499  0.10343243]
12,-0.165635381059,[-0.19579619 -0.21705244],[-0.1459664  -0.74634409],-0.965559,"[-0.6828886  -0.56528254  1.3606777   0.85634119  0.27797196  1.3108668
  0.79353292  0.98093921 -0.45324573 -1.2541366   0.        ]","[[  1.8992674   -3.16294617   0.03212663   0.15236635]
 [ 10.36448922   4.44707197   0.           0.        ]]",[-0.88552787 -1.13757765]
13,-0.159780425254,[-0.19579619 -0.21705244],[-0.110253   -0.73384517],-0.972059,"[-0.89871821 -0.56358956  1.25903245  0.60231251  0.2779715   1.31086139
  0.63164594  0.77142179 -0.38492071 -1.21732345  0.        ]","[[ 2.06932029 -3.08820302  0.03212663  0.15236635]
 [ 6.65315941  2.9192023   0.          0.        ]]",[ 0.41290233 -1.75305718]
14,-0.154537957342,[-0.19579619 -0.21705244],[-0.20407203 -0.74148691],-0.89773,"[-1.07134379 -0.5589422   1.13959775  0.45408439  0.27797105  1.31085598
  0.69720519  0.58329808 -0.35183868 -1.17801814  0.        ]","[[ 2.21746374 -3.04447829  0.03212663  0.15236635]
 [ 8.15618103  1.54733982  0.          0.        ]]",[-0.10730351 -0.93427927]
15,-0.150227114579,[-0.19579619 -0.21705244],[-0.24224438 -0.74967223],-0.887498,"[-1.23445254 -0.5555613   0.98441355  0.37923531  0.27797059  1.31085057
  0.67162732  0.47380524 -0.34060467 -1.14329559  0.        ]","[[ 2.37470424 -3.02233353  0.03212663  0.15236635]
 [ 7.5698271   0.74888278  0.          0.        ]]",[ 0.42187632 -0.3059808 ]
16,-0.146624876485,[-0.19579619 -0.21705244],[-0.32871589 -0.76894754],-0.926151,"[-1.38033228 -0.55360948  0.7922035   0.34183437  0.27797014  1.31084516
  0.73794695  0.42430919 -0.34186403 -1.11295372  0.        ]","[[ 2.54135598 -3.01124685  0.03212663  0.15236635]
 [ 9.0902821   0.38794466  0.          0.        ]]",[ 0.52250123 -3.303488  ]
17,-0.143352082564,[-0.19579619 -0.21705244],[-0.42086619 -0.79021388],-0.922735,"[-1.51362756 -0.55271697  0.5302392   0.32577476  0.27796968  1.31083975
  0.82033176  0.3894019  -0.35319632 -1.08399227  0.        ]","[[  2.7421122   -3.00648156   0.03212663   0.15236635]
 [ 10.97904718   0.13339297   0.           0.        ]]",[ 1.21673103 -1.08155848]
18,-0.140390526636,[-0.19579619 -0.21705244],[-0.52398491 -0.8208369 ],-0.870532,"[-1.60884354 -0.5524025   0.1622875   0.32026332  0.27796923  1.31083434
  0.98355021  0.37737474 -0.37610923 -1.05555269  0.        ]","[[  2.99923722  -3.00484558   0.03212663   0.15236635]
 [ 14.72098594   0.04569144   0.           0.        ]]",[-0.60006172 -2.04685608]
19,-0.138601121205,[-0.19579619 -0.21705244],[-0.46484062 -0.83563745],-0.878962,"[-1.6119921  -0.55229342 -0.23513098  0.31837905  0.27796877  1.31082893
  0.86720416  0.37324432 -0.40620092 -1.03484426  0.        ]","[[  3.26689562  -3.00428628   0.03212663   0.15236635]
 [ 12.05374276   0.01557573   0.           0.        ]]",[ 0.06429396 -0.07072826]
20,-0.138113604809,[-0.19579619 -0.21705244],[-0.43208969 -0.85577095],-0.960138,"[-1.53068577 -0.55206386 -0.58274648  0.31441882  0.27796832  1.31082352
  0.86789709  0.38117049 -0.43705579 -1.02386531  0.        ]","[[  3.50813041  -3.00311048   0.03212663   0.15236635]
 [ 12.06968151   0.07338088   0.           0.        ]]",[ 1.01907801 -2.46065101]
21,-0.139081670374,[-0.19579619 -0.21705244],[-0.43142855 -0.88437396],-0.845141,"[-1.34385803 -0.55200374 -0.94467285  0.31340069  0.27796786  1.31081811
  1.03017363  0.36888985 -0.47411795 -1.02251732  0.        ]","[[  3.78685149  -3.00280827   0.03212663   0.15236635]
 [ 15.79002991  -0.0161689    0.           0.        ]]",[-2.06124636 -0.46076409]
22,-0.141439992578,[-0.19579619 -0.21705244],[-0.28632289 -0.89952493],-0.959459,"[-1.07784945 -0.55197574 -1.23225698  0.31293712  0.27796741  1.3108127
  0.8438344   0.37352893 -0.50920373 -1.03240146  0.        ]","[[  4.05979099  -3.00267076   0.03212663   0.15236635]
 [ 11.5181555    0.01766544   0.           0.        ]]",[-0.03568928 -1.10606959]
23,-0.144272685899,[-0.19579619 -0.21705244],[-0.17451905 -0.91770428],-0.967635,"[-0.80853472 -0.55201823 -1.40522016  0.31368686  0.27796695  1.31080729
  0.82772253  0.36777145 -0.53543594 -1.04840951  0.        ]","[[  4.28644854  -3.00289357   0.03212663   0.15236635]
 [ 11.14883111  -0.02431527   0.           0.        ]]",[-0.29831078 -0.48116832]
24,-0.147412487926,[-0.19579619 -0.21705244],[-0.02039088 -0.91609466],-0.978263,"[-0.5339847  -0.55200173 -1.50334389  0.31342097  0.2779665   1.31080188
  0.76657462  0.37353546 -0.55632361 -1.06855682  0.        ]","[[ 4.49536041 -3.00281476  0.03212663  0.15236635]
 [ 9.74702695  0.01772232  0.          0.        ]]",[-0.72772291 -1.63855478]
25,-0.150121614866,[-0.19579619 -0.21705244],[ 0.15253308 -0.90246058],-1.00625,"[-0.30859698 -0.55203664 -1.53618655  0.31404087  0.27796604  1.31079647
  0.63247697  0.36813161 -0.5696694  -1.08747731  0.        ]","[[ 4.65945626 -3.00299901  0.03212663  0.15236635]
 [ 6.67280329 -0.02167949  0.          0.        ]]",[-0.16580821 -0.65203297]
26,-0.152283290419,[-0.19579619 -0.21705244],[ 0.2629413 -0.891469 ],-1.05086,"[-0.13450519 -0.55204631 -1.53434031  0.31422597  0.27796559  1.31079106
  0.59807822  0.37208263 -0.57789808 -1.10342437  0.        ]","[[ 4.78500026 -3.00305414  0.03212663  0.15236635]
 [ 5.88422408  0.00713713  0.          0.        ]]",[ 0.49852248 -0.77752853]
27,-0.154682050126,[-0.19579619 -0.21705244],[ 0.33250973 -0.88683575],-1.065,"[ 0.05264604 -0.55203787 -1.50587005  0.31409871  0.27796514  1.31078565
  0.67909183  0.37096574 -0.58483716 -1.12191771  0.        ]","[[  4.92131971e+00  -3.00301650e+00   3.21266298e-02   1.52366355e-01]
 [  7.74153175e+00  -1.00288450e-03   0.00000000e+00   0.00000000e+00]]",[ 0.24095291 -2.36967941]
28,-0.157520762202,[-0.19579619 -0.21705244],[ 0.43515044 -0.87511122],-1.06611,"[ 0.26895005 -0.55208904 -1.43649749  0.31500049  0.27796468  1.31078024
  0.71401852  0.36863311 -0.58981776 -1.14499034  0.        ]","[[ 5.08418449 -3.00328445  0.03212663  0.15236635]
 [ 8.54227862 -0.01800836  0.          0.        ]]",[ 0.35683909 -1.01186058]
29,-0.16061537877,[-0.19579619 -0.21705244],[ 0.53137362 -0.85731006],-1.07213,"[ 0.4961907  -0.55215053 -1.31461046  0.31608273  0.27796423  1.31077483
  0.7682675   0.36930227 -0.59129316 -1.17157122  0.        ]","[[ 5.26750874 -3.00360598  0.03212663  0.15236635]
 [ 9.78600148 -0.01312402  0.          0.        ]]",[ 0.89486286  0.26918063]
30,-0.16532946271,[-0.19579619 -0.21705244],[ 0.58912909 -0.84598893],-1.0468,"[ 0.74512166 -0.55004409 -1.1030447   0.28096255  0.27796377  1.31076942
  0.9143619   0.51552937 -0.59238359 -1.21240336  0.        ]","[[  5.49683373  -2.9931697    0.03212663   0.15236635]
 [ 13.13533194   1.05320624   0.           0.        ]]",[ 0.80209879  1.62632608]
