timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.694277,"[ 1.10834289  1.94150493  0.03727923 -0.88113163 -0.72249846 -0.76870322
  0.73627995 -0.34267507  1.82959351  0.65594766  0.        ]",[-0.67321895 -0.02897319],-0.302017173297,[-0.99882782  0.89710104],[-0.10782056 -0.22969644],"[[ -1.87400791e-02  -4.00054863e-02  -8.12170641e-02  -8.91263585e-02]
 [  5.70916147e-05   5.10657423e-04   0.00000000e+00   0.00000000e+00]]"
1,-0.76876,"[ 1.10715351  1.94142628 -0.00320719 -0.88430448 -0.7224963  -0.76870082
  0.5785606  -0.358657    1.82738591  0.60821745  0.        ]",[-0.52492261  1.47255747],-0.300238476084,[-0.85403854  0.97963142],[-0.10782056 -0.22969644],"[[-0.04545891 -0.04113602 -0.08121706 -0.08912636]
 [-2.66307296 -0.11318849  0.          0.        ]]"
2,-0.628713,"[ 1.09879949  1.94251497 -0.11436414 -0.77891667 -0.72249414 -0.76869842
  0.45861021  0.19836961  1.82011713  0.51413156  0.        ]",[-1.62223198  0.40286678],-0.296622677943,[-0.82722026  0.95319462],[-0.10782056 -0.22969644],"[[ -1.19041760e-01  -3.64154974e-03  -8.12170641e-02  -8.91263585e-02]
 [ -4.68846325e+00   3.84942660e+00   0.00000000e+00   0.00000000e+00]]"
3,-0.667869,"[ 1.06508618  1.93733261 -0.3117167  -0.51989164 -0.72249199 -0.76869602
  0.22978772  0.41210148  1.79825045  0.36901676  0.        ]",[-1.53443809  1.60267977],-0.290341779912,[-0.52673006  1.11471069],[-0.10782056 -0.22969644],"[[-0.25157706  0.08860239 -0.08121706 -0.08912636]
 [-8.5522054   5.36989013  0.          0.        ]]"
4,-0.661009,"[ 0.96458744  1.9063409  -0.60823756 -0.11491095 -0.72248983 -0.76869362
  0.00543341  0.95395082  1.73693807  0.14922806  0.        ]",[-0.61265503  1.5276368 ],-0.278719721518,[-0.23120858  1.21889067],[-0.10782056 -0.22969644],"[[ -0.46063009   0.2346755   -0.08121706  -0.08912636]
 [-12.34050152   9.22454514   0.           0.        ]]"
5,-0.548907,"[ 0.75716987  1.80710356 -0.9445893   0.47212022 -0.72248767 -0.76869122
 -0.12374559  1.48495056  1.6211321  -0.07695644  0.        ]",[-0.87980104  0.78342452],-0.261824255259,[ 0.04388842  1.29839075],[-0.10782056 -0.22969644],"[[ -0.72932465   0.45706793  -0.08121706  -0.08912636]
 [-14.52173133  13.00205822   0.           0.        ]]"
6,-0.440381,"[ 0.41233028  1.59252298 -1.25077522  1.13883803 -0.72248551 -0.76868881
 -0.31296475  1.88487139  1.43590605 -0.2751777   0.        ]",[ 0.26598471 -0.00660212],-0.237714182385,[ 0.33445847  1.36390591],[-0.10782056 -0.22969644],"[[ -1.05181489   0.74565601  -0.08121706  -0.08912636]
 [-17.71675792  15.84715717   0.           0.        ]]"
7,-0.258624,"[-0.02727934  1.26935722 -1.42625439  1.68285914 -0.72248335 -0.76868641
 -0.22993343  1.83688073  1.20283106 -0.39501157  0.        ]",[ 1.7499585   2.43746783],-0.207931808724,[ 0.45420718  1.34716284],[-0.10782056 -0.22969644],"[[ -1.39208348   1.0591749   -0.08121706  -0.08912636]
 [-16.31476274  15.50586903   0.           0.        ]]"
8,-0.0390078,"[-0.41715809  0.84015534 -1.4420962   2.00472657 -0.72248119 -0.76868401
  0.02343418  2.35003351  1.01667184 -0.34824556  0.        ]",[-0.2442759   1.45185244],-0.181181039749,[ 0.01369855  0.92222512],[-0.10782056 -0.22969644],"[[ -1.67545709   1.40592019  -0.08121706  -0.08912636]
 [-12.03659874  19.15661326   0.           0.        ]]"
9,0.170446,"[-0.75004185  0.29211825 -1.35705183  1.95250543 -0.72247903 -0.76868161
 -0.01976958  2.85318578  0.86966145 -0.14742775  0.        ]",[-0.89378478  1.37940111],-0.156910628685,[-0.43573642  0.49784902],[-0.10782056 -0.22969644],"[[ -1.92350897   1.82496982  -0.08121706  -0.08912636]
 [-12.76610216  22.73639665   0.           0.        ]]"
