timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.481109,"[ 1.09881787  1.88087921 -0.01998233 -0.96847458  1.27072426  0.83753697
  0.67576907 -0.32940672  0.19169029 -0.98215141  0.        ]",[ 1.39734257  1.14905035],-0.133367485929,[ 0.3366971   1.24185181],[-0.08578984 -0.22551803],"[[-0.05171833 -0.08451911  0.14687053  0.097983  ]
 [-0.00426217 -0.00163096  0.          0.        ]]"
1,-0.493407,"[ 1.10055865  1.88420281  0.04011248 -0.86157638  1.27071659  0.83753367
  0.92448451  0.22234091  0.19851739 -0.87890935  0.        ]",[ 2.19714138  2.15104938],-0.122819074654,[ 0.03325012  0.96488154],[-0.08578984 -0.22551803],"[[-0.01212762 -0.04483898  0.14687053  0.097983  ]
 [ 3.95016893  3.95645856  0.          0.        ]]"
2,-0.161544,"[ 1.09293121  1.88200057  0.21886852 -0.54307218  1.27070891  0.83753038
  1.16828054  0.76316735  0.18348249 -0.57139085  0.        ]",[-1.5552396   0.11517388],-0.0911136281067,[-0.48830485  0.57073677],[-0.08578984 -0.22551803],"[[ 0.1057672   0.073217    0.14687053  0.097983  ]
 [ 7.82642275  7.8362101   0.          0.        ]]"
3,0.000233203,"[ 1.06701867  1.85025323  0.39153131 -0.11726237  1.27070124  0.83752709
  0.90972746  0.80532706  0.10395099 -0.24407115  0.        ]",[-0.43023871 -0.02519894],-0.0568211309474,[-0.66612297  0.43036893],[-0.08578984 -0.22551803],"[[ 0.22105154  0.23297599  0.14687053  0.097983  ]
 [ 3.71570323  8.13867331  0.          0.        ]]"
4,0.0180213,"[ 1.04774824  1.786       0.47468095  0.29367874  1.27069357  0.8375238
  0.79806689  0.76904624  0.00455938 -0.03481648  0.        ]",[-0.55067427 -0.40139262],-0.03554357488,[-0.76716375  0.34762979],[-0.08578984 -0.22551803],"[[ 0.2775539   0.39313835  0.14687053  0.097983  ]
 [ 1.94044099  7.87842594  0.          0.        ]]"
5,-0.0811649,"[ 1.04128422  1.70446742  0.49883029  0.63170053  1.27068589  0.83752051
  0.65867795  0.52586163 -0.08150399  0.0812441   0.        ]",[-1.65789418  0.14910025],-0.026188742839,[-0.69831258  0.39458039],[-0.08578984 -0.22551803],"[[ 0.2941279   0.5332036   0.14687053  0.097983  ]
 [-0.27569066  6.13390622  0.          0.        ]]"
6,-0.129659,"[ 1.05801711  1.61116352  0.43276879  0.91597109  1.27067822  0.83751722
  0.41018158  0.59141956 -0.12170052  0.09345418  0.        ]",[-2.16858902  0.1532706 ],-0.0221621662138,[-0.59766978  0.43844396],[-0.08578984 -0.22551803],"[[ 0.24897431  0.66060067  0.14687053  0.097983  ]
 [-4.22655013  6.60421091  0.          0.        ]]"
7,-0.304413,"[ 1.08974377  1.49237767  0.24875891  1.19134726  1.27067055  0.83751393
  0.16658408  0.65795408 -0.1137966   0.001789    0.        ]",[-2.91918703  2.51476781],-0.0188491838201,[-0.42146671  0.54382706],[-0.08578984 -0.22551803],"[[ 0.1255851   0.79747435  0.14687053  0.097983  ]
 [-8.09952572  7.08152301  0.          0.        ]]"
8,-0.179371,"[ 1.09678833  1.31068261 -0.05453809  1.49768163  1.27066288  0.83751064
 -0.07228451  1.1904818  -0.09780865 -0.17254341  0.        ]",[ 0.62563317  1.71479144],-0.0283426250714,[-0.33184689  0.51947129],[-0.08578984 -0.22551803],"[[ -0.07450913   0.97743506   0.14687053   0.097983  ]
 [-11.89731622  10.90174204   0.           0.        ]]"
9,-0.265789,"[ 1.04475965  1.01375249 -0.36889545  1.80659024  1.2706552   0.83750735
  0.09813391  1.71217985 -0.15218109 -0.31754184  0.        ]",[-0.6460249   1.34017528],-0.0391180844226,[-0.43881714  0.35213602],[-0.08578984 -0.22551803],"[[ -0.28527157   1.23302009   0.14687053   0.097983  ]
 [ -9.18782485  14.64434029   0.           0.        ]]"
