timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-4.29094,"[ 0.89161274  0.94522734 -0.09486338 -0.45932569  1.14173939  1.18445851
  0.4782838  -0.24852605 -0.12578368 -2.49104274  0.        ]",[ 5.44324746  1.89577802],-0.173305786198,[ 5.30813599  1.4233861 ],[-0.78125829 -0.7307961 ],"[[-0.07083051 -0.0405304   0.13338018  0.13660314]
 [-0.00094343 -0.00192677  0.          0.        ]]"
1,-4.31802,"[ 0.89497797  0.94622329 -0.03416911 -0.37815139  1.14173889  1.18445797
  0.67371738  0.53316243 -0.11659812 -2.29471058  0.        ]",[ 3.64431483 -0.07917824],-0.162402278181,[ 3.8681879   0.01637086],[-0.78125829 -0.7307961 ],"[[ -3.11741264e-02  -8.56146674e-04   1.33380180e-01   1.36603142e-01]
 [  3.95341947e+00   3.95616578e+00   0.00000000e+00   0.00000000e+00]]"
2,-3.81113,"[ 0.88951866  0.94287299  0.14646577 -0.2244354   1.14173839  1.18445743
  0.86536921  0.45547965 -0.13543341 -1.78346609  0.        ]",[ 1.59292942 -0.21247801],-0.133273423215,[ 1.86954892 -0.65479875],[-0.78125829 -0.7307961 ],"[[ 0.0868018   0.07432056  0.13338018  0.13660314]
 [ 7.83126513  3.56281838  0.          0.        ]]"
3,-3.16481,"[ 0.8302275   0.93494807  0.43945063 -0.09808314  1.1417379   1.1844569
  1.05324156  0.27509551 -0.26435181 -1.06803427  0.        ]",[-0.13676795 -1.9668065 ],-0.0900752985049,[-0.6479969  -1.32588398],[-0.78125829 -0.7307961 ],"[[  0.28156738   0.13641276   0.13338018   0.13660314]
 [ 11.63264001   2.64944102   0.           0.        ]]"
4,-2.37881,"[ 0.68676499  0.93274803  0.75709232 -0.07228141  1.1417374   1.18445636
  1.01520711 -0.51720517 -0.50826298 -0.39878625  0.        ]",[-2.13076559 -0.46626584],-0.0463036453326,[-1.49300396 -0.90417564],[-0.78125829 -0.7307961 ],"[[  0.50649899   0.14914962   0.13338018   0.13660314]
 [ 10.86306739  -1.36238473   0.           0.        ]]"
5,-2.15845,"[ 0.52347136  0.93970686  0.97957406 -0.1646202   1.1417369   1.18445582
  0.80911205 -0.87618159 -0.72192116 -0.00710582  0.        ]",[-0.5309836  -0.36044167],-0.022421978566,[-1.26755679 -0.62550652],[-0.78125829 -0.7307961 ],"[[ 0.68192073  0.10366447  0.13338018  0.13660314]
 [ 6.69299189 -3.18006785  0.          0.        ]]"
6,-2.25252,"[ 0.39873452  0.94579966  1.10592804 -0.3224086   1.1417364   1.18445528
  0.69878281 -1.14543819 -0.83517151  0.16127931  0.        ]",[-1.92997165  0.3966922 ],-0.0191634916178,[-1.16374135 -0.32511994],[-0.78125829 -0.7307961 ],"[[ 0.7933825   0.0263838   0.13338018  0.13660314]
 [ 4.46061908 -4.54345456  0.          0.        ]]"
7,-2.17486,"[ 0.33967362  0.94483502  1.15689415 -0.47420382  1.14173591  1.18445474
  0.49888167 -0.81715658 -0.85202404  0.18269943  0.        ]",[-0.69867121 -0.7618246 ],-0.0194220144875,[-0.54223037 -0.5664407 ],[-0.78125829 -0.7307961 ],"[[ 0.84201267 -0.04780727  0.13338018  0.13660314]
 [ 0.41586789 -2.88119775  0.          0.        ]]"
8,-2.01414,"[ 0.36365982  0.93515978  1.13679112 -0.6520811   1.14173541  1.18445421
  0.3619344  -1.40141352 -0.74800387  0.02796738  0.        ]",[ 0.76226494  0.47796819],-0.0207138180049,[ 0.73655093  0.70743012],[-0.78125829 -0.7307961 ],"[[ 0.82252831 -0.13511375  0.13338018  0.13660314]
 [-2.35508978 -5.83959399  0.          0.        ]]"
9,-2.05168,"[ 0.38350119  0.91376878  1.11955267 -0.84649979  1.14173491  1.18445367
  0.51322785 -1.00504919 -0.65328099 -0.14524142  0.        ]",[ 0.24019338  0.60877987],-0.0285852939861,[ 0.38624683  0.38569337],[-0.78125829 -0.7307961 ],"[[ 0.8061407  -0.23176885  0.13338018  0.13660314]
 [ 0.70614875 -3.83259982  0.          0.        ]]"
