timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.09832,"[ 0.90804837  1.07586566  0.04506657 -0.45615833  1.09864961 -1.29519593
  0.60592065 -0.27726102  0.02167623  1.74802504  0.        ]",[-2.88597015 -1.33389028],-0.164415772869,[-2.68984318 -1.66392148],[-0.45296389 -0.44356376],"[[-0.00578488 -0.07013027  0.12877434 -0.15205246]
 [-0.00385515 -0.00212583  0.          0.        ]]"
1,-2.01912,"[ 0.90645198  1.071875   -0.01667315 -0.5491235   1.09864868 -1.2951946
  0.41234444 -0.97161519  0.01113793  1.59341813  0.        ]",[-2.66400842 -0.93674033],-0.152944581137,[-1.71544647 -0.91411877],[-0.45296389 -0.44356376],"[[-0.04553638 -0.10988478  0.12877434 -0.15205246]
 [-3.95813872 -3.96013831  0.          0.        ]]"
2,-1.61172,"[ 0.88718313  1.05033889 -0.19899312 -0.81664815  1.09864776 -1.29519328
  0.22258611 -1.60828136 -0.06598688  1.14823068  0.        ]",[-0.62048714  0.66858275],-0.118239789698,[ 0.30565891  0.80822873],[-0.45296389 -0.44356376],"[[-0.16359079 -0.22550034  0.12877434 -0.15205246]
 [-7.8344331  -7.58932175  0.          0.        ]]"
3,-0.799391,"[ 0.81673838  1.01121402 -0.46902887 -1.09504335  1.09864683 -1.29519196
  0.1099491  -1.11733247 -0.2712148   0.58748985  0.        ]",[ 2.45682565  1.12450322],-0.0694475768839,[ 1.88194251  1.26157558],[-0.45296389 -0.44356376],"[[ -0.34336502  -0.34920822   0.12877434  -0.15205246]
 [-10.13532856  -4.79078285   0.           0.        ]]"
4,-0.536463,"[ 0.71322672  0.98855842 -0.696827   -1.21544445  1.09864591 -1.29519064
  0.31334531 -0.40631507 -0.49570904  0.20640434  0.        ]",[ 0.61867285  0.4233057 ],-0.0313707120959,[ 1.69361079  0.80832005],[-0.45296389 -0.44356376],"[[-0.50438482 -0.40435877  0.12877434 -0.15205246]
 [-5.98044437 -0.73778785  0.          0.        ]]"
5,-0.561751,"[ 0.63631749  0.9895211  -0.82102453 -1.21069454  1.09864499 -1.29518932
  0.43891833 -0.10987118 -0.62041392  0.0375735   0.        ]",[ 0.65867978  0.52226272],-0.0136177457375,[ 1.5307076   0.58146805],[-0.45296389 -0.44356376],"[[-0.59825687 -0.40216006  0.12877434 -0.15205246]
 [-3.41529515  0.95202363  0.          0.        ]]"
6,-0.631813,"[ 0.59865143  1.00601329 -0.87352641 -1.12444974  1.09864406 -1.295188
  0.56974837  0.24942921 -0.64493361 -0.00509334  0.        ]",[ 0.34890743  1.24164778],-0.0106719312965,[ 0.91258806  0.00429097],[-0.45296389 -0.44356376],"[[-0.63974836 -0.36257021  0.12877434 -0.15205246]
 [-0.74275675  3.00013451  0.          0.        ]]"
7,-0.328721,"[ 0.59783418  1.04008159 -0.87461499 -0.90307932  1.09864314 -1.29518668
  0.63796267  0.93354797 -0.56183621  0.07049399  0.        ]",[ 0.3842643  -1.71298722],-0.020280613933,[-0.10724527 -1.18994749],[-0.45296389 -0.44356376],"[[-0.64062242 -0.26344089  0.12877434 -0.15205246]
 [ 0.65069844  6.89980054  0.          0.        ]]"
8,-0.333139,"[ 0.62366096  1.0631532  -0.83918261 -0.68088765  1.09864222 -1.29518536
  0.71182248  0.21485124 -0.44886972  0.21029601  0.        ]",[-1.84716629 -0.79234933],-0.035775311176,[-0.39304805 -0.77186978],[-0.45296389 -0.44356376],"[[-0.61247045 -0.16654908  0.12877434 -0.15205246]
 [ 2.15947829  2.80303521  0.          0.        ]]"
9,-0.473166,"[ 0.62642741  1.06728397 -0.83525879 -0.62510928  1.09864129 -1.29518404
  0.51613579 -0.34500453 -0.42754705  0.23970933  0.        ]",[-1.13952408 -0.12151902],-0.0389187685994,[ 0.69155848  0.1255933 ],[-0.45296389 -0.44356376],"[[-0.60938783 -0.14250798  0.12877434 -0.15205246]
 [-1.83790643 -0.38829386  0.          0.        ]]"
10,-0.530467,"[ 0.55464453  1.06521427 -0.92952684 -0.6541391   1.09864037 -1.29518271
  0.32426848 -0.42779988 -0.53716249  0.08231537  0.        ]",[ 1.73861547 -0.38298431],-0.023049577484,[ 2.00970531  0.75931609],[-0.45296389 -0.44356376],"[[-0.68547009 -0.15500913  0.12877434 -0.15205246]
 [-5.75727204 -0.86025054  0.          0.        ]]"
11,-0.699098,"[ 0.47776929  1.05907799 -1.01610532 -0.7287914   1.09863944 -1.29518139
  0.52352647 -0.6911178  -0.67050864 -0.07551786  0.        ]",[ 1.88026026  1.50101688],-0.0100448017687,[ 1.75648582  1.15797055],[-0.45296389 -0.44356376],"[[-0.75977654 -0.18727404  0.12877434 -0.15205246]
 [-1.68692675 -2.36123464  0.          0.        ]]"
12,-0.59685,"[ 0.48450549  1.05758572 -1.00901887 -0.74502934  1.09863852 -1.29518007
  0.71874052  0.01144728 -0.66709534 -0.07056872  0.        ]",[ 0.0728074   0.50610061],-0.0100981879335,[ 0.56064868 -0.09832963],[-0.45296389 -0.44356376],"[[-0.75350496 -0.19431725  0.12877434 -0.15205246]
 [ 2.30081293  1.64357164  0.          0.        ]]"
13,-0.50039,"[ 0.53500561  1.06741351 -0.95290093 -0.62315262  1.0986376  -1.29517875
  0.73057405  0.35727715 -0.55397971  0.0583063   0.        ]",[ 0.14841745  0.14782462],-0.0208203575092,[-0.12187944 -0.82459915],[-0.45296389 -0.44356376],"[[-0.70506327 -0.14166691  0.12877434 -0.15205246]
 [ 2.54255097  3.6148932   0.          0.        ]]"
14,-0.322727,"[ 0.59011611  1.07629725 -0.88480086 -0.44229498  1.09863667 -1.29517743
  0.75684302  0.44736987 -0.42248374  0.2395173   0.        ]",[-1.69599318 -0.85800339],-0.0393719058456,[-0.84082878 -1.30375922],[-0.45296389 -0.44356376],"[[-0.64882822 -0.0642164   0.12877434 -0.15205246]
 [ 3.07916894  4.12844626  0.          0.        ]]"
15,-0.566548,"[ 0.60996548  1.07844516 -0.85822532 -0.33044176  1.09863575 -1.29517611
  0.56027219 -0.16269312 -0.3652248   0.33262562  0.        ]",[ 1.26570484 -0.46698304],-0.0485381892549,[ 0.14013118 -0.42244861],[-0.45296389 -0.44356376],"[[-0.62753291 -0.01653849  0.12877434 -0.15205246]
 [-0.93627021  0.6509295   0.          0.        ]]"
16,-0.571696,"[ 0.6291182   1.07832142 -0.83141122 -0.34377296  1.09863483 -1.29517479
  0.75486853 -0.48960605 -0.34404807  0.37036809  0.        ]",[-0.666639    0.03738248],-0.0521364539991,[-0.62552899 -0.32923457],[-0.45296389 -0.44356376],"[[-0.60637474 -0.02221694  0.12877434 -0.15205246]
 [ 3.03884895 -1.21255912  0.          0.        ]]"
17,-0.633656,"[ 0.65844422  1.07747916 -0.78787121 -0.39660991  1.0986339  -1.29517347
  0.62282456 -0.45924375 -0.31941219  0.41688101  0.        ]",[ 0.13924217  0.40233688],-0.0564864153502,[-0.19587564 -0.24641427],[-0.45296389 -0.44356376],"[[-0.57266074 -0.0447316   0.12877434 -0.15205246]
 [ 0.34153246 -1.03948753  0.          0.        ]]"
18,-0.504648,"[ 0.6687587   1.07723671 -0.77176732 -0.40740259  1.09863298 -1.29517214
  0.64942787 -0.17619356 -0.3085571   0.43795045  0.        ]",[-0.16053186 -0.97707865],-0.0584445357636,[-0.51986486 -0.6490041 ],[-0.45296389 -0.44356376],"[[-0.56037756 -0.04933302  0.12877434 -0.15205246]
 [ 0.88497769  0.57396964  0.          0.        ]]"
19,-0.711903,"[ 0.67796275  1.07530445 -0.75701798 -0.47172743  1.09863205 -1.29517082
  0.61755633 -0.85685421 -0.31280083  0.43174676  0.        ]",[ 1.02146849  0.794845  ],-0.057779910048,[-0.02168421  0.27352142],[-0.45296389 -0.44356376],"[[-0.54921011 -0.07678232  0.12877434 -0.15205246]
 [ 0.23392991 -3.30596967  0.          0.        ]]"
20,-0.521002,"[ 0.71283246  1.07176083 -0.6975181  -0.55097776  1.09863113 -1.2951695
  0.81092405 -0.29351303 -0.28536809  0.48984298  0.        ]",[-0.76502287 -0.6619001 ],-0.0630090120843,[-1.2748208 -0.7475543],[-0.45296389 -0.44356376],"[[-0.50489986 -0.11068291  0.12877434 -0.15205246]
 [ 4.18394936 -0.09478498  0.          0.        ]]"
21,-0.664898,"[ 0.75065874  1.06784717 -0.62512847 -0.61658672  1.09863021 -1.29516818
  0.65877099 -0.75275057 -0.24796462  0.57379019  0.        ]",[-0.56296387 -0.18016083],-0.0704797922316,[-0.61357892 -0.06575379],[-0.45296389 -0.44356376],"[[-0.45240522 -0.1388435   0.12877434 -0.15205246]
 [ 1.07585852 -2.7125553   0.          0.        ]]"
22,-0.62595,"[ 0.74994739  1.0563995  -0.62657871 -0.75743298  1.09862928 -1.29516686
  0.54871952 -0.86832292 -0.28605903  0.50503757  0.        ]",[-1.09341367 -0.20028509],-0.0637534182972,[ 0.09376583  0.39091718],[-0.45296389 -0.44356376],"[[-0.45344349 -0.19970447  0.12877434 -0.15205246]
 [-1.17220586 -3.37134954  0.          0.        ]]"
23,-0.664036,"[ 0.70408042  1.03681542 -0.71302947 -0.9278922   1.09862836 -1.29516554
  0.35620852 -0.9954723  -0.40872121  0.29837391  0.        ]",[ 2.00127324  1.00974412],-0.0431727057565,[ 1.52263081  1.17802668],[-0.45296389 -0.44356376],"[[-0.51634342 -0.27440346  0.12877434 -0.15205246]
 [-5.10470883 -4.09613662  0.          0.        ]]"
24,-0.5078,"[ 0.65411021  1.02337207 -0.79450222 -1.0208883   1.09862744 -1.29516422
  0.55473415 -0.28687775 -0.51912146  0.14225981  0.        ]",[ 0.58690215  0.10554938],-0.0266357271897,[ 0.78506941  0.35347286],[-0.45296389 -0.44356376],"[[-0.57774905 -0.31579997  0.12877434 -0.15205246]
 [-1.04933503 -0.05697383  0.          0.        ]]"
25,-0.603003,"[ 0.65625476  1.02442617 -0.79122573 -1.01406257  1.09862651 -1.2951629
  0.66940122 -0.21351641 -0.51327616  0.14957046  0.        ]",[ 1.22367653  1.29076095],-0.027453262265,[ 0.24137843  0.10321763],[-0.45296389 -0.44356376],"[[-0.57523416 -0.31274377  0.12877434 -0.15205246]
 [ 1.29302541  0.36120322  0.          0.        ]]"
26,-0.298395,"[ 0.70898713  1.03935331 -0.70437933 -0.90859803  1.09862559 -1.29516158
  0.86173297  0.47960553 -0.3948115   0.31929407  0.        ]",[-1.12156997 -1.23387054],-0.0453545738778,[-1.46880341 -1.31113017],[-0.45296389 -0.44356376],"[[-0.50995418 -0.26587847  0.12877434 -0.15205246]
 [ 5.22187826  4.31216745  0.          0.        ]]"
27,-0.50702,"[ 0.754854    1.05162496 -0.61648177 -0.80450729  1.09862466 -1.29516025
  0.66309294 -0.22973252 -0.291564    0.49889938  0.        ]",[-0.47464973 -0.68275375],-0.0629859997223,[-0.69464499 -0.52406991],[-0.45296389 -0.44356376],"[[-0.44622878 -0.22020377  0.12877434 -0.15205246]
 [ 1.16418302  0.26876943  0.          0.        ]]"
28,-0.577301,"[ 0.75769309  1.04604999 -0.6105554  -0.85432326  1.09862374 -1.29515893
  0.57009643 -0.70480304 -0.30132022  0.48509939  0.        ]",[-0.56284474 -0.37770453],-0.0614711224115,[-0.0234617   0.23243636],[-0.45296389 -0.44356376],"[[-0.44200503 -0.24199878  0.12877434 -0.15205246]
 [-0.73548917 -2.43924814  0.          0.        ]]"
29,-0.600765,"[ 0.73203962  1.026952   -0.66191247 -0.99740028  1.09862282 -1.29515761
  0.4618343  -0.95854918 -0.38692396  0.34476748  0.        ]",[ 0.04994253  0.16891446],-0.0472531210873,[ 0.9323799   0.97672057],[-0.45296389 -0.44356376],"[[-0.47890344 -0.30529609  0.12877434 -0.15205246]
 [-2.94699957 -3.88566537  0.          0.        ]]"
