timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.55247635 -0.2206265 ],-1.14262,"[ 0.92218342  1.05910131  0.02087014  0.03982821  1.52513439  0.63978678
  0.40789038 -0.19917721 -0.524833   -0.82909896  0.        ]",-0.0628383549062,[ 1.38593364 -0.66357017],[ 0.69997071 -1.77053233],"[[ 0.08356163  0.0235031   0.17624586  0.07371483]
 [-0.00428619 -0.00038572  0.          0.        ]]"
1,[-0.55247635 -0.2206265 ],-1.09431,"[ 0.91800163  1.05926875  0.06353403 -0.03875237  1.52513273  0.63978648
  0.61060559 -0.84423822 -0.52622646 -0.81089113  0.        ]",-0.061541686934,[ 1.09923398  0.53873312],[ 2.01135422  0.37107222],"[[ 0.11127439 -0.01624319  0.17624586  0.07371483]
 [ 2.76633199 -3.96103992  0.          0.        ]]"
2,[-0.55247635 -0.2206265 ],-0.900501,"[ 0.89488007  1.05569804  0.20777101 -0.1645473   1.52513107  0.63978619
  0.89599483 -0.59241109 -0.54532325 -0.65058186  0.        ]",-0.0500667257772,[-0.47883505 -0.53563094],[-0.57657841  0.62546687],"[[ 0.20573656 -0.07995046  0.17624586  0.07371483]
 [ 6.66690197 -2.4148322   0.          0.        ]]"
3,[-0.55247635 -0.2206265 ],-0.946903,"[ 0.85133532  1.05325374  0.37080108 -0.20975111  1.52512941  0.63978589
  0.71939201 -0.18111444 -0.5904385  -0.39925413  0.        ]",-0.0328649312932,[-0.68455493 -1.34114146],[-0.73343598 -2.93566509],"[[ 0.31485704 -0.10290944  0.17624586  0.07371483]
 [ 4.25318469  0.11051321  0.          0.        ]]"
4,[-0.55247635 -0.2206265 ],-0.867199,"[ 0.8226261   1.04794353  0.45111187 -0.28339821  1.52512775  0.6397856
  0.50106488 -0.82617003 -0.6137668  -0.30971849  0.        ]",-0.0271599517463,[ 0.29849127  0.43709314],[ 0.09507011  0.31973853],"[[ 0.36998159 -0.1404373   0.17624586  0.07371483]
 [ 1.26919806 -3.85010511  0.          0.        ]]"
5,[-0.55247635 -0.2206265 ],-0.858565,"[ 0.80581277  1.03525328  0.49255279 -0.40714286  1.52512609  0.6397853
  0.52670706 -0.6075814  -0.61663682 -0.32299566  0.        ]",-0.0274163824976,[ 0.07310238  0.0051218 ],[ 0.40931589  0.07064157],"[[ 0.39888186 -0.20397344  0.17624586  0.07371483]
 [ 1.61966591 -2.50798148  0.          0.        ]]"
6,[-0.55247635 -0.2206265 ],-0.880094,"[ 0.77504485  1.02293796  0.56069792 -0.49740279  1.52512443  0.63978501
  0.64282637 -0.55403621 -0.63728809 -0.26533629  0.        ]",-0.0235951566691,[-0.54244876 -0.2280083 ],[-0.42029447 -1.00931269],"[[ 0.44719865 -0.25083452  0.17624586  0.07371483]
 [ 3.20673164 -2.1792177   0.          0.        ]]"
7,[-0.55247635 -0.2206265 ],-0.855715,"[ 0.74210648  0.99510995  0.62525934 -0.6542647   1.52512277  0.63978471
  0.51664295 -1.19178942 -0.65185933 -0.26183702  0.        ]",-0.0221777678118,[ 0.32769653  1.45210063],[ 1.06878475  0.76055293],"[[ 0.49402994 -0.33370716  0.17624586  0.07371483]
 [ 1.48212193 -6.09500063  0.          0.        ]]"
8,[-0.55247635 -0.2206265 ],-0.84597,"[ 0.68811827  0.95609844  0.71744897 -0.8204287   1.52512111  0.63978442
  0.8038594  -0.68189856 -0.68391255 -0.21611151  0.        ]",-0.0180016090022,[-1.25895953  0.11126742],[-2.57672276  0.04406171],"[[ 0.56305817 -0.42419595  0.17624586  0.07371483]
 [ 5.40765955 -2.9642944   0.          0.        ]]"
9,[-0.55247635 -0.2206265 ],-0.893008,"[ 0.62938436  0.92707555  0.80365653 -0.92164227  1.52511945  0.63978412
  0.50657876 -0.64367917 -0.72445044 -0.13118746  0.        ]",-0.0134015688118,[-0.42151722  0.50711519],[-0.00411556 -0.23910513],"[[ 0.6304454  -0.48112721  0.17624586  0.07371483]
 [ 1.34457874 -2.7296308   0.          0.        ]]"
