timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.70602047 -0.35105902],-2.56409,"[ 0.90902735  1.01103559 -0.24271263 -0.11409236  1.59357237  1.7317355
  0.38643189 -0.18803553 -0.65798418 -3.1977108   0.        ]",-0.223742217844,[ 3.86032796 -1.05692959],[ 3.73173252 -0.04956175],"[[-0.08097647 -0.05097764  0.18484104  0.19990308]
 [ 0.00242696 -0.00349951  0.          0.        ]]"
1,[-0.70602047 -0.35105902],-2.58539,"[ 0.91275711  1.0109086  -0.18054207 -0.11806664  1.59357094  1.73173374
  0.66842386 -0.22090143 -0.65030932 -3.08679898  0.        ]",-0.215788287277,[ 3.22920585 -1.40251708],[ 3.33872902 -1.73554603],"[[-0.04123712 -0.05303135  0.18484104  0.19990308]
 [ 3.95833585 -0.20120625  0.          0.        ]]"
2,[-0.70602047 -0.35105902],-2.26362,"[ 0.90952653  1.00703229  0.00442107 -0.20255721  1.59356951  1.73173199
  0.94494235 -0.8787126  -0.64753424 -2.81279672  0.        ]",-0.195997700298,[ 2.50871325 -0.33621573],[ 2.3053449  0.390616 ],"[[ 0.07685004 -0.09675839  0.18484104  0.19990308]
 [ 7.83746298 -4.15830114  0.          0.        ]]"
3,[-0.70602047 -0.35105902],-2.01486,"[ 0.85766228  0.99675554  0.3047867  -0.33095318  1.59356808  1.73173023
  1.2158397  -0.6081476  -0.69068939 -2.35689947  0.        ]",-0.162538394947,[ 0.81245792 -1.51801991],[ 0.36146982 -0.85970436],"[[  0.27172851  -0.16359441   0.18484104   0.19990308]
 [ 11.63773836  -2.53070666   0.           0.        ]]"
4,[-0.70602047 -0.35105902],-1.70978,"[ 0.71351887  0.97636742  0.65821189 -0.49076009  1.59356665  1.73172848
  1.30145878 -1.16575275 -0.82771188 -1.80962966  0.        ]",-0.1215906216,[-0.31680816 -0.38029444],[-1.31475482 -0.19641297],"[[  0.51653431  -0.24786351   0.18484104   0.19990308]
 [ 12.83885232  -5.88500884   0.           0.        ]]"
5,[-0.70602047 -0.35105902],-1.62202,"[ 0.5212515   0.93146536  0.930643   -0.72003015  1.59356522  1.73172672
  1.00138636 -1.2753787  -0.99596491 -1.44157935  0.        ]",-0.0947858752101,[-0.19813512  0.67085147],[-0.93312962  0.10184013],"[[ 0.73107596 -0.3721801   0.18484104  0.19990308]
 [ 8.62931296 -6.5444737   0.          0.        ]]"
6,[-0.70602047 -0.35105902],-1.61752,"[ 0.3740707   0.86884553  1.07699305 -0.94048737  1.59356379  1.73172497
  0.72606649 -1.18655591 -1.10292179 -1.30174344  0.        ]",-0.0860639796837,[ 0.22583529  1.29004264],[ 0.13061808  1.74950046],"[[ 0.86491083 -0.4977084   0.18484104  0.19990308]
 [ 4.76701003 -6.01016059  0.          0.        ]]"
7,[-0.70602047 -0.35105902],-1.621,"[ 0.25285033  0.82078169  1.17215864 -1.07243509  1.59356236  1.73172321
  0.75607978 -0.50856542 -1.19697939 -1.19002685  0.        ]",-0.0804842494801,[-0.60465711  0.08435971],[-0.42610637 -1.04973416],"[[ 0.96447537 -0.5769909   0.18484104  0.19990308]
 [ 5.18805375 -1.93167884  0.          0.        ]]"
8,[-0.70602047 -0.35105902],-1.56961,"[ 0.14133901  0.76742745  1.2439896  -1.19572686  1.59356093  1.73172146
  0.62869714 -1.160322   -1.27895219 -1.11610433  0.        ]",-0.0783479358137,[-0.43078178  1.76972485],[-0.7773832   1.42122829],"[[ 1.05030739 -0.65496179  0.18484104  0.19990308]
 [ 3.40107812 -5.8523537   0.          0.        ]]"
9,[-0.70602047 -0.35105902],-1.58353,"[ 0.0921982   0.70980936  1.27151079 -1.30921541  1.59355951  1.7317197
  0.40456671 -0.48265717 -1.29619458 -1.14775215  0.        ]",-0.0811169959983,[-0.18373308  0.96614742],[-0.23705263  1.93909329],"[[ 1.08678232 -0.73110764  0.18484104  0.19990308]
 [ 0.2568818  -1.77583133  0.          0.        ]]"
