timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.25622377 -0.07556546],-0.925683,"[ 0.97508292  1.38803609 -0.2324308  -0.02501234 -0.48705283 -1.31559941
  0.49750759 -0.26076503  1.66862531  1.27312646  0.        ]",-0.302369993423,[-1.63807178  0.52845854],[-1.41354681  1.12536214],"[[-0.07125235  0.05720453 -0.05596827 -0.15298755]
 [ 0.0045391  -0.00188228  0.          0.        ]]"
1,[-0.25622377 -0.07556546],-0.931658,"[ 0.96966988  1.38443635 -0.29266503  0.05579163 -0.48705232 -1.31559635
  0.19644755  0.32686227  1.66560554  1.23567808  0.        ]",-0.30019426382,[-1.0616852   0.52417225],[-0.70026675  0.20591861],"[[-0.11086844  0.09691052 -0.05596827 -0.15298755]
 [-3.95296753  3.95927319  0.          0.        ]]"
2,[-0.25622377 -0.07556546],-0.902709,"[ 0.94367986  1.37019936 -0.45237836  0.23075433 -0.4870518  -1.31559329
 -0.00836395  0.43634053  1.65068602  1.11570467  0.        ]",-0.292908139529,[-0.49266976  0.56878704],[ 1.22276867 -0.68190799],"[[-0.21694034  0.18350055 -0.05596827 -0.15298755]
 [-6.64526326  4.69726071  0.          0.        ]]"
3,[-0.25622377 -0.07556546],-0.860982,"[ 0.90782087  1.35354466 -0.58780787  0.36212059 -0.48705129 -1.31559022
  0.30265438  0.0217598   1.62957104  1.00404838  0.        ]",-0.28567989187,[-0.89055705  0.53433853],[ 0.03301275 -0.57764845],"[[-0.30882541  0.24940596 -0.05596827 -0.15298755]
 [-2.55685339  1.90260599  0.          0.        ]]"
4,[-0.25622377 -0.07556546],-0.732223,"[ 0.88357428  1.34914152 -0.65894335  0.3911914  -0.48705078 -1.31558716
  0.31650331 -0.32314767  1.61361169  0.92361466  0.        ]",-0.280592910642,[-0.79275626  0.60986334],[-0.80174712  1.5311436 ],"[[-0.35813589  0.26413066 -0.05596827 -0.15298755]
 [-2.37480239 -0.42238724  0.          0.        ]]"
5,[-0.25622377 -0.07556546],-0.648605,"[ 0.83771607  1.33894274 -0.76993552  0.45274344 -0.48705026 -1.3155841
  0.07868187  0.26566265  1.58290435  0.8050314   0.        ]",-0.272617481932,[-0.20126736  0.55021429],[ 1.05842451  3.02272279],"[[-0.43699812  0.29550647 -0.05596827 -0.15298755]
 [-5.50101314  3.54673037  0.          0.        ]]"
6,[-0.25622377 -0.07556546],-0.844473,"[ 0.7904585   1.29454628 -0.8641119   0.66341418 -0.48704975 -1.31558104
  0.38779281  0.84241316  1.56106851  0.78855078  0.        ]",-0.269571613867,[-0.68849957  0.31090909],[-1.26847348 -0.457632  ],"[[-0.50625016  0.40544875 -0.05596827 -0.15298755]
 [-1.43768473  7.43455737  0.          0.        ]]"
7,[-0.25622377 -0.07556546],-0.693205,"[ 0.73780034  1.22582796 -0.95333064  0.89811015 -0.48704923 -1.31557797
  0.08905812  0.55197355  1.53566726  0.79661034  0.        ]",-0.267027094372,[-0.17164737  0.45836812],[-1.03202187  1.15772109],"[[-0.57440339  0.53449668 -0.05596827 -0.15298755]
 [-5.36460649  5.47673699  0.          0.        ]]"
8,[-0.25622377 -0.07556546],-0.638223,"[ 0.60570065  1.12623234 -1.13091349  1.14605902 -0.48704872 -1.31557491
 -0.20394242  1.12346351  1.4620942   0.68821658  0.        ]",-0.254901185686,[ 0.40147313  0.44291693],[ 0.52875538  1.62014064],"[[-0.72033887  0.68268395 -0.05596827 -0.15298755]
 [-9.21615194  9.3291063   0.          0.        ]]"
9,[-0.25622377 -0.07556546],-0.733672,"[ 0.43164351  0.93811804 -1.30235233  1.46625092 -0.48704821 -1.31557185
 -0.03103495  1.68331748  1.36539242  0.64716623  0.        ]",-0.242581407217,[ 0.08489844  0.36596516],[ 0.19457311 -0.31506137],"[[ -0.88185811   0.90713114  -0.05596827  -0.15298755]
 [ -6.94325543  13.10306194   0.           0.        ]]"
